N	2gram	Voloshinov	VerxiiNi
1	и в	16	26
2	таким образом	9	22
3	с тем	1	18
4	в этом	9	15
5	вместе с	3	15
6	точки зрения	8	13
7	как бы	5	12
8	в том	3	11
9	не только	7	10
10	и с	8	10
11	может быть	17	10
12	из этих	2	10
13	что в	3	9
14	так как	4	9
15	связи с	1	9
16	но и	4	9
17	в области	3	9
18	в общем	3	8
19	и не	4	8
20	как на	1	8
21	главным образом	1	8
22	с другой	1	8
23	но не	1	8
24	с одной	1	7
25	в эпоху	1	7
26	связанные с	2	7
27	том что	3	7
28	одной стороны	1	7
29	а с	1	7
30	то что	3	7
31	но в	4	7
32	к нему	1	7
33	так и	4	6
34	в конце	1	6
35	несмотря на	1	6
36	все это	4	6
37	что и	2	6
38	все эти	5	6
39	все же	1	6
40	к тому	1	6
41	о том	2	6
42	во всяком	3	6
43	и потому	3	6
44	всяком случае	3	6
45	мы должны	1	6
46	и т.д	1	6
47	с точки	6	6
48	того же	2	6
49	и к	6	5
50	до сих	3	5
51	в его	4	5
52	в мире	1	5
53	не имеет	1	5
54	с другом	1	5
55	сих пор	3	5
56	по крайней	3	5
57	того чтобы	1	5
58	для того	1	5
59	так же	2	5
60	лишь в	1	5
61	отношение к	5	5
62	друг с	1	5
63	а не	1	5
64	и для	2	5
65	крайней мере	3	5
66	никогда не	2	5
67	в самом	2	4
68	что оно	2	4
69	и по	2	4
70	то же	2	4
71	только в	4	4
72	в этих	3	4
73	с другими	3	4
74	учение о	3	4
75	что он	2	4
76	в смысле	1	4
77	в течение	1	4
78	он не	2	4
79	и что	1	4
80	а в	3	4
81	очень мало	1	4
82	в этой	4	4
83	не может	8	4
84	на этот	1	4
85	и только	9	4
86	в нем	4	4
87	во время	3	4
88	к сожалению	1	3
89	с этой	2	3
90	при этом	6	3
91	для него	6	3
92	что это	2	3
93	в качестве	1	3
94	и даже	4	3
95	если бы	1	3
96	с ней	1	3
97	с самого	4	3
98	случае не	1	3
99	в связи	1	3
100	и как	3	3
101	же как	2	3
