N	2gram	Losev_Dial	Tvorches
1	у достоевского	1	91
2	и в	35	56
3	как бы	19	41
4	в его	4	37
5	в то	10	30
6	достоевского в	1	27
7	то же	21	25
8	не только	26	24
9	же время	9	24
10	но в	8	24
11	как и	10	23
12	то есть	1	23
13	и не	51	23
14	а в	8	23
15	и его	6	23
16	в этом	18	22
17	и т	31	22
18	что в	19	21
19	в том	20	21
20	он не	5	19
21	том что	18	19
22	может быть	30	19
23	потому что	23	19
24	у него	2	18
25	то что	25	18
26	таким образом	5	17
27	что он	16	17
28	т д	28	17
29	все это	14	17
30	при этом	2	16
31	но и	17	16
32	никогда не	18	16
33	как в	3	16
34	прежде всего	14	16
35	не может	16	16
36	и с	10	15
37	в мире	3	15
38	но это	12	15
39	в этой	3	15
40	и даже	23	14
41	это не	18	14
42	о том	8	13
43	времени в	2	13
44	а не	24	13
45	в котором	5	12
46	же с	1	12
47	тем самым	1	12
48	в целом	1	12
49	в своей	9	11
50	все же	9	11
51	отнюдь не	13	11
52	братьях карамазовых	1	11
53	для него	2	11
54	в самом	6	10
55	представление о	1	10
56	он сам	6	10
57	не в	12	10
58	в конце	5	10
59	только в	7	10
60	когда он	2	10
61	уже в	5	10
62	так и	18	10
63	но не	9	10
64	как будто	7	10
65	в душе	8	9
66	в своих	1	9
67	наряду с	1	9
68	по природе	1	9
69	в братьях	1	9
70	в изображении	2	9
71	и от	5	9
72	один из	3	9
73	жизни в	1	9
74	в нем	25	9
75	во многом	1	9
76	даже в	6	8
77	в духе	1	8
78	именно в	4	8
79	не менее	5	8
80	так же	6	8
81	к этому	2	8
82	хотя и	4	8
83	это уже	2	8
84	вместе с	3	8
85	еще не	4	8
86	в себе	23	8
87	так как	24	8
88	в их	5	8
89	на его	1	8
90	об этом	7	8
91	вовсе не	19	8
92	человека и	2	8
93	в этих	6	7
94	и сам	1	7
95	например в	2	7
96	уже не	3	7
97	в дальнейшем	6	7
98	что она	18	7
99	и он	6	7
100	в которой	3	7
101	в чем	9	7
102	самом деле	6	7
103	еще более	3	6
104	в принципе	1	6
105	и как	14	6
106	если он	1	6
107	концепция времени	1	6
108	хотя бы	6	6
109	одна из	1	6
110	его в	3	6
111	так что	21	6
112	и ее	1	6
113	а потому	3	6
114	и далее	1	6
115	с ним	9	6
116	если бы	12	6
117	и все	11	6
118	приводит к	1	6
119	все эти	4	6
120	место в	1	6
121	более не	1	5
122	и другие	1	5
123	мысли и	3	5
124	что человек	2	5
125	быть может	5	5
126	у пушкина	6	5
127	в них	4	5
128	что этот	3	5
129	с другой	10	5
130	в своем	7	5
131	в одной	4	5
132	во всей	1	5
133	все время	4	5
134	из них	5	5
135	что они	8	5
136	что у	3	5
137	на него	2	5
138	в ее	3	5
139	что и	7	5
140	не было	7	5
141	что не	13	5
142	в таком	4	5
143	я не	9	5
144	и это	6	5
145	и у	2	5
146	а с	2	5
147	что это	21	5
148	т п	3	5
149	если не	1	5
150	между тем	3	5
151	дело не	3	5
152	значит что	25	5
153	показывает что	2	5
154	однако это	2	5
155	не так	1	5
156	на деле	2	5
157	та же	6	5
158	с этим	5	5
159	это все	2	5
160	в истории	1	5
161	начиная с	1	5
162	в образе	1	5
163	но если	6	5
164	тот же	1	5
165	ничего не	19	5
166	из этой	1	5
167	мы не	1	5
168	в литературе	1	5
169	как у	3	5
170	бы не	1	5
171	в виде	2	5
172	но с	4	5
173	но эта	4	5
174	в ту	1	5
175	и по	5	5
176	но его	1	5
177	и других	1	5
178	что я	5	5
179	это как	3	5
180	как он	5	5
181	с этой	3	4
182	а у	1	4
183	говорит о	6	4
184	о времени	1	4
185	на земле	3	4
186	тем что	2	4
187	так в	1	4
188	для автора	1	4
189	и отчасти	1	4
190	но эти	1	4
191	по самой	1	4
192	только на	3	4
193	говорить о	9	4
194	и когда	5	4
195	говорит что	3	4
196	превращается в	2	4
197	самого начала	2	4
198	что все	2	4
199	точки зрения	25	4
200	это значит	18	4
201	крайней мере	11	4
202	к нему	12	4
203	мы видим	6	4
204	и мы	8	4
205	по преимуществу	1	4
206	и потому	6	4
207	с точки	18	4
208	добра и	1	4
209	стремится к	2	4
210	сновидения и	1	4
211	не знает	2	4
212	времени как	1	4
213	же как	3	4
214	так сказать	1	4
215	сих пор	4	4
216	в такой	1	4
217	не был	3	4
218	в каждом	4	4
219	тут же	2	4
220	личности и	2	4
221	как это	8	4
222	но только	6	4
223	и я	3	4
224	как известно	3	4
225	но без	3	4
226	себя в	2	4
227	могут быть	6	4
228	и есть	20	4
229	до сих	4	4
230	известно что	1	4
231	с ними	4	4
232	и одновременно	1	4
233	несравненно более	1	4
234	в которых	2	4
235	по крайней	11	4
236	перед нами	3	4
237	нет ничего	1	4
238	это и	6	4
239	его и	1	4
240	в основе	4	4
241	и более	7	4
242	связана с	1	4
243	на землю	1	4
244	времени и	10	4
245	при помощи	1	4
246	той же	1	4
247	того что	6	4
248	зависит от	1	4
249	и тут	6	4
250	же не	4	4
251	дело в	1	4
252	к жизни	1	4
253	на свете	5	4
254	личности в	2	4
255	с самого	2	4
256	отличие от	1	4
257	но он	3	4
258	в частности	4	4
259	еще в	2	4
260	далеко не	2	4
261	у нее	1	4
262	из жизни	2	4
263	считает что	1	4
264	такой же	2	4
265	и наконец	1	4
266	что на	2	4
267	и к	8	3
268	от него	4	3
269	личности это	1	3
270	главе с	1	3
271	только что	5	3
272	кроме того	2	3
273	в виду	9	3
274	другой стороны	7	3
275	во главе	1	3
276	но что	10	3
277	по себе	39	3
278	людей и	1	3
279	мысль о	2	3
280	в жизни	3	3
281	к самому	3	3
282	жизнь на	1	3
283	только для	1	3
284	отличается от	3	3
285	так например	1	3
286	к тому	6	3
287	на все	2	3
288	во всяком	5	3
289	можно сказать	10	3
290	больше чем	1	3
291	д в	1	3
292	вот почему	1	3
293	точно так	3	3
294	как она	7	3
295	в одном	4	3
296	с другим	1	3
297	и еще	4	3
298	сказать что	19	3
299	воли и	1	3
300	не то	9	3
301	то в	8	3
302	время в	1	3
303	мы знаем	1	3
304	несмотря на	12	3
305	к которому	1	3
306	тому же	3	3
307	и человек	2	3
308	и приводит	1	3
309	для того	2	3
310	на себя	1	3
311	я и	3	3
312	воздействие на	1	3
313	и внутреннего	2	3
314	не есть	67	3
315	веру в	1	3
316	нового человека	1	3
317	действительности и	4	3
318	со всеми	2	3
319	человек как	1	3
320	опираясь на	1	3
321	на этом	4	3
322	говорил о	2	3
323	всяком случае	3	3
324	совсем не	1	3
325	и тем	2	3
326	должны быть	2	3
327	и что	17	3
328	даже не	4	3
329	что для	3	3
330	его как	1	3
331	и др	2	3
332	любви к	2	3
333	проблема времени	1	3
334	его к	1	3
335	там где	1	3
336	гораздо более	3	3
337	в один	3	3
338	в искусстве	2	3
339	вплоть до	3	3
340	и сколько	1	3
341	образом и	3	3
342	и зла	1	3
343	же самая	1	3
344	если в	5	3
345	переходит в	1	3
346	его с	6	3
347	время у	1	3
348	был бы	1	3
349	я бы	1	3
350	от этой	1	3
351	себе не	7	3
352	заключается в	4	3
353	петр александрович	3	3
354	может не	1	3
355	никто не	2	3
356	да и	11	3
357	о котором	2	3
358	со стороны	2	3
359	ни на	8	3
360	не является	3	3
361	и если	5	3
362	во мне	5	3
363	и тогда	4	3
364	в которую	1	3
365	и до	2	3
366	и время	4	3
367	сами по	4	3
368	нет и	2	3
369	как мы	5	3
370	только с	3	3
371	друг друга	1	3
372	во времени	4	3
373	жизни не	1	3
374	человека но	2	3
375	жизни но	1	3
376	но на	1	3
377	что оно	9	3
378	нет ни	4	3
379	сам себя	1	3
380	действительности в	1	3
381	и вот	10	3
382	он и	2	3
383	что с	2	3
384	ее в	2	3
385	сам себе	1	3
386	на самом	5	3
387	таком случае	2	3
388	мы находим	7	3
389	не существует	8	3
390	или в	2	3
391	этого вопроса	1	3
392	но уже	3	3
393	идеи и	5	3
394	не все	1	3
395	тут и	2	3
396	не по	2	3
397	в ней	4	3
398	просто не	2	3
399	из этих	2	3
400	в него	2	3
401	а по	1	3
402	и их	5	3
403	не с	5	3
404	в другом	6	3
405	отношение к	5	3
406	к ней	4	3
407	одного из	1	3
408	сновидений и	1	3
409	и четко	1	3
410	во многих	1	3
411	мифа в	4	3
412	сердце и	1	3
413	жизни и	9	3
414	в области	2	3
415	и только	5	3
416	это в	1	3
417	к другим	1	3
418	а я	3	3
419	они имеют	1	2
420	человек может	1	2
421	мы наблюдаем	1	2
422	все что	2	2
423	еще раз	2	2
424	же и	11	2
425	не мешает	8	2
426	он всегда	3	2
427	эта идея	1	2
428	общения с	1	2
429	время не	3	2
430	в результате	2	2
431	ясно что	11	2
432	по способу	2	2
433	по мере	3	2
434	роль но	1	2
435	вслед за	2	2
436	проникает в	1	2
437	вот что	1	2
438	достижению цели	1	2
439	жизнь в	2	2
440	из нее	2	2
441	человек в	1	2
442	участвует в	1	2
443	с тем	2	2
444	только через	2	2
445	их в	2	2
446	и очень	2	2
447	в одно	5	2
448	борис годунов	1	2
449	когда в	1	2
450	но мы	3	2
451	связано с	2	2
452	и нет	2	2
453	сам же	1	2
454	в первую	2	2
455	во все	1	2
456	в данном	5	2
457	жизнь для	1	2
458	из других	1	2
459	не могли	1	2
460	то это	6	2
461	или вернее	1	2
462	как та	1	2
463	он был	1	2
464	нас и	1	2
465	только как	3	2
466	но даже	1	2
467	это его	1	2
468	другом в	1	2
469	другом смысле	1	2
470	к своей	1	2
471	когда она	1	2
472	а между	1	2
473	чем его	1	2
474	я буду	1	2
475	так мы	1	2
476	в глаза	1	2
477	но этот	1	2
478	на ней	1	2
479	но ни	1	2
480	как на	1	2
481	содержит в	6	2
482	уже по	1	2
483	о чем	4	2
484	точка зрения	3	2
485	не просто	19	2
486	того же	1	2
487	каждом человеке	1	2
488	раз на	1	2
489	грань между	5	2
490	жизнь и	5	2
491	во всех	3	2
492	не зная	2	2
493	в повествовании	1	2
494	в жертву	1	2
495	здесь нет	1	2
496	с одной	4	2
497	на том	1	2
498	внимание на	1	2
499	так он	1	2
500	это я	6	2
501	расходится с	1	2
502	на этих	1	2
503	как раз	7	2
504	души и	1	2
505	тем не	3	2
506	после этого	3	2
507	в качестве	2	2
508	и холод	1	2
509	верит в	1	2
510	с другими	2	2
511	это очень	1	2
512	у этого	1	2
513	мировоззрения и	1	2
514	к достижению	1	2
515	мы все	1	2
516	и притом	7	2
517	связи с	3	2
518	ли и	1	2
519	который является	1	2
520	не говорит	4	2
521	в образ	2	2
522	как его	1	2
523	xviii века	1	2
524	сходство с	2	2
525	тому что	4	2
526	человек и	2	2
527	но ведь	2	2
528	в связи	3	2
529	между прочим	1	2
530	не нужно	2	2
531	в эту	1	2
532	что как	2	2
533	ли что	2	2
534	времени а	3	2
535	смысл и	6	2
536	но как	7	2
537	д с	1	2
538	не он	1	2
539	можно принять	1	2
540	бытия но	1	2
541	ли это	4	2
542	мы уже	8	2
543	для ее	1	2
544	когда я	2	2
545	не дает	1	2
546	как был	1	2
547	кажется что	1	2
548	не будет	2	2
549	если же	2	2
550	ибо в	1	2
551	и та	8	2
552	и является	2	2
553	в тех	2	2
554	кто же	2	2
