N	4gram	Voloshinov	Dialekti
1	не что иное как	2	18
2	в то же время	7	14
3	одно и то же	5	12
4	есть не что иное	2	11
5	одна и та же	1	8
6	и в то же	2	6
7	одной и той же	4	5
8	в связи с этим	2	4
9	иметь в виду что	1	4
10	одних и тех же	1	3
11	но в то же	2	3
12	ни к чему не	2	2
13	и ни от чего	1	2
14	то же время и	1	2
15	само по себе не	1	1
16	мы как раз и	1	1
17	и в голову не	1	1
18	от тех или иных	1	1
19	по существу ничем не	1	1
20	в жизни и в	1	1
21	с их точки зрения	1	1
22	и есть не что	1	1
23	у нас есть такие	1	1
24	это дает нам возможность	1	1
25	ту или иную степень	1	1
26	мы будем говорить не	1	1
27	все больше и больше	2	1
28	между внутренним и внешним	1	1
29	к одному и тому	1	1
30	то же самое и	1	1
31	этом мы будем говорить	1	1
32	одному и тому же	1	1
33	только тогда когда мы	1	1
34	не может сказать ни	1	1
35	и не может быть	1	1
36	и тех же словах	1	1
37	если мы будем говорить	1	1
38	не забудем что мы	1	1
39	в одних и тех	1	1
40	но то что мы	1	1
41	как только мы начинаем	1	1
42	будем говорить не о	1	1
43	мы не знаем как	1	1
44	на ту или иную	1	1
45	так а не иначе	1	1
46	то что мы называем	2	1
47	об этом мы будем	1	1
