N	3gram	Losev_Prob	Formalny
1	с точки зрения	3	40
2	не может быть	5	29
3	на самом деле	6	21
4	в то же	4	20
5	и т д	12	19
6	и т п	1	18
7	в связи с	7	16
8	во всяком случае	11	16
9	в настоящее время	17	13
10	в самом деле	4	11
11	так и в	2	11
12	в этом отношении	2	11
13	в его целом	1	10
14	бы то ни	2	10
15	в зависимости от	1	10
16	с другой стороны	7	9
17	и не может	1	9
18	для того чтобы	9	8
19	до сих пор	6	8
20	вместе с тем	2	8
21	как мы видели	1	8
22	с одной стороны	4	8
23	более или менее	7	7
24	того или иного	6	7
25	сами по себе	5	7
26	а вовсе не	1	7
27	и в этом	5	7
28	в том что	7	6
29	и в то	1	6
30	в своей статье	1	6
31	с тем что	2	6
32	сам по себе	7	6
33	в данном случае	10	6
34	не только не	4	6
35	как его понимают	1	6
36	раз и навсегда	1	6
37	может быть и	5	6
38	одной стороны и	2	5
39	к тому чтобы	1	5
40	в этом смысле	8	5
41	языка как такового	1	5
42	к тому что	1	5
43	до известной степени	1	5
44	связи с этим	2	5
45	тем не менее	25	4
46	в конце концов	11	4
47	до настоящего времени	1	4
48	не могут быть	1	4
49	как раз и	11	4
50	вовсе не является	6	4
51	но все же	1	4
52	а не в	1	4
53	то ни стало	2	4
54	но и в	3	4
55	подобно тому как	2	4
56	с самого начала	2	4
57	хотя бы в	1	4
58	сама по себе	6	4
59	сводится к тому	1	4
60	и тот же	1	3
61	как такового в	1	3
62	а часто и	2	3
63	нечто совсем другое	1	3
64	то или иное	2	3
65	и пр но	1	3
66	так и от	1	3
67	в том числе	2	3
68	во что бы	2	3
69	так или иначе	7	3
70	не только на	1	3
71	том числе и	2	3
72	можно говорить о	2	3
73	точки зрения самого	1	3
74	то же самое	9	3
75	самом же деле	1	3
76	только то что	6	3
77	на самом же	1	3
78	на первый план	3	3
79	при таком положении	1	3
80	в том чтобы	1	3
81	один и тот	1	3
82	и в частности	3	3
83	то и другое	3	3
84	что бы то	2	3
85	но в то	1	3
86	у нас не	2	3
87	как мы увидим	2	3
88	что же касается	3	3
89	ровно ничего не	1	3
90	ни о каком	2	3
91	нам кажется что	1	3
92	и в данном	2	2
93	о том как	2	2
94	такое представление о	1	2
95	язык как система	1	2
96	в собственном смысле	1	2
97	или иное значение	1	2
98	и со стороны	1	2
99	не выходит за	1	2
100	хотя бы и	3	2
101	говоря уже о	5	2
102	и ни на	1	2
103	тот или другой	1	2
104	что в данном	1	2
105	было говорить о	3	2
106	вовсе не являются	5	2
107	друг от друга	1	2
108	не совпадает с	2	2
109	но даже и	1	2
110	только тем что	1	2
111	находится еще в	2	2
112	представляется нам в	1	2
113	в том случае	2	2
114	не потому что	2	2
115	бы оно было	1	2
116	иметь в виду	4	2
117	между тем как	1	2
118	но для этого	1	2
119	тех или иных	2	2
120	и тем самым	4	2
121	в том или	1	2
122	не было и	1	2
123	в данное время	2	2
124	в отдельности и	1	2
125	и в других	3	2
126	тем или другим	4	2
127	в последнее время	1	2
128	мы без труда	1	2
129	в таком случае	14	2
130	только в связи	1	2
131	так же и	4	2
132	даже и не	4	2
