N	4gram	Tiupa_Anal	Narrotol
1	в то же время	7	8
2	состоит в том что	6	6
3	во времени и пространстве	4	5
4	мы имеем дело с	4	5
5	обращает на себя внимание	3	3
6	внимание на то что	1	3
7	той мере в какой	2	2
8	присутствия человеческого я в	1	2
9	дело не только в	1	2
10	мысль о том что	1	2
11	том что одно и	1	2
12	рассказывания в этом последнем	1	2
13	в той мере в	2	2
14	с той или иной	2	2
15	сами участвуем как слушатели-читатели	1	2
16	обратим внимание на то	1	2
17	как уже говорилось выше	1	2
18	в том что одно	1	2
19	и не может быть	4	2
20	последнем мы и сами	1	2
21	что одно и то	1	2
22	и сами участвуем как	1	2
23	самого рассказывания в этом	1	2
24	одного и того же	2	2
25	этом последнем мы и	1	2
26	ровным счетом ничего не	1	2
27	а не все что	1	2
28	мы и сами участвуем	1	2
29	одно и то же	2	2
30	в этом последнем мы	1	2
31	в той или иной	3	2
32	человеческого я в мире	1	2
33	в осмысленном и конкретном	1	1
34	до взгляда этого зеркала	1	1
35	участников коммуникации знание языка	1	1
36	семантических единиц текста в	1	1
37	с этой точки зрения	2	1
38	в том смысле что	1	1
39	этого зеркала души вдруг	1	1
40	не было и не	1	1
41	и того и другого	2	1
42	что вообще характерно для	1	1
43	порядок фокусирующих восприятие определений	1	1
44	не что иное как	5	1
45	которому казалось бы место	1	1
46	точке соприкосновения разных сознаний	1	1
47	мягкую белую шею с	1	1
48	не упускать из виду	1	1
49	фразы устанавливает задаваемый читателю	1	1
50	особенно в новейшее время	1	1
51	события событие о котором	1	1
52	подхваченная и усиленная следующим	1	1
53	на себя внимание что	1	1
54	такого кадра входит лишь	1	1
55	планом заключительного телесного замечания	1	1
56	присутствия я в мире	1	1
57	самая тривиальная в общеязыковом	1	1
58	перед нами два события	1	1
59	барышня с кротким мягким	1	1
60	в самом начале этой	1	1
61	слово есть выражение и	1	1
62	имеет в своем составе	1	1
63	и социальные характеристики другие	1	1
64	щеки на мягкую белую	1	1
65	фокусирующих восприятие определений таков	1	1
66	того о ком или	1	1
67	и того о ком	1	1
68	в поле зрения читателя	2	1
69	входит лишь поименованное в	1	1
70	трактует последний как коммуникативное	1	1
71	умирающего и воскресающего бога	1	1
72	с темной родинкой и	1	1
73	в кадры повествования а	1	1
74	крупным планом заключительного телесного	1	1
75	автора слушающего читателя и	1	1
76	цепочки при таком гипотетическом	1	1
77	все что может или	1	1
78	котором рассказано в произведении	1	1
79	слияние пространственных и временных	1	1
80	произведении и событие самого	1	1
81	виде в каком она	1	1
82	читателя и того о	1	1
83	местоположением семантических единиц текста	1	1
84	единиц текста в начале	1	1
85	место слияние пространственных и	1	1
86	была бы постепенно снята	1	1
87	взаимодействия трех говорящего автора	1	1
88	креативного и рецептивного сознаний	1	1
89	отрезок времени в поле	1	1
90	или пожелает представить себе	1	1
91	видения в частности специфика	1	1
92	определений таков что душевная	1	1
93	таком гипотетическом порядке его	1	1
94	в точке соприкосновения разных	1	1
95	возможностей речи такова что	1	1
96	очень здоровая порядок фокусирующих	1	1
97	нами два события событие	1	1
98	может или пожелает представить	1	1
99	в качестве некоторого я	1	1
100	лишь в самом начале	1	1
101	в той же мере	1	1
102	или движется один отдельный	1	1
103	деталями кадр внутреннего зрения	1	1
104	это была тихая добродушная	1	1
105	читателю ракурс видения в	1	1
106	в него говорящего и	1	1
107	телесного замечания которому казалось	1	1
108	как по анфиладе комнат	1	1
109	дейк четко разграничивая употребление	1	1
110	характеристики другие аспекты социальной	1	1
111	временных примет в осмысленном	1	1
112	для участников коммуникации знание	1	1
113	представляет собой ни что	1	1
114	трех говорящего автора слушающего	1	1
115	а в то же	2	1
116	самое следует сказать и	1	1
117	частности специфика кадропорождающих возможностей	1	1
118	и усиленная следующим кадром	1	1
119	в частности значения общедоступные	1	1
120	заслоняется крупным планом заключительного	1	1
121	одна и та же	1	1
122	на себя внимание и	1	1
123	того или иного рода	1	1
124	зеркала души вдруг заслоняется	1	1
125	том виде в каком	1	1
126	бы то ни было	3	1
127	значения общедоступные для участников	1	1
128	кадры повествования а читателем	1	1
129	однако и до сего	1	1
130	встречи креативного и рецептивного	1	1
131	в кадры читательского восприятия	1	1
132	зрения читателя находится или	1	1
133	произведение в его событийной	1	1
134	может быть сведена к	1	1
135	осмысленном и конкретном целом	1	1
136	в каком она выявляется	1	1
137	слушающего читателя и того	1	1
138	здоровая порядок фокусирующих восприятие	1	1
139	включая в него говорящего	1	1
140	один отдельный кадр повествования	1	1
141	него говорящего и слушающих	1	1
142	бы место лишь в	1	1
143	специфика кадропорождающих возможностей речи	1	1
144	углубляемая вплоть до взгляда	1	1
145	состав такого кадра входит	1	1
146	этнографии терминологией а ван	1	1
147	представляет собой один из	1	1
148	ракурс видения в частности	1	1
149	ком или о чем	1	1
150	ван дейк четко разграничивая	1	1
151	тексте а не все	1	1
152	событие самого рассказывания в	1	1
153	терминологией а ван геннепа	1	1
154	читаем это была тихая	1	1
155	души вдруг заслоняется крупным	1	1
156	следует сказать и о	1	1
157	шею с темной родинкой	1	1
158	выше уже говорилось о	1	1
159	добродушная жалостливая барышня с	1	1
160	говорящего автора слушающего читателя	1	1
161	а так она подхваченная	1	1
162	так она подхваченная и	1	1
163	места времени и действия	1	1
164	два события событие о	1	1
165	самом начале этой цепочки	1	1
166	речи такова что крупный	1	1
167	разграничивая употребление языка и	1	1
168	имеет место слияние пространственных	1	1
169	один и тот же	1	1
170	к тому или иному	1	1
171	на ее полные розовые	1	1
172	место лишь в самом	1	1
173	полные розовые щеки на	1	1
174	времени в поле зрения	1	1
175	и в самом деле	1	1
176	особенно в конце фразы	1	1
177	в том что именно	1	1
178	лишь поименованное в тексте	1	1
179	специфически человеческий способ существования	1	1
180	движется один отдельный кадр	1	1
181	глядя на ее полные	1	1
182	устанавливает задаваемый читателю ракурс	1	1
183	что душевная характеристика душечки	1	1
184	тривиальная в общеязыковом отношении	1	1
185	поле зрения читателя находится	1	1
186	в самом деле не	1	1
187	слушающих их личностные и	1	1
188	каждый малый отрезок времени	1	1
189	тихая добродушная жалостливая барышня	1	1
190	кадры читательского восприятия в	1	1
191	казалось бы место лишь	1	1
192	находится или движется один	1	1
193	в том числе и	1	1
194	в каждый малый отрезок	1	1
195	четко разграничивая употребление языка	1	1
196	как единого художественного высказывания	1	1
197	душечки постепенно углубляемая вплоть	1	1
198	малый отрезок времени в	1	1
199	мягким взглядом очень здоровая	1	1
200	исходя из того что	2	1
201	текста так и не	1	1
202	читательского восприятия в каждый	1	1
203	ван геннепа и в	1	1
204	пребывания в стране мертвых	1	1
205	последний как коммуникативное событие	1	1
206	бы постепенно снята а	1	1
207	знание языка знание мира	1	1
208	развивал мысль о том	1	1
209	не все что может	1	1
210	насыщенный деталями кадр внутреннего	1	1
211	поименованное в тексте а	1	1
212	собой ни что иное	1	1
213	и продукт социального взаимодействия	1	1
214	начале этой цепочки при	1	1
215	была тихая добродушная жалостливая	1	1
216	на мягкую белую шею	1	1
217	в этнографии терминологией а	1	1
218	в частности специфика кадропорождающих	1	1
219	пределах кадрового единства фразы	1	1
220	не следует смешивать с	1	1
221	кадропорождающих возможностей речи такова	1	1
222	единства фразы устанавливает задаваемый	1	1
223	она подхваченная и усиленная	1	1
224	и до сего времени	1	1
225	автором в кадры повествования	1	1
226	своего рода ключ к	1	1
227	в том что он	2	1
228	не сами по себе	1	1
229	вдруг заслоняется крупным планом	1	1
230	или о чем говорят	1	1
231	кротким мягким взглядом очень	1	1
232	и т.д иронически дискредитирует	1	1
233	есть выражение и продукт	1	1
234	аспекты социальной ситуации в	1	1
235	во встрече с другим	1	1
236	принципиально невместима в пределы	1	1
237	невместима в пределы одного	1	1
238	кадра входит лишь поименованное	1	1
239	рассказано в произведении и	1	1
240	выражение и продукт социального	1	1
241	геннепа и в тэрнера	1	1
242	жалостливая барышня с кротким	1	1
243	взглядом очень здоровая порядок	1	1
244	о том что искусство	1	1
245	по его собственному признанию	1	1
246	каком она выявляется благодаря	1	1
247	рождается в точке соприкосновения	1	1
248	выявляется благодаря нашему способу	1	1
249	последовательно вводятся автором в	1	1
250	замечания которому казалось бы	1	1
251	душевная характеристика душечки постепенно	1	1
252	коммуникации знание языка знание	1	1
253	характеристика душечки постепенно углубляемая	1	1
254	свидетельствует о том что	1	1
255	создается местоположением семантических единиц	1	1
256	в том случае если	1	1
257	социального взаимодействия трех говорящего	1	1
258	частности значения общедоступные для	1	1
259	восприятия в каждый малый	1	1
260	примет в осмысленном и	1	1
261	о чем говорят героя	1	1
262	таков что душевная характеристика	1	1
263	в пределы одного сознания	1	1
264	расположение деталей в пределах	1	1
265	о ком или о	1	1
266	белую шею с темной	1	1
267	лишь в том случае	1	1
268	родинкой и т.д иронически	1	1
269	нашему способу постановки вопросов	1	1
270	ее полные розовые щеки	1	1
271	задаваемый читателю ракурс видения	1	1
272	ситуации в частности значения	1	1
273	в его событийной полноте	1	1
274	событие включая в него	1	1
275	другие аспекты социальной ситуации	1	1
276	говорящего и слушающих их	1	1
277	общедоступные для участников коммуникации	1	1
278	с кротким мягким взглядом	1	1
279	личностные и социальные характеристики	1	1
280	кадрового единства фразы устанавливает	1	1
281	как коммуникативное событие включая	1	1
282	постепенно углубляемая вплоть до	1	1
283	заключительного телесного замечания которому	1	1
284	деталей в пределах кадрового	1	1
285	взгляда этого зеркала души	1	1
286	даже самая тривиальная в	1	1
287	в произведении и событие	1	1
288	душечка читаем это была	1	1
289	при таком гипотетическом порядке	1	1
290	и событие самого рассказывания	1	1
291	и слушающих их личностные	1	1
292	пространственных и временных примет	1	1
293	и временных примет в	1	1
294	что может или пожелает	1	1
295	и дело не только	1	1
296	постепенно снята а так	1	1
297	социальные характеристики другие аспекты	1	1
298	такова что крупный план	1	1
299	социальной ситуации в частности	1	1
300	о котором рассказано в	1	1
301	в том виде в	1	1
302	и рождается в точке	1	1
303	снята а так она	1	1
304	одним и тем же	1	1
305	никак не может быть	1	1
306	этой цепочки при таком	1	1
307	то же время они	1	1
308	какой бы то ни	2	1
309	вплоть до взгляда этого	1	1
310	розовые щеки на мягкую	1	1
311	ни что иное как	1	1
312	восприятие определений таков что	1	1
313	в контексте художественного целого	1	1
314	коммуникативное событие включая в	1	1
315	продукт социального взаимодействия трех	1	1
316	о себе знать в	1	1
317	событие о котором рассказано	1	1
318	она выявляется благодаря нашему	1	1
319	вводятся автором в кадры	1	1
320	в пределах кадрового единства	1	1
321	ответ на этот вопрос	1	1
322	их личностные и социальные	1	1
323	употребление языка и дискурс	1	1
