N	2gram	Tiupa_Anal	Vvedenie
1	и т	3	45
2	в том	36	38
3	в этом	31	35
4	и в	30	35
5	может быть	33	30
6	том что	21	30
7	не только	30	26
8	для того	4	23
9	того чтобы	3	22
10	таким образом	5	21
11	также и	3	20
12	не может	26	19
13	то что	11	19
14	потому что	3	18
15	только в	8	16
16	со стороны	5	16
17	о том	11	16
18	так как	3	15
19	языка и	2	15
20	представляет собой	23	14
21	в общем	1	14
22	что в	7	13
23	в самом	12	13
24	и не	33	13
25	в нем	3	13
26	в его	15	12
27	того что	5	12
28	в их	8	12
29	точки зрения	10	12
30	как на	1	12
31	то же	12	11
32	в ее	2	11
33	по себе	6	11
34	в данном	6	11
35	этом смысле	3	11
36	как мы	3	11
37	прежде всего	8	10
38	не в	17	10
39	вопрос о	2	10
40	между тем	7	10
41	в той	8	10
42	уже и	1	10
43	но в	11	10
44	науки о	2	9
45	как об	1	9
46	дело с	5	9
47	представляют собой	4	9
48	тем не	3	9
49	смысле этого	1	9
50	все же	4	9
51	этого рода	2	9
52	из этих	2	9
53	но не	13	9
54	и как	6	9
55	не менее	5	9
56	это не	7	8
57	в качестве	38	8
58	как нечто	1	8
59	именно в	6	8
60	о котором	1	8
61	а только	1	8
62	широком смысле	2	8
63	можно было	1	8
64	с другой	7	8
65	представить себе	1	7
66	и то	4	7
67	до сих	1	7
68	смысле слова	1	7
69	в применении	1	7
70	в большей	1	7
71	в широком	4	7
72	как и	23	7
73	самом деле	3	7
74	но и	29	7
75	сих пор	1	7
76	в разных	1	7
77	было бы	4	7
78	о природе	1	7
79	этот вопрос	1	7
80	как бы	15	7
81	той мере	2	6
82	один из	4	6
83	на вопрос	5	6
84	об этом	1	6
85	этом случае	4	6
86	к истории	1	6
87	все это	2	6
88	не могут	3	6
89	его в	2	6
90	на этот	2	6
91	тем что	2	6
92	с тем	1	6
93	в какой	3	6
94	а именно	3	6
95	вместе с	6	6
96	науки в	1	6
97	в которых	1	6
98	же время	7	6
99	так например	2	6
100	вовсе не	4	6
101	уже не	6	6
102	мере в	4	6
103	применении к	1	6
104	и даже	10	6
105	хотя бы	4	6
106	нельзя не	1	6
107	и что	2	6
108	как он	4	6
109	сказать что	2	6
110	могут быть	12	6
111	том чтобы	7	6
112	но если	1	6
113	и его	9	6
114	в то	10	6
115	а в	11	6
116	иное как	6	6
117	связь между	1	5
118	уже в	1	5
119	внимание на	3	5
120	с этой	2	5
121	хотя и	4	5
122	язык как	1	5
123	что и	5	5
124	в виду	2	5
125	другой стороны	2	5
126	с их	2	5
127	в них	1	5
128	в первом	3	5
129	одним из	3	5
130	что не	3	5
131	имеет дело	1	5
132	не есть	8	5
133	что он	3	5
134	что иное	6	5
135	одно из	2	5
136	по своему	1	5
137	данном случае	3	5
138	культуры в	2	5
139	во всяком	1	5
140	языка в	1	5
141	в течение	1	5
142	как уже	5	5
143	так что	3	5
144	и тем	4	5
145	а не	25	5
146	говорить о	3	5
147	дело не	5	5
148	в различных	1	5
149	не что	5	5
150	и т.д	4	5
151	т п	3	5
152	быть в	1	5
153	а как	4	5
154	независимо от	2	5
155	она есть	2	5
156	не просто	2	5
157	в целом	9	5
158	как это	5	5
159	есть не	9	5
160	всяком случае	1	5
161	в особенности	1	4
162	ответ на	3	4
163	в центре	3	4
164	только что	1	4
165	этот процесс	1	4
166	с одной	7	4
167	тогда когда	3	4
168	об искусстве	2	4
169	с точки	6	4
170	этом отношении	5	4
171	о чем	3	4
172	как раз	5	4
173	в результате	3	4
174	по мере	1	4
175	в виде	1	4
176	в себе	17	4
177	так или	1	4
178	особого рода	9	4
179	но все	1	4
180	или иначе	2	4
181	в одном	3	4
182	в котором	5	4
183	заключается в	2	4
184	и ее	1	4
185	но ведь	1	4
186	как она	1	4
187	знаний и	1	4
188	в своей	7	4
189	да и	2	4
190	в чем	2	4
191	должен быть	6	4
192	к тому	12	4
193	по крайней	4	4
194	еще не	5	4
195	однако не	4	4
196	не имеет	1	4
197	времени и	7	4
198	еще и	1	4
199	как о	2	4
200	и заключается	2	4
201	одной стороны	6	4
202	это только	2	4
203	по отношению	10	4
204	мы имеем	9	4
205	не вполне	2	4
206	отличие от	8	4
207	в отличие	8	4
208	в тексте	26	4
209	крайней мере	4	4
210	можно сказать	6	4
211	той же	4	4
212	отношению к	9	4
213	одной из	2	4
214	в области	4	4
215	все более	1	4
216	только с	2	4
217	и для	3	4
218	из них	2	4
219	своего рода	12	3
220	истории литературы	4	3
221	и к	5	3
222	с е	1	3
223	в свое	3	3
224	собственном смысле	1	3
225	что с	1	3
226	и здесь	1	3
227	и на	10	3
228	зависит от	1	3
229	на том	1	3
230	такого рода	6	3
231	при этом	20	3
232	что это	1	3
233	в сущности	10	3
234	говорит о	5	3
235	из которых	4	3
236	не как	2	3
237	в принципе	8	3
238	что собственно	1	3
239	в отношении	2	3
240	в этих	3	3
241	знания и	1	3
242	связи с	2	3
243	текста и	10	3
244	материал для	1	3
245	если бы	6	3
246	и сам	4	3
247	а также	8	3
248	в силу	4	3
249	взгляде на	3	3
250	том виде	1	3
251	в конце	4	3
252	вообще не	2	3
253	сама по	1	3
254	как история	1	3
255	в в	1	3
256	в собственном	3	3
257	как в	3	3
258	большей или	4	3
259	нисколько не	1	3
260	между ними	1	3
261	зависимости от	1	3
262	в известном	2	3
263	в каком	1	3
264	той или	8	3
265	свое время	3	3
266	и того	5	3
267	в конечном	6	3
268	бы и	1	3
269	от себя	4	3
270	на этой	2	3
271	все эти	3	3
272	и есть	3	3
273	что даже	2	3
274	на этом	4	3
275	своей природе	1	3
276	что же	3	3
277	в значительной	1	3
278	входит в	1	3
279	в другом	4	3
280	в ней	1	3
281	времени в	4	3
282	и тогда	3	3
283	и уже	1	3
284	во второй	3	3
285	в частности	32	3
286	об отношении	1	3
287	со всей	1	3
288	только на	3	3
289	или иных	3	3
290	не с	8	3
291	может служить	3	3
292	отношений между	1	3
293	в этой	12	3
294	же самое	3	3
295	в начале	3	3
296	не следует	6	3
297	того же	7	3
298	так же	1	3
299	при помощи	2	3
300	о литературе	3	3
301	и наоборот	3	3
302	читать и	1	3
303	было сказано	1	3
304	и той	1	3
305	или меньшей	4	3
306	отношение к	2	3
307	вообще и	2	3
308	известном смысле	2	3
309	однако в	4	3
310	литературное произведение	12	3
311	ответа на	1	3
312	что может	2	3
313	в своем	2	3
314	может оказаться	1	3
315	по этому	1	3
316	в зависимости	1	3
317	или иной	8	3
318	что она	1	3
319	одна из	1	3
320	как будто	6	3
321	здесь не	2	3
322	текст и	2	3
323	он сам	1	3
324	к этому	2	3
325	тех или	3	3
326	нуждается в	9	3
327	для этого	2	3
328	понять что	1	3
329	к нему	4	3
330	никогда не	4	3
331	во всем	1	2
332	так и	16	2
333	должна была	2	2
334	во втором	1	2
335	что оно	1	2
336	говоря уже	1	2
337	на протяжении	2	2
338	научного анализа	2	2
339	ни с	5	2
340	первом случае	2	2
341	второй половине	1	2
342	из литературного	1	2
343	собой в	2	2
344	познания и	1	2
345	должна быть	1	2
346	мы не	1	2
347	иметь дело	1	2
348	нам не	2	2
349	и должно	1	2
350	и далее	1	2
351	несмотря на	5	2
352	к действительности	1	2
353	из того	5	2
354	учение о	1	2
355	следует что	2	2
356	и был	1	2
357	он и	3	2
358	или нет	1	2
359	которой в	1	2
360	сам по	1	2
361	какой бы	2	2
362	нашего времени	3	2
363	а затем	3	2
364	научному исследованию	1	2
365	сопоставлении с	1	2
366	себя в	8	2
367	для них	1	2
368	не столько	5	2
369	у нас	1	2
370	самое что	1	2
371	в формах	1	2
372	все равно	2	2
373	однако с	1	2
374	то она	1	2
375	к тексту	2	2
376	в таких	1	2
377	в своих	1	2
378	не было	1	2
379	этой точки	2	2
380	этого не	1	2
381	а во-вторых	1	2
382	есть лишь	1	2
383	и с	2	2
384	то о	1	2
385	будто бы	4	2
386	знание языка	1	2
387	это еще	2	2
388	виде в	1	2
389	меньшей мере	1	2
390	по существу	1	2
391	с теми	1	2
392	и всего	2	2
393	жизни и	1	2
394	обращенная к	1	2
395	рода искусство	1	2
396	том или	4	2
397	например в	1	2
398	значении этого	8	2
399	тому что	2	2
400	случае не	2	2
401	в наиболее	3	2
402	в связи	2	2
403	подобно тому	5	2
404	единого и	1	2
405	следует понимать	2	2
406	в соответствии	2	2
407	том смысле	1	2
408	в ряду	2	2
409	языка на	1	2
410	к своему	2	2
411	и при	1	2
412	или ином	4	2
413	языка но	1	2
414	по его	2	2
415	не до	1	2
416	же касается	1	2
417	идет об	1	2
418	пока не	1	2
419	себе и	1	2
420	поставить в	1	2
421	этих случаях	2	2
422	могло бы	1	2
423	целого и	1	2
424	искусство и	2	2
425	и те	2	2
426	казалось бы	2	2
427	как сказано	1	2
428	во всех	5	2
429	этих двух	1	2
430	не говоря	2	2
431	при всей	4	2
432	и потому	2	2
433	но как	1	2
434	а с	3	2
435	бы с	2	2
436	что мы	3	2
437	это понятие	1	2
438	движение от	1	2
439	само собой	1	2
440	так называемая	1	2
441	мы уже	2	2
442	ничего не	10	2
443	своего предмета	3	2
444	чтобы он	1	2
445	в свою	1	2
446	тому как	5	2
447	из его	2	2
448	еще раз	1	2
449	мы должны	2	2
450	уже было	1	2
451	быть и	1	2
452	не мог	3	2
453	для нее	2	2
454	отношении к	1	2
455	речь идет	2	2
456	хотя в	1	2
457	из него	1	2
458	в тех	1	2
459	от других	1	2
460	художественной литературы	1	2
461	а между	1	2
462	это во-первых	1	2
463	внимания к	1	2
464	и до	3	2
465	этой стороны	1	2
466	тогда как	30	2
467	в обоих	3	2
468	каждый из	3	2
469	литературы и	1	2
470	свою очередь	1	2
471	она была	1	2
472	обратим внимание	1	2
473	не совпадает	1	2
474	не бывает	1	2
475	как будет	1	2
476	состоит в	16	2
477	одной и	1	2
478	что можно	1	2
479	смысл что	1	2
480	может ли	2	2
481	одно и	2	2
482	деле как	1	2
483	соответствии с	3	2
484	самой своей	1	2
485	к числу	1	2
486	и др	1	2
487	в достаточной	1	2
488	должно быть	2	2
489	это делает	1	2
490	одного и	2	2
491	в основу	1	2
492	них не	1	2
493	языка как	1	2
494	путь от	1	2
495	с чем	1	2
496	а так	1	2
497	все время	1	2
498	том же	2	2
499	который по	1	2
500	тем более	2	2
501	языка а	1	2
502	науки или	1	2
503	что именно	2	2
504	на то	2	2
505	по меньшей	1	2
506	его к	3	2
507	слова как	1	2
508	это в	1	2
509	на котором	3	2
510	этого слова	10	2
511	но это	1	2
512	его можно	2	2
513	бы в	3	2
514	в совокупности	1	2
515	т.д в	2	2
516	не к	3	2
517	он написан	2	2
518	как совокупность	2	2
519	природе того	1	1
520	ничего иного	2	1
