N	3gram	Vygotskiy_	VLabPisa
1	в этом отношении	9	14
2	не может быть	5	8
3	с другой стороны	5	8
4	по отношению к	3	7
5	по этому поводу	4	7
6	более или менее	3	6
7	в том что	41	5
8	в конечном счете	1	5
9	хотя бы и	2	5
10	в зависимости от	6	5
11	вместе с тем	11	4
12	можно сказать что	1	4
13	не могут быть	1	4
14	в связи с	8	4
15	к тому что	1	4
16	мы видели что	4	3
17	о том как	1	3
18	для того чтобы	14	3
19	о том что	3	3
20	подобно тому как	1	3
21	в этой области	2	3
22	в основных чертах	1	3
23	таким образом не	1	3
24	та или иная	3	3
25	как это делает	1	3
26	те из них	1	2
27	одной стороны и	1	2
28	которая не может	1	2
29	и том же	2	2
30	ни один из	4	2
31	во всяком случае	10	2
32	том отношении что	1	2
33	в том чтобы	2	2
34	в результате чего	1	2
35	таким образом по	1	2
36	этой точки зрения	4	2
37	в том числе	3	2
38	в этом и	2	2
39	это мы наблюдаем	1	2
40	мы знаем что	1	2
41	приводит к тому	1	2
42	до сих пор	3	2
43	не только не	1	2
44	этом и заключается	2	2
45	в конце концов	1	2
46	том числе и	3	2
47	что все эти	1	2
48	не только в	1	2
49	во всех этих	1	2
50	из них не	1	2
51	только в том	4	2
52	в том отношении	2	2
53	только то что	1	2
54	в другом месте	3	2
55	с одной стороны	8	2
56	одном и том	2	2
57	можно было бы	8	2
58	после того как	1	2
59	из них которые	1	2
60	первая из них	1	1
61	между ними не	1	1
62	так же как	9	1
63	это то что	1	1
64	что он не	2	1
65	высказывается по этому	1	1
66	при помощи которых	1	1
67	что в основном	1	1
68	одним из главнейших	1	1
69	а как бы	1	1
70	в свою очередь	3	1
71	вместе с этим	2	1
72	в том же	1	1
73	того или иного	2	1
74	той или иной	2	1
75	того обстоятельства что	1	1
76	но было бы	1	1
77	и опирается на	1	1
78	в применении к	1	1
79	том смысле что	2	1
80	обратил внимание на	1	1
81	мы видим что	2	1
82	в этом заключается	1	1
83	в силу того	2	1
84	и связанное с	1	1
85	на то что	5	1
86	обобщения перед нами	1	1
87	а вместе с	1	1
88	но и в	1	1
89	процесса в целом	6	1
90	и ту же	1	1
91	этого сложного процесса	1	1
92	в том смысле	3	1
93	в этом же	2	1
94	в этом смысле	7	1
95	по сравнению с	4	1
96	того что мы	2	1
97	две основные тенденции	1	1
98	приводят нас к	1	1
99	но и у	1	1
100	в результате этого	1	1
101	один из них	1	1
102	и в результате	3	1
103	в том случае	2	1
104	ни в какой	5	1
105	другой стороны он	1	1
106	то время как	5	1
107	мы говорим о	1	1
108	содержания и формы	1	1
109	в этом случае	4	1
110	в действительной жизни	1	1
111	очевидно что не	1	1
112	заключает в себе	3	1
113	том или ином	1	1
114	об одном и	1	1
115	ту или иную	1	1
116	главнейшие из них	1	1
117	прав в том	2	1
118	с этой точки	4	1
119	в виду не	1	1
120	то что в	3	1
121	в самом деле	4	1
122	значения и роли	1	1
123	и благодаря этому	2	1
124	на основании их	1	1
125	и во всех	1	1
126	не могут иметь	1	1
127	не отличается от	1	1
128	и как увидим	1	1
129	далеко не всегда	1	1
130	в то время	5	1
131	мы встречаемся с	1	1
132	могло бы быть	1	1
133	тех или иных	1	1
134	но даже и	1	1
135	и то же	6	1
136	на этот вопрос	2	1
137	и мы не	1	1
138	все же не	2	1
139	всей ее полноте	1	1
140	целом но и	1	1
141	так или иначе	1	1
142	к этому типу	1	1
143	сами по себе	4	1
144	кроме того что	1	1
145	как это мы	1	1
146	прежде всего следует	1	1
147	что в процессе	1	1
148	не чем иным	1	1
149	образов и символов	1	1
150	того как он	1	1
151	ничего общего с	2	1
152	ни одна из	1	1
153	что мы имеем	1	1
154	хотим сказать что	1	1
155	как и все	1	1
156	смысле слова с	1	1
157	одно и то	6	1
158	что перед нами	3	1
159	что он в	1	1
160	всего следует отметить	1	1
161	том что мы	1	1
162	по аналогии с	1	1
163	и вместе с	2	1
164	между этими двумя	1	1
165	процесса как показывает	1	1
166	что оно является	1	1
167	для этого процесса	1	1
168	в данном случае	1	1
169	все же и	1	1
170	анализа и синтеза	1	1
171	говорит об этом	2	1
172	именно в силу	1	1
173	мы полагаем что	1	1
174	этого процесса и	1	1
175	чем иным как	1	1
176	не имеет ничего	1	1
177	же как и	6	1
178	как если бы	2	1
179	в целом и	2	1
180	одну и ту	1	1
181	то же самое	9	1
182	когда он однажды	1	1
183	том случае если	2	1
184	сама по себе	1	1
185	не могло бы	1	1
186	но все же	1	1
187	во всей ее	1	1
188	на основании изучения	1	1
189	между рассудком и	1	1
190	не только у	2	1
191	в последнем счете	1	1
192	из которых каждая	2	1
193	в целом но	3	1
194	и в качестве	1	1
195	точки зрения на	2	1
196	оно может быть	1	1
197	нельзя не признать	2	1
198	тот или иной	1	1
199	то же явление	1	1
200	имеем дело с	1	1
201	ее полноте нам	1	1
202	теми или иными	2	1
203	возникают у него	1	1
204	лежит в основе	3	1
205	и это самое	1	1
