N	4gram	Bakhtin_Pr	FransuaR
1	в то же время	13	55
2	но в то же	7	20
3	в том числе и	1	17
4	как мы уже говорили	2	15
5	большей или меньшей степени	2	14
6	с начала и до	2	14
7	начала и до конца	2	14
8	в большей или меньшей	2	14
9	мы уже говорили что	1	13
10	дело в том что	1	13
11	и в то же	2	12
12	в той или иной	1	10
13	и до сих пор	1	6
14	мы имеем в виду	1	5
15	с одной стороны и	1	5
16	и до настоящего времени	1	4
17	и не может быть	1	4
18	бы оно ни было	1	3
19	точку зрения на мир	1	3
20	в виду прежде всего	1	3
21	можно прямо сказать что	1	3
22	но на самом деле	1	3
23	имеем в виду прежде	1	3
24	остановимся прежде всего на	1	2
25	на мир и на	2	2
26	в том что это	1	2
27	такой же характер носит	1	2
28	заключается в том что	1	2
29	зрения на мир и	1	2
30	бы то ни было	2	2
31	как бы оно ни	1	2
32	и в целом ряде	2	2
33	до сих пор не	1	2
34	в целом ряде других	2	2
35	в большинстве случаев в	2	2
36	все новые и новые	1	2
37	и по отношению к	1	2
38	то же время не	3	2
39	то же время и	1	2
40	какой бы то ни	1	2
41	так же как и	1	2
42	до сих пор остается	1	2
43	никогда не может быть	1	1
44	как и все что	1	1
45	точкой зрения на мир	1	1
46	таким же успехом могла	1	1
47	существенные различия между ними	1	1
48	него в руках и	1	1
49	в литературе о нем	1	1
50	в том и в	1	1
51	и в большинстве случаев	2	1
52	так сказать второго порядка	1	1
53	никогда не может стать	1	1
54	что с точки зрения	1	1
55	во всяком случае не	1	1
56	так как если бы	1	1
57	человека а следовательно и	1	1
58	в первой части нашей	1	1
59	не видит и не	1	1
60	по себе никогда не	1	1
61	вовсе не входит в	1	1
62	своем художественном творчестве не	1	1
63	на самом деле нет	1	1
64	то же время оно	2	1
65	о том что он	1	1
66	недопустимо сводить к нему	1	1
67	в то время как	2	1
68	в обычном смысле слова	1	1
69	точка зрения на мир	2	1
70	неотделимы друг от друга	1	1
71	только то что может	1	1
72	поколения к другому поколению	1	1
73	как бы ни были	1	1
74	мы увидим дальше что	1	1
75	и в другом случае	1	1
76	в неразрывной связи с	1	1
77	рядом друг с другом	1	1
78	том и в другом	1	1
79	и воспринимать ее как	1	1
80	с таким же успехом	1	1
81	в этом отношении не	1	1
82	не во всякую эпоху	1	1
83	к себе самому и	1	1
84	и в том и	1	1
85	проявляется и в целом	1	1
86	своего становления и роста	1	1
87	в своем художественном творчестве	1	1
88	не значит конечно что	2	1
89	с точки зрения всякой	1	1
90	мы остановимся лишь на	2	1
91	с другой стороны эта	1	1
92	это не значит конечно	2	1
93	то что может быть	1	1
94	дело конечно не в	1	1
95	бы он ни был	2	1
96	одного поколения к другому	1	1
97	в пределах того же	1	1
98	от одного поколения к	1	1
99	и до известной степени	1	1
100	как бы он ни	1	1
101	весь с начала и	1	1
102	можно сказать что вся	1	1
103	в сущности лишь в	1	1
104	в самом деле в	1	1
105	в том что он	4	1
106	с точки зрения этого	1	1
107	и в этом отношении	2	1
108	они уже не могут	2	1
109	видения и понимания мира	3	1
110	поэтому он и не	1	1
111	одна из существеннейших особенностей	1	1
112	и видеть в нем	1	1
113	только то что для	1	1
114	в каждом из этих	1	1
115	не в том что	1	1
116	каждом из этих трех	1	1
117	у него в руках	1	1
118	подобно тому как в	1	1
