N	2gram	Voloshinov	Narrotol
1	не только	28	62
2	и не	14	50
3	при этом	9	47
4	но и	16	45
5	а не	7	38
6	в качестве	4	35
7	в частности	3	31
8	может быть	13	30
9	и в	42	30
10	в том	3	29
11	в этом	10	28
12	том что	3	28
13	а в	5	27
14	представляет собой	2	25
15	только в	7	25
16	как и	12	24
17	не в	6	23
18	то что	9	23
19	то есть	5	22
20	не может	13	20
21	в себе	10	17
22	так и	7	17
23	со стороны	1	16
24	в его	6	16
25	к тому	4	15
26	можно сказать	4	15
27	и т.п	25	15
28	но в	5	15
29	в жизни	2	14
30	и его	7	14
31	то же	16	13
32	в своей	2	13
33	уже не	4	13
34	о том	4	13
35	в своем	1	13
36	у него	1	13
37	времени и	2	13
38	все же	9	12
39	на протяжении	1	12
40	как в	3	12
41	перед нами	3	12
42	как бы	30	12
43	прежде всего	22	12
44	по отношению	2	11
45	об этом	3	11
46	хотя и	3	11
47	в мире	2	11
48	если бы	4	11
49	и тем	7	11
50	в этой	6	11
51	в нем	6	11
52	тем самым	8	11
53	отношению к	2	11
54	один из	4	10
55	никогда не	7	10
56	тому же	2	10
57	точки зрения	11	10
58	между тем	3	10
59	как это	5	10
60	в то	9	10
61	и все	4	10
62	не является	5	10
63	жизни и	3	10
64	с его	8	10
65	ничего не	8	10
66	того что	4	10
67	но не	2	10
68	и т.д	21	10
69	как раз	1	9
70	тем не	1	9
71	той или	4	9
72	столь же	1	9
73	отнюдь не	10	9
74	что в	1	9
75	с ним	2	9
76	что он	2	9
77	еще не	3	9
78	потому что	7	9
79	для него	3	9
80	в той	5	8
81	и к	4	8
82	в самом	5	8
83	в таком	1	8
84	о чем	2	8
85	не менее	1	8
86	большей части	1	8
87	не мог	3	8
88	одна из	1	8
89	он не	2	8
90	действующих лиц	1	8
91	и он	2	8
92	самом деле	5	8
93	того чтобы	7	8
94	мы имеем	2	8
95	же время	7	8
96	и для	3	8
97	этом отношении	2	8
98	в литературе	1	8
99	у нас	4	8
100	по большей	1	8
101	но при	3	8
102	или иной	6	8
103	в речи	1	7
104	в котором	3	7
105	с другой	1	7
106	в ее	3	7
107	на себя	1	7
108	в конце	6	7
109	в чем	1	7
110	в силу	1	7
111	и на	7	7
112	в форме	6	7
113	же в	1	7
114	в свою	6	7
115	это не	3	7
116	вслед за	1	7
117	или в	2	7
118	также и	2	7
119	в ней	8	7
120	одного из	1	7
121	в целом	4	7
122	все что	1	6
123	в результате	1	6
124	например в	1	6
125	между двумя	2	6
126	сказать что	3	6
127	в нашем	5	6
128	на него	4	6
129	то в	1	6
130	что у	3	6
131	что и	3	6
132	в конечном	1	6
133	могло бы	1	6
134	не могла	1	6
135	однако в	2	6
136	таким образом	8	6
137	никак не	1	6
138	в слове	4	6
139	из этих	2	6
140	в сознании	5	6
141	здесь не	2	6
142	ответ на	3	6
143	о нем	1	6
144	слова в	6	6
145	на то	1	6
146	особое место	1	5
147	дело с	1	5
148	в своих	2	5
149	и даже	3	5
150	и сам	2	5
151	именно в	1	5
152	мира и	1	5
153	и того	1	5
154	свою очередь	4	5
155	в другом	1	5
156	для того	9	5
157	не всегда	2	5
158	о них	2	5
159	в одном	4	5
160	точка зрения	4	5
161	себя в	4	5
162	из них	3	5
163	к нему	2	5
164	бы и	2	5
165	не было	2	5
166	или не	1	5
167	но для	3	5
168	я не	1	5
169	так сказать	4	5
170	между собой	2	5
171	его жизни	1	5
172	в русской	1	5
173	точку зрения	6	5
174	и от	7	5
175	и здесь	3	5
176	и вследствие	2	5
177	что это	4	5
178	если не	3	5
179	их в	3	5
180	с ними	1	5
181	да и	4	5
182	о котором	1	5
183	вследствие этого	3	5
184	было бы	7	5
185	и уже	3	5
186	за пределами	1	5
187	и то	5	5
188	свидетельствует о	1	5
189	теперь как	1	5
190	мы не	9	5
191	на самом	3	5
192	в какой	2	5
193	тем более	1	5
194	тому как	1	5
195	высказывания в	3	5
196	в начале	3	5
197	еще в	1	5
198	в пределах	2	5
199	и о	1	5
200	место в	2	5
201	как будто	1	5
202	в душе	2	4
203	еще раз	1	4
204	даже в	1	4
205	не являются	1	4
206	от этих	1	4
207	в виду	3	4
208	по себе	1	4
209	и с	5	4
210	все его	1	4
211	конечном счете	1	4
212	роль в	3	4
213	он является	1	4
214	когда в	1	4
215	не существует	4	4
216	которой он	1	4
217	хотя бы	18	4
218	только на	3	4
219	но они	1	4
220	и когда	2	4
221	к этому	2	4
222	внутренней речи	18	4
223	ситуации и	10	4
224	представить себе	3	4
225	несмотря на	3	4
226	то у	1	4
227	не о	1	4
228	тому что	5	4
229	в себя	1	4
230	не будет	3	4
231	но зато	1	4
232	по своей	2	4
233	и по	1	4
234	это уже	1	4
235	о которой	1	4
236	о своей	4	4
237	вместе с	5	4
238	истории не	1	4
239	в основе	3	4
240	могла бы	1	4
241	в поле	1	4
242	мог бы	1	4
243	что я	1	4
244	друг друга	2	4
245	ему в	1	4
246	зависит от	2	4
247	для нас	3	4
248	а на	2	4
249	и как	10	4
250	или даже	2	4
251	ли не	2	4
252	по своему	3	4
253	в области	6	4
254	человека в	2	4
255	она не	1	4
256	бытия в	2	4
257	не с	3	4
258	как он	1	4
259	как по	1	4
260	как мы	10	4
261	не к	4	4
262	что было	3	3
263	на одном	2	3
264	с этой	1	3
265	говорит о	1	3
266	по мере	1	3
267	ни слова	2	3
268	в этих	2	3
269	о своем	3	3
270	каждый из	2	3
271	личность не	1	3
272	не должен	2	3
273	к своей	1	3
274	говорить о	1	3
275	за собой	1	3
276	так же	4	3
277	к ним	1	3
278	жизни как	1	3
279	наряду с	1	3
280	ключ к	1	3
281	в зависимости	7	3
282	все время	5	3
283	что именно	4	3
284	не происходит	1	3
285	глядя на	1	3
286	только не	1	3
287	об одном	1	3
288	но еще	1	3
289	с точки	5	3
290	одно из	1	3
291	в следующем	1	3
292	связи с	3	3
293	не знает	3	3
294	в которой	7	3
295	к чему	2	3
296	всех его	2	3
297	происходит и	1	3
298	характер и	1	3
299	в связи	2	3
300	между ними	3	3
301	же как	1	3
302	и это	8	3
303	сих пор	2	3
304	должен был	1	3
305	но как	2	3
306	а с	5	3
307	его внутренней	4	3
308	за ними	2	3
309	и что	1	3
310	можно было	4	3
311	иметь в	1	3
312	как уже	2	3
313	не просто	4	3
314	перед лицом	1	3
315	даже если	1	3
316	в первой	2	3
317	здесь мы	3	3
318	или иного	5	3
319	во время	1	3
320	в него	2	3
321	до сих	1	3
322	он уже	1	3
323	человеческого общения	1	3
324	но достаточно	1	3
325	от их	2	3
326	нам в	3	3
327	в романе	1	3
328	бы не	2	3
329	зависимости от	7	3
330	говорить и	2	3
331	всей своей	1	3
332	своей жизни	5	3
333	и читатель	1	3
334	жизни мы	2	3
335	внешняя сторона	1	3
336	еще и	2	3
337	что мы	11	3
338	и тогда	2	3
339	и лишь	1	3
340	тем же	4	3
341	той же	7	3
342	одной из	2	3
343	до конца	2	3
344	по ходу	1	3
345	на этот	2	3
346	но это	2	3
347	и после	1	3
348	собственно говоря	1	3
349	как к	1	3
350	и уж	1	3
351	и вот	3	3
352	которых он	1	3
353	несет в	1	3
354	чем он	1	3
355	все равно	1	3
356	в виде	1	3
357	а о	1	3
358	при которой	1	3
359	все эти	3	3
360	со своей	1	3
361	именно эта	1	3
362	так а	1	3
363	должен быть	2	3
364	и потому	2	3
365	того или	5	3
366	а к	3	3
367	его не	2	3
368	дело не	1	3
369	связано с	2	3
370	позволяет нам	1	3
371	во второй	3	3
372	истории а	1	3
373	заключает в	4	3
374	лишь в	4	3
375	же самое	5	3
376	со своими	1	3
377	и самого	1	3
378	если она	1	3
379	является в	1	2
380	русской литературе	1	2
381	от имени	1	2
382	еще более	2	2
383	те же	5	2
384	язык как	1	2
385	которое может	3	2
386	с той	1	2
387	с появлением	4	2
388	другой стороны	1	2
389	быть может	3	2
390	с собой	2	2
391	из многочисленных	1	2
392	лишь с	1	2
393	более или	1	2
394	но все	5	2
395	мысль о	1	2
396	целый ряд	3	2
397	где они	1	2
398	иначе как	1	2
399	тем что	2	2
400	от всего	1	2
401	и делает	1	2
402	разговоре с	1	2
403	внимание к	1	2
404	другое дело	1	2
405	историю в	1	2
406	как только	4	2
407	понимания а	1	2
408	на первый	2	2
409	первый взгляд	2	2
410	было в	4	2
411	в действительности	1	2
412	раз и	1	2
413	от лица	2	2
414	представления о	1	2
415	с помощью	6	2
416	чего не	1	2
417	превращается в	1	2
418	на своего	1	2
419	дистанция между	1	2
420	у себя	2	2
421	в реальной	2	2
422	вовсе не	2	2
423	именно так	1	2
424	быть в	1	2
425	но возможно	1	2
426	к которому	2	2
427	слово не	4	2
428	бы в	6	2
429	того же	1	2
430	жизни с	1	2
431	художественного высказывания	2	2
432	намек на	1	2
433	принадлежит к	1	2
434	в смысловом	1	2
435	нами не	1	2
436	что иное	2	2
437	к одному	1	2
438	должно быть	2	2
439	в произведении	1	2
440	слов в	4	2
441	или иному	1	2
442	искать в	1	2
443	в будущем	3	2
444	от тех	1	2
445	ни от	1	2
446	сознания не	3	2
447	будто бы	1	2
448	одним из	1	2
449	высказывания как	3	2
450	очевидно что	2	2
451	как говорит	1	2
452	ясно что	2	2
453	вследствие того	1	2
454	не есть	2	2
455	и всякий	1	2
456	себе и	2	2
457	точек зрения	5	2
458	во всех	6	2
459	выступает в	1	2
460	мы можем	7	2
461	лица и	1	2
462	всю свою	1	2
463	за столом	2	2
464	так что	1	2
465	нашем сознании	1	2
466	если же	1	2
467	одно и	6	2
468	и является	5	2
469	даже не	1	2
470	и событий	1	2
471	его как	1	2
472	с кем-нибудь	1	2
473	пространство и	1	2
474	что может	1	2
475	в зеркале	1	2
476	и есть	1	2
477	мы будем	6	2
478	в общем	1	2
479	своего героя	2	2
480	с языком	1	2
481	одного и	1	2
482	и сами	1	2
483	в особенности	1	2
484	та же	3	2
485	если в	1	2
486	другого человека	2	2
487	одному из	1	2
488	чтобы стать	1	2
489	в сущности	1	2
490	в наиболее	1	2
491	из которых	3	2
492	для них	2	2
493	следует искать	2	2
494	и вновь	1	2
495	себе не	1	2
496	теперь на	1	2
497	все то	2	2
498	и одновременно	1	2
499	говорящего и	6	2
500	от своего	1	2
501	в процессе	6	2
502	в которых	2	2
503	ли он	2	2
504	другому человеку	1	2
505	в каком	2	2
506	время является	1	2
507	обмен репликами	1	2
508	это и	1	2
509	его и	3	2
510	совершенно иной	1	2
511	в историю	1	2
512	более чем	1	2
513	внутренняя жизнь	1	2
514	зрения как	3	2
515	в течение	1	2
516	которое не	2	2
517	слова и	5	2
518	всего на	1	2
519	тому или	1	2
520	свое существование	1	2
521	что же	8	2
522	переход от	1	2
523	на две	1	2
524	в данной	4	2
525	первобытного человека	2	2
526	и во	1	2
527	к миру	2	2
528	он может	1	2
529	это сделать	1	2
530	только потому	2	2
531	долго не	1	2
532	именно к	1	2
533	в более	1	2
534	пока что	1	2
535	происходящего в	1	2
536	бы на	1	2
537	все это	4	2
538	сознания и	1	2
539	в их	2	2
540	слова а	1	2
541	однако не	1	2
542	это всегда	1	2
543	жизни это	3	2
544	в организации	1	2
545	это еще	1	2
546	есть в	1	2
547	как можно	1	2
548	к своему	4	2
549	но уже	1	2
550	в каждой	1	2
551	в гостиной	1	2
552	или менее	1	2
553	при виде	1	2
554	и вообще	2	2
555	мертвых душ	3	2
556	он говорит	2	2
557	и личность	1	2
558	слово это	2	2
559	т.п и	3	2
560	когда он	1	2
561	говоря о	1	2
562	чего же	2	2
563	на это	4	2
564	человеческого сознания	1	2
565	история это	1	2
566	отношение к	2	2
567	в литературном	1	2
568	не можем	1	2
569	зрения на	3	2
570	было довольно	1	2
571	таким же	2	2
572	и наконец	5	2
573	иное как	2	2
574	поскольку о	1	1
575	это на	1	1
576	они являются	1	1
577	и останется	1	1
578	общественное положение	1	1
579	видели в	1	1
580	суде и	2	1
581	народов и	1	1
582	из комнаты	1	1
583	граница между	1	1
584	каждого отдельного	1	1
585	всей жизни	1	1
586	репликами со	1	1
587	ведь ему	1	1
588	связанных между	1	1
589	с самим	2	1
590	из всех	1	1
591	в разных	3	1
592	этот момент	1	1
593	тем как	1	1
594	мысли и	1	1
595	не как	1	1
596	которые по	1	1
597	что человек	1	1
598	для всех	2	1
599	в живом	5	1
600	но что	3	1
601	о самых	1	1
602	что слово	1	1
603	связь с	2	1
604	где-нибудь в	1	1
605	установки на	2	1
606	в предыдущей	2	1
607	или положение	1	1
608	из двух	2	1
609	относится и	1	1
610	речи хотя	1	1
611	и этот	2	1
612	на свою	1	1
613	естественно не	1	1
614	или на	1	1
615	голосом и	1	1
616	данного лица	1	1
617	общения людей	2	1
618	бы стать	1	1
619	защиты от	1	1
620	так на	1	1
621	в цепи	1	1
622	у которого	5	1
623	кроме самого	1	1
624	с еще	1	1
625	ему по	1	1
626	на эту	2	1
627	жизни ее	1	1
628	всю эту	1	1
629	не обладают	1	1
630	этой тайной	1	1
631	и социально	1	1
632	человеческой речи	3	1
633	обращения к	2	1
634	зрения с	1	1
635	и слово	3	1
636	на руси	1	1
637	не думал	1	1
638	из героев	2	1
639	художественное произведение	1	1
640	так например	1	1
641	социальной ситуации	1	1
642	обращение к	1	1
643	и нет	2	1
644	с этим	2	1
645	если я	1	1
646	жизнь человека	1	1
647	с точкой	1	1
648	кем я	1	1
649	творчества в	1	1
650	к одной	1	1
651	при условии	2	1
652	ли слово	1	1
653	осуществляется в	1	1
654	и ушел	1	1
655	что этот	1	1
656	уже до	1	1
657	вопрос о	2	1
658	высказываний как	1	1
659	человека не	4	1
660	нельзя было	1	1
661	на следующем	1	1
662	мы увидим	5	1
663	действительности как	1	1
664	чужое слово	1	1
