N	2gram	Losev_Prob	Narrotol
1	не только	33	62
2	и не	56	50
3	при этом	9	47
4	но и	20	45
5	а не	28	38
6	в качестве	10	35
7	в частности	4	31
8	может быть	39	30
9	и в	62	30
10	в том	35	29
11	в этом	25	28
12	своего рода	1	28
13	том что	25	28
14	а в	9	27
15	такого рода	14	26
16	только в	33	25
17	в данном	14	24
18	как и	15	24
19	не в	21	23
20	то что	42	23
21	то есть	63	22
22	не может	14	20
23	в себе	23	17
24	данном случае	12	17
25	так и	16	17
26	а также	6	17
27	у чехова	3	16
28	в его	10	16
29	к тому	4	15
30	можно сказать	10	15
31	но в	17	15
32	в жизни	1	14
33	и его	12	14
34	то же	23	13
35	в своей	8	13
36	уже не	12	13
37	о том	14	13
38	в своем	7	13
39	у него	1	13
40	времени и	4	13
41	все же	10	12
42	как в	10	12
43	перед нами	8	12
44	как бы	11	12
45	прежде всего	13	12
46	об этом	7	11
47	хотя и	9	11
48	если бы	9	11
49	и тем	16	11
50	в этой	10	11
51	в нем	13	11
52	героя в	2	11
53	в отличие	2	11
54	отличие от	3	11
55	тем самым	9	11
56	никогда не	7	10
57	тому же	1	10
58	точки зрения	14	10
59	как это	4	10
60	в то	18	10
61	и все	13	10
62	не является	19	10
63	жизни и	7	10
64	ничего не	4	10
65	того что	10	10
66	но не	6	10
67	как раз	11	9
68	тем не	23	9
69	той или	22	9
70	столь же	1	9
71	отнюдь не	16	9
72	что в	11	9
73	с ним	11	9
74	истории в	2	9
75	что он	16	9
76	еще не	12	9
77	потому что	40	9
78	для него	4	9
79	далеко не	1	9
80	в той	8	8
81	и к	9	8
82	в самом	4	8
83	в таком	11	8
84	о чем	4	8
85	не менее	24	8
86	он не	10	8
87	и он	3	8
88	самом деле	6	8
89	того чтобы	4	8
90	внимание на	2	8
91	мы имеем	7	8
92	и для	5	8
93	в литературе	3	8
94	у нас	17	8
95	но при	1	8
96	или иной	20	8
97	в принципе	1	7
98	в речи	1	7
99	а во	2	7
100	в котором	3	7
101	с другой	14	7
102	пока еще	3	7
103	в футляре	1	7
104	едва ли	8	7
105	в ее	6	7
106	на себя	1	7
107	в конце	7	7
108	в чем	5	7
109	и на	4	7
110	же в	6	7
111	иван иваныч	1	7
112	и состоит	2	7
113	это не	10	7
114	или в	7	7
115	также и	22	7
116	в ней	12	7
117	одного из	1	7
118	в целом	9	7
119	все что	1	6
120	в результате	8	6
121	например в	1	6
122	сказать что	24	6
123	в нашем	13	6
124	на него	3	6
125	имеем дело	2	6
126	о ней	3	6
127	то в	4	6
128	что у	3	6
129	с одной	3	6
130	что и	11	6
131	могло бы	3	6
132	в случае	1	6
133	главного героя	1	6
134	человеческих отношений	4	6
135	известном смысле	1	6
136	однако в	3	6
137	однако и	2	6
138	во втором	1	6
139	в состав	1	6
140	таким образом	13	6
141	никак не	13	6
142	и пространстве	1	6
143	к его	1	6
144	в слове	4	6
145	в известном	3	6
146	то и	9	6
147	из этих	1	6
148	здесь не	11	6
149	ответ на	1	6
150	они не	1	6
151	о нем	2	6
152	слова в	1	6
153	одной стороны	2	6
154	на то	6	6
155	вплоть до	3	6
156	человеческой жизни	4	5
157	только что	4	5
158	исходя из	1	5
159	дело с	3	5
160	не столько	2	5
161	в своих	2	5
162	и даже	21	5
163	и сам	6	5
164	именно в	4	5
165	а именно	12	5
166	и того	1	5
167	в другом	4	5
168	для того	5	5
169	не всегда	1	5
170	о них	1	5
171	в одном	4	5
172	он сам	7	5
173	точка зрения	1	5
174	себя в	4	5
175	из них	4	5
176	к нему	3	5
177	от его	4	5
178	начала и	1	5
179	бы и	7	5
180	не было	6	5
181	или не	1	5
182	но для	3	5
183	я не	1	5
184	такова что	1	5
185	между собой	3	5
186	а для	1	5
187	по поводу	3	5
188	точку зрения	1	5
189	и от	11	5
190	с ее	5	5
191	и здесь	8	5
192	что это	3	5
193	подобно тому	3	5
194	если не	7	5
195	их в	2	5
196	и у	2	5
197	с ними	2	5
198	да и	9	5
199	о котором	1	5
200	том как	4	5
201	было бы	14	5
202	для нее	2	5
203	и то	17	5
204	свидетельствует о	2	5
205	мы не	15	5
206	на самом	13	5
207	в какой	1	5
208	тем более	8	5
209	тому как	2	5
210	в начале	3	5
211	в пределах	3	5
212	и о	8	5
213	говорилось выше	2	5
214	как будто	11	5
215	в душе	1	4
216	еще раз	2	4
217	даже в	2	4
218	строго говоря	1	4
219	не являются	4	4
220	от этих	1	4
221	в виду	20	4
222	по себе	36	4
223	в них	6	4
224	в первом	1	4
225	и с	11	4
226	все его	1	4
227	не вполне	3	4
228	он является	5	4
229	когда в	4	4
230	не существует	6	4
231	которой он	1	4
232	хотя бы	6	4
233	только на	6	4
234	но они	4	4
235	и когда	4	4
236	который в	2	4
237	к этому	2	4
238	начало и	1	4
239	представить себе	5	4
240	что они	8	4
241	жизни так	1	4
242	на том	3	4
243	несмотря на	4	4
244	и притом	7	4
245	не о	2	4
246	не говорит	2	4
247	тому что	5	4
248	не будет	3	4
249	но зато	1	4
250	из нас	2	4
251	по своей	1	4
252	и по	3	4
253	и ее	7	4
254	жизни а	4	4
255	на ее	2	4
256	для себя	6	4
257	это уже	4	4
258	о которой	2	4
259	нового времени	1	4
260	не на	2	4
261	со всеми	1	4
262	оно не	1	4
263	вместе с	3	4
264	не имеет	12	4
265	которая не	3	4
266	во сне	1	4
267	в основе	3	4
268	мог бы	1	4
269	начиная с	1	4
270	но именно	4	4
271	всяком случае	8	4
272	в произведениях	1	4
273	друг друга	5	4
274	исключительно в	2	4
275	ему в	1	4
276	зависит от	1	4
277	во всяком	14	4
278	для нас	23	4
279	раз в	1	4
280	а то	4	4
281	и как	4	4
282	или даже	6	4
283	по своему	6	4
284	это было	4	4
285	не все	1	4
286	в области	2	4
287	она не	3	4
288	эти два	2	4
289	быть и	3	4
290	не с	1	4
291	как он	2	4
292	по сути	1	4
293	к ней	2	4
294	как мы	12	4
295	что на	2	4
296	и конец	1	4
297	не к	2	4
298	более не	2	3
299	с этой	3	3
300	говорит о	1	3
301	в этих	6	3
302	о своем	1	3
303	и опять	1	3
304	и дело	1	3
305	входит в	3	3
306	не должен	1	3
307	говорить о	7	3
308	за собой	1	3
309	точно так	5	3
310	не обязательно	4	3
311	так же	11	3
312	еще одна	1	3
313	в зависимости	3	3
314	все время	2	3
315	что она	5	3
316	что именно	3	3
317	к ее	1	3
318	не происходит	1	3
319	только не	6	3
320	ее и	2	3
321	или нескольких	1	3
322	она в	2	3
323	но еще	1	3
324	ведь есть	2	3
325	с точки	9	3
326	подчеркнуть что	1	3
327	и сама	4	3
328	связи с	10	3
329	но он	1	3
330	не знает	1	3
331	в которой	3	3
332	всех его	1	3
333	что не	4	3
334	в связи	9	3
335	между ними	1	3
336	же как	5	3
337	и это	11	3
338	сих пор	4	3
339	а потом	2	3
340	могли бы	6	3
341	о себе	2	3
342	но как	6	3
343	а с	2	3
344	и что	9	3
345	можно было	7	3
346	иметь в	2	3
347	не просто	36	3
348	перед лицом	1	3
349	со словами	1	3
350	как известно	1	3
351	первом случае	1	3
352	о его	3	3
353	даже если	4	3
354	в первой	1	3
355	бы быть	5	3
356	а как	2	3
357	здесь мы	5	3
358	или иного	5	3
359	во время	3	3
360	в него	2	3
361	при такой	1	3
362	до сих	4	3
363	он уже	1	3
364	от их	2	3
365	нам в	2	3
366	ни о	8	3
367	с таким	1	3
368	обращается к	1	3
369	сути дела	1	3
370	и т	20	3
371	бы не	2	3
372	зависимости от	3	3
373	еще и	10	3
374	что мы	12	3
375	как на	2	3
376	быть не	1	3
377	и тогда	3	3
378	ни для	2	3
379	речь идет	1	3
380	подобного рода	13	3
381	жизни на	1	3
382	тем же	2	3
383	той же	2	3
384	от которой	1	3
385	до конца	1	3
386	на этот	4	3
387	но это	13	3
388	и после	2	3
389	в едином	1	3
390	жизни не	2	3
391	собственно говоря	5	3
392	жизни но	2	3
393	как к	1	3
394	произведения как	1	3
395	и уж	2	3
396	и вот	1	3
397	от которого	1	3
398	при встрече	1	3
399	он и	3	3
400	же не	2	3
401	чем он	2	3
402	этом в	1	3
403	все равно	6	3
404	в виде	20	3
405	дело в	6	3
406	как она	2	3
407	этот раз	3	3
408	все эти	14	3
409	со своей	1	3
410	именно эта	1	3
411	особенно в	2	3
412	и потому	13	3
413	того или	8	3
414	только к	4	3
415	а к	2	3
416	а его	2	3
417	его не	2	3
418	дело не	4	3
419	идет о	1	3
420	лишь в	1	3
421	же самое	20	3
422	каждого из	1	3
423	со своими	1	3
424	для обозначения	1	3
425	и самого	2	3
426	и только	10	3
427	ли в	3	3
428	если она	1	3
429	новое и	3	2
430	является в	3	2
431	мы и	5	2
432	которая в	1	2
433	еще более	3	2
434	на второй	1	2
435	какой бы	2	2
436	глубоко и	4	2
437	нас в	5	2
438	с той	5	2
439	случае он	1	2
440	другой стороны	11	2
441	быть может	1	2
442	с собой	6	2
443	лишь с	1	2
444	мыслится как	1	2
445	в настоящем	3	2
446	чтобы в	1	2
447	более или	2	2
448	но все	5	2
449	жизнь в	3	2
450	в некотором	2	2
451	где они	1	2
452	тем что	8	2
453	от всего	3	2
454	дело здесь	4	2
455	и делает	1	2
456	чем иным	2	2
457	разговоре с	1	2
458	одновременно и	4	2
459	тем или	1	2
460	другое дело	5	2
461	в это	1	2
462	и стал	1	2
463	как только	3	2
464	и смерть	1	2
465	понимания а	1	2
466	на первый	6	2
467	казалось бы	3	2
468	первый взгляд	3	2
469	и наиболее	1	2
470	один и	2	2
471	раз и	6	2
472	своей природе	1	2
473	из жизни	1	2
474	отрыве от	1	2
475	в этот	1	2
476	когда она	2	2
477	чего не	1	2
478	превращается в	1	2
479	можно ли	8	2
480	видно что	1	2
481	и еще	2	2
482	то чтобы	2	2
483	в контексте	3	2
484	вовсе не	62	2
485	именно так	4	2
486	быть в	2	2
487	но возможно	1	2
488	же она	1	2
489	иным как	2	2
490	тут же	12	2
491	возникает и	1	2
492	бы в	3	2
493	того же	2	2
494	они могут	1	2
495	чем это	1	2
496	смысловом отношении	2	2
497	жизни с	1	2
498	что обычно	1	2
499	от ее	1	2
500	в смысловом	2	2
501	и мы	1	2
502	нами не	2	2
503	к их	2	2
504	что иное	6	2
505	к одному	1	2
506	похожи на	1	2
507	должно быть	1	2
508	время в	1	2
