N	3gram	Voloshinov	Myshleni
1	в том что	4	133
2	с точки зрения	2	89
3	по отношению к	11	42
4	так же как	1	39
5	с одной стороны	2	39
6	с самого начала	1	36
7	то же самое	2	31
8	во внутренней речи	1	31
9	в этом отношении	1	30
10	можно было бы	1	28
11	с другой стороны	2	26
12	о том что	1	25
13	не может быть	7	23
14	в то время	1	22
15	в высшей степени	1	22
16	в зависимости от	2	22
17	можно сказать что	5	21
18	как уже сказано	1	20
19	то время как	1	20
20	в самом деле	1	19
21	во всяком случае	1	18
22	в этом смысле	1	18
23	до сих пор	3	17
24	этой точки зрения	3	17
25	же как и	1	17
26	в данном случае	2	15
27	в свою очередь	1	14
28	подобно тому как	1	14
29	и то же	2	12
30	один и тот	1	12
31	и тот же	1	12
32	тем не менее	3	12
33	одно и то	2	12
34	является то что	1	11
35	как мы уже	1	11
36	в такой же	2	11
37	том что в	1	11
38	одной стороны и	2	10
39	сама по себе	1	9
40	ни в какой	1	9
41	как и в	1	9
42	более или менее	1	9
43	в конечном счете	1	9
44	на самом деле	2	9
45	друг к другу	1	9
46	свое выражение в	1	8
47	сам по себе	1	8
48	более и более	1	8
49	в том же	1	8
50	все более и	1	8
51	слова и его	1	7
52	и тому же	1	7
53	включает в себя	1	7
54	если мы обратимся	1	7
55	одному и тому	1	7
56	имеет в виду	3	6
57	и тогда когда	1	6
58	ничего общего с	1	6
59	и таким образом	1	6
60	и тем же	1	6
61	и в частности	1	6
62	то что мы	1	6
63	в лучшем случае	1	6
64	только то что	1	6
65	и не может	3	6
66	мы обратимся к	1	6
67	одним и тем	1	6
68	в том и	1	6
69	не совпадает с	1	5
70	мы никогда не	2	5
71	как если бы	4	5
72	но все же	1	5
73	так как в	1	5
74	внутренней речи с	1	5
75	находит свое выражение	2	5
76	речи так как	1	5
77	таким образом мы	1	5
78	сами по себе	1	5
79	и в этом	1	5
80	в то же	1	5
81	все эти три	1	5
82	в какой степени	2	4
83	между тем как	1	4
84	по аналогии с	1	4
85	имеет дело с	1	4
86	к вопросу о	1	4
87	мы имеем дело	1	4
88	но и в	1	4
89	с помощью которой	1	4
90	в значительной степени	1	4
91	мы увидим что	1	4
92	если бы оно	1	4
93	и связи с	1	4
94	то ни было	3	3
95	она не может	1	3
96	в нашем примере	7	3
97	к тому же	1	3
98	то же время	1	3
99	кто не знает	1	3
100	одна и та	1	3
101	дело в том	4	3
102	мы имеем в	1	3
103	тогда когда он	1	3
104	в каком отношении	2	3
105	только в процессе	2	3
106	бы показать что	1	3
107	отношение к предмету	2	3
108	мы таким образом	1	3
109	тех или иных	1	3
110	бы то ни	3	3
111	в настоящее время	2	3
112	и та же	1	3
113	убедиться в этом	1	3
114	имеем в виду	2	3
115	то что для	1	3
116	имеем дело с	1	3
117	и внешней речи	1	2
118	в этом направлении	1	2
119	все это вместе	1	2
120	с ним в	1	2
121	в частности в	1	2
122	и по отношению	3	2
123	словом и его	1	2
124	в нем но	1	2
125	это на примере	1	2
126	чтобы убедиться в	1	2
127	самом же деле	1	2
128	и с другой	1	2
129	на самом же	1	2
130	точки зрения является	1	2
131	никогда не бывает	1	2
132	и для других	2	2
133	что не только	1	2
134	но все это	1	2
135	все же не	1	2
136	что мы имеем	1	2
137	и в своем	1	2
138	вторая точка зрения	2	2
139	он имеет в	1	2
140	он еще не	1	2
141	до известной степени	2	2
142	внутренней речи а	1	2
143	по себе не	1	2
144	таким образом не	1	2
145	вопросу о том	1	2
146	или хотя бы	1	2
147	так как если	4	2
148	со словом и	1	2
149	является для него	1	2
150	может быть понято	1	2
151	его внутренней речи	1	2
152	зависимости от того	1	2
153	тому же самому	1	2
154	ни на один	2	2
155	но тем не	2	2
156	другой стороны как	1	2
157	они ни были	1	2
158	то что я	1	2
159	и к его	1	2
160	следствием того что	1	1
161	отношению к которому	1	1
162	той социальной среды	1	1
163	даже тогда когда	1	1
164	но то же	1	1
165	в некоторых языках	2	1
166	же время не	1	1
167	не переходя в	1	1
168	того что заключено	1	1
169	и следовательно включает	1	1
170	находит в нем	1	1
171	он не должен	1	1
172	только в результате	1	1
173	если бы удалось	1	1
174	в неразрывное единство	1	1
175	два основных момента	1	1
176	они входят в	1	1
177	ни были не	1	1
178	оно возникает из	1	1
179	в коем случае	1	1
180	и что она	1	1
181	на другие области	1	1
182	далеко не всегда	1	1
183	изучить с помощью	1	1
184	только на основе	1	1
185	и увидели что	1	1
186	совершенно ясно что	1	1
187	этих моментов в	1	1
188	мы все время	2	1
189	в чем не	1	1
190	зависит от того	2	1
191	для нас и	1	1
192	и делает его	1	1
193	будущего действия и	1	1
194	внутренней речи без	1	1
195	отнюдь не является	1	1
196	никогда не сможем	2	1
197	на передний план	1	1
198	все эти моменты	1	1
199	себя в слове	1	1
200	но в процессе	1	1
201	еще один чрезвычайно	1	1
202	это не так	2	1
203	по крайней мере	1	1
204	каковы бы они	1	1
205	случае мы имеем	1	1
206	в виду не	1	1
207	они выражают не	1	1
208	отношение его к	1	1
209	между тем это	1	1
210	в процессе ее	1	1
211	еще не исчерпывает	1	1
212	или не хочет	1	1
213	вместе с его	1	1
214	в нашем же	1	1
215	вопросов между тем	1	1
216	на один шаг	1	1
217	в каком направлении	1	1
218	сводится только к	1	1
219	сказать что и	1	1
220	его смыслу в	1	1
221	обеих точек зрения	1	1
222	прежде всего тем	1	1
223	ни в чем	1	1
224	наметить хотя бы	1	1
225	относится не к	1	1
226	опираясь на эти	1	1
227	точки зрения не	1	1
228	отношению к ним	1	1
229	то что оно	1	1
230	в жизни и	2	1
231	что является для	1	1
232	не только его	1	1
233	еще раз что	1	1
234	в приведенном нами	1	1
235	и значение этой	1	1
236	таким образом к	1	1
237	внутренней и внешней	1	1
238	социальной среды на	1	1
239	и самое слово	1	1
240	как например в	1	1
241	по себе в	1	1
242	мы можем сказать	2	1
243	ни в коем	1	1
244	здесь имеет место	1	1
245	было бы показать	1	1
246	но для этого	1	1
247	свое влияние на	1	1
248	стороны и с	1	1
249	следовательно включает в	1	1
250	не может стать	1	1
251	остается при этом	1	1
252	между собой ибо	1	1
253	допустим что мы	1	1
254	находят свое выражение	1	1
255	себе по аналогии	1	1
256	содержание но что	1	1
257	является в настоящее	1	1
258	смысл и значение	2	1
259	в своем значении	1	1
260	подвести итоги нашему	1	1
261	равно как и	1	1
262	того что это	1	1
263	к нему в	1	1
264	его значение и	1	1
265	один чрезвычайно важный	1	1
266	и больше того	1	1
267	нашем же случае	1	1
268	и менее всего	1	1
269	выражают не только	1	1
270	не менее эта	1	1
271	с большим трудом	1	1
272	в так называемой	1	1
273	как это делает	1	1
274	слова как только	1	1
275	по самому существу	1	1
276	к его смыслу	1	1
277	речи с помощью	1	1
278	слова но для	1	1
279	связи с ним	1	1
280	здесь мы должны	1	1
281	и здесь мы	1	1
282	таким образом самая	1	1
283	не совпадают с	1	1
284	уж конечно не	1	1
285	с первого же	1	1
286	отнюдь не совпадает	1	1
287	это один и	1	1
288	но отнюдь не	2	1
289	бы они ни	1	1
290	уже и сейчас	1	1
291	как в ней	1	1
292	можно с уверенностью	1	1
293	тогда когда имеется	1	1
294	не остается места	1	1
295	и в истории	1	1
296	первая точка зрения	1	1
297	точки зрения как	1	1
298	для этого нам	1	1
299	сих пор мы	1	1
300	контекста в котором	2	1
301	и притом с	1	1
302	речью со всей	1	1
303	если бы даже	1	1
304	внутренней речью со	1	1
305	при таком понимании	1	1
