N	2gram	Voloshinov	Tragedij
1	и в	13	18
2	в этом	2	9
3	не только	6	8
4	и не	8	7
5	может быть	8	7
6	как бы	6	7
7	что он	1	6
8	же время	1	6
9	в образе	1	6
10	но в	4	6
11	и его	12	6
12	несмотря на	2	5
13	так и	3	5
14	все же	5	5
15	в дальнейшем	1	5
16	то же	4	5
17	как и	3	5
18	не может	8	5
19	в то	1	5
20	что в	3	4
21	в себе	3	4
22	он всегда	1	4
23	все это	4	4
24	прежде всего	9	4
25	и все	3	4
26	об этом	1	4
27	еще не	1	4
28	но и	3	4
29	том что	2	4
30	и что	1	4
31	так же	2	4
32	то что	6	4
33	в этой	1	4
34	в нем	2	4
35	но это	1	4
36	в целом	2	4
37	своего рода	2	3
38	и он	1	3
39	один из	1	3
40	должно быть	1	3
41	уже в	2	3
42	в его	7	3
43	для него	2	3
44	в своем	1	3
45	в конце	1	3
46	и как	1	3
47	в мире	1	3
48	как в	2	3
49	никто не	1	3
50	при этом	2	3
51	как это	1	3
52	с ее	1	3
53	мог бы	2	3
54	отнюдь не	1	3
55	все эти	2	3
56	к нему	1	3
57	в самом	2	2
58	и то	3	2
59	и здесь	1	2
60	и лучше	1	2
61	данном случае	2	2
62	в том	2	2
63	он и	1	2
64	в ее	3	2
65	князь мышкин	1	2
66	но при	1	2
67	в виде	1	2
68	его в	1	2
69	как же	1	2
70	не в	3	2
71	с г	2	2
72	еще в	2	2
73	к обществу	1	2
74	вопрос о	1	2
75	вряд ли	3	2
76	и это	1	2
77	к тому	2	2
78	не имеет	2	2
79	на всем	1	2
80	в данном	2	2
81	только к	1	2
82	отличие от	1	2
83	потому что	1	2
84	ее жизни	1	2
85	времени в	1	2
86	по поводу	1	2
87	в одном	3	2
88	и до	1	2
89	в отличие	1	2
90	его за	1	2
91	отношение к	1	2
92	до конца	1	2
93	столь же	1	2
94	что она	1	2
95	который в	1	2
96	одна из	1	2
97	с его	1	2
98	а как	2	2
99	тут же	1	2
100	не мог	2	2
101	тем что	2	2
102	только о	1	2
103	и ее	2	2
104	никогда не	3	2
105	в особенности	1	1
106	во всем	2	1
107	с помощью	2	1
108	от него	1	1
109	ведь уже	1	1
110	могут быть	2	1
111	не нашел	1	1
112	к сожалению	2	1
113	мы видим	2	1
114	таким образом	6	1
115	только что	1	1
116	часто и	1	1
117	того как	1	1
118	если он	1	1
119	и который	1	1
120	с одной	2	1
121	и вот	1	1
122	с этой	2	1
123	и при	2	1
124	и должно	2	1
125	что эта	2	1
126	к истории	1	1
127	что при	1	1
128	тем не	1	1
129	не как	3	1
130	не думает	1	1
131	и достоевский	1	1
132	одно из	1	1
133	же не	1	1
134	в виду	1	1
135	и один	1	1
136	быть может	1	1
137	только в	6	1
138	позиции в	1	1
139	не столько	3	1
140	по себе	1	1
141	вспомнить о	1	1
142	в самой	1	1
143	а на	1	1
144	не было	1	1
145	ко всем	1	1
146	в борьбе	1	1
147	здесь мы	3	1
148	мы понимаем	2	1
149	я ей	1	1
150	а также	2	1
151	сказал что	1	1
152	заключается в	1	1
153	одним из	1	1
154	и чисто	1	1
155	на себя	1	1
156	в эпоху	1	1
157	всем протяжении	1	1
158	представление о	1	1
159	детей и	1	1
160	литературы от	1	1
161	тому что	1	1
162	в связи	2	1
163	с ними	2	1
164	похожим на	3	1
165	в своей	4	1
166	вместе с	1	1
167	и вместе	1	1
168	на этом	1	1
169	при таком	1	1
170	я хочу	3	1
171	роль в	2	1
172	не менее	2	1
173	на все	1	1
174	в такой	1	1
175	но у	1	1
176	связаны между	1	1
177	под заглавием	1	1
178	феномен который	1	1
179	в двух	4	1
180	когда в	1	1
181	этого социального	2	1
182	героя и	2	1
183	в чем	2	1
184	но мы	4	1
185	у в	1	1
186	не смог	1	1
187	творца и	1	1
188	бы в	2	1
189	в них	2	1
190	хочу быть	3	1
191	к одному	3	1
192	понятно что	3	1
193	это и	1	1
194	к речи	1	1
195	материалом для	2	1
196	к счастью	1	1
197	чем же	2	1
198	не является	4	1
199	ему в	1	1
200	с самого	2	1
201	которой он	1	1
202	эта связь	1	1
203	связи с	1	1
204	встречался с	1	1
205	случае и	2	1
206	хотя бы	5	1
207	эти слова	1	1
208	этом мы	1	1
209	когда я	1	1
210	того чтобы	1	1
211	и если	1	1
212	но не	1	1
213	в другом	2	1
214	между тем	2	1
215	xvii века	1	1
216	быть не	1	1
217	и должна	1	1
218	в ней	2	1
219	в условиях	1	1
220	самом деле	3	1
221	исследования в	1	1
222	в которой	3	1
223	лишь в	4	1
224	но может	1	1
225	а не	2	1
226	мысль что	1	1
227	только на	1	1
228	и их	7	1
229	своей вечной	1	1
230	можно было	1	1
231	за пределы	3	1
232	конечно в	2	1
233	и тонкие	1	1
234	не вполне	1	1
235	в истории	1	1
236	по своей	1	1
237	ту же	1	1
238	человека и	1	1
239	отметить что	1	1
240	на всю	1	1
241	или как	1	1
242	самого начала	2	1
243	целей а	1	1
244	и т.д	5	1
245	как свой	1	1
246	в книге	2	1
247	и вне	1	1
248	жизнь как	1	1
249	и особенно	1	1
250	на две	2	1
251	и о	1	1
252	речи в	1	1
253	и др	2	1
254	обратимся к	1	1
255	и есть	1	1
256	роль играет	1	1
257	же слова	1	1
258	отождествляется с	1	1
259	все время	1	1
260	в общем	2	1
261	что без	1	1
262	для понимания	1	1
263	этого слова	1	1
264	например в	1	1
265	но если	1	1
266	как система	1	1
267	в области	2	1
268	и эта	5	1
269	нуждается в	2	1
270	не протекал	1	1
271	довольно распространенного	1	1
272	событий и	1	1
273	не из	1	1
274	и наконец	5	1
275	вплоть до	1	1
276	форму то	1	1
277	обратиться к	1	1
278	пустоту и	1	1
279	сильнее и	1	1
