N	3gram	Vygotskiy_	KFilosof
1	по отношению к	19	22
2	не может быть	4	11
3	с точки зрения	12	10
4	к нему в	1	4
5	того или иного	1	3
6	и только в	1	3
7	в этом смысле	5	3
8	один и тот	5	3
9	может быть в	1	3
10	не было бы	1	3
11	на самом деле	3	3
12	и в своей	1	3
13	и тот же	5	3
14	то что я	1	2
15	в том что	33	2
16	только по отношению	1	2
17	той или иной	1	2
18	ни в каком	1	2
19	и может быть	1	2
20	имеем в виду	1	2
21	мы говорим о	2	2
22	тем не менее	1	2
23	в то же	1	2
24	включает в себя	2	2
25	то ни было	1	2
26	бы то ни	1	2
27	вопрос о том	4	2
28	раз и навсегда	1	2
29	не имеет места	2	1
30	этот момент совершенно	1	1
31	лежит в основе	2	1
32	в свою очередь	4	1
33	мы не имеем	1	1
34	и как бы	1	1
35	это не значит	1	1
36	вместе с тем	4	1
37	этом смысле можно	1	1
38	равно как и	1	1
39	было бы совершенно	1	1
40	отношение к предмету	1	1
41	во всяком случае	2	1
42	она исходит из	1	1
43	отношение к миру	1	1
44	на то что	5	1
45	возможно там где	1	1
46	для одного и	1	1
47	в противоречие с	1	1
48	в том смысле	1	1
49	на том что	1	1
50	решения этой задачи	1	1
51	а не как	2	1
52	в себя и	1	1
53	это не имеет	2	1
54	то же самое	7	1
55	ни на один	1	1
56	случае мы имеем	1	1
57	во всей полноте	1	1
58	может быть понято	2	1
59	в том же	1	1
60	за собой и	1	1
61	для того чтобы	20	1
62	этого слова ведь	1	1
63	только в том	2	1
64	и должен быть	1	1
65	не значит что	1	1
66	когда мы говорим	2	1
67	с ним в	1	1
68	если бы оно	3	1
69	но для того	1	1
70	потому что в	4	1
71	в настоящее время	2	1
72	не совпадает с	1	1
73	независимо от того	2	1
74	может быть правильно	1	1
75	одного и того	8	1
76	несмотря на то	2	1
77	и по отношению	1	1
78	именно в этой	1	1
79	до сих пор	3	1
80	и только по	1	1
81	как и на	1	1
82	я не могу	1	1
83	а только в	1	1
84	отношения могущие быть	1	1
85	там где есть	1	1
86	в первом случае	2	1
87	по своей структуре	2	1
88	со всеми своими	1	1
89	смысле этого слова	2	1
90	в каждом предмете	1	1
91	мы никогда не	1	1
92	в лучшем случае	3	1
93	в ту область	1	1
94	и для другого	1	1
95	вместо того чтобы	5	1
96	это и не	1	1
97	само по себе	2	1
98	не подлежит сомнению	1	1
99	не существует все	1	1
100	иной чем в	1	1
101	и тем самым	3	1
102	отношению к таким	1	1
103	тогда когда оно	1	1
104	но во всяком	1	1
105	и то что	6	1
106	не может иметь	1	1
107	тем или иным	2	1
108	в зависимости от	2	1
109	и того же	8	1
110	не может не	3	1
111	том что мы	1	1
112	но в этом	2	1
113	и вопрос о	1	1
114	и все же	1	1
115	не есть просто	1	1
116	во второй половине	1	1
117	к тому что	5	1
118	влечет за собой	1	1
119	было бы для	1	1
120	остается совершенно не	1	1
121	в известном смысле	7	1
122	в этом последнем	1	1
123	не по способу	1	1
124	что в области	1	1
125	не может возникнуть	1	1
126	только тогда когда	2	1
127	что и делает	1	1
128	что и в	1	1
129	слова и его	1	1
130	же самое что	2	1
131	мы не можем	2	1
132	в другом случае	2	1
