N	3gram	Losev_Prob	Myslijsy
1	в том что	13	47
2	по отношению к	2	26
3	не может быть	2	19
4	тем не менее	8	18
5	только тогда когда	3	17
6	по крайней мере	8	17
7	и т д	1	15
8	сам по себе	3	14
9	в свою очередь	2	14
10	не в том	1	13
11	то же время	1	13
12	от того что	1	13
13	в том смысле	2	13
14	в то же	2	13
15	более или менее	1	12
16	с другой стороны	7	12
17	и в этом	1	12
18	до сих пор	3	12
19	только в том	2	12
20	во всяком случае	6	12
21	для того чтобы	3	11
22	и т п	1	11
23	в то время	4	10
24	но тем не	1	10
25	с одной стороны	5	10
26	то что я	1	10
27	в таком случае	2	9
28	потому что не	1	9
29	то и другое	5	9
30	на то что	2	9
31	но и в	2	9
32	о том что	14	9
33	так и в	1	8
34	вместе с тем	5	8
35	на самом деле	2	8
36	только потому что	1	8
37	в том как	1	7
38	в этом смысле	4	7
39	не только не	1	7
40	сама по себе	2	7
41	и в том	1	7
42	с точки зрения	13	7
43	можно сказать что	4	7
44	не только в	5	7
45	и как бы	2	6
46	может быть только	6	6
47	то же самое	2	6
48	с самого начала	3	6
49	после того как	3	6
50	по себе а	2	5
51	то же что	1	5
52	между тем как	1	5
53	и таким образом	1	5
54	к тому что	1	5
55	не то что	1	5
56	не только по	1	5
57	то что в	2	5
58	в сравнении с	4	5
59	и то что	3	5
60	в том же	1	4
61	том смысле что	1	4
62	с этой точки	2	4
63	по его мнению	1	4
64	что только в	1	4
65	все более и	1	4
66	в данном случае	5	4
67	зависит от того	1	4
68	или по крайней	1	4
69	и тем же	1	4
70	в том чтобы	2	4
71	более и более	1	4
72	не что иное	3	4
73	одним и тем	1	4
74	дело в том	4	4
75	далеко не все	1	4
76	так что в	1	4
77	и то и	1	4
78	не есть ни	1	4
79	что иное как	3	4
80	в этом отношении	4	4
81	вопрос о том	1	4
82	обратить внимание на	4	4
83	то время как	4	4
84	точно так же	4	3
85	как и во	1	3
86	в одном и	1	3
87	для нас в	2	3
88	в большинстве случаев	1	3
89	потому что оно	2	3
90	говоря уже о	2	3
91	то есть в	5	3
92	это не значит	1	3
93	так или иначе	3	3
94	том что он	3	3
95	ничего общего с	2	3
96	можно заключить что	1	3
97	с этой стороны	1	3
98	если бы мы	1	3
99	и том же	1	3
100	в связи с	11	3
101	в наше время	1	3
102	бы то ни	4	3
103	одном и том	1	3
104	но это не	1	3
105	но так как	1	3
106	в одном из	1	3
107	таким образом мы	1	3
108	равно как и	2	3
109	представим себе что	1	3
110	заключается в том	1	3
111	того что мы	1	3
112	это не так	1	3
113	что то же	1	3
114	слова то есть	2	3
115	потому что он	2	3
116	не говоря уже	2	3
117	можно было бы	2	3
118	не менее в	2	3
119	может себе представить	1	3
120	в таком виде	1	3
121	на первый взгляд	1	3
122	этой точки зрения	2	3
123	а так как	1	3
124	даже тогда когда	1	2
125	а может быть	2	2
126	о том как	1	2
127	что в ней	1	2
128	в себе все	1	2
129	идеи то есть	1	2
130	потому что его	1	2
131	у нас в	1	2
132	таким образом уже	2	2
133	в том в	1	2
134	друг на друга	1	2
135	но не только	1	2
136	не только о	1	2
137	с такой точки	1	2
138	уже с самого	1	2
139	хотя бы даже	2	2
140	не было и	1	2
141	отсюда видно что	1	2
142	что это не	1	2
143	там где нет	1	2
144	состоит в том	1	2
145	но все же	2	2
146	то ни было	2	2
147	это значит что	2	2
148	в буквальном смысле	1	2
149	имея в виду	1	2
150	уже о том	1	2
151	мы имеем дело	1	2
152	силу того что	1	2
153	друг к другу	1	2
154	но и для	1	2
155	не только для	2	2
156	для нас не	2	2
157	и потому что	2	2
158	то есть из	1	2
159	мы видели выше	2	2
160	в силу того	1	2
161	здесь как и	1	2
162	до того что	1	2
163	не потому что	1	2
164	и не в	2	2
165	в себе самом	1	2
166	то об этом	1	2
167	но никак не	1	2
168	в силу которого	1	2
169	или что то	1	2
170	таким же образом	1	2
171	не теряет своей	1	2
172	и до сих	1	2
173	как в виде	1	2
174	что мы находим	1	2
175	и в человеке	1	2
176	но и о	2	2
177	как мы видели	1	2
178	всяком случае не	1	2
179	том смысле как	1	2
180	в большей части	1	2
181	мы могли бы	1	2
182	к мысли о	1	2
183	во всем этом	1	2
184	ясно также что	1	1
185	далеко не сразу	1	1
186	это было только	1	1
187	в самом деле	1	1
188	то по крайней	1	1
189	мере в какой	1	1
190	имеет ничего общего	2	1
191	никакой возможности но	1	1
192	о котором мы	1	1
193	мы читаем в	2	1
194	чем перейти к	1	1
195	как одно из	1	1
196	с тех пор	1	1
197	указывает на то	1	1
198	том что его	1	1
199	на задний план	1	1
200	не были бы	1	1
201	одной из этих	1	1
202	он вовсе не	1	1
203	в полном уединении	1	1
204	себе отчет в	1	1
205	на том что	1	1
206	видит перед собою	1	1
207	уже не в	1	1
208	не менее как	1	1
209	который хотя и	1	1
210	это для нас	1	1
211	и сама по	1	1
212	вовсе не в	1	1
213	жизни таким образом	1	1
214	он не видит	1	1
215	только о том	2	1
216	ни в одном	1	1
217	в том числе	2	1
218	он сам стал	1	1
219	в его состав	1	1
220	во что бы	1	1
221	далеко не всегда	3	1
222	потому что она	1	1
223	но даже и	4	1
224	одного предмета к	1	1
225	приходит в голову	1	1
226	как мы уже	1	1
227	только тем что	1	1
228	по поводу этой	1	1
229	и для всякого	1	1
230	дело вовсе не	1	1
231	прежде чем перейти	1	1
232	что и они	2	1
233	кроме того что	1	1
234	в ней не	1	1
235	то есть только	2	1
236	слова того же	1	1
237	как и у	2	1
238	сказать что в	1	1
239	для нас с	1	1
240	таким образом если	1	1
241	что перед нами	2	1
242	бросается в глаза	2	1
243	той и другой	1	1
244	такой точки зрения	1	1
245	том числе и	1	1
246	в чем не	2	1
247	рода но и	1	1
248	в каждом из	1	1
249	была бы для	1	1
250	и не нужно	1	1
251	самой жизни и	1	1
252	не сказали бы	1	1
253	к тому же	5	1
254	не имеет ничего	2	1
255	то и этот	1	1
256	которая может быть	1	1
257	что и он	1	1
258	потому что дело	1	1
259	слова при этом	1	1
260	что они были	1	1
261	точки зрения истории	1	1
262	по этому поводу	4	1
263	в силу чего	1	1
264	а если и	2	1
265	все же не	3	1
266	на себе отпечаток	1	1
267	той или другой	1	1
268	что даже и	1	1
269	что у него	1	1
270	и о том	2	1
271	и все силы	1	1
272	о том чтобы	1	1
273	нисколько не уменьшается	1	1
274	а есть только	1	1
275	то ни стало	1	1
276	что это и	1	1
277	к этому что	1	1
278	образом как и	1	1
279	но едва ли	1	1
280	его таким же	1	1
281	хотя и не	3	1
282	и тем не	1	1
283	с тем же	1	1
284	за то что	2	1
285	в которой все	1	1
286	они могут быть	1	1
287	что может сделать	1	1
288	не в его	1	1
289	то что и	2	1
