N	3gram	Tiupa_Narr	Vladivir
1	в том что	8	29
2	о том что	6	22
3	тем не менее	3	18
4	и то что	1	14
5	дело в том	1	13
6	в связи с	2	12
7	содержит в себе	1	11
8	более или менее	2	11
9	к тому же	4	11
10	не может быть	5	10
11	в то же	3	10
12	с точки зрения	2	10
13	то что он	1	9
14	в этом смысле	1	9
15	то же время	3	9
16	а также и	1	8
17	точно так же	2	7
18	в свое время	1	7
19	так или иначе	2	6
20	само по себе	1	6
21	в данном случае	4	6
22	том что в	1	6
23	в отличие от	5	6
24	с другой стороны	4	6
25	как мы видели	1	6
26	том что он	1	6
27	в году в	1	6
28	и в то	1	5
29	бы то ни	3	5
30	не только в	2	5
31	можно сказать что	4	4
32	как мы уже	1	4
33	в том же	1	4
34	в этом отношении	3	4
35	сам по себе	1	4
36	что в этом	1	4
37	в том чтобы	1	4
38	по крайней мере	1	4
39	не что иное	2	4
40	можно было бы	2	4
41	что иное как	2	4
42	с одной стороны	7	4
43	он уже не	1	3
44	в самом деле	1	3
45	в том числе	6	3
46	иметь в виду	1	3
47	а с другой	1	3
48	только то что	1	3
49	но это не	1	3
50	в свою очередь	3	3
51	так и не	2	3
52	на себя внимание	3	3
53	тем более что	1	3
54	в первую очередь	1	3
55	у нас нет	1	3
56	что несмотря на	1	3
57	так же как	2	2
58	и тот же	1	2
59	и не в	4	2
60	обращает на себя	3	2
61	в таком случае	2	2
62	в себе не	1	2
63	так и в	1	2
64	до сих пор	1	2
65	есть не что	1	2
66	и прежде всего	1	2
67	нельзя сказать о	1	2
68	и такого рода	1	2
69	то ни было	3	2
70	не может не	2	2
71	а не только	1	2
72	не то что	2	2
73	как то что	1	2
74	да и в	1	2
75	один и тот	1	2
76	последние дни жизни	1	2
77	как это было	1	2
78	независимо от того	1	2
79	несмотря на свою	1	2
80	и того что	1	2
81	тех кто не	1	2
82	не все то	1	2
83	так и его	1	2
84	есть прежде всего	1	2
85	как мы увидим	1	2
86	в этом не	1	2
87	может быть и	1	2
88	не спал всю	1	1
89	и когда он	1	1
90	и как бы	1	1
91	спал всю ночь	1	1
92	все то что	1	1
93	бы он ни	1	1
94	он еще не	1	1
95	ему казалось что	1	1
96	и даже не	1	1
97	до известной степени	1	1
98	а не с	1	1
99	к одному из	1	1
100	на наш взгляд	1	1
101	в себя и	2	1
102	не было и	1	1
103	в первый раз	1	1
104	он не может	1	1
105	со стороны же	1	1
106	далеко не всегда	1	1
107	собственно говоря и	1	1
108	всю свою жизнь	1	1
109	жизни а также	1	1
110	уже не мог	1	1
111	не имеем никакого	1	1
112	той или иной	4	1
113	и тем самым	3	1
114	сказать что если	1	1
115	по себе не	1	1
116	то есть непосредственно	1	1
117	не могло быть	1	1
118	в ней не	1	1
119	в его жизни	1	1
120	здесь как и	1	1
121	возможна только в	1	1
122	а именно с	1	1
123	и в юности	2	1
124	как это бывает	1	1
125	то же самое	1	1
126	значении этого слова	2	1
127	является как бы	1	1
128	не довлеет себе	1	1
129	лишь постольку поскольку	1	1
130	как это часто	1	1
131	но все же	4	1
132	в известном смысле	2	1
133	перед нами не	2	1
134	существует сам по	1	1
135	пока еще не	1	1
136	не мог бы	1	1
137	мы имеем дело	2	1
138	в этом последнем	1	1
139	это то что	1	1
140	может и не	1	1
141	мы не имеем	1	1
142	на другой день	2	1
143	в мире и	1	1
144	для большинства людей	1	1
145	как нам представляется	1	1
146	мысль о том	1	1
147	и не могло	1	1
148	еще не есть	1	1
149	при всем своем	1	1
150	в его детских	1	1
151	при всей своей	2	1
152	то что каждый	1	1
153	как и для	1	1
154	с этой точки	1	1
155	не с точки	1	1
156	что у нее	1	1
157	в последние дни	1	1
158	что он уже	1	1
159	что не только	1	1
160	какой бы то	1	1
161	даже вовсе не	1	1
162	и не было	1	1
163	в основе своей	4	1
164	и в особенности	1	1
165	в наличии у	1	1
166	в силу которого	1	1
167	состоит в том	3	1
168	все же не	4	1
169	в другом и	1	1
170	это часто бывает	1	1
171	но уже в	1	1
172	включает в себя	1	1
173	никогда не было	1	1
174	есть то чему	1	1
175	и за границей	1	1
176	далеко не все	1	1
177	в отрыве от	1	1
178	все та же	2	1
179	при этом что	1	1
180	только потому что	1	1
181	он не мог	1	1
182	же как и	1	1
183	без опоры на	1	1
184	что это за	1	1
185	этой точки зрения	2	1
186	чего нельзя сказать	1	1
187	и для любого	1	1
188	имеем дело с	1	1
