N	3gram	Bakhtin_fo	Problemy
1	то же время	13	26
2	в то же	10	26
3	с точки зрения	9	25
4	по отношению к	3	18
5	и т п	18	18
6	к себе самому	7	18
7	на самом деле	1	15
8	не может быть	4	14
9	с самим собою	4	14
10	в большинстве случаев	2	12
11	но в то	2	11
12	в конце концов	1	11
13	до сих пор	4	10
14	в самом деле	1	9
15	с другой стороны	1	9
16	с самого начала	3	9
17	с самим собой	2	9
18	во всяком случае	1	9
19	в том что	4	8
20	в его целом	2	8
21	друг с другом	5	8
22	сама по себе	1	7
23	и в то	7	7
24	то перед нами	1	7
25	как раз и	2	7
26	и т д	3	7
27	мы уже говорили	6	7
28	и в этом	2	7
29	себе самому и	2	6
30	между тем как	1	6
31	в отличие от	3	6
32	не входит в	1	6
33	видения и изображения	1	6
34	в той или	2	5
35	бы он ни	2	5
36	самого героя и	1	5
37	героя и его	1	5
38	он ни был	2	5
39	дело идет о	1	5
40	в зависимости от	1	5
41	к тому же	2	5
42	в высшей степени	1	5
43	той или иной	3	5
44	но все же	3	5
45	себе самом и	1	5
46	вполне понятно что	4	4
47	и наконец в	1	4
48	друг на друга	4	4
49	сами по себе	2	4
50	так и в	1	4
51	смысле этого слова	1	4
52	и прежде всего	4	4
53	как если бы	2	4
54	как мы сказали	1	4
55	то что было	2	4
56	о том что	2	4
57	как и в	3	4
58	зрения на мир	1	4
59	в этом отношении	5	4
60	на протяжении всего	2	4
61	уже говорили что	1	4
62	самому и к	1	4
63	что в нем	1	4
64	из одного куска	1	4
65	а вовсе не	1	4
66	может быть и	4	4
67	друг к другу	2	4
68	для него самого	1	3
69	все то что	2	3
70	это не значит	1	3
71	в той же	1	3
72	можно сказать что	1	3
73	отношение к себе	1	3
74	и то же	4	3
75	как мы уже	11	3
76	и для себя	2	3
77	каждый из них	1	3
78	и к другому	1	3
79	в данном случае	2	3
80	и в других	4	3
81	выходит за пределы	1	3
82	это вовсе не	1	3
83	все без исключения	1	3
84	даже там где	1	3
85	никогда не бывает	1	3
86	как бы уже	1	3
87	и в самом	1	3
88	как мы видели	1	3
89	одно и то	4	3
90	в этом случае	1	3
91	к герою и	1	3
92	в то время	3	3
93	как мы увидим	2	3
94	и до конца	2	3
95	все это было	1	3
96	то время как	2	3
97	уст в уста	1	2
98	и со всеми	1	2
99	но все эти	2	2
100	в него как	1	2
101	я и другого	1	2
102	рано или поздно	1	2
103	в противоречии с	1	2
104	точка зрения на	1	2
105	или иной степени	1	2
106	как бы ни	1	2
107	этого мира в	1	2
108	в пространстве а	1	2
109	в нем как	1	2
110	но и на	1	2
111	можно прямо сказать	2	2
112	или иной форме	1	2
113	в том же	3	2
114	для того чтобы	11	2
115	в свою очередь	1	2
116	дело в том	2	2
117	в одном времени	1	2
118	друг от друга	2	2
119	протяжении всего романа	2	2
120	рядом с этим	1	2
121	в пределах отдельных	4	2
122	как можно больше	1	2
123	и в словах	1	2
124	друг за другом	2	2
125	вместе с тем	3	2
126	между этими двумя	3	2
127	сделаны из одного	1	2
128	в чем не	3	2
129	значит конечно что	1	2
130	в нем не	3	2
131	но в этом	2	2
132	то же самое	1	2
133	мы увидим дальше	1	2
134	к тому что	1	2
135	и во всяком	1	2
136	т п все	1	2
137	не исчерпали всех	1	2
138	внутренние и внешние	1	2
139	в одном из	1	2
140	человека и его	8	2
141	сводится к тому	1	2
142	каков бы он	1	2
143	таким образом все	1	2
144	здесь конечно не	1	2
145	но она не	1	2
146	этой точки зрения	1	2
147	и в самой	1	2
148	то что в	1	2
149	может быть лишь	1	2
150	мне все равно	1	2
151	а следовательно и	3	2
152	с другими чертами	1	2
153	конечно не в	1	2
154	здесь не место	2	2
155	в разрезе одного	2	2
156	но все это	1	2
157	может быть или	1	2
158	в его мире	2	2
159	в значительной степени	1	2
160	и та же	2	2
161	таким образом и	2	2
162	не только в	6	2
163	лишь там где	1	2
164	не значит конечно	1	2
165	же время оно	1	2
166	и в том	1	2
167	же как и	2	2
168	у него нет	1	2
169	я для себя	1	2
170	одна и та	2	2
171	и в сущности	3	2
172	а так как	1	2
173	поэтому нет и	1	2
174	из уст в	1	2
175	в себе и	1	2
176	кто бы он	1	2
177	что и в	1	2
178	прежде всего в	3	2
179	нашу точку зрения	1	2
180	ни в чем	3	2
181	а не о	1	2
182	так же как	2	1
183	и вне его	1	1
184	все это он	1	1
185	так сказать в	2	1
186	в этот момент	1	1
187	все больше и	1	1
188	на этой почве	1	1
189	лишь в пределах	2	1
190	одной стороны и	2	1
191	себя и других	1	1
192	и как бы	2	1
193	что весь этот	1	1
194	в самом содержании	1	1
195	это как бы	1	1
196	что в мире	1	1
197	потому что ты	1	1
198	становится как бы	1	1
199	в себе в	1	1
200	как такая она	1	1
201	в различных произведениях	1	1
202	кроме того здесь	1	1
203	прямо сказать что	2	1
204	о том как	2	1
205	и у него	2	1
206	до известной степени	1	1
207	больше и больше	1	1
208	и в трагедии	1	1
209	и во всем	1	1
210	видение и изображение	1	1
211	форме сохраняется и	1	1
212	новое отношение к	1	1
213	непосредственно переходит в	1	1
214	в том числе	7	1
215	таким образом весь	1	1
216	по сравнению с	3	1
217	мы здесь не	1	1
218	в нем мы	1	1
219	же что и	3	1
220	была бы совершенно	1	1
221	то что не	1	1
222	зрения этого нового	1	1
223	сих пор не	1	1
224	в частности на	1	1
225	себе не имеет	1	1
226	во всех его	1	1
227	о которых мы	1	1
228	и различные способы	1	1
229	и внутренне не	1	1
230	мы будем говорить	2	1
231	во всех отношениях	1	1
232	в нашем анализе	1	1
233	в котором он	1	1
234	для себя и	1	1
235	лишена определяющего влияния	1	1
236	и во всех	3	1
237	мы еще не	1	1
238	здесь же мы	1	1
239	этим и определяется	1	1
240	и самая форма	1	1
241	который был бы	1	1
242	они не могут	2	1
243	во всяком романе	1	1
244	месте и в	1	1
245	и подходом к	1	1
246	то есть не	3	1
247	вовсе не являются	1	1
248	прежде всего необходимо	4	1
249	несмотря на эти	1	1
250	в своем существе	1	1
251	точки зрения которого	1	1
252	оставляем в стороне	1	1
253	в строгом смысле	2	1
254	же относится и	1	1
255	для других так	2	1
256	власть в этом	1	1
257	с нею в	1	1
258	одного и того	6	1
259	определяющего влияния на	1	1
260	со всеми ее	1	1
261	может быть только	3	1
262	с одной из	1	1
263	точки зрения может	1	1
264	одних и тех	2	1
265	конечно что в	1	1
266	и самое слово	1	1
267	все более и	2	1
268	в тот же	1	1
269	мы уже указывали	4	1
270	на более глубокой	1	1
271	в каждом явлении	1	1
272	самим собою в	1	1
273	мы должны коснуться	1	1
274	в момент его	1	1
275	в центре его	2	1
276	и для него	1	1
277	своего отношения к	1	1
278	ведь дело идет	1	1
279	возможно лишь в	1	1
280	на третий день	1	1
281	том числе и	4	1
282	том что все	1	1
283	и вместе с	1	1
284	в нем нет	2	1
285	в этом мире	7	1
286	не место для	1	1
287	как мы это	1	1
288	быть и речи	2	1
289	его жизненного пути	1	1
290	здесь как бы	1	1
291	в таком мире	1	1
292	они вовсе не	1	1
293	как во всякой	1	1
294	в точном смысле	3	1
295	в этом новом	1	1
296	к прошлому и	1	1
297	между собой поэтому	1	1
298	и того же	6	1
299	предмет видения и	1	1
300	и с другими	1	1
301	в своей жизни	1	1
302	потому что не	1	1
303	одну и ту	1	1
304	становления и роста	1	1
305	нам еще придется	1	1
306	ко второму типу	1	1
307	внутреннего человека человека	1	1
308	в связи с	12	1
309	перед нами был	1	1
310	все что ему	1	1
311	до того что	1	1
312	каждая из этих	1	1
313	имел в виду	1	1
314	произведения и следовательно	1	1
315	вовсе не является	2	1
316	т п но	1	1
317	не может не	1	1
318	на этот мир	1	1
319	этих идей сохраняется	1	1
320	как для других	1	1
321	себя как бы	1	1
322	и еще не	1	1
323	же характер носит	1	1
324	или во всяком	1	1
325	здесь еще нет	1	1
326	сих пор еще	1	1
327	т д он	1	1
328	и стремится к	1	1
329	себе самому к	1	1
330	имеет еще довольно	1	1
331	всего того что	1	1
