N	2gram	Vygotskiy_	Tvorches
1	и в	65	56
2	как бы	29	41
3	в его	11	37
4	в романе	2	34
5	в то	5	30
6	то же	17	25
7	не только	16	24
8	но в	5	24
9	как и	12	23
10	то есть	30	23
11	и не	20	23
12	а в	9	23
13	и его	8	23
14	в этом	37	22
15	и т	19	22
16	что в	36	21
17	в том	46	21
18	он не	11	19
19	том что	28	19
20	может быть	33	19
21	потому что	26	19
22	у него	6	18
23	то что	61	18
24	таким образом	21	17
25	и на	7	17
26	что он	23	17
27	т д	6	17
28	все это	12	17
29	при этом	10	16
30	но и	6	16
31	никогда не	9	16
32	как в	8	16
33	прежде всего	2	16
34	не может	17	16
35	и с	4	15
36	в мире	3	15
37	но это	6	15
38	в этой	20	15
39	с его	2	15
40	и даже	4	14
41	это не	7	14
42	о том	17	13
43	времени в	1	13
44	а не	11	13
45	в котором	7	12
46	же с	2	12
47	тем самым	4	12
48	в целом	8	12
49	в своей	6	11
50	все же	10	11
51	отнюдь не	2	11
52	для него	4	11
53	в самом	41	10
54	в русской	4	10
55	не в	12	10
56	в конце	5	10
57	только в	9	10
58	когда он	8	10
59	уже в	1	10
60	так и	3	10
61	но не	3	10
62	как будто	13	10
63	в душе	1	9
64	в своих	6	9
65	первой части	1	9
66	наряду с	4	9
67	а затем	1	9
68	по мнению	2	9
69	в изображении	1	9
70	и от	1	9
71	один из	7	9
72	жизни в	1	9
73	в свою	6	9
74	в нем	8	9
75	даже в	2	8
76	именно в	3	8
77	не менее	1	8
78	так же	12	8
79	к этому	5	8
80	хотя и	1	8
81	одним из	2	8
82	вместе с	10	8
83	еще не	3	8
84	в себе	9	8
85	так как	13	8
86	в их	3	8
87	на его	2	8
88	об этом	4	8
89	вовсе не	11	8
90	человека и	1	8
91	в этих	3	7
92	и сам	1	7
93	например в	5	7
94	уже не	2	7
95	казалось бы	7	7
96	в дальнейшем	1	7
97	он видит	2	7
98	что она	34	7
99	и он	5	7
100	в которой	8	7
101	в чем	3	7
102	в рассказе	9	7
103	самом деле	33	7
104	во сне	1	7
105	читателя в	1	7
106	в момент	1	6
107	еще более	2	6
108	не столько	1	6
109	и как	10	6
110	конечном счете	1	6
111	если он	5	6
112	на эту	2	6
113	но у	1	6
114	хотя бы	3	6
115	одна из	6	6
116	его в	5	6
117	в конечном	2	6
118	так что	10	6
119	и ее	4	6
120	своих героев	4	6
121	с ним	6	6
122	если бы	22	6
123	и все	14	6
124	в повести	2	6
125	все эти	7	6
126	место в	6	6
127	и другие	3	5
128	из всех	3	5
129	в пользу	1	5
130	мысли и	2	5
131	что человек	1	5
132	в них	4	5
133	что этот	5	5
134	с другой	8	5
135	больше не	3	5
136	в своем	8	5
137	в одной	2	5
138	во всей	3	5
139	все время	36	5
140	из них	10	5
141	что они	9	5
142	что у	7	5
143	на него	3	5
144	в ее	9	5
145	что и	7	5
146	не было	4	5
147	что не	5	5
148	в таком	6	5
149	я не	9	5
150	и это	13	5
151	и у	1	5
152	а с	4	5
153	что это	19	5
154	т п	7	5
155	в наше	2	5
156	если не	1	5
157	между тем	10	5
158	в первой	2	5
159	дело не	3	5
160	значит что	2	5
161	показывает что	4	5
162	наше время	2	5
163	не так	4	5
164	на деле	4	5
165	в окончательном	1	5
166	на воздух	1	5
167	та же	6	5
168	с этим	11	5
169	не имеют	4	5
170	это все	2	5
171	в истории	3	5
172	до конца	5	5
173	но если	6	5
174	тот же	5	5
175	ничего не	4	5
176	из этой	2	5
177	у гоголя	1	5
178	мы не	7	5
179	как у	2	5
180	бы не	5	5
181	в виде	5	5
182	но с	2	5
183	но эта	3	5
184	всего романа	2	5
185	и по	2	5
186	и других	5	5
187	как он	2	5
188	с этой	5	4
189	а у	2	4
190	говорит о	6	4
191	тем что	7	4
192	роль в	2	4
193	так в	1	4
194	для автора	2	4
195	представляет собой	3	4
196	по самой	1	4
197	только на	3	4
198	говорить о	3	4
199	и когда	8	4
200	говорит что	17	4
201	превращается в	1	4
202	не вполне	1	4
203	рассказывает о	3	4
204	самого начала	10	4
205	утверждал что	2	4
206	что все	10	4
207	точки зрения	19	4
208	это значит	4	4
209	к нему	2	4
210	мы видим	15	4
211	и мы	19	4
212	по преимуществу	2	4
213	в дневнике	3	4
214	и потому	1	4
215	с точки	11	4
216	что его	3	4
217	же как	3	4
218	так сказать	6	4
219	сих пор	6	4
220	в такой	5	4
221	не был	1	4
222	тут же	1	4
223	вся история	1	4
224	не мог	4	4
225	как это	13	4
226	но только	10	4
227	и я	3	4
228	на стороне	1	4
229	этот вопрос	5	4
230	как известно	2	4
231	заставляет нас	2	4
232	себя в	1	4
233	однако в	1	4
234	о его	2	4
235	и есть	3	4
236	до сих	7	4
237	в область	1	4
238	утверждает что	3	4
239	сюжета и	2	4
240	и одновременно	2	4
241	героев и	1	4
242	у читателя	4	4
243	в которых	9	4
244	перед нами	12	4
245	нет ничего	1	4
246	это и	4	4
247	его и	1	4
248	в основе	5	4
249	и более	4	4
250	связана с	1	4
251	при помощи	7	4
252	в отличие	1	4
253	той же	6	4
