N	2gram	Tiupa_Disk	Literetu
1	а не	35	50
2	и не	25	47
3	не только	36	46
4	и в	27	44
5	может быть	29	43
6	при этом	22	41
7	но и	22	41
8	тогда как	28	40
9	в том	29	39
10	в этом	29	38
11	своего рода	15	37
12	том что	27	32
13	такого рода	11	30
14	в частности	18	30
15	то что	10	29
16	в мире	9	28
17	в качестве	45	27
18	то же	12	26
19	в году	3	26
20	состоит в	20	26
21	как и	27	23
22	в то	8	23
23	себя в	8	22
24	не в	8	22
25	того что	4	22
26	так и	14	22
27	не может	17	22
28	я и	3	21
29	х годов	2	21
30	же время	9	21
31	и т.п	18	20
32	в себе	22	20
33	я в	2	19
34	прежде всего	17	19
35	эстетического субъекта	2	19
36	как бы	9	18
37	с другой	14	17
38	точки зрения	6	17
39	то есть	29	17
40	в его	9	17
41	в жизни	2	16
42	сознания в	2	16
43	в этой	5	16
44	не менее	6	15
45	я не	1	15
46	в русской	4	15
47	только в	9	15
48	произведение искусства	1	15
49	со стороны	17	15
50	тем самым	6	15
51	в целом	5	15
52	и даже	4	14
53	по отношению	13	14
54	однако в	3	14
55	что он	6	14
56	в рамках	11	14
57	коммуникативного события	19	14
58	эстетического объекта	1	13
59	уже не	7	13
60	е годы	2	13
61	в своем	11	13
62	с одной	12	13
63	как это	2	13
64	в хх	1	13
65	в тексте	5	13
66	но не	17	13
67	и его	4	13
68	в своей	10	12
69	о том	12	12
70	в данном	9	12
71	одной стороны	12	12
72	художественного письма	13	12
73	к себе	2	12
74	одним из	2	12
75	всего лишь	1	12
76	хх веке	1	12
77	художественного мышления	1	12
78	еще не	20	12
79	отношению к	13	12
80	а также	15	12
81	в е	3	12
82	не столько	3	11
83	в другом	5	11
84	никогда не	3	11
85	в конечном	2	11
86	коммуникативное событие	8	11
87	причастности к	1	11
88	и сам	2	11
89	столь же	6	11
90	еще в	6	11
91	лирического героя	1	11
92	вместе с	3	11
93	как в	16	11
94	в основе	11	11
95	в отличие	13	11
96	с его	9	11
97	данном случае	6	11
98	это не	5	11
99	коммуникативная стратегия	3	11
100	отличие от	13	11
101	а в	5	11
102	даже в	1	10
103	в принципе	4	10
104	русской поэзии	1	10
105	по мысли	9	10
106	конечном счете	2	10
107	в противовес	4	10
108	из них	6	10
109	в ее	4	10
110	не случайно	2	10
111	что в	8	10
112	и на	8	10
113	для себя	6	10
114	жизни в	4	10
115	потому что	7	10
116	другого в	2	10
117	этом отношении	4	10
118	литературного процесса	1	10
119	жизни и	2	10
120	отнюдь не	11	10
121	в области	3	10
122	с этой	2	9
123	на смену	3	9
124	эстетической деятельности	3	9
125	к тому	6	9
126	представляет собой	24	9
127	связи с	4	9
128	один из	3	9
129	одно из	4	9
130	в начале	2	9
131	и т.д	5	9
132	лишь в	4	9
133	же в	1	9
134	говоря уже	2	8
135	в своих	6	8
136	тем что	4	8
137	все же	8	8
138	одна из	1	8
139	того же	5	8
140	едва ли	2	8
141	ли не	3	8
142	с точки	3	8
143	как раз	1	8
144	на себя	2	8
145	что не	4	8
146	в конце	1	8
147	и ты	1	8
148	художественного творчества	1	8
149	особого рода	3	8
150	а именно	1	8
151	слова и	2	8
152	присутствия в	2	8
153	соответствии с	5	8
154	той же	2	8
155	в глазах	1	8
156	но в	15	8
157	уже в	2	8
158	для него	9	8
159	xix века	1	8
160	и как	9	8
161	не говоря	2	8
162	в искусстве	1	8
163	вплоть до	2	8
164	мира в	6	8
165	в самом	4	7
166	русской литературе	2	7
167	в одном	5	7
168	другой стороны	5	7
169	для всех	2	7
170	именно в	5	7
171	ведет к	6	7
172	на фоне	1	7
173	для этого	1	7
174	в противоположность	6	7
175	как правило	5	7
176	по преимуществу	2	7
177	не как	5	7
178	говоря словами	1	7
179	между я	1	7
180	тому же	5	7
181	в случае	2	7
182	он не	4	7
183	и тем	2	7
184	и с	2	7
185	в нем	16	7
186	из того	1	7
187	и адресата	3	7
188	по своей	15	7
189	наконец в	1	7
190	до конца	2	7
191	друг друга	2	7
192	в их	5	7
193	так в	1	7
194	человека в	6	7
195	личности в	3	7
196	и других	1	7
197	это как	1	7
198	тому как	5	7
199	общественного сознания	1	7
200	в виду	2	6
201	например в	4	6
202	культуры в	1	6
203	при всей	9	6
204	уже о	2	6
205	обращаясь к	2	6
206	лирическое я	1	6
207	как на	1	6
208	и он	2	6
209	в ситуации	4	6
210	в третьем	1	6
211	его в	1	6
212	не было	9	6
213	эстетический объект	1	6
214	во всех	6	6
215	в каждом	2	6
216	перед лицом	2	6
217	было бы	1	6
218	подобно тому	4	6
219	с ее	3	6
220	в культуре	3	6
221	но одновременно	4	6
222	то в	1	6
223	с миром	2	6
224	разумеется не	2	6
225	самом деле	2	6
226	самим собой	1	6
227	как о	1	6
228	в слове	1	6
229	поэзии и	1	6
230	еще и	1	6
231	то и	1	6
232	тем же	1	6
233	одного из	5	6
234	и др	3	6
235	и то	4	6
236	с читателем	3	6
237	том числе	3	6
238	в жизнь	1	6
239	в ней	2	6
240	далеко не	10	6
241	при всем	1	6
242	и.п смирнов	3	6
243	как будто	3	6
244	право на	1	6
245	и только	1	6
246	и наконец	2	6
247	и к	4	5
248	самого себя	1	5
249	по выражению	3	5
250	субъекта жизни	2	5
251	в связи	1	5
252	в соответствии	4	5
253	хотя бы	3	5
254	жизни как	2	5
255	в нашем	2	5
256	русской литературы	1	5
257	он сам	2	5
258	всего в	2	5
259	том чтобы	2	5
260	должно быть	2	5
261	несмотря на	1	5
262	тем не	1	5
263	и за	1	5
264	к жизни	1	5
265	не знает	4	5
266	деятельности в	1	5
267	хх столетия	2	5
268	по аналогии	2	5
269	одном из	2	5
270	в себя	7	5
271	этом как	1	5
272	между тем	5	5
273	так что	1	5
274	я это	1	5
275	в силу	5	5
276	обращается к	1	5
277	эстетическое переживание	1	5
278	во втором	5	5
279	в сущности	3	5
280	литературного произведения	3	5
281	как писал	1	5
282	и одновременно	3	5
283	в россии	1	5
284	в словах	1	5
285	себя и	2	5
286	следует признать	3	5
287	не с	4	5
288	идет о	2	5
289	автора и	1	5
290	вслед за	1	5
291	мир в	1	5
292	мы не	2	5
293	в литературе	2	5
294	ивана иваныча	2	5
295	как у	1	5
296	что и	5	5
297	читателя в	1	5
298	но с	1	5
299	в равной	3	5
300	но уже	3	5
301	однако не	1	5
302	этого текста	1	5
303	место в	2	5
304	или иной	8	5
305	все еще	1	5
306	и.п смирнова	3	5
307	не к	3	5
308	более того	2	5
309	что было	1	4
310	более не	1	4
311	человеческого присутствия	2	4
312	исходя из	3	4
313	которая в	3	4
314	и читателем	2	4
315	оказывается не	1	4
316	не бывает	1	4
317	и само	2	4
318	в них	6	4
319	читателя и	1	4
320	в.т и	2	4
321	с тем	1	4
322	и нет	1	4
323	во всяком	3	4
324	духовной жизни	1	4
325	входит в	2	4
326	не всегда	2	4
327	как совокупность	1	4
328	только на	2	4
329	не вполне	1	4
330	перед ним	2	4
331	как мы	2	4
332	я с	2	4
333	под названием	2	4
334	объект и	1	4
335	к этому	4	4
336	не мог	1	4
337	мышления и	1	4
338	в повестях	3	4
339	хотя и	3	4
340	взаимодействующих сознаний	2	4
341	для своего	3	4
342	сознания к	1	4
343	что его	1	4
344	очевидно что	1	4
345	человеческого существования	1	4
346	себе и	1	4
347	в сторону	4	4
348	здесь как	1	4
349	на этом	3	4
350	и что	2	4
351	за пределы	2	4
352	годов в	1	4
353	но без	1	4
354	к своему	2	4
355	могут быть	5	4
356	силу своей	2	4
357	и есть	2	4
358	можно сказать	7	4
359	из этого	1	4
360	на рубеже	2	4
361	а потому	1	4
362	жизни а	2	4
363	сводится к	7	4
364	со всеми	1	4
365	и все	5	4
366	в пределах	4	4
367	отношения к	2	4
368	приводит к	4	4
369	бы не	1	4
370	начале х	2	4
371	в лирике	7	4
372	аналогии с	2	4
373	ни к	11	4
374	не является	5	4
375	более чем	3	4
376	в свою	3	4
377	на том	2	4
378	со всей	1	4
379	с позиции	3	4
380	каждый из	2	4
381	при котором	2	4
382	одной из	4	4
383	жизнь как	2	4
384	по этой	2	4
385	но это	3	4
386	таким образом	4	4
387	жизни не	2	4
388	иосифа бродского	1	4
389	в формах	2	4
390	нас самих	1	4
391	как к	2	4
392	свидетельствует о	2	4
393	художественного целого	3	4
394	этом в	2	4
395	в г	2	4
396	объекта и	3	4
397	и прежде	2	4
398	а лирический	1	4
399	на его	4	4
400	в каждой	3	4
401	вовсе не	1	4
402	жизненный путь	1	4
403	не могу	1	4
404	но при	3	4
405	по рассуждению	5	4
406	во второй	1	4
407	а по	2	4
408	по сути	6	4
409	эстетического отношения	2	4
410	лирического я	1	4
411	такой же	1	4
412	на то	1	4
413	себе самому	1	4
414	мы и	1	3
415	же и	1	3
416	о чем	4	3
417	мысли и	2	3
418	в этих	4	3
419	по себе	3	3
420	в первом	4	3
421	мысль о	3	3
422	от всего	1	3
423	литературного письма	2	3
424	мира и	3	3
425	речь идет	2	3
426	и того	6	3
427	со своей	2	3
428	вопрос о	2	3
429	восходит к	4	3
430	он был	1	3
431	классического реализма	1	3
432	обнаруживаются в	3	3
433	времени в	3	3
434	с.с аверинцева	5	3
435	и напротив	1	3
436	писателя с	2	3
437	превращается в	1	3
438	свою очередь	3	3
439	было сказано	2	3
440	обратим внимание	1	3
441	и еще	1	3
442	не становится	1	3
443	установка на	1	3
444	следующим образом	1	3
445	из трех	1	3
446	не просто	1	3
447	крайней мере	3	3
448	жизни с	1	3
449	к общему	1	3
450	говорить о	3	3
451	она и	1	3
452	поскольку в	2	3
453	сознания с	2	3
454	что такое	1	3
455	как от	1	3
456	а с	8	3
457	отношения между	1	3
458	не есть	3	3
459	советской литературы	1	3
460	герой в	1	3
461	во главе	1	3
462	в чем	2	3
463	а для	1	3
464	той или	6	3
465	я на	1	3
466	но как	2	3
467	не сводится	7	3
468	героя и	2	3
469	решающее значение	1	3
470	текста и	2	3
471	же как	1	3
472	как сам	1	3
473	никого не	2	3
474	и является	1	3
475	но только	1	3
476	ту или	1	3
477	в историческом	2	3
478	равной степени	2	3
479	в иных	1	3
480	сознания от	1	3
481	и рецептивного	1	3
482	писал в	1	3
483	он в	1	3
484	произведения в	1	3
485	ответственность за	1	3
486	и от	2	3
487	этой причине	2	3
488	там где	1	3
489	себе как	1	3
490	для многих	1	3
491	в особенности	5	3
492	в коммуникативном	1	3
493	за ним	1	3
494	если в	2	3
495	во время	1	3
496	должна быть	2	3
497	xix столетия	2	3
498	это уже	1	3
499	по слову	4	3
500	из которых	1	3
501	то с	2	3
502	целом ряде	1	3
503	на читателя	1	3
504	и вполне	1	3
505	себе не	4	3
506	не на	3	3
507	ориентировано на	1	3
508	если бы	1	3
509	с ней	3	3
510	произведение в	2	3
511	они не	2	3
512	не имеет	1	3
513	да и	2	3
514	вследствие этого	4	3
515	всей своей	2	3
516	которая не	1	3
517	своей жизни	1	3
518	по крайней	3	3
519	в своего	1	3
520	бы и	1	3
521	и состоит	2	3
522	переходное состояние	1	3
523	в роли	1	3
524	из его	1	3
525	не могло	2	3
526	отношении к	1	3
527	о своем	1	3
528	и до	2	3
529	в истории	5	3
530	в творчестве	4	3
531	что же	4	3
532	в этот	1	3
533	из наиболее	2	3
534	том же	1	3
535	здесь не	1	3
536	столько в	1	3
537	отдельной личности	1	3
538	к предмету	1	3
539	всяком случае	2	3
540	текста как	1	3
541	литературе в	1	3
542	предстает как	2	3
543	ничего не	1	3
544	человеческого я	1	3
545	как некий	1	3
546	на языке	3	3
547	большей части	1	3
548	различие между	3	3
549	сколько в	1	3
550	из ключевых	1	3
551	жизни здесь	1	3
552	мы сами	1	3
553	о нем	3	3
554	ее в	1	3
555	в полном	2	3
556	художественного дискурса	5	3
557	из своих	1	3
558	сути своей	2	3
559	на самом	1	3
560	или словами	1	3
561	или иную	1	3
562	с их	3	3
563	этого не	1	3
564	например не	1	3
565	дело в	3	3
566	в действительности	3	3
567	в какой	2	3
568	от слова	1	3
569	все эти	2	3
570	но по	1	3
571	за его	2	3
572	сказать и	2	3
573	и потому	3	3
574	а к	3	3
575	он говорит	1	3
576	по большей	1	3
577	как уже	5	3
578	также и	6	3
579	одну из	2	3
580	я к	1	3
581	не по	1	3
582	субъекта в	2	3
583	бытия в	1	3
584	когда он	3	3
585	в концовке	2	3
586	стороны и	3	3
587	только то	2	3
588	и иных	1	3
589	еще на	1	3
590	числе и	3	3
591	же самое	2	3
592	отношение к	6	3
593	и о	4	3
594	лирическим героем	1	3
595	в ходе	5	3
596	художественного произведения	1	3
597	в эстетической	1	3
598	являет собой	5	3
599	искусства в	1	3
600	как представляется	2	3
601	за счет	1	3
602	в той	2	2
603	стихотворений и	1	2
604	во всем	2	2
605	тексты не	1	2
606	на границах	1	2
607	индивидуальной жизни	1	2
608	картины жизни	1	2
609	в свое	3	2
610	граница между	1	2
611	в финале	1	2
612	а вот	1	2
613	тем как	1	2
614	общим местом	1	2
615	по праву	1	2
616	с собачкой	2	2
617	например с	1	2
618	представлений о	1	2
619	литературной традиции	3	2
620	в результате	3	2
621	является по	1	2
622	своего адресата	2	2
623	как было	1	2
624	для понимания	2	2
625	быть названа	1	2
626	а напротив	1	2
627	подобного рода	1	2
628	из двух	5	2
629	дискурс не	3	2
630	от текста	1	2
631	самое можно	1	2
632	автором и	1	2
633	и другим	1	2
634	действия а	1	2
635	мысли мандельштама	1	2
636	собой не	1	2
637	роль в	10	2
638	авторская позиция	1	2
639	в это	1	2
640	мир и	1	2
641	у достоевского	1	2
642	дела как	1	2
643	воспринимающего сознания	2	2
644	так например	2	2
645	отношением к	1	2
646	на первый	1	2
647	определяется не	2	2
648	сознания именно	1	2
649	интертекстуальные связи	1	2
650	первый взгляд	1	2
651	действительности в	1	2
652	на мой	3	2
653	состоит не	1	2
654	мы вместе	1	2
655	за рамки	2	2
656	творчества в	1	2
657	с позиций	5	2
658	в котором	7	2
659	вследствие которого	2	2
660	принципиальное различие	1	2
661	не согласиться	1	2
662	раз и	1	2
663	на адресата	3	2
664	человека не	1	2
665	собой как	2	2
666	писал бахтин	5	2
667	словесного творчества	1	2
668	события как	1	2
669	с другим	1	2
670	доселе возможности	1	2
671	письма согласно	1	2
672	между двумя	1	2
673	не об	1	2
674	приходит к	1	2
675	здесь это	2	2
676	значительной степени	3	2
677	именно таков	1	2
678	о литературе	2	2
679	в чистом	1	2
680	первого лица	1	2
681	означает не	2	2
682	пока еще	7	2
683	об отсутствии	1	2
684	сказать что	4	2
685	в контексте	3	2
686	а сам	4	2
687	могло бы	1	2
688	быть в	1	2
689	имеем дело	3	2
690	слово не	2	2
691	есть по	1	2
692	тем более	1	2
693	а со	1	2
694	в текст	1	2
695	от литературы	1	2
696	из творческого	1	2
697	картину мира	5	2
698	все перечисленные	1	2
699	о ней	2	2
700	к нему	1	2
701	и представляет	2	2
702	не зная	1	2
703	и мы	1	2
704	и столь	1	2
705	нами не	1	2
706	на протяжении	2	2
707	в такого	2	2
708	вместо заключения	1	2
709	к человеку	1	2
710	внимание на	5	2
711	принадлежности к	2	2
712	целого а	1	2
713	по мнению	1	2
714	поскольку речь	1	2
715	человеческого опыта	1	2
716	с другими	1	2
717	о ком	1	2
718	не обладает	2	2
719	не от	2	2
720	стремится к	3	2
721	рецептивном сознании	1	2
722	по правилам	1	2
723	все прочие	1	2
724	в рассмотренном	1	2
725	мой взгляд	3	2
726	и притом	1	2
727	между субъектом	1	2
728	исторической поэтики	3	2
729	героя с	1	2
730	быть только	1	2
731	внутреннюю свободу	1	2
732	не остается	1	2
733	лишь на	1	2
734	такова что	1	2
735	человек в	1	2
736	себя как	1	2
737	в ряду	4	2
738	так сказать	3	2
739	в литературоведении	2	2
740	же касается	4	2
741	воздействия на	1	2
742	а только	1	2
743	людей в	1	2
744	это тоже	1	2
745	не был	1	2
746	складывается из	1	2
747	повестях белкина	3	2
748	если оно	1	2
749	в исторической	2	2
750	это прежде	3	2
751	нового времени	2	2
752	в работе	1	2
753	самому себе	3	2
754	и весьма	2	2
755	сюда же	1	2
756	на нем	1	2
757	но зато	2	2
758	одно и	2	2
759	всех других	1	2
760	из нас	1	2
761	он пишет	1	2
762	как известно	1	2
763	не наиболее	1	2
764	целом и	1	2
765	и каждый	1	2
766	сам в	1	2
767	что может	1	2
768	культурной традиции	1	2
769	своего героя	1	2
770	бы быть	3	2
771	писателя в	2	2
772	как система	1	2
773	автора как	1	2
774	и по	2	2
775	чем и	2	2
776	чтобы не	2	2
777	бы я	1	2
778	герой не	1	2
779	и ее	5	2
780	мире как	1	2
781	к истокам	1	2
782	лишь его	1	2
783	где мы	1	2
784	к более	1	2
785	к собственному	1	2
786	мире и	2	2
787	однако и	2	2
788	человеческой личности	1	2
789	он предстает	1	2
790	пути здесь	1	2
791	в сочетании	1	2
792	от сознания	1	2
793	иначе говоря	5	2
794	как с	1	2
795	на почве	3	2
796	своего времени	2	2
797	героя в	6	2
798	и при	1	2
799	жизненной позиции	4	2
800	литературы как	1	2
801	со своим	1	2
802	впрочем в	1	2
803	что они	1	2
804	человек с	1	2
805	романа и	2	2
806	никак не	1	2
807	нашего времени	2	2
808	различного рода	3	2
809	лирический сюжет	1	2
810	для них	1	2
811	в миропорядке	1	2
812	оно не	2	2
813	от адресата	1	2
814	все то	1	2
815	не более	3	2
816	одновременно с	2	2
817	значение в	1	2
818	о.э мандельштама	1	2
819	можно назвать	2	2
820	к его	5	2
821	с ними	1	2
822	предстает субъектом	2	2
823	жизни где	1	2
824	и последовательно	1	2
825	который не	2	2
826	при всех	1	2
827	и было	3	2
828	перед нами	4	2
829	к той	4	2
830	свое время	3	2
831	было у	1	2
832	и поэтика	1	2
833	полной мере	1	2
834	именно такой	1	2
835	это и	2	2
836	всем многообразии	1	2
837	со временем	1	2
838	в прозе	2	2
839	и более	1	2
840	это мир	2	2
841	своей собственной	3	2
842	в становлении	3	2
843	в значительной	3	2
844	из этих	3	2
845	во мне	4	2
846	исторической необходимости	1	2
847	второй из	1	2
848	обойтись без	1	2
849	и теперь	1	2
850	могло быть	1	2
851	в значении	2	2
852	или иных	1	2
853	к своим	3	2
854	сочетании с	1	2
855	он как	1	2
856	составляет не	1	2
857	творческой памяти	1	2
858	существования в	1	2
859	так называемого	1	2
860	и наоборот	1	2
861	писателем и	1	2
862	к собственной	1	2
863	автора в	2	2
864	для читателя	1	2
865	адресата в	5	2
866	нет и	1	2
867	мог бы	1	2
868	начиная с	1	2
869	не за	1	2
870	субъекта объекта	2	2
871	из первых	1	2
872	может оказаться	1	2
873	то она	2	2
874	всякий раз	2	2
875	легко может	1	2
876	который по	3	2
877	человеческой деятельности	1	2
878	у них	1	2
879	теперь уже	1	2
880	а.н веселовского	3	2
881	адресата но	1	2
882	текста в	2	2
883	которому он	1	2
884	жизни но	2	2
885	принципиально иная	1	2
886	этом случае	3	2
887	ответ на	1	2
888	ему в	3	2
889	произведения как	2	2
890	на три	1	2
891	в первый	1	2
892	который бы	1	2
893	мы имеем	4	2
894	на роль	2	2
895	бы на	1	2
896	к хх	1	2
897	себя самого	2	2
898	основе этих	1	2
899	xix веке	1	2
900	реальности и	2	2
901	картина мира	7	2
902	ее адресата	1	2
903	несет в	3	2
904	в дискурсе	2	2
905	раз в	1	2
906	что к	1	2
907	чем он	2	2
908	и всякое	2	2
909	согласно характеристике	1	2
910	это контекст	1	2
911	природе искусства	1	2
912	во внешнем	1	2
913	о жизни	1	2
914	в сферу	3	2
915	впрочем не	1	2
916	и без	2	2
917	есть в	3	2
918	восприниматься как	1	2
919	другом месте	1	2
920	при таком	1	2
921	своего существования	1	2
922	к концу	1	2
923	по словам	4	2
924	нет у	1	2
925	в такой	1	2
926	собственной жизни	1	2
927	и художественного	1	2
928	вследствие чего	2	2
929	должен быть	1	2
930	и другого	2	2
931	на единой	1	2
932	в полной	1	2
933	в таком	1	2
934	а как	1	2
935	оно в	1	2
936	в цикле	2	2
937	жизни для	1	2
938	чистом виде	1	2
939	она не	1	2
940	как замечает	1	2
941	его не	1	2
942	в поздних	1	2
943	в акте	3	2
944	дело не	3	2
945	что касается	2	2
946	коммуникативной стратегии	1	2
947	принципе не	1	2
948	по формуле	3	2
949	в нашей	1	2
950	в xix	1	2
951	к которой	1	2
952	в большинстве	3	2
953	со своими	1	2
954	в понимании	1	2
955	равной мере	1	2
956	только по	1	2
957	этом и	1	2
958	начала жизни	1	2
959	культурной парадигмы	1	2
960	слова в	2	2
961	бытия и	1	2
962	тех или	1	2
963	как целого	1	2
964	может и	4	2
965	на слово	1	2
966	очевидным образом	5	2
967	что на	3	2
968	можно указать	1	2
969	высшей формы	1	1
970	почву для	1	1
971	всего это	1	1
972	явилось одним	1	1
973	письма своего	1	1
974	система ценностей	5	1
975	она сама	2	1
976	творческого наследия	1	1
977	в момент	2	1
978	всего отметим	1	1
979	о.м фрейденберг	6	1
980	как сугубо	1	1
981	бахтин с	1	1
982	не ведающее	1	1
983	эстетическим объектом	1	1
984	случае мы	1	1
985	дело с	2	1
986	эпоху классического	1	1
987	культуры это	1	1
988	для дискурса	1	1
989	что делает	2	1
990	к числу	2	1
991	такой ее	1	1
992	о них	2	1
993	его преодоления	1	1
994	строго говоря	3	1
995	и мифа	1	1
996	как способ	2	1
997	свое высказывание	1	1
998	в некоторых	1	1
999	ответной реакции	1	1
1000	говорит о	1	1
1001	сам субъект	1	1
1002	что человек	1	1
1003	которое может	2	1
1004	нас в	2	1
1005	с той	3	1
1006	же безосновательно	1	1
1007	требует от	2	1
1008	могут восприниматься	1	1
1009	жизненное поведение	1	1
1010	свою родину	1	1
1011	не несет	1	1
1012	прошлого столетия	1	1
1013	своем качестве	2	1
1014	путем в	1	1
1015	которую он	1	1
1016	литературы для	1	1
1017	у пушкина	1	1
1018	всей ее	1	1
1019	отметим что	1	1
1020	этом качестве	1	1
1021	отсутствии у	1	1
1022	я героя	2	1
1023	предполагает в	1	1
1024	между автором	1	1
1025	мнению автора	1	1
1026	начинает словами	1	1
1027	более или	2	1
1028	на свой	1	1
1029	достаточно очевидная	1	1
1030	но все	2	1
1031	в классическом	2	1
1032	дифференциальных признаков	1	1
1033	существования на	1	1
1034	если и	1	1
1035	все моменты	1	1
1036	которое по	1	1
1037	жанровых формах	1	1
1038	как неизбежной	1	1
1039	в построении	2	1
1040	и требует	2	1
1041	к другим	3	1
1042	том или	1	1
1043	места и	1	1
1044	к художественности	1	1
1045	стороны в	1	1
1046	это позиция	1	1
1047	имеет место	4	1
1048	с лирическим	2	1
1049	всегда почти	1	1
1050	в собственном	1	1
1051	их в	2	1
1052	в цепи	1	1
1053	уплотнение мира	1	1
1054	ему по	1	1
1055	из канонических	2	1
1056	по определению	1	1
1057	смерть в	1	1
1058	лица в	1	1
1059	или ином	1	1
1060	человеческой речи	1	1
1061	обращения к	1	1
1062	мыслимой как	1	1
1063	быть определена	3	1
1064	из героев	1	1
1065	двух замкнутых	1	1
1066	искусство слова	1	1
1067	на происходящее	1	1
1068	именовал веком	1	1
1069	актуальной для	2	1
1070	такого дискурса	1	1
1071	лирики и	1	1
1072	отличалась от	1	1
1073	связано с	1	1
1074	веком героев	1	1
1075	с этим	3	1
1076	персональной ответственности	1	1
1077	виртуальный объект	1	1
1078	чиновного братства	1	1
1079	не тождественна	1	1
1080	рассказ о	3	1
1081	смысла по	1	1
1082	ситуации в	1	1
1083	ставят перед	1	1
1084	при наличии	1	1
1085	некоторые из	1	1
1086	и побуждает	1	1
1087	к традициям	1	1
1088	она же	1	1
1089	было в	4	1
1090	и принципиальное	1	1
1091	не могли	1	1
1092	когда на	1	1
1093	и взаимодействия	1	1
1094	как духовная	1	1
1095	маленькой трилогии	1	1
1096	были с	1	1
1097	которой он	1	1
1098	белкина в	3	1
1099	повествование в	2	1
1100	поэзии как	1	1
1101	в пределе	2	1
1102	имеет право	1	1
1103	оказывается лицом	1	1
1104	в воображении	1	1
1105	время от	1	1
1106	самого субъекта	1	1
