N	3gram	Bakhtin_Pr	Freidism
1	с точки зрения	13	15
2	не может быть	8	14
3	по отношению к	5	11
4	в том что	6	9
5	во всяком случае	1	8
6	и прежде всего	5	7
7	в то же	8	6
8	в высшей степени	1	6
9	то же время	8	6
10	может быть и	2	6
11	можем сказать что	1	5
12	в большинстве случаев	9	5
13	с самого начала	4	5
14	можно сказать что	6	5
15	как мы уже	5	5
16	мы можем сказать	1	5
17	в ее целом	1	4
18	это вовсе не	1	4
19	мы увидим что	1	4
20	тем не менее	2	4
21	мы уже указывали	1	4
22	в зависимости от	3	4
23	в данном случае	1	4
24	в таком случае	1	4
25	в этом отношении	1	4
26	и тот же	1	3
27	все то что	2	3
28	мы уже знаем	1	3
29	ничего общего не	1	3
30	но вовсе не	1	3
31	о том что	3	3
32	один и тот	1	3
33	в собственном смысле	3	3
34	до сих пор	8	3
35	и той же	1	3
36	не в его	1	3
37	далеко не всегда	1	3
38	на этот вопрос	1	3
39	так и в	2	3
40	мы видели что	2	3
41	одной и той	1	3
42	но в то	3	3
43	а потому и	1	3
44	нам уже приходилось	2	3
45	а вовсе не	1	3
46	в следующей главе	1	3
47	теперь мы должны	2	3
48	нет и не	3	3
49	и не может	6	3
50	на этом мы	3	3
51	равно как и	1	2
52	в применении к	1	2
53	и может быть	1	2
54	снова и снова	1	2
55	в этом смысле	5	2
56	в чем же	1	2
57	хотя бы и	2	2
58	в предыдущей главе	1	2
59	в настоящей главе	1	2
60	в конце концов	1	2
61	конечно не можем	1	2
62	в ослабленной форме	1	2
63	а следовательно и	2	2
64	по отношению ко	1	2
65	не является чем-то	1	2
66	единство и непрерывность	2	2
67	в узком смысле	1	2
68	и связанных с	1	2
69	не чем иным	1	2
70	чем иным как	1	2
71	и все его	1	2
72	раз и не	1	2
73	в отличие от	1	2
74	выходит за пределы	1	2
75	к тому что	1	2
76	самом же деле	2	2
77	в подходе к	2	2
78	не укладывается в	1	2
79	на самом же	2	2
80	то что мы	1	2
81	которая позволила бы	1	2
82	в его целом	1	2
83	как раз и	1	2
84	нужно отметить что	1	2
85	а также и	3	2
86	то же самое	1	2
87	уже приходилось говорить	1	1
88	жизни а скорее	1	1
89	на этой почве	2	1
90	он никогда не	1	1
91	в первых двух	1	1
92	что он не	1	1
93	в этом случае	1	1
94	которую можно было	1	1
95	собственном смысле слова	1	1
96	существенные стороны жизни	1	1
97	нуждается в особом	1	1
98	а может быть	1	1
99	но тем не	1	1
100	а как бы	1	1
101	отца с сыном	1	1
102	только себя и	1	1
103	является чем-то абсолютно	1	1
104	из того же	1	1
105	остановимся только на	1	1
106	и др в	3	1
107	той или иной	2	1
108	но прежде всего	1	1
109	вместе с ним	1	1
110	можно найти у	1	1
111	таком случае это	1	1
112	вполне понятно что	1	1
113	мы можем закончить	1	1
114	во сне когда	1	1
115	и даже не	1	1
116	но не может	1	1
117	вовсе не является	1	1
118	позволила бы ему	1	1
119	и наконец в	2	1
120	то что он	1	1
121	мы должны перейти	1	1
122	в свою противоположность	1	1
123	этом мы можем	1	1
124	которой мы говорили	1	1
125	в самую гущу	1	1
126	и поступки человека	1	1
127	в пределах одной	1	1
128	но и в	2	1
129	к себе самому	6	1
130	мы найдем и	3	1
131	по крайней мере	2	1
132	основе их лежит	1	1
133	по сравнению с	6	1
134	его роль в	1	1
135	но она не	1	1
136	в себя и	1	1
137	во всех его	2	1
138	выходят за пределы	2	1
139	близко к нему	1	1
140	может быть даже	2	1
141	их взаимоотношения и	1	1
142	имеем в виду	3	1
143	нашей точки зрения	1	1
144	абсолютно новым и	1	1
145	все той же	1	1
146	это сделать в	1	1
147	в своей совокупности	1	1
148	очень важный момент	1	1
149	в жизни и	1	1
150	как бы в	2	1
151	концы с концами	1	1
152	формы и степени	1	1
153	в котором он	2	1
154	жизни таким образом	1	1
155	и на всех	1	1
156	может войти в	1	1
