N	3gram	Trubetskoy	EvropaiE
1	с точки зрения	8	16
2	в то же	2	15
3	то же время	2	14
4	с одной стороны	2	8
5	равноценности и качественной	2	7
6	в том что	16	6
7	и качественной несоизмеримости	2	6
8	так же как	3	5
9	европа и человечество	1	5
10	этой точки зрения	1	5
11	для того чтобы	7	5
12	с этой точки	1	5
13	то ни было	3	4
14	бы то ни	3	4
15	всех культур и	1	3
16	друг с другом	9	3
17	благ европейской цивилизации	1	3
18	культур и народов	2	3
19	можно было бы	1	3
20	н с трубецкой	1	3
21	заключает в себе	2	3
22	как бы ни	1	3
23	свой народ и	1	3
24	между тем в	1	3
25	во всяком случае	2	3
26	и народов земного	1	3
27	военного снаряжения и	1	2
28	дают истинного решения	1	2
29	проблемы и что	1	2
30	народов земного шара	1	2
31	победы европейцев над	1	2
32	каких бы то	1	2
33	высшее и совершенное	1	2
34	рано или поздно	2	2
35	того что в	1	2
36	всеми или частью	1	2
37	или частью представителей	1	2
38	и все другие	1	2
39	как мы видели	1	2
40	несоизмеримости всех культур	1	2
41	ни было компромиссов	1	2
42	все другие народы	1	2
43	не может быть	4	2
44	на то что	7	2
45	в данном случае	3	2
46	по сравнению с	5	2
47	заключается в том	3	2
48	частью представителей данного	1	2
49	земного шара и	1	2
50	хотя бы в	1	2
51	нечто абсолютно высшее	1	2
52	качественной несоизмеримости всех	1	2
53	иначе обстоит дело	1	2
54	только в том	1	2
55	так же мало	1	2
56	друг от друга	6	2
57	не дают истинного	1	2
58	решения проблемы и	1	2
59	выпадает на долю	1	2
60	в свою очередь	2	2
61	с другой стороны	4	2
62	истинного решения проблемы	1	2
63	абсолютно высшее и	1	2
64	из того что	1	2
65	принцип равноценности и	1	2
66	тех народов которые	2	2
67	и не имеет	1	2
68	с течением времени	4	2
69	не говоря уже	1	2
70	представителей данного народа	1	2
71	бы обильно иллюстрировать	1	1
72	во многих отношениях	1	1
73	мы видели что	1	1
74	побеждаемые ими туземцы	1	1
75	же темпе как	1	1
76	совершенства новый принцип	1	1
77	грубость и наивность	1	1
78	хотя и не	1	1
79	сильнее чем в	1	1
80	есть только одно	1	1
81	того что прежде	1	1
82	истории и русской	1	1
83	из русской истории	1	1
84	мы получаем горизонтальную	1	1
85	приспособления для передвижения	1	1
86	самих себя как	1	1
87	тех племен которые	1	1
88	к европейской культуре	4	1
89	для удовлетворения своих	1	1
90	были разрушены именно	1	1
91	и наиболее распространенное	1	1
92	в том случае	4	1
93	постоянно приходится признавать	1	1
94	славян китайцев индусов	1	1
95	будет тем меньше	1	1
96	культуры и в	1	1
97	менее культурных чем	1	1
98	ясна для всякого	1	1
99	ныне существующих или	2	1
100	можно представить себе	1	1
101	были расположены в	1	1
102	именно потому что	2	1
103	и механические приспособления	1	1
104	насколько поклонение грубой	1	1
105	есть ли это	1	1
106	все признаваемые европейской	1	1
107	негров и других	1	1
108	между отцами и	1	1
109	с культурой дикарей	1	1
110	переворота является сознание	1	1
111	большего или меньшего	2	1
112	и наивность этого	1	1
113	долю народов менее	1	1
114	в сознании каждого	1	1
115	и с точки	1	1
116	то есть в	1	1
117	дело в том	1	1
118	в области техники	1	1
119	народов менее культурных	1	1
120	весьма часто выпадает	1	1
121	развитии представителей человеческого	1	1
122	горизонтальную плоскость вместо	1	1
123	смысле этого слова	1	1
124	того чтобы ответить	1	1
125	о котором мы	1	1
126	иллюстрировать примерами из	1	1
127	это может быть	1	1
128	сравнению с культурой	1	1
129	отрицательных последствий европеизации	2	1
130	по степеням совершенства	1	1
131	так и для	2	1
132	это должно быть	1	1
133	снаряжения и механические	1	1
134	в лучшем случае	1	1
135	безусловным благ европейской	1	1
136	при воспринимании европейской	1	1
137	цивилизацию живет и	1	1
138	градации народов и	1	1
139	и что истинное	1	1
140	фактически побеждают дикарей	1	1
141	твердо помнить что	1	1
142	и твердо помнить	1	1
143	норма права и	1	1
144	ту традицию которая	1	1
145	что прежде казалось	1	1
146	та же культура	1	1
147	механические приспособления для	1	1
148	европейской культуры вполне	1	1
149	всех прочих культур	2	1
150	лучше и совершеннее	1	1
151	от гипноза благ	1	1
152	вместо того чтобы	1	1
153	прочих культур ныне	2	1
154	на самих себя	1	1
155	на своем пути	1	1
156	к тому что	1	1
157	быть проведено с	1	1
158	и сейчас в	1	1
159	том числе и	1	1
160	дикарей грубость и	1	1
161	обильно иллюстрировать примерами	1	1
162	воспринимании европейской культуры	1	1
163	но если так	1	1
164	области культуры он	1	1
165	вопрос можно ли	1	1
166	свою туземную культуру	1	1
167	европейцев над дикарями	2	1
168	всегда и твердо	1	1
169	культуры древности были	1	1
170	культуры между тем	1	1
171	вопрос мы должны	1	1
172	культурных чем побеждаемые	1	1
173	культуры не будет	1	1
174	то время как	1	1
175	на долю народов	1	1
176	во всех этих	2	1
177	различие между отцами	1	1
178	что в таком	1	1
179	права и художественное	1	1
180	представителей человеческого рода	1	1
181	интересующего нас вопроса	1	1
182	техническое приспособление и	1	1
183	учреждение и техническое	1	1
184	славян германцам или	1	1
185	когда дело идет	1	1
186	сознание относительности того	1	1
187	еще далеко не	1	1
188	лестницы мы получаем	1	1
189	очищать ее от	1	1
190	можно ли объективно	2	1
191	чем побеждаемые ими	1	1
192	ясность общего плана	1	1
193	и различие между	1	1
194	во всех элементах	1	1
195	туранцев арийцам не	1	1
196	или вовсе не	1	1
197	часто выпадает на	1	1
198	что победа весьма	1	1
199	уже и сейчас	1	1
200	несмотря на то	2	1
201	характера тех племен	1	1
202	этого переворота является	1	1
203	китайцев индусов арабов	1	1
204	культур ныне существующих	2	1
205	племен которые создали	1	1
206	русской истории и	1	1
207	этой культуры нечто	1	1
208	по сие время	1	1
209	все более на	1	1
210	отцами и детьми	1	1
211	победа весьма часто	1	1
212	признаваемые европейской наукой	1	1
213	и культур по	2	1
214	или туранцев арийцам	1	1
215	и техническое приспособление	1	1
216	о которых мы	4	1
217	не только между	1	1
218	и того же	3	1
219	древности были разрушены	1	1
220	исключительно потому что	1	1
221	простое и наиболее	1	1
222	тех случаях когда	1	1
223	вполне могут очищать	1	1
224	культуру в угоду	1	1
225	доказать что культура	2	1
226	наивность этого доказательства	1	1
227	не более как	2	1
228	культур по признаку	1	1
229	европейцев и дикарей	1	1
230	не есть ли	1	1
231	на вопрос можно	1	1
232	совершеннее всех прочих	2	1
233	не может не	3	1
234	приходится признавать что	1	1
235	проведено с безжалостным	1	1
236	другие народы мира	1	1
237	существовавших на земле	1	1
238	представление о том	1	1
239	сущностью этого переворота	1	1
240	получаем горизонтальную плоскость	1	1
241	самое простое и	1	1
242	что же касается	2	1
243	в европе и	1	1
244	относительности того что	1	1
245	народы мира европа	1	1
246	культур по степеням	1	1
247	том же темпе	1	1
248	индусов арабов негров	1	1
249	себя как на	1	1
250	ее от эгоцентризма	1	1
251	в связи с	3	1
252	более близкие к	1	1
253	наиболее распространенное доказательство	1	1
254	сие время в	1	1
255	том случае если	4	1
256	в том же	3	1
257	культуры нечто абсолютно	1	1
258	тем меньше чем	1	1
259	всех элементах этой	1	1
260	доказательства должна быть	1	1
261	примерами из русской	1	1
262	как на отсталых	1	1
263	далеко не в	2	1
264	та или иная	1	1
265	прежде казалось безусловным	1	1
266	культуры вполне могут	1	1
267	поклонение грубой силе	1	1
268	заимствование отдельных элементов	1	1
269	в том числе	1	1
270	ли объективно доказать	2	1
271	можно рассматривать как	1	1
272	туземную культуру в	1	1
273	смотреть на самих	1	1
274	является сознание относительности	1	1
275	собою всю культуру	1	1
276	быть и норма	1	1
277	степеням совершенства новый	1	1
278	приспособление и научное	1	1
279	этого доказательства должна	1	1
280	германцам или туранцев	1	1
281	время в сознании	1	1
282	в своем развитии	4	1
283	древних галлов и	1	1
284	во внимание что	1	1
285	гипноза благ цивилизации	1	1
286	должно быть проведено	1	1
287	многие из них	2	1
288	на тех кто	1	1
289	и русской действительности	1	1
290	вместо лестницы мы	1	1
291	народы при воспринимании	1	1
292	руках хотя бы	1	1
293	и учреждение и	1	1
294	и норма права	1	1
295	народов и культур	4	1
296	человека этот аргумент	1	1
297	говоря уже о	1	1
298	казалось безусловным благ	1	1
299	объективно доказать что	2	1
300	арабов негров и	1	1
301	в то время	2	1
302	в области культуры	1	1
303	признавать что победа	1	1
304	только тогда когда	1	1
