N	2gram	Bakhtin_Pr	Tragedij
1	и в	64	18
2	и оскорбленных	1	17
3	униженных и	1	16
4	в романе	12	10
5	в этом	33	9
6	не только	26	8
7	и на	16	7
8	достоевский в	10	7
9	и не	55	7
10	может быть	43	7
11	и с	9	7
12	как бы	33	7
13	он сам	5	7
14	что он	15	6
15	у него	11	6
16	же время	13	6
17	в образе	2	6
18	но в	14	6
19	и его	21	6
20	это не	12	5
21	несмотря на	7	5
22	что это	2	5
23	так и	8	5
24	это очень	2	5
25	все же	11	5
26	у достоевского	29	5
27	то же	18	5
28	как и	25	5
29	не может	26	5
30	в то	15	5
31	а я	1	5
32	что в	11	4
33	в себе	11	4
34	и даже	5	4
35	все это	9	4
36	прежде всего	16	4
37	и все	6	4
38	достоевский не	5	4
39	я не	6	4
40	этот образ	1	4
41	об этом	3	4
42	еще не	10	4
43	но и	26	4
44	том что	8	4
45	но достоевский	1	4
46	и что	5	4
47	так же	8	4
48	то что	21	4
49	в этой	5	4
50	что я	7	4
51	в нем	28	4
52	но это	6	4
53	что достоевский	1	4
54	в целом	8	4
55	своего рода	1	3
56	и он	5	3
57	что с	1	3
58	один из	3	3
59	достоевского в	15	3
60	должно быть	8	3
61	в основном	2	3
62	уже в	5	3
63	в его	30	3
64	для него	23	3
65	в своем	12	3
66	романа и	3	3
67	с ним	8	3
68	о чем	1	3
69	что вы	1	3
70	и сам	6	3
71	что за	1	3
72	в конце	8	3
73	и как	9	3
74	в мире	7	3
75	как в	7	3
76	ставрогина и	1	3
77	то есть	3	3
78	при этом	8	3
79	жизнь и	1	3
80	как это	1	3
81	с ее	1	3
82	мог бы	1	3
83	как будто	4	3
84	все эти	13	3
85	к нему	11	3
86	в самом	17	2
87	не так	1	2
88	автора но	3	2
89	и здесь	6	2
90	и лучше	1	2
91	данном случае	2	2
92	по замыслу	2	2
93	и за	1	2
94	не мудрено	1	2
95	в том	12	2
96	ивана карамазова	5	2
97	он и	8	2
98	в ее	2	2
99	как у	1	2
100	романах достоевского	6	2
101	даже если	1	2
102	что и	7	2
103	из своих	1	2
104	отказывается от	1	2
105	ни в	5	2
106	бы и	6	2
107	но при	4	2
108	чем он	1	2
109	я все	1	2
110	к области	1	2
111	роман достоевского	12	2
112	что все	2	2
113	не могут	10	2
114	его в	8	2
115	как же	6	2
116	не в	15	2
117	но этого	2	2
118	в первом	2	2
119	но все	6	2
120	но эта	5	2
121	из самых	1	2
122	роман о	1	2
123	в таком	3	2
124	между этими	1	2
125	ничем не	1	2
126	этими двумя	1	2
127	одном из	2	2
128	вопрос о	3	2
129	знает что	2	2
130	и это	8	2
131	нет в	1	2
132	она как	1	2
133	под влиянием	1	2
134	уже не	15	2
135	к тому	4	2
136	о том	5	2
137	перед нами	12	2
138	не был	2	2
139	а что	5	2
140	не имеет	2	2
141	впечатление что	1	2
142	что же?	1	2
143	в данном	2	2
144	только к	1	2
145	что этот	2	2
146	отличие от	4	2
147	раз и	6	2
148	он был	2	2
149	то и	3	2
150	потому что	8	2
151	я к	1	2
152	личности и	1	2
153	так что	6	2
154	времени в	1	2
155	в рассказе	2	2
156	он не	14	2
157	по поводу	1	2
158	для достоевского	8	2
159	мудрено что	1	2
160	если б	2	2
161	в частности	1	2
162	но они	2	2
163	в это	1	2
164	другим в	1	2
165	точно так	1	2
166	в одном	20	2
167	и до	6	2
168	я ведь	4	2
169	романа достоевского	13	2
170	она все	1	2
171	в отличие	4	2
172	отношение к	4	2
173	замыслу достоевского	2	2
174	в самую	1	2
175	не за	3	2
176	до конца	10	2
177	достоевским в	1	2
178	что она	7	2
179	который в	1	2
180	одна из	5	2
181	что говорит	2	2
182	с его	11	2
183	а как	11	2
184	не мог	1	2
185	тем что	6	2
186	и ее	5	2
187	никогда не	11	2
188	в известной	1	2
189	ничего не	8	2
190	друг друга	4	2
191	создается впечатление	1	2
192	в той	5	1
193	для самого	2	1
194	в особенности	1	1
195	все в	3	1
196	доминантой характера	1	1
197	понял что	1	1
198	во всем	1	1
199	то в	2	1
200	от нее	2	1
201	с помощью	2	1
202	от него	1	1
203	в характеристику	1	1
204	его романа	2	1
205	этом случае	1	1
206	романа с	2	1
207	могут быть	9	1
208	только не	2	1
209	социальной жизни	2	1
210	к сожалению	2	1
211	взгляд на	1	1
212	мы видим	3	1
213	в центре	1	1
214	в настоящем	2	1
215	что оно	2	1
216	что ему	1	1
217	быть по	1	1
218	по природе	2	1
219	и мира	1	1
220	все герои	1	1
221	таким образом	15	1
222	опирается на	2	1
223	над всем	1	1
224	не знал	2	1
225	достоевского и	9	1
226	после того	1	1
227	с начала	2	1
228	только что	1	1
229	на вопрос	2	1
230	также что	1	1
231	же была	1	1
232	на западе	2	1
233	часто и	1	1
234	того как	3	1
235	к этой	1	1
236	прием и	1	1
237	почти не	3	1
238	перестает быть	4	1
239	достоевского чтобы	1	1
240	с одной	1	1
241	столкновение с	2	1
242	и вот	1	1
243	его с	1	1
244	я знаю	1	1
245	что даже	1	1
246	достоевского все	1	1
247	должна быть	8	1
248	к себе	6	1
249	замысел его	1	1
250	с этой	2	1
251	и при	2	1
252	на столе	1	1
253	в стиле	4	1
254	любовь к	1	1
255	начала и	2	1
256	него была	1	1
257	собственной личности	1	1
258	быть отнесены	1	1
259	достоевский мог	1	1
260	то для	1	1
261	эта новая	1	1
262	с образом	1	1
263	так ли	2	1
264	к истории	1	1
265	в столкновение	2	1
266	т е	44	1
267	же им	1	1
268	романа в	4	1
269	вот как	3	1
270	они только	1	1
271	заключенным в	1	1
272	того что	3	1
273	кто он	3	1
274	сам по	2	1
275	появление второго	1	1
276	тем не	2	1
277	б я	1	1
278	о нем	15	1
279	о существовании	1	1
280	сам автор	1	1
281	не как	20	1
282	а затем	1	1
283	для нас	2	1
284	где он	1	1
285	и всегда	2	1
286	и входят	1	1
287	в человеке	6	1
288	и достоевский	1	1
289	одному из	1	1
290	не способен	2	1
291	одно из	2	1
292	как он	3	1
293	достоевского к	4	1
294	роман в	2	1
295	нет это	1	1
296	сам сознает	1	1
297	же не	4	1
298	в результате	7	1
299	на творчество	1	1
300	голядкина в	1	1
301	в виду	3	1
302	смысле этого	1	1
303	с собой	3	1
304	только в	13	1
305	него нет	3	1
306	не столько	1	1
307	по себе	16	1
308	и герои	1	1
309	в самой	9	1
310	видит в	1	1
311	достоевского само	1	1
312	а на	1	1
313	говорит он	6	1
314	в двойнике	2	1
315	и сердце	1	1
316	в рассказчике	1	1
317	и притом	1	1
318	не было	5	1
319	классического русского	1	1
320	в борьбе	1	1
321	в духе	4	1
322	но он	4	1
323	здесь мы	4	1
324	значение только	1	1
325	своей книге	1	1
326	говорит в	1	1
327	не удалась	1	1
328	не нашло	1	1
329	вот что	1	1
330	идеи а	1	1
331	и ярко	1	1
332	его собственная	1	1
333	может случиться	1	1
334	героя с	6	1
335	в россии	2	1
336	он пуст	1	1
337	заключается в	1	1
338	на нее	1	1
339	одним из	7	1
340	и чисто	1	1
341	же по	1	1
342	на себя	4	1
343	что не	3	1
344	как его	4	1
345	развития в	1	1
346	не есть	4	1
347	xviii века	1	1
348	именно в	5	1
349	ведет к	1	1
350	социального романа	1	1
351	с авантюрным	2	1
352	указывает на	2	1
353	вообще не	2	1
354	ним она	1	1
355	достоевского не	15	1
356	господствует над	1	1
357	я и	2	1
358	но самое	1	1
359	тому что	3	1
360	эти черты	1	1
361	нужен что	1	1
362	из тех	2	1
363	в связи	1	1
364	является по	1	1
365	автор в	1	1
366	лишь на	5	1
367	бедных людей	1	1
368	с ними	2	1
369	и она	1	1
370	такой образ	3	1
371	приходит в	2	1
372	есть в	2	1
373	сливается с	6	1
374	так вы	2	1
375	в своей	11	1
376	рядом с	19	1
377	за свое	1	1
378	вместе с	1	1
379	что ж	4	1
380	идеи не	1	1
381	на этом	2	1
382	стремление к	1	1
383	достоевский прямо	1	1
384	них он	1	1
385	роль в	1	1
386	не менее	3	1
387	и т	14	1
388	так сказать	9	1
389	мысль он	3	1
390	эта тема	2	1
391	не тип	1	1
392	смертной казни	1	1
393	второй части	2	1
394	и тонко	2	1
395	контекст в	1	1
396	и могут	3	1
397	бы не	2	1
398	в такой	1	1
399	со своей	1	1
400	но у	4	1
401	между собой	2	1
402	сравнению с	1	1
403	так мне	1	1
404	это было	1	1
405	но уже	1	1
406	иван карамазов	1	1
407	героя и	14	1
408	ну да	1	1
409	в момент	1	1
410	все как	1	1
411	тогда как	1	1
412	первостепенное значение	2	1
413	могло бы	1	1
414	лежит печать	1	1
415	всю ее	1	1
416	бы в	7	1
417	только он	2	1
418	эти же	1	1
419	в них	5	1
420	и образ	1	1
421	русский язык	1	1
422	во всех	4	1
423	к одному	7	1
424	борьба двух	1	1
425	во всяком	7	1
426	и потому	7	1
427	понятно что	2	1
428	это и	5	1
429	я его	1	1
430	о себе	19	1
431	к речи	1	1
432	совершенно не	5	1
433	что вот	2	1
434	материалом для	1	1
435	но как	4	1
436	всего необходимо	1	1
437	а к	1	1
438	это как	1	1
439	в диалог	1	1
440	в котором	7	1
441	с самого	1	1
442	не могли	1	1
443	совершенно в	1	1
444	здесь достоевский	1	1
445	и новые	1	1
446	даже отчасти	1	1
447	карамазова в	1	1
448	на свои	1	1
449	связи с	3	1
450	нет своего	1	1
451	в романах	8	1
452	человека вот	1	1
453	него есть	1	1
454	силы и	1	1
455	случае и	1	1
456	мире достоевского	9	1
457	не любил	1	1
458	хотя бы	4	1
459	она не	10	1
460	связь и	1	1
461	значение однако	1	1
462	собой как	1	1
463	и великого	1	1
464	был так	1	1
465	значение этого	1	1
466	того чтобы	2	1
467	и если	2	1
468	исключительное значение	1	1
469	одну из	1	1
470	но не	12	1
471	в другом	3	1
472	произведениях достоевского	9	1
473	дистанции между	1	1
474	в каких	1	1
475	этом мире	1	1
476	между тем	7	1
477	быть не	1	1
478	в ней	2	1
479	вот почему	1	1
480	обстоит дело	1	1
481	в условиях	2	1
482	характерный для	1	1
483	самом деле	10	1
484	самого автора	8	1
485	в которой	2	1
486	подполья это	1	1
487	лишь в	4	1
488	но может	1	1
489	именно на	3	1
490	только один	1	1
491	а не	29	1
492	а за	3	1
493	значение для	3	1
494	только на	3	1
495	и их	3	1
496	сюжетом но	1	1
497	очень хорошо	1	1
498	есть и	5	1
499	ну а	1	1
500	за свои	1	1
501	перед ее	1	1
502	его речи	2	1
503	чтобы она	1	1
504	не могла	1	1
505	можно было	3	1
506	собою но	2	1
507	в форме	8	1
508	за пределы	7	1
509	а между	2	1
510	но только	1	1
511	конечно в	2	1
512	вместо того	1	1
513	себя на	2	1
514	даже не	1	1
515	большое значение	1	1
516	творчества достоевского	9	1
517	и знает	1	1
518	и посвящена	1	1
519	достоевский но	1	1
520	этого образа	1	1
521	друга и	2	1
522	в истории	2	1
523	формы по	1	1
524	он есть	6	1
525	человека с	1	1
526	несколько раз	1	1
527	стало быть	1	1
528	ту же	2	1
529	свое значение	1	1
530	вы не	1	1
531	так он	1	1
532	над ним	1	1
533	человека и	2	1
534	говорили что	1	1
535	отметить что	1	1
536	или как	8	1
537	самого начала	2	1
538	не я	1	1
539	литературы и	1	1
540	должны были	1	1
541	час и	1	1
542	идеи но	2	1
543	перед ним	1	1
544	у которого	1	1
545	он еще	1	1
546	всего этого	2	1
547	но этот	1	1
548	а вы	1	1
549	не раз	2	1
550	с другим	1	1
551	на вид	2	1
552	того кто	1	1
553	и чужою	1	1
554	опять к	1	1
555	как свой	2	1
556	последнее слово	8	1
557	знает и	1	1
558	известной степени	2	1
559	рассказа но	1	1
560	я в	2	1
561	дистанция между	1	1
562	к ним	1	1
563	и собирает	1	1
564	и еще	2	1
565	т п	10	1
566	ту сторону	2	1
567	в книге	2	1
568	он в	3	1
569	и вне	1	1
570	как мы	13	1
571	со своими	2	1
572	с рассказом	1	1
573	у себя	1	1
574	достоевского этот	1	1
575	не для	1	1
576	и особенно	2	1
577	во многом	1	1
578	идея в	1	1
579	на две	1	1
580	и о	7	1
581	в голове	1	1
582	я вам	2	1
583	его как	5	1
584	образы и	1	1
585	роман и	1	1
586	той же	8	1
587	и др	7	1
588	но несмотря	1	1
589	по сравнению	1	1
590	в романе-фельетоне	1	1
591	романа как	3	1
592	своего слова	1	1
593	в самое	1	1
594	из подполья	12	1
595	в высшей	1	1
596	для разработки	1	1
597	не значит	4	1
598	слова в	12	1
599	слова он	2	1
600	и от	3	1
601	и есть	3	1
602	входят в	2	1
603	отождествляется с	1	1
604	все время	3	1
605	у лермонтова	1	1
606	своих романов	1	1
607	в общем	1	1
608	и художественной	1	1
609	на этот	4	1
610	и беспокойство	1	1
611	никому не	2	1
612	исходит из	1	1
613	видение мира	1	1
614	этого нового	2	1
615	для понимания	4	1
616	как во	2	1
617	с сыном	1	1
618	согласиться с	2	1
619	этого слова	3	1
620	например в	5	1
621	себя а	1	1
622	что именно	1	1
623	особым образом	1	1
624	но если	1	1
625	достоевского но	9	1
626	в литературе	4	1
627	в области	1	1
628	и по	1	1
629	и эта	2	1
