N	4gram	Tiupa_Lite	DiskursI
1	в то же время	12	8
2	состоит в том что	6	7
3	с одной стороны и	1	5
4	дело в том что	2	5
5	одного и того же	1	4
6	в том что в	1	3
7	не говоря уже о	2	3
8	одно и то же	1	3
9	в этом своем качестве	1	2
10	и не может быть	1	2
11	и в то же	1	2
12	бы то ни было	1	2
13	одним и тем же	1	2
14	субъекта объекта и адресата	1	2
15	именно в том что	1	1
16	в полном соответствии с	1	1
17	в начале х годов	1	1
18	и т.п такого рода	1	1
19	в чем и состоит	1	1
20	покойного ивана петровича белкина	1	1
21	присутствия я в мире	1	1
22	художественного письма своего рода	1	1
23	в слово сплочены слова	1	1
24	прежде всего в том	1	1
25	от всего божьего света	1	1
26	но в большинстве случаев	1	1
27	этой фразы можно сказать	1	1
28	гораздо скучнее чем одному	1	1
29	читателем гораздо скучнее чем	1	1
30	в пределах одной фразы	1	1
31	не может быть ни	1	1
32	в войне и мире	1	1
33	в конечном счете оказывается	2	1
34	едва ли не наиболее	1	1
35	нет и не может	1	1
36	состоит в том чтобы	1	1
37	в принципе не может	1	1
38	гегель именовал веком героев	1	1
39	всего в том что	1	1
40	только в том что	2	1
41	не только в том	2	1
42	тот или иной строй	1	1
43	из того же цикла	1	1
44	в том что он	1	1
45	мы имеем дело с	1	1
46	одной стороны и к	1	1
47	в области художественного письма	1	1
48	с читателем гораздо скучнее	1	1
49	не несет в себе	1	1
50	речь не идет о	1	1
51	первого и второго лица	1	1
52	человеческого я в мире	1	1
53	по крайней мере двух	1	1
54	и тем более не	1	1
