N	3gram	Nazirov_Tv	Analitik
1	в том что	8	25
2	не может быть	2	19
3	по отношению к	3	18
4	в то же	19	16
5	о том что	6	15
6	в данном случае	2	14
7	в отличие от	2	14
8	то же время	18	14
9	той или иной	1	14
10	к тому же	1	13
11	в конечном счете	4	11
12	на наш взгляд	1	11
13	того или иного	1	9
14	с другой стороны	2	9
15	в свою очередь	2	9
16	по крайней мере	4	9
17	с одной стороны	1	9
18	как и в	2	8
19	не только в	2	8
20	в таком случае	2	7
21	во всяком случае	2	7
22	что иное как	1	7
23	тем не менее	2	6
24	одного и того	1	6
25	и того же	1	6
26	не что иное	1	6
27	романа в целом	1	5
28	в русской литературе	2	5
29	как уже говорилось	1	5
30	в самом деле	2	4
31	не сводится к	1	4
32	в соответствии с	7	4
33	и не может	2	4
34	и в этом	1	4
35	в известном смысле	2	4
36	едва ли не	2	4
37	и как бы	1	3
38	и т п	4	3
39	и сам автор	2	3
40	хотя бы и	1	3
41	дело не в	1	3
42	в том числе	1	3
43	сами по себе	2	3
44	именно в этом	1	3
45	бы то ни	1	3
46	в глубине души	1	3
47	не о том	1	3
48	то ни было	1	3
49	в связи с	2	3
50	то же самое	1	3
51	в этой связи	2	3
52	и в самом	1	3
53	можно сказать что	2	3
54	и все же	3	3
55	дело в том	4	3
56	не могут быть	2	3
57	что он не	1	2
58	на всем протяжении	1	2
59	же самое время	1	2
60	в применении к	1	2
61	но в таком	1	2
62	ничего не говорит	1	2
63	в эту жизнь	1	2
64	в частности в	1	2
65	можно было бы	1	2
66	до сих пор	1	2
67	и прежде всего	1	2
68	а с другой	1	2
69	к тому что	1	2
70	это своего рода	1	2
71	же время они	1	2
72	заключается в том	1	2
73	как и сам	1	2
74	не должен быть	1	2
75	на этот вопрос	2	2
76	в войне и	1	2
77	со всех сторон	1	2
78	в одной из	4	2
79	как и на	1	2
80	о свободе воли	2	2
81	но в то	5	2
82	в отрыве от	1	2
83	при этом он	2	2
84	при этом что	1	2
85	но отнюдь не	1	2
86	в поле зрения	1	2
87	с самим собой	1	2
88	войне и мире	2	2
89	на первый взгляд	1	2
90	что же касается	1	2
91	нет и не	1	2
92	в целом ряде	1	1
93	который в своей	1	1
94	потому что я	1	1
95	в дальнейшем мы	1	1
96	человека в мире	1	1
97	на том или	1	1
98	это имеет место	1	1
99	при всей их	1	1
100	по себе а	1	1
101	о том как	1	1
102	а тем самым	1	1
103	всего романа в	1	1
104	дело не только	1	1
105	и наконец в	1	1
106	сразу же после	1	1
107	а на деле	1	1
108	не менее чем	1	1
109	не так ли	1	1
110	лишь одна из	1	1
111	то что не	1	1
112	в художественном мире	1	1
113	и тут же	1	1
114	то или иное	1	1
115	как и его	1	1
116	в диалоге с	1	1
117	становится самим собой	1	1
118	никогда не является	1	1
119	в том же	3	1
120	за два года	1	1
121	одного из них	1	1
122	что ведет к	1	1
123	в каждом из	1	1
124	в центр художественного	1	1
125	прежде всего они	1	1
126	и обстоятельств но	1	1
127	не так как	2	1
128	мысли и чувства	1	1
129	и вследствие этого	1	1
130	молодого человека в	1	1
131	оно никогда не	1	1
132	что у него	2	1
133	с одной из	1	1
134	автора и не	1	1
135	и если бы	1	1
136	идет уже не	1	1
137	же исторична как	1	1
138	именно потому что	1	1
139	этого персонажа и	1	1
140	даже если он	1	1
141	в отношении к	1	1
142	в конце концов	1	1
143	первой части романа	1	1
144	в его художественной	1	1
145	два года до	1	1
146	в один ряд	1	1
147	не только для	1	1
148	человека и его	2	1
149	что как бы	1	1
150	признание в любви	1	1
151	имеет место в	1	1
152	бы и в	1	1
153	по сути дела	5	1
154	мы видим как	1	1
155	ю м лотман	4	1
156	все же не	1	1
157	только то что	1	1
158	на самом же	1	1
159	уже говорили о	1	1
160	или во всяком	1	1
161	и особенно в	1	1
162	в третий раз	1	1
163	и в том	1	1
164	главного героя романа	1	1
165	так ли и	1	1
166	в частности с	1	1
167	собой не что	1	1
168	в творческом процессе	4	1
169	представляет собой не	1	1
170	в одном из	2	1
171	а как бы	1	1
172	в ту эпоху	2	1
173	на трех уровнях	1	1
174	вместе с тем	1	1
175	не в его	1	1
176	и должно быть	1	1
177	ведет к тому	1	1
178	свое я в	1	1
179	самом же деле	1	1
180	а вместе с	1	1
181	по мнению бахтина	1	1
182	но при этом	1	1
183	же время он	2	1
184	имеем в виду	1	1
185	не сами по	1	1
186	это уже не	2	1
187	по возвращении в	1	1
188	ту или иную	1	1
189	точно так же	3	1
190	от себя лично	1	1
191	как один из	1	1
192	в этой борьбе	1	1
193	только в качестве	1	1
194	сознания не только	1	1
195	ю м лотмана	3	1
196	но в принципе	1	1
197	по всей видимости	1	1
198	том же году	2	1
199	да и в	1	1
200	особое место в	2	1
201	и та же	2	1
202	то и другое	1	1
203	года до этого	1	1
204	от жизни в	1	1
205	уже на первой	1	1
206	хотя и не	1	1
207	речь идет уже	1	1
208	толпы так и	1	1
209	равно как и	1	1
210	один из возможных	1	1
211	таком случае это	1	1
212	на самом деле	2	1
213	за волосы и	1	1
214	при этом она	1	1
215	я не могу	1	1
216	но уже в	1	1
217	уже не о	1	1
218	ответ на этот	1	1
219	нам представляется что	1	1
220	отвечает на вопрос	1	1
221	совершенно иного рода	1	1
222	не совместима с	1	1
223	и отношений между	1	1
224	от всех и	1	1
225	мы имеем в	1	1
226	то есть его	1	1
227	в первой части	3	1
228	в первую очередь	1	1
229	же как и	1	1
230	концепции человека в	1	1
231	в романе достоевского	5	1
232	так и в	2	1
233	одна и та	1	1
234	себя в момент	1	1
235	то есть не	2	1
236	свободе воли и	2	1
237	другой стороны и	1	1
238	я никогда не	1	1
239	мы уже говорили	2	1
240	как это имеет	1	1
241	том числе и	1	1
242	не столько к	1	1
243	приводит его к	1	1
244	в этот день	1	1
245	еще ничего не	1	1
246	с установкой на	1	1
247	действия то есть	1	1
