N	3gram	Ircho_Kome	Formalny
1	то же время	5	20
2	в то же	5	20
3	и т д	4	19
4	и т п	7	18
5	в связи с	3	16
6	во всяком случае	4	16
7	по отношению к	5	12
8	так и в	1	11
9	в этом отношении	3	11
10	бы то ни	4	10
11	в зависимости от	1	10
12	в большинстве случаев	2	9
13	с другой стороны	6	9
14	для того чтобы	3	8
15	до сих пор	3	8
16	вместе с тем	4	8
17	как мы видели	1	8
18	с одной стороны	5	8
19	в применении к	1	7
20	более или менее	1	7
21	того или иного	1	7
22	то ни было	4	7
23	в высшей степени	1	7
24	как мы знаем	1	7
25	в том что	13	6
26	сам по себе	1	6
27	в данном случае	1	6
28	смысле этого слова	1	6
29	в этом смысле	2	5
30	в отличие от	3	5
31	к тому что	3	5
32	в значительной степени	1	5
33	связи с этим	1	5
34	в той же	2	4
35	тем не менее	2	4
36	в конце концов	4	4
37	но все же	1	4
38	но и в	2	4
39	т п в	1	4
40	подобно тому как	1	4
41	с самого начала	2	4
42	хотя бы в	1	4
43	по аналогии с	1	4
44	сводится к тому	1	4
45	на этом фоне	1	3
46	и тот же	1	3
47	мы уже знаем	1	3
48	обстоит дело с	1	3
49	в том числе	4	3
50	всяком случае в	1	3
51	так или иначе	4	3
52	чтобы убедиться в	1	3
53	том числе и	1	3
54	можно говорить о	1	3
55	из всего этого	2	3
56	то же самое	2	3
57	на первый план	1	3
58	и во всяком	1	3
59	и в дальнейшем	1	3
60	и формы его	1	3
61	и не менее	1	3
62	в пределах одного	1	3
63	т е в	2	3
64	в предисловии к	1	3
65	что же касается	1	3
66	мере в какой	1	2
67	и столь же	2	2
68	но все эти	1	2
69	они должны были	1	2
70	мы не найдем	1	2
71	говоря уже о	4	2
72	с этой точки	1	2
73	друг от друга	2	2
74	совершенно очевидно что	1	2
75	ни в одной	1	2
76	одних и тех	1	2
77	но при этом	1	2
78	в том случае	1	2
79	именно потому что	2	2
80	в отношении к	1	2
81	и прежде всего	1	2
82	что это не	1	2
83	только в связи	1	2
84	и в том	1	2
85	по тем же	1	2
86	на то чтобы	1	2
87	может и не	1	2
88	это время и	1	2
89	и не всегда	1	2
90	в какой мере	1	2
91	как это было	1	2
92	так и не	1	2
93	в это время	3	2
94	этой точки зрения	1	2
95	как и в	2	2
96	в целом ряде	1	2
97	как один из	1	2
98	и тех же	1	2
99	не говоря уже	4	2
100	со всех сторон	1	2
101	в одной из	1	2
102	но уже в	1	2
103	и в их	1	2
104	в отрыве от	1	2
105	не только в	1	2
106	так же как	1	2
107	следовательно и в	1	2
108	же как мы	1	2
109	что в нем	1	2
110	или хотя бы	1	2
111	что и в	2	2
112	ни в чем	1	2
113	что он не	2	1
114	друга во времени	1	1
115	в действительности дело	1	1
116	в самом начале	3	1
117	как и во	1	1
118	в этот период	1	1
119	именно на эту	1	1
120	так и для	1	1
121	конце прошлого века	1	1
122	вслед за этим	1	1
123	сделать вывод что	2	1
124	то что он	2	1
125	до конца в	1	1
126	которые могут быть	1	1
127	по сравнению с	1	1
128	же что и	1	1
129	поэтому когда в	1	1
130	у нас в	2	1
131	было ясно что	1	1
132	содержания и формы	1	1
133	в том же	1	1
134	которых идет речь	1	1
135	в коем случае	1	1
136	и во всех	1	1
137	если они не	1	1
138	полагать что в	1	1
139	первой из них	1	1
140	вместе с ними	1	1
141	в частности в	2	1
142	если бы и	1	1
143	в сознании человека	1	1
144	что он был	1	1
145	активное участие в	1	1
146	и в философии	1	1
147	в силу этого	3	1
148	сравнивая его с	1	1
149	и в конце	1	1
150	можно сделать вывод	1	1
151	о которых идет	1	1
152	ко времени появления	1	1
153	и чаще всего	1	1
154	т п т	1	1
155	нашу задачу не	1	1
156	в этой области	2	1
157	каждого из этих	1	1
158	задачу не входит	1	1
159	п т е	1	1
160	в чем не	1	1
161	это было в	1	1
162	при ознакомлении с	1	1
163	таким образом в	2	1
164	до тех пор	1	1
165	это потребность в	1	1
166	к отказу от	1	1
167	состоит в том	1	1
168	ничего этого нет	1	1
169	была поставлена в	1	1
170	так как он	1	1
171	быть даже и	1	1
172	нет никаких оснований	1	1
173	со своей стороны	1	1
174	но не менее	1	1
175	а то и	3	1
176	следует отметить что	1	1
177	за то что	4	1
178	чуть ли не	2	1
179	но он не	1	1
180	той или иной	1	1
181	того обстоятельства что	1	1
182	большей или меньшей	1	1
183	происходит и в	1	1
184	и к их	1	1
185	на то что	2	1
186	а вместе с	1	1
