N	3gram	Losev_Prob	Formalny
1	с точки зрения	9	40
2	не может быть	5	29
3	на самом деле	5	21
4	в то же	10	20
5	и т д	20	19
6	в связи с	9	16
7	во всяком случае	8	16
8	в настоящее время	4	13
9	в самом деле	1	11
10	так и в	2	11
11	бы то ни	5	10
12	в зависимости от	3	10
13	с другой стороны	11	9
14	и не может	1	9
15	для того чтобы	4	8
16	до сих пор	4	8
17	вместе с тем	1	8
18	как мы видели	2	8
19	с одной стороны	2	8
20	более или менее	2	7
21	того или иного	5	7
22	сами по себе	8	7
23	то ни было	4	7
24	а вовсе не	3	7
25	и в этом	6	7
26	в том что	17	6
27	и в то	2	6
28	с тем что	1	6
29	сам по себе	10	6
30	в данном случае	12	6
31	не только не	5	6
32	в художественном произведении	1	6
33	смысле этого слова	1	6
34	может быть и	3	6
35	одной стороны и	1	5
36	в этом смысле	5	5
37	художественного произведения в	1	5
38	в отличие от	2	5
39	к тому что	1	5
40	мы ни взяли	2	5
41	связи с этим	1	5
42	как бы ни	1	5
43	мы не можем	2	5
44	и не в	2	4
45	в той же	1	4
46	тем не менее	23	4
47	все более и	1	4
48	в конце концов	4	4
49	более и более	1	4
50	художественное произведение как	1	4
51	как раз и	5	4
52	вовсе не является	4	4
53	но все же	1	4
54	а не в	1	4
55	то ни стало	1	4
56	но и в	2	4
57	она ни была	2	4
58	бы она ни	2	4
59	подобно тому как	2	4
60	сама по себе	11	4
61	и тот же	1	3
62	то или иное	3	3
63	при этом условии	1	3
64	обстоит дело с	1	3
65	в том числе	1	3
66	во что бы	1	3
67	так или иначе	2	3
68	то же что	1	3
69	том числе и	1	3
70	быть и речи	1	3
71	из всего этого	1	3
72	то же самое	17	3
73	самом же деле	7	3
74	только то что	4	3
75	на самом же	7	3
76	на первый план	3	3
77	и в этой	1	3
78	равно как и	2	3
79	и во всяком	3	3
80	при таком положении	1	3
81	в том смысле	4	3
82	в том чтобы	1	3
83	потому что он	6	3
84	один и тот	1	3
85	точки зрения их	1	3
86	в литературном произведении	1	3
87	и в частности	4	3
88	то и другое	1	3
89	что бы то	1	3
90	у нас не	2	3
91	и то и	1	3
92	произведения и его	1	3
93	что же касается	5	3
94	ровно ничего не	2	3
95	ни о каком	2	3
96	нам кажется что	1	3
97	по себе а	3	2
98	но оно не	1	2
99	о том как	4	2
100	том смысле что	4	2
101	отнюдь не является	3	2
102	ни о какой	1	2
103	не была бы	1	2
104	в собственном смысле	1	2
105	мы говорим о	2	2
106	не выходит за	2	2
107	хотя бы и	2	2
108	с этой точки	1	2
109	перестал бы быть	2	2
110	вовсе не в	2	2
111	вовсе не являются	3	2
112	друг от друга	3	2
113	но и с	1	2
114	но даже и	7	2
115	только тем что	1	2
116	но при этом	1	2
117	не потому что	1	2
118	именно потому что	3	2
119	иметь в виду	2	2
120	могло бы быть	2	2
121	вещей в их	1	2
122	тех или иных	7	2
123	и тем самым	3	2
124	и прежде всего	3	2
125	в том или	2	2
126	в отдельности и	2	2
127	и в других	2	2
128	тем или другим	1	2
129	на первом плане	1	2
130	в таком случае	7	2
131	только в связи	2	2
132	из того что	1	2
133	так же и	3	2
134	и входит в	1	2
135	даже и не	6	2
136	на то чтобы	1	2
137	и здесь не	1	2
138	и все же	1	2
139	и не всегда	1	2
140	связаны между собой	1	2
141	и тем же	1	2
142	в какой мере	1	2
143	имеем в виду	4	2
144	этой точки зрения	2	2
145	том или ином	3	2
146	и нисколько не	1	2
147	как и в	2	2
148	какой бы то	1	2
149	быть и не	1	2
150	от того что	1	2
151	ничего общего с	2	2
152	но и самый	1	2
153	художественном произведении как	1	2
154	по себе в	2	2
155	на этот вопрос	1	2
156	мы приходим к	1	2
157	но что же	1	2
158	не говоря уже	1	2
159	художественного произведения и	1	2
160	они находятся в	1	2
161	если же мы	1	2
162	нас не было	1	2
163	и с точки	2	2
164	одним и тем	1	2
165	в других областях	1	2
166	вовсе не есть	12	2
167	дело в том	4	2
168	в отрыве от	1	2
169	зависимости от его	1	2
170	так как они	1	2
171	не только в	2	2
172	вовсе не потому	1	2
173	так же как	3	2
174	в его содержании	1	2
175	мы имеем в	1	2
176	ни в каких	1	2
177	но отнюдь не	2	2
178	звука и его	1	2
179	в этом случае	8	2
180	что в нем	1	2
181	выходит за пределы	1	2
182	в этом понятии	2	2
183	тем что оно	1	2
184	формы и содержания	1	2
185	что же такое	3	2
186	дело не в	4	2
187	смысле что он	1	2
188	что и в	3	2
189	ни в чем	2	2
190	тот или иной	4	2
191	при таком понимании	1	2
192	мы убедились что	1	1
193	что он не	2	1
194	не связан с	1	1
195	мы возьмем слово	1	1
196	таким образом сама	1	1
197	как и во	1	1
198	это то что	2	1
199	тем более не	2	1
200	получает свое значение	1	1
201	и как бы	2	1
202	имели в виду	1	1
203	этого слова в	1	1
204	которого он является	1	1
205	находятся в непрерывном	1	1
206	вполне понятно что	1	1
207	самостоятельное значение и	4	1
208	по себе но	2	1
209	не может отвлечься	1	1
210	в литературе и	1	1
211	выдвинуть на первый	1	1
212	его исторического развития	1	1
213	бы мы ни	1	1
214	которые могут быть	1	1
215	здесь может быть	1	1
216	по сравнению с	3	1
217	в его основе	1	1
218	отраженной в ней	2	1
219	в процессе изучения	1	1
220	у нас в	2	1
221	и связанные с	1	1
222	чем он отличается	1	1
223	содержания и формы	1	1
224	что они не	1	1
225	оказывается вовсе не	1	1
226	не значит что	2	1
227	ни к каким	1	1
228	которых идет речь	1	1
229	мы замечаем что	1	1
230	мы еще не	1	1
231	в своей основе	1	1
232	в ней действительности	2	1
233	необходимо обратить внимание	1	1
234	произведении как о	1	1
235	и не будет	1	1
236	широком смысле слова	2	1
237	бы к тому	1	1
238	в ней как	1	1
239	имеет никакого отношения	1	1
240	только при условии	2	1
241	и то же	5	1
242	в художественном образе	2	1
243	все это уже	1	1
244	время и в	1	1
245	если бы и	1	1
246	себя в нем	1	1
247	одного и того	1	1
248	это не значит	1	1
249	уже потому что	1	1
250	конкретных вещей и	1	1
251	мы и называем	1	1
252	художественной структуры так	1	1
253	чего бы то	2	1
254	том и заключается	1	1
255	вовсе не обязательно	1	1
256	в виду именно	2	1
257	прежде всего мы	1	1
258	с другими художественными	1	1
259	здесь не в	3	1
260	когда говорят о	1	1
261	этом смысле и	1	1
262	как и всякий	1	1
263	это не просто	1	1
264	и все эти	1	1
265	настолько велико что	1	1
266	но в этих	1	1
267	для нас это	1	1
268	что в этом	1	1
269	том что этот	1	1
270	мы все время	1	1
271	в чем не	2	1
272	возникновения и развития	1	1
273	мы совершенно не	1	1
274	но если бы	3	1
275	а потому что	1	1
276	и никогда не	1	1
277	мы и можем	1	1
278	по себе не	1	1
279	таким образом в	1	1
280	есть уже не	1	1
281	они вовсе не	2	1
282	каждой из них	1	1
283	и в нашем	1	1
284	есть не что	6	1
285	чем иным как	2	1
286	же и в	1	1
287	и того же	1	1
288	чем глубже и	1	1
289	слова вовсе не	1	1
290	в первой главе	1	1
291	языка из всего	1	1
292	он перестал бы	1	1
293	в целом и	1	1
294	художественное произведение в	1	1
295	между знаком и	2	1
296	только в плохих	1	1
297	ни к какому	2	1
298	художественного произведения можно	1	1
299	к вопросу о	1	1
300	быть даже и	2	1
301	то мы можем	1	1
302	это значит что	8	1
303	и в его	3	1
304	но и к	1	1
305	для нас важно	1	1
306	той или другой	6	1
