N	2gram	Tiupa_Anal	DiskursI
1	в качестве	38	72
2	а не	25	60
3	может быть	33	56
4	не только	30	49
5	и в	30	49
6	как и	23	47
7	тогда как	30	47
8	при этом	20	46
9	и не	33	44
10	в том	36	44
11	представляет собой	23	41
12	то есть	19	41
13	том что	21	40
14	в этом	31	38
15	в себе	17	37
16	состоит в	16	37
17	в частности	32	36
18	но и	29	35
19	и т.п	13	32
20	своего рода	12	32
21	но не	13	31
22	отличие от	8	28
23	со стороны	5	28
24	но в	11	28
25	так и	16	28
26	в отличие	8	27
27	не может	26	27
28	по своей	6	26
29	как в	3	25
30	такого рода	6	24
31	коммуникативного события	15	24
32	отнюдь не	22	23
33	еще не	5	23
34	в рамках	5	23
35	а также	8	20
36	в своей	7	19
37	все же	4	19
38	в нем	3	19
39	прежде всего	8	19
40	лирического героя	2	18
41	далеко не	6	18
42	в основе	6	18
43	то же	12	17
44	в данном	6	17
45	с другой	7	17
46	в мире	14	17
47	по отношению	10	17
48	отношению к	9	17
49	точки зрения	10	16
50	только в	8	16
51	о том	11	15
52	художественного письма	2	15
53	то что	11	15
54	роль в	3	15
55	в его	15	15
56	не менее	5	14
57	можно сказать	6	14
58	одной стороны	6	14
59	с одной	7	14
60	не в	17	14
61	картины мира	2	14
62	не является	3	14
63	это не	7	14
64	или иной	8	14
65	речевого общения	1	13
66	как бы	15	13
67	для него	5	13
68	в целом	9	13
69	в своих	1	12
70	ведет к	3	12
71	при всей	4	12
72	в своем	2	12
73	того же	7	12
74	природе своей	3	12
75	и на	10	12
76	и все	5	12
77	данном случае	3	12
78	являет собой	4	12
79	система ценностей	1	11
80	по мысли	3	11
81	как правило	7	11
82	по природе	4	11
83	не было	1	11
84	не сводится	2	11
85	столь же	7	11
86	что в	7	11
87	с его	3	11
88	и как	6	11
89	в тексте	26	11
90	не столько	5	10
91	той или	8	10
92	а с	3	10
93	для себя	3	10
94	вследствие этого	5	10
95	а в	11	10
96	же время	7	10
97	также и	3	10
98	высказывания в	4	10
99	и т.д	4	10
100	в них	1	9
101	уже не	6	9
102	себя в	8	9
103	внимание на	3	9
104	коммуникативное событие	6	9
105	между тем	7	9
106	в силу	4	9
107	в то	10	9
108	героя в	2	9
109	сводится к	6	9
110	художественного целого	15	9
111	еще в	4	9
112	тем самым	9	9
113	в этих	3	8
114	и даже	10	8
115	в соответствии	2	8
116	к тому	12	8
117	в котором	5	8
118	в противоположность	4	8
119	в одном	3	8
120	из них	2	8
121	хотя и	4	8
122	в себя	8	8
123	он не	4	8
124	если в	3	8
125	не следует	6	8
126	жизни в	1	8
127	совпадает с	6	8
128	потому что	3	8
129	соответствии с	3	8
130	этом отношении	5	8
131	человека в	1	8
132	как уже	5	8
133	не с	8	8
134	очевидным образом	2	8
135	и о	3	8
136	коммуникативной ситуации	1	7
137	о чем	3	7
138	другой стороны	2	7
139	с позиций	2	7
140	в притче	1	7
141	таким образом	5	7
142	иначе говоря	17	7
143	одной из	2	7
144	что и	5	7
145	тому же	6	7
146	его в	2	7
147	к этому	2	7
148	в этой	12	7
149	я в	5	7
150	могут быть	12	7
151	в рассказе	2	7
152	например в	1	7
153	ни в	5	7
154	в составе	2	7
155	в процессе	2	7
156	приводит к	2	7
157	перед нами	1	7
158	с позиции	2	7
159	присутствия в	4	7
160	той же	4	7
161	но это	1	7
162	и для	3	7
163	основе своей	2	7
164	нового времени	1	7
165	в пределах	11	7
166	лишь в	12	7
167	в ходе	5	7
168	и ее	1	7
169	и его	9	7
170	мира в	2	7
171	литературного дискурса	1	6
172	не как	2	6
173	одно из	2	6
174	однако при	3	6
175	лирической поэзии	1	6
176	именно в	6	6
177	конечном счете	5	6
178	и того	5	6
179	в противовес	3	6
180	времени в	4	6
181	в контексте	5	6
182	одна из	1	6
183	крайней мере	4	6
184	никогда не	4	6
185	то в	2	6
186	в принципе	8	6
187	сказать и	1	6
188	с точки	6	6
189	в ее	2	6
190	в ситуации	3	6
191	в конечном	6	6
192	не знает	4	6
193	во всех	5	6
194	однако в	4	6
195	в особенности	1	6
196	в сущности	10	6
197	и то	4	6
198	имеет место	6	6
199	и одновременно	4	6
200	значении этого	8	6
201	что он	3	6
202	к его	3	6
203	в которых	1	6
204	по крайней	4	6
205	что же	3	6
206	здесь не	2	6
207	своей коммуникативной	2	6
208	времени и	7	6
209	дискурсивной практики	1	6
210	по рассуждению	3	6
211	тому как	5	6
212	и может	1	6
213	отношение к	2	6
214	одного из	4	6
215	в той	8	5
216	субъекта в	2	5
217	исходя из	5	5
218	может служить	3	5
219	строго говоря	3	5
220	в виду	2	5
221	нарративного дискурса	1	5
222	мысль о	2	5
223	к своим	1	5
224	в ряду	2	5
225	в первую	1	5
226	было в	1	5
227	своей природе	1	5
228	в другом	4	5
229	не всегда	4	5
230	говорить о	3	5
231	для данного	3	5
232	не обязательно	1	5
233	значительной степени	1	5
234	не вполне	2	5
235	свою очередь	1	5
236	за рамки	2	5
237	к ним	1	5
238	сказать что	2	5
239	на протяжении	2	5
240	к себе	1	5
241	несмотря на	5	5
242	проявляется в	4	5
243	как раз	5	5
244	я и	8	5
245	дискурса как	2	5
246	так сказать	1	5
247	же касается	1	5
248	в сторону	6	5
249	внутренней речи	9	5
250	перформативный дискурс	1	5
251	на этом	4	5
252	текста а	6	5
253	эстетической деятельности	4	5
254	но при	2	5
255	рода в	1	5
256	с ее	2	5
257	тем что	2	5
258	одного и	2	5
259	во второй	3	5
260	первую очередь	1	5
261	но одновременно	1	5
262	во втором	1	5
263	один из	4	5
264	представляют собой	4	5
265	по слову	1	5
266	подобно тому	5	5
267	себе не	2	5
268	за пределы	6	5
269	оно не	1	5
270	самого рассказывания	4	5
271	в свою	1	5
272	в значительной	1	5
273	известной степени	1	5
274	переход от	1	5
275	принадлежит к	1	5
276	ничего не	10	5
277	того что	5	5
278	в литературе	4	5
279	о нем	4	5
280	художественного дискурса	1	5
281	здесь в	2	5
282	несет в	1	5
283	по словам	1	5
284	в ней	1	5
285	и состоит	5	5
286	не предполагает	2	5
287	мира и	1	5
288	в их	8	5
289	и потому	2	5
290	в акте	2	5
291	из этих	2	5
292	по бахтину	2	5
293	что касается	4	5
294	коммуникативной стратегии	1	5
295	в концовке	1	5
296	же самое	3	5
297	как будто	6	5
298	не к	3	5
299	в самом	12	4
300	и к	5	4
301	и составляет	2	4
302	человеческой жизни	1	4
303	действующее лицо	1	4
304	в равной	4	4
305	оказывается не	2	4
306	по выражению	4	4
307	говорит о	5	4
308	в году	1	4
309	в результате	3	4
310	по мере	1	4
311	а напротив	3	4
312	в первом	3	4
313	и до	3	4
314	в жизни	1	4
315	его на	1	4
316	отличается от	3	4
317	во всяком	1	4
318	и рецептивной	4	4
319	восходит к	2	4
320	между двумя	7	4
321	следует отнести	1	4
322	повествовательного дискурса	1	4
323	только на	3	4
324	из виду	3	4
325	и представляет	4	4
326	по преимуществу	4	4
327	стороны адресата	1	4
328	указать на	1	4
329	об одном	1	4
330	в произведении	7	4
331	тем не	3	4
332	аналогии с	1	4
333	связи с	2	4
334	не о	3	4
335	будто бы	4	4
336	полной мере	3	4
337	одним из	3	4
338	адресата к	1	4
339	что не	3	4
340	который по	1	4
341	жизненной позиции	5	4
342	я не	2	4
343	не есть	8	4
344	одном из	1	4
345	по себе	6	4
346	частной жизни	1	4
347	коммуникативным событием	2	4
348	и тем	4	4
349	как это	5	4
350	рассказывания в	1	4
351	о событиях	1	4
352	хотя в	1	4
353	это в	1	4
354	силу своей	3	4
355	речевой акт	1	4
356	и есть	3	4
357	события в	2	4
358	или иного	3	4
359	в культуре	3	4
360	однако и	1	4
361	на эпизоды	1	4
362	с ним	6	4
363	из того	5	4
364	не могут	3	4
365	особого рода	9	4
366	не более	4	4
367	между которыми	1	4
368	и адресата	2	4
369	произведение в	2	4
370	к другому	1	4
371	свое время	3	4
372	генезиса литературных	1	4
373	более чем	4	4
374	в становлении	1	4
375	принципиально не	3	4
376	высказывания и	3	4
377	на примере	3	4
378	претендовать на	1	4
379	в данной	1	4
380	и во	3	4
381	жанровая стратегия	1	4
382	и дискурс	1	4
383	мире в	1	4
384	до известной	1	4
385	неотделимо от	2	4
386	текста в	18	4
387	этом случае	4	4
388	в свое	3	4
389	зависит от	1	4
390	того и	5	4
391	мы имеем	9	4
392	во внешнем	4	4
393	есть в	4	4
394	поведения в	2	4
395	и др	1	4
396	со своим	4	4
397	слова не	1	4
398	целого высказывания	1	4
399	свидетеля и	1	4
400	или в	2	4
401	объекта и	3	4
402	с той	2	4
403	в какой	3	4
404	по своему	1	4
405	на его	4	4
406	вследствие чего	1	4
407	того или	3	4
408	может иметь	2	4
409	в полной	3	4
410	одну из	2	4
411	по формуле	1	4
412	частности в	2	4
413	человеческого сознания	1	4
414	для обозначения	2	4
415	организации текста	6	4
416	н.д тамарченко	1	4
417	и.п смирнов	2	4
418	может и	2	4
419	настоящего времени	1	4
420	в е	1	4
421	или напротив	3	4
422	более того	4	4
423	является в	1	3
424	говоря уже	1	3
425	жизненных позиций	2	3
426	рассказ о	3	3
427	которая в	3	3
428	дело с	5	3
429	к числу	1	3
430	выступают в	1	3
431	событийного ряда	1	3
432	существенно для	1	3
433	рассмотренных выше	1	3
434	не бывает	1	3
435	более или	2	3
436	но все	1	3
437	и сам	4	3
438	к другим	2	3
439	их в	1	3
440	места времени	1	3
441	на первый	1	3
442	первый взгляд	1	3
443	в действительности	2	3
444	вопрос о	2	3
445	речевого акта	1	3
446	входит в	1	3
447	композиционная форма	2	3
448	принадлежащих к	1	3
449	как на	1	3
450	художественное высказывание	1	3
451	имеем дело	7	3
452	тут же	2	3
453	научного мышления	2	3
454	в лингвистике	1	3
455	и он	1	3
456	вплоть до	2	3
457	о событии	1	3
458	обнаруживается в	1	3
459	к анекдоту	1	3
460	своего другого	1	3
461	или не	2	3
462	в которой	3	3
463	исторической поэтики	2	3
464	и приводит	1	3
465	по аналогии	1	3
466	на себя	5	3
467	в области	4	3
468	между собой	2	3
469	как у	1	3
470	ивана петровича	1	3
471	здесь как	1	3
472	о себе	2	3
473	но как	1	3
474	выступает в	2	3
475	своей жанровой	1	3
476	дистанции между	1	3
477	этой причине	2	3
478	креативной и	1	3
479	одно и	2	3
480	и что	2	3
481	в тех	1	3
482	для человека	2	3
483	героя как	2	3
484	не просто	2	3
485	то ни	3	3
486	равной степени	2	3
487	было бы	4	3
488	не будучи	1	3
489	его как	3	3
490	о его	5	3
491	и от	1	3
492	бы быть	3	3
493	и по	2	3
494	рассказ в	1	3
495	в точке	1	3
496	не случайно	11	3
497	имеет дело	1	3
498	еще одно	1	3
499	угадывается в	1	3
500	мире и	2	3
501	жизненного поведения	1	3
502	из возможных	2	3
503	петровича белкина	1	3
504	в специальном	2	3
505	и вследствие	1	3
506	должна быть	1	3
507	с миром	1	3
508	содержит в	3	3
509	не требует	1	3
510	различного рода	3	3
511	речи как	1	3
512	литературного произведения	50	3
513	текста и	10	3
514	оказывается в	2	3
515	говорящего и	1	3
516	заключается в	2	3
517	в романе	2	3
518	обоих случаях	2	3
519	отношения к	4	3
520	присутствует в	1	3
521	как не	1	3
522	вместе с	6	3
523	перед лицом	6	3
524	не имеет	1	3
525	да и	2	3
526	о котором	1	3
527	всей своей	1	3
528	уже говорилось	5	3
529	дискурс в	2	3
530	в главе	1	3
531	и более	5	3
532	языка и	2	3
533	это понятие	1	3
534	своей собственной	2	3
535	который не	2	3
536	идет о	1	3
537	на том	1	3
538	автора и	4	3
539	художественной целостности	1	3
540	сочетании с	7	3
541	в обоих	3	3
542	текста к	2	3
543	в сказке	1	3
544	речи в	3	3
545	тем же	1	3
546	как мы	3	3
547	может оказаться	1	3
548	то она	1	3
549	к миру	1	3
550	всяком случае	1	3
551	по этой	2	3
552	жизни не	1	3
553	жизни но	3	3
554	в сочетании	7	3
555	ему в	3	3
556	мог быть	1	3
557	они не	1	3
558	произведения как	8	3
559	том числе	3	3
560	уже в	1	3
561	мы не	1	3
562	еще и	1	3
563	внешнем мире	2	3
564	при встрече	4	3
565	в формах	1	3
566	в полном	2	3
567	с их	2	3
568	место в	3	3
569	однако не	4	3
570	что ни	2	3
571	этого рода	2	3
572	а о	1	3
573	текста не	3	3
574	виду что	1	3
575	жанровой стратегии	2	3
576	не подлежит	1	3
577	все эти	3	3
578	или даже	3	3
579	ли не	1	3
580	в новом	2	3
581	об этом	1	3
582	или менее	2	3
583	особенно в	9	3
584	знаменательно что	1	3
585	мере в	4	3
586	не говоря	2	3
587	том случае	1	3
588	как коммуникативного	1	3
589	личности в	4	3
590	а его	1	3
591	как представляется	1	3
592	некоторого рода	2	3
593	хотя бы	4	3
594	в речевом	2	3
595	дело не	5	3
596	когда он	1	3
597	эстетического переживания	2	3
598	референтная компетенция	1	3
599	ван дейк	2	3
600	в начале	3	3
601	при всем	1	3
602	герой не	1	3
603	событием самого	1	3
604	в организации	2	3
605	числе и	1	3
606	указывает на	1	3
607	качестве коммуникативного	1	3
608	слова в	1	3
609	от мифа	1	3
610	жизни и	1	3
611	правило не	2	3
612	уже о	1	3
613	бытия в	1	3
614	событий и	2	3
615	для этого	2	3
616	и наконец	2	3
617	что на	3	3
618	может претендовать	1	3
619	мира с	1	3
620	во всем	1	2
621	для всех	1	2
622	в душе	1	2
623	различия в	1	2
624	нельзя как	1	2
625	и читателем	1	2
626	конструктивная роль	1	2
627	все люди	1	2
628	граница между	1	2
629	он всегда	1	2
630	с этой	2	2
631	или по	1	2
632	еще более	1	2
633	эстетического объекта	11	2
634	создает эффект	1	2
635	те же	3	2
636	не являются	2	2
637	требует от	1	2
638	такова что	2	2
639	как было	1	2
640	речевого строя	2	2
641	я героя	3	2
642	следует понимать	2	2
643	или во	1	2
644	науках о	1	2
645	к ролевому	1	2
646	и с	2	2
647	о мире	1	2
648	согласно рассуждению	1	2
649	за ним	2	2
650	коммуникативная ситуация	1	2
651	в.т и	1	2
652	своем значении	1	2
653	упускать из	2	2
654	данный текст	2	2
655	письма не	1	2
656	в собственном	3	2
657	только через	2	2
658	мысли о	1	2
659	собой не	2	2
660	лица в	1	2
661	большей или	4	2
662	за которыми	1	2
663	своего присутствия	1	2
664	речь идет	2	2
665	воспринимающего сознания	5	2
666	так например	2	2
667	обращение к	1	2
668	определяется не	1	2
669	собою не	1	2
670	реальности и	2	2
671	в центр	1	2
672	к художественной	1	2
673	преданий о	1	2
674	текста так	2	2
675	первого лица	1	2
676	для того	4	2
677	адресата и	2	2
