N	2gram	Propp_Isto	Myshleni
1	в том	14	195
2	в этом	19	167
3	то что	12	166
4	и в	41	162
5	том что	18	161
6	таким образом	15	147
7	точки зрения	4	143
8	что в	21	119
9	мышления и	1	117
10	не только	30	116
11	того что	7	109
12	так же	6	100
13	потому что	13	95
14	того чтобы	1	91
15	может быть	19	89
16	с точки	1	89
17	что он	29	86
18	не может	19	81
19	как и	8	79
20	для того	2	78
21	так как	21	78
22	и не	12	78
23	только в	10	75
24	в целом	2	74
25	как мы	6	72
26	но и	20	70
27	в его	4	67
28	сказать что	5	65
29	как бы	8	64
30	вместе с	17	62
31	представляет собой	8	60
32	и что	15	60
33	было бы	4	60
34	в качестве	5	60
35	то же	12	58
36	в основе	2	58
37	между собой	1	53
38	в силу	2	53
39	что мы	3	53
40	в самом	2	52
41	мы должны	7	50
42	ребенка и	1	49
43	к тому	4	49
44	что они	5	48
45	тем что	11	48
46	мы можем	11	48
47	тогда когда	3	47
48	на основе	1	47
49	мы не	10	47
50	если бы	3	46
51	по отношению	3	45
52	но не	8	45
53	с другой	20	45
54	с тем	8	43
55	же как	6	43
56	тем самым	3	43
57	тому что	2	42
58	как это	6	42
59	отношению к	3	42
60	о том	15	40
61	по своей	1	40
62	одной стороны	12	40
63	никогда не	16	39
64	говорит он	1	39
65	с одной	12	39
66	так и	8	39
67	мы видели	17	38
68	в области	3	38
69	и к	1	37
70	вопрос о	6	37
71	если мы	1	37
72	мы видим	14	37
73	не в	12	37
74	в этой	2	37
75	в своем	3	36
76	все эти	8	36
77	как в	17	36
78	а не	9	36
79	и его	11	36
80	того же	3	35
81	с другом	1	35
82	можно было	3	35
83	в себе	3	35
84	в которой	2	35
85	друг с	1	35
86	он не	8	35
87	для себя	1	35
88	связи с	3	34
89	и как	3	34
90	приводит к	1	34
91	прежде всего	6	33
92	при этом	7	33
93	по себе	2	33
94	именно в	2	32
95	и на	12	32
96	что оно	1	32
97	нас к	5	32
98	по своему	1	32
99	же самое	1	32
100	что и	13	32
101	и тем	4	32
102	но в	7	32
103	все же	14	31
104	и то	3	31
105	на то	5	30
106	этого слова	1	29
107	как известно	1	29
108	могут быть	3	29
109	показывает что	12	29
110	от того	4	29
