N	4gram	Losev_Prob	Literetu
1	в то же время	1	21
2	состоит в том что	1	8
3	не говоря уже о	2	6
4	с этой точки зрения	2	5
5	бы то ни было	2	4
6	в том числе и	1	3
7	только в том что	1	2
8	дело в том что	4	2
9	в том что его	1	2
10	же самое можно сказать	1	2
11	то же самое можно	1	2
12	эти и подобные им	1	2
13	не только в том	2	2
14	о том что не	1	2
15	все хотят увидеть всех	1	2
16	в виду не только	1	1
17	не что иное как	3	1
18	и в частности для	1	1
19	и тем не менее	1	1
20	вопрос о том как	1	1
21	себе в третьем лице	1	1
22	человека в этом же	1	1
23	все более и более	1	1
24	видит в том что	1	1
25	в том что в	1	1
26	означает не что иное	1	1
27	здесь как и во	1	1
28	в войне и мире	1	1
29	с другой стороны он	1	1
30	и вместе с тем	2	1
31	в такой же мере	1	1
32	но так или иначе	1	1
33	о себе в третьем	1	1
34	с точки зрения которого	1	1
35	бы ни были его	1	1
36	в том что он	2	1
37	имеется в виду не	1	1
38	той или иной мере	2	1
39	каковы бы ни были	1	1
40	мандельштам еще в году	1	1
41	не имеет ничего общего	2	1
42	имеет ничего общего с	1	1
43	в той или иной	2	1
44	но в то же	2	1
45	одним и тем же	1	1
46	том числе и в	1	1
47	мы имеем дело с	1	1
