N	2gram	Vygotskiy_	Istorich
1	и в	55	181
2	и т	36	160
3	т д	10	142
4	т е	3	133
5	может быть	35	115
6	не только	25	114
7	что он	17	111
8	мы имеем	7	102
9	что в	39	90
10	но и	12	85
11	в этом	21	81
12	так как	28	75
13	то что	47	73
14	таким образом	38	72
15	вместе с	10	71
16	и не	24	67
17	мы видим	8	65
18	все же	9	65
19	в этих	6	64
20	еще не	2	63
21	не может	30	61
22	так же	29	57
23	то же	17	56
24	никогда не	13	56
25	в том	55	53
26	том что	30	53
27	а в	10	52
28	с другой	7	52
29	потому что	27	52
30	и что	28	51
31	и здесь	3	51
32	что и	27	51
33	мы видели	2	49
34	а не	18	48
35	о том	11	48
36	его в	3	47
37	не в	19	47
38	другой стороны	7	46
39	и пр	1	44
40	мы должны	4	44
41	но в	5	44
42	это не	1	43
43	и его	14	43
44	мы знаем	8	42
45	этот случай	1	42
46	в нем	5	42
47	только в	18	42
48	показывает что	6	42
49	как в	17	42
50	представление о	6	41
51	или в	2	39
52	тем что	7	38
53	и на	6	38
54	в его	8	38
55	для нас	5	38
56	как и	25	37
57	уже не	3	37
58	он не	8	37
59	что здесь	2	37
60	так и	6	37
61	знаем что	4	36
62	мы увидим	4	36
63	мы можем	6	36
64	что они	7	35
65	с тем	11	35
66	мы не	15	35
67	здесь мы	1	35
68	все эти	7	35
69	не всегда	2	34
70	связи с	2	34
71	но не	5	34
72	у него	4	34
73	что это	12	34
74	видим что	5	34
75	представления о	2	33
76	же как	8	33
77	там где	5	33
78	об этом	3	33
79	сих пор	8	32
80	в качестве	3	32
81	один из	6	31
82	прежде всего	5	31
83	то это	3	31
84	так в	1	31
85	представляет собой	2	31
86	власть над	1	31
87	ничего не	4	31
88	с этим	7	30
89	с одной	6	30
90	в русской	1	30
91	до сих	8	30
92	к нему	3	30
93	при помощи	27	30
94	но все	1	29
95	одной стороны	7	29
96	как мы	2	29
97	но это	3	29
98	и другие	5	28
99	что она	11	28
100	и с	5	28
101	например в	5	28
102	так что	8	27
103	могут быть	15	27
104	того что	15	27
105	как он	4	27
106	как это	8	26
107	на него	2	26
108	и др	1	26
109	предположить что	1	26
110	в ней	3	26
111	вопрос о	3	25
112	не менее	9	24
113	к этому	5	24
114	было бы	14	24
115	того как	5	24
116	если бы	10	24
117	что мы	9	24
118	их в	4	23
119	как бы	11	23
120	точно так	6	23
121	и это	6	23
122	показывают что	2	23
123	тем не	6	23
124	в этой	5	23
125	все это	11	23
126	когда он	11	23
127	в частности	6	23
128	и по	7	22
129	с ним	2	22
130	при этом	28	22
131	связано с	1	21
132	в другом	1	21
133	в одном	4	21
134	сказать что	12	21
135	совершенно ясно	22	21
136	о смерти	1	21
137	в связи	3	21
138	должны были	2	21
139	к тому	8	21
140	они не	1	21
141	из них	4	20
142	из этих	6	20
143	она не	6	20
144	наряду с	3	20
145	одна из	5	20
146	в свете	3	20
147	в других	3	20
148	очень часто	4	20
149	в силу	4	20
150	видели что	2	20
151	а затем	1	19
152	с собой	1	19
153	так например	1	19
154	что у	8	19
155	на том	2	19
156	но он	3	19
157	в тех	2	19
158	в другой	3	19
159	все еще	1	19
160	на то	17	19
161	и как	9	19
162	после того	2	19
163	живет в	2	19
164	и говорит	1	18
165	в то	8	18
166	что этот	3	18
167	в данном	1	18
168	вовсе не	7	18
169	в них	4	17
170	нас к	1	17
171	можно найти	1	17
172	очень много	1	17
173	том как	2	17
174	то и	2	17
175	по существу	6	17
176	дело не	1	17
177	и только	5	17
178	или он	1	16
179	герой в	1	16
180	во всех	4	16
181	этот вопрос	2	16
182	возможно что	1	16
183	то мы	1	16
184	в котором	5	16
185	не вполне	1	16
186	и действительно	1	16
187	и все	8	16
188	со стороны	5	16
189	перед нами	1	16
190	связана с	1	16
191	даже в	2	15
192	в пределах	1	15
193	увидим что	3	15
194	за тридевять	1	15
195	что при	8	15
196	в особенности	3	15
197	и то	4	15
198	в своей	6	15
199	в которых	5	15
200	данном случае	1	15
201	его и	4	15
202	и там	2	15
203	в одной	3	15
204	и эти	2	15
205	как будто	10	15
206	и даже	11	15
207	на его	3	15
208	и тем	5	15
209	он в	2	15
210	тот кто	2	15
211	в целом	8	15
212	с этой	8	14
213	от него	2	14
214	но мы	3	14
215	находится в	1	14
216	можно было	4	14
217	мы еще	1	14
218	в него	4	14
219	и ее	4	14
220	одной из	1	14
221	на вопрос	4	14
222	у нас	4	14
223	образом мы	1	14
224	его на	1	14
225	должна быть	3	14
226	и есть	5	14
227	из которых	5	14
228	увидим ниже	1	14
229	с того	2	14
230	тридевять земель	1	14
231	такое же	3	14
232	должен был	1	14
233	а также	1	14
234	отношение к	3	14
235	и наконец	2	14
236	в своем	3	13
237	на котором	2	13
238	время как	6	13
239	по себе	21	13
240	то время	6	13
