N	2gram	Vygotskiy_	EvropaiE
1	и в	65	37
2	в отношении	1	32
3	точки зрения	19	23
4	что в	36	21
5	не только	16	18
6	с точки	11	17
7	в то	5	16
8	то же	17	15
9	хотя бы	3	15
10	отношении к	1	15
11	в качестве	2	14
12	и не	20	14
13	но и	6	14
14	в своем	8	14
15	но в	5	14
16	в этом	37	12
17	в том	46	11
18	в их	3	11
19	с и	6	10
20	так и	3	10
21	в себе	9	9
22	прежде всего	2	9
23	только в	9	9
24	в смысле	1	9
25	все более	4	9
26	так же	12	9
27	не может	17	9
28	отнюдь не	2	9
29	с одной	7	8
30	в ее	9	8
31	в своей	6	8
32	одной стороны	6	8
33	между тем	10	8
34	было бы	22	8
35	думать что	3	8
36	к тому	18	8
37	так как	13	7
38	того что	9	7
39	а также	1	7
40	как и	12	7
41	между прочим	1	7
42	по своему	6	7
43	также и	1	7
44	с другой	8	7
45	нам кажется	2	7
46	то есть	30	6
47	с этой	5	6
48	и даже	4	6
49	вслед за	4	6
50	и на	7	6
51	том что	28	6
52	вовсе не	11	6
53	во всех	4	6
54	может быть	33	6
55	того чтобы	21	6
56	для того	18	6
57	то что	61	6
58	как бы	29	6
59	на то	25	6
60	в той	8	5
61	как нам	1	5
62	тем самым	4	5
63	в виде	5	5
64	этой точки	2	5
65	не в	12	5
66	но не	3	5
67	к которым	7	5
68	от этого	4	5
69	со стороны	4	5
70	и потому	1	5
71	которую мы	5	5
72	в течение	5	5
73	же как	3	5
74	в частности	3	5
75	как мы	12	5
76	столь же	5	5
77	но если	6	5
78	и по	2	5
79	в самом	41	4
80	бы то	1	4
81	то в	1	4
82	мы не	7	4
83	даже в	2	4
84	того или	2	4
85	для нас	14	4
86	не на	1	4
87	и притом	1	4
88	именно в	3	4
89	по себе	5	4
90	не имеет	8	4
91	в каком	8	4
92	тем более	2	4
93	или иного	2	4
94	как это	13	4
95	несмотря на	7	4
96	к ней	3	4
97	в ней	23	4
98	сказать что	14	4
99	можно сказать	2	4
100	независимо от	2	4
101	и к	5	3
102	говорит о	6	3
103	применении к	1	3
104	и мы	19	3
105	можно ли	1	3
106	она в	4	3
107	в применении	1	3
108	из всех	3	3
109	в определенном	1	3
110	можно считать	1	3
111	этом отношении	1	3
112	по общему	1	3
113	с более	1	3
114	ее в	7	3
115	что и	7	3
116	в результате	3	3
117	мы можем	12	3
118	не является	2	3
119	можно было	7	3
120	на себя	1	3
121	не более	3	3
122	и некоторые	1	3
123	дело в	1	3
124	тем что	7	3
125	очевидно что	4	3
126	в таком	6	3
127	в стороне	1	3
128	как в	8	3
129	жизни в	1	3
130	в которых	9	3
131	по своим	2	3
132	в известном	1	3
133	с другом	2	3
134	бы ни	1	3
135	в них	4	3
136	во всяком	6	3
137	тем в	3	3
138	ни на	1	3
139	бы и	2	3
140	во все	1	3
141	в данном	5	3
142	ли это	3	3
143	идет о	8	3
144	в свою	6	3
145	представляет собой	3	3
146	потому что	26	3
147	время в	5	3
148	и тем	4	3
149	во второй	1	3
150	когда он	8	3
151	не будет	2	3
152	и для	4	3
153	заключает в	1	3
154	примкнуть к	1	3
155	уже и	1	3
156	себе в	1	3
157	к ним	3	3
158	как на	9	3
159	с тем	14	3
160	это так	1	3
161	и от	1	3
162	место в	6	3
163	о том	17	3
164	в общем	4	3
165	и прежде	2	3
166	мы видели	7	3
167	там где	7	3
168	и только	8	3
169	друг с	2	3
170	всяком случае	6	3
171	не из	1	3
172	того же	4	3
173	из них	10	3
174	никогда не	9	3
175	сплошь и	1	2
176	всего в	1	2
177	таким образом	21	2
178	иначе говоря	10	2
179	утверждать что	2	2
180	и то	10	2
181	в другой	1	2
182	и во	3	2
183	тем меньше	1	2
184	мы видим	15	2
185	в гораздо	1	2
186	и этот	6	2
187	по преимуществу	2	2
188	их из	1	2
189	данном случае	5	2
190	если в	2	2
191	и сейчас	2	2
192	второй половине	1	2
193	и того	1	2
194	должна быть	5	2
195	но еще	1	2
196	совершенно очевидно	3	2
197	тогда когда	2	2
198	и имеет	1	2
199	в его	11	2
200	свою очередь	3	2
201	одна и	2	2
202	еще более	2	2
203	тому чтобы	4	2
204	что это	19	2
205	это значит	4	2
206	хотя и	1	2
207	с этим	11	2
208	будет ли	1	2
209	которого мы	1	2
210	в некоторых	2	2
211	и тут	2	2
212	и если	13	2
213	и рядом	1	2
214	из того	1	2
215	например с	1	2
216	для них	1	2
217	с другими	1	2
218	другой стороны	5	2
219	в европейской	2	2
220	участие в	1	2
221	наше внимание	3	2
222	в этих	3	2
223	не могут	2	2
224	всех прочих	2	2
225	но с	2	2
226	могут стать	1	2
227	в своих	6	2
228	как же	2	2
229	если бы	22	2
230	или в	6	2
231	в свои	1	2
232	и с	4	2
233	и можно	1	2
234	заключается в	13	2
235	и все	14	2
236	и совершенной	1	2
237	и эта	3	2
238	дошла до	1	2
239	в не	1	2
240	за тем	1	2
241	или хотя	1	2
242	относятся к	1	2
243	в какой	8	2
244	имеет место	2	2
245	вместе с	10	2
246	долгое время	1	2
247	и как	10	2
248	нас к	1	2
249	как не	3	2
250	есть в	3	2
251	но по	2	2
252	не есть	1	2
253	в порядке	4	2
254	в мире	3	2
255	дело идет	2	2
256	между собой	2	2
257	между ними	1	2
258	сравнению с	1	2
259	поскольку он	1	2
260	в сторону	2	2
261	бы совершенно	6	2
262	в эту	2	2
263	и таким	1	2
264	в других	1	2
265	а именно	1	2
266	совершенно прав	4	2
267	к той	1	2
268	такое предположение	1	2
269	бы о	1	2
270	только одно	3	2
271	что эти	5	2
272	которое существует	1	2
273	ко всему	1	2
274	но как	3	2
275	все другие	2	2
276	только к	1	2
277	и других	5	2
278	и более	4	2
279	в котором	7	2
280	или вернее	2	2
281	следовало бы	2	2
282	же к	1	2
283	и что	29	2
284	более чем	2	2
285	поскольку они	1	2
286	она не	10	2
287	имеет в	2	2
288	на основе	1	2
289	по сравнению	1	2
290	и поэтому	3	2
291	он не	11	2
292	мы должны	3	2
293	кажется что	2	2
294	что если	6	2
295	а не	11	2
296	и та	3	2
297	в одном	9	2
298	чем больше	1	2
299	на основании	2	2
300	на одну	2	2
301	целый ряд	6	2
302	тому или	1	2
303	с в	1	2
304	далеко не	3	2
305	этот вопрос	5	2
306	и другая	2	2
307	в истории	3	2
308	ли здесь	1	2
309	при помощи	7	2
310	в известных	2	2
311	а в	9	2
312	или иному	1	2
313	в этой	20	2
314	что же	3	2
315	и еще	2	2
316	заметить что	2	2
317	главным образом	6	2
318	мог бы	1	2
319	наряду с	4	2
320	ее от	1	2
321	но именно	1	2
322	с а	1	2
323	которое в	1	2
324	что все	10	2
325	во всей	3	2
326	бороться с	1	2
327	в силу	2	2
328	на этот	2	2
329	же в	2	2
330	жизни и	6	2
331	такой же	2	2
332	для понимания	1	2
333	можем сказать	2	2
334	как будто	13	2
335	бы в	3	2
336	и чем	3	2
337	исключительно в	1	2
338	не можем	4	2
339	и наконец	2	2
340	что на	4	2
341	есть не	2	2
342	которые они	1	2
343	не к	5	2
344	к нему	2	2
345	которых до	1	1
346	ближе к	1	1
347	представить себе	2	1
348	во всем	2	1
349	находим в	1	1
350	что автор	6	1
351	мире и	1	1
352	что прежде	2	1
353	дает нам	1	1
354	и другие	3	1
355	видели в	1	1
356	которую они	2	1
357	является в	1	1
358	в свое	1	1
359	положения и	1	1
360	находятся в	2	1
361	все что	2	1
362	видели что	2	1
363	ее и	1	1
364	или к	1	1
365	а другие	1	1
366	для всех	2	1
367	в более	1	1
368	здесь на	1	1
369	что оно	5	1
370	один из	7	1
371	соединено с	2	1
372	к традиционному	1	1
373	если нельзя	2	1
374	та же	6	1
375	с но	5	1
376	значение в	1	1
377	таковы например	1	1
378	самой природе	1	1
379	смысле что	1	1
380	с которыми	2	1
381	к берегам	2	1
382	она и	2	1
