N	3gram	Potebnia_M	Literetu
1	в том что	22	21
2	в то же	8	21
3	то же время	8	21
4	по отношению к	10	12
5	с одной стороны	4	12
6	не может быть	7	11
7	в данном случае	3	11
8	состоит в том	1	11
9	так или иначе	1	10
10	о том что	5	10
11	в этом отношении	2	10
12	на наш взгляд	1	9
13	с точки зрения	2	8
14	не говоря уже	1	8
15	с другой стороны	4	7
16	говоря уже о	1	6
17	к тому же	1	6
18	из того что	1	6
19	подобно тому как	3	6
20	не только в	4	6
21	тем не менее	7	5
22	в том чтобы	4	5
23	и тем самым	1	4
24	то ни было	1	4
25	бы то ни	1	4
26	тогда как в	2	4
27	и то что	3	4
28	и т п	7	3
29	одной стороны и	1	3
30	в самом деле	1	3
31	в том же	2	3
32	ничего общего с	1	3
33	то же самое	3	3
34	только в том	5	3
35	быть не может	2	3
36	в свою очередь	6	3
37	на то что	3	3
38	а не как	2	3
39	на самом деле	4	3
40	по крайней мере	8	3
41	в одном из	1	3
42	в зависимость от	1	3
43	во всяком случае	3	3
44	то что я	2	3
45	со второй половины	1	2
46	тех пор пока	2	2
47	в целом как	1	2
48	том что его	1	2
49	в первый раз	1	2
50	для того чтобы	5	2
51	сказать и о	1	2
52	по отношению ко	1	2
53	и поэзии и	1	2
54	и то же	7	2
55	в разговоре с	1	2
56	между тем как	4	2
57	связи с чем	1	2
58	не только не	4	2
59	можно сказать и	1	2
60	потому что не	4	2
61	в целом и	1	2
62	к тому что	3	2
63	только то что	1	2
64	это последнее имеет	1	2
65	могли бы быть	2	2
66	может и не	1	2
67	лишь тогда когда	4	2
68	за то что	1	2
69	вместе с тем	5	2
70	тем что в	1	2
71	при всей своей	1	2
72	но и в	4	2
73	одним из первых	1	2
74	и в самом	3	2
75	в свое время	1	2
76	до тех пор	5	2
77	то есть от	2	2
78	дело в том	1	2
79	одно и то	7	2
80	в сравнении с	1	2
81	в этом случае	2	2
82	на первый взгляд	1	2
83	во второй половине	1	2
84	что же касается	1	2
85	одно из них	2	2
86	то он легко	1	1
87	если б мы	1	1
88	потому что я	1	1
89	того что у	1	1
90	как было сказано	1	1
91	каждого из них	1	1
92	что он не	3	1
93	все то что	2	1
94	может быть назван	3	1
95	а потому и	1	1
96	и находится в	1	1
97	к тому чтобы	1	1
98	с мудростью и	1	1
99	что в ней	2	1
100	отношения к другим	1	1
101	в большинстве случаев	2	1
102	в которых однако	1	1
103	здесь может быть	1	1
104	этимологическое значение слова	1	1
105	внутреннего и внешнего	1	1
106	потому что сами	1	1
107	то что в	2	1
108	хотя бы и	1	1
109	вследствие чего в	1	1
110	не об отсутствии	1	1
111	поэзии и прозы	1	1
112	бы не было	1	1
113	не в том	6	1
114	далеко не всегда	1	1
115	того о ком	1	1
116	друг от друга	2	1
117	он сам не	1	1
118	более или менее	6	1
119	нам остается только	1	1
120	а в том	5	1
121	этом случае мы	1	1
122	только в силу	1	1
123	до сих пор	4	1
124	потому что в	4	1
125	все более и	1	1
126	именно потому что	1	1
127	может быть не	2	1
128	и в словах	1	1
129	самом деле есть	1	1
130	однако с точки	1	1
131	нельзя сказать что	2	1
132	если оно вообще	1	1
133	том что этот	1	1
134	во многих случаях	1	1
135	человеческого духа и	1	1
136	но и с	1	1
137	потому что а	1	1
138	том что только	1	1
139	но и от	1	1
140	но не в	1	1
141	и того же	2	1
142	и в новом	1	1
143	сама по себе	3	1
144	а не с	1	1
145	и там где	1	1
146	по этому поводу	1	1
147	не в силах	1	1
148	одного и того	2	1
149	имея в виду	1	1
150	в столь же	1	1
151	слово есть выражение	1	1
152	и в том	3	1
153	в произведении искусства	3	1
154	а не в	1	1
155	и в этом	1	1
156	в этом последнем	2	1
157	и потому не	1	1
158	может быть только	4	1
159	не только по	3	1
160	после того как	2	1
161	которые не могут	1	1
162	то есть в	1	1
163	вместе с ним	1	1
164	и тем же	4	1
165	есть своего рода	1	1
166	своей душевной жизни	1	1
167	но не только	1	1
168	не только от	1	1
169	в мире а	1	1
170	так как мы	1	1
171	в это время	1	1
172	здесь как и	1	1
173	на самые светлые	1	1
174	один из моментов	1	1
175	и других в	1	1
176	как один из	1	1
177	состоит не в	2	1
178	об одном из	2	1
179	то же в	1	1
180	не в состоянии	4	1
181	она коренится в	1	1
182	для нас как	1	1
183	на свое место	1	1
184	именно то что	2	1
185	и к тому	1	1
186	в нас самих	1	1
187	меняется вместе с	1	1
188	не что иное	1	1
189	более и более	1	1
190	тем более что	1	1
191	в его руках	1	1
192	свое место в	1	1
193	не может стать	2	1
194	нельзя не согласиться	1	1
195	несмотря на свою	1	1
196	в чем и	1	1
197	на одном из	1	1
198	в эту минуту	4	1
199	пути по которому	1	1
200	то есть когда	1	1
201	одним и тем	4	1
202	друг другу но	1	1
203	как мы видели	1	1
204	это и не	1	1
205	не подлежит сомнению	1	1
206	от той же	1	1
207	и не менее	1	1
208	в этих словах	1	1
209	только потому что	5	1
210	именно в том	3	1
211	тогда когда оно	2	1
212	в себе не	2	1
213	том что он	2	1
214	чем и состоит	1	1
215	мы вместе с	1	1
216	не могут быть	3	1
217	что художественное творчество	1	1
218	в сфере языка	1	1
219	что иное как	1	1
220	легко может быть	1	1
221	в ряду других	2	1
222	что же именно	1	1
223	встречаются и в	1	1
224	в его воображении	1	1
225	мы уже не	1	1
226	но мы чувствуем	1	1
227	и не может	1	1
228	вопрос о том	1	1
229	само по себе	6	1
230	нет и не	1	1
231	мы не можем	5	1
232	может быть и	1	1
