N	3gram	Bakhtin_Pr	Stilisti
1	в то же	10	9
2	для того чтобы	3	7
3	в зависимости от	5	7
4	то же время	10	7
5	того или иного	1	5
6	с точки зрения	21	5
7	той или иной	3	4
8	и той же	1	4
9	одной и той	1	4
10	с самого начала	3	4
11	то же самое	1	4
12	прежде всего в	1	4
13	но для того	1	3
14	во всех своих	1	3
15	как мы уже	2	3
16	на самом деле	4	3
17	в конце концов	7	3
18	как мы видели	3	3
19	тех или иных	1	3
20	не только в	2	3
21	в этом случае	1	3
22	и т.п и	1	3
23	но все же	3	3
24	как бы в	3	3
25	в той же	3	3
26	в самом деле	5	2
27	может показаться что	1	2
28	все то что	3	2
29	мы видим что	2	2
30	не может быть	8	2
31	по отношению к	17	2
32	о том что	5	2
33	может быть понято	1	2
34	можно сказать что	3	2
35	в каждом слове	2	2
36	не так как	1	2
37	и как бы	3	2
38	не было бы	1	2
39	смысле этого слова	2	2
40	но в то	5	2
41	зависимости от того	1	2
42	и в то	3	2
43	равно как и	1	2
44	на первый взгляд	1	2
45	к тому что	1	2
46	и на его	1	2
47	в этом отношении	7	2
48	и не только	1	2
49	в значительной степени	1	2
50	и т.д наконец	1	1
51	совершенно особый тип	1	1
52	и эта форма	1	1
53	в том что	10	1
54	его согласие или	1	1
55	в том и	2	1
56	в одном из	3	1
57	таким образом мы	1	1
58	а в этом	1	1
59	друг друга и	2	1
60	вот что говорит	1	1
61	и в романе	3	1
62	несмотря на свою	1	1
63	о котором мы	1	1
64	ни на минуту	1	1
65	котором мы говорили	1	1
66	от того в	1	1
67	мы должны перейти	1	1
68	в себе все	2	1
69	на другого человека	1	1
70	в большинстве случаев	3	1
71	но все эти	1	1
72	по крайней мере	3	1
73	и другом случае	2	1
74	в русской литературе	2	1
75	точку зрения на	4	1
76	наконец и это	1	1
77	в другом месте	1	1
78	точка зрения не	1	1
79	хотя бы и	3	1
80	в себе и	1	1
81	про себя в	1	1
82	в жизни и	1	1
83	перейти к более	1	1
84	не только его	1	1
85	элементами из которых	1	1
86	все это как	1	1
87	тем не менее	1	1
88	ли он у	1	1
89	сказать что у	1	1
90	кому из них	1	1
91	выражать одну и	1	1
92	том и другом	2	1
93	и здесь остается	1	1
94	по ту сторону	2	1
95	как таковое не	1	1
96	уже говорили в	1	1
97	тот же самый	1	1
98	об этом мы	1	1
99	более или менее	1	1
100	по сравнению с	2	1
101	независимо от того	1	1
102	их в целом	1	1
103	таким образом в	2	1
104	на этот вопрос	1	1
105	необходимо заметить что	1	1
106	одного и того	1	1
107	противоречащих друг другу	1	1
108	различные точки зрения	1	1
109	и противоречащих друг	1	1
110	но не только	2	1
111	одной из тех	1	1
112	вновь и вновь	1	1
113	до сих пор	3	1
114	же мы должны	1	1
115	именно потому что	3	1
116	слова то есть	1	1
117	же время и	1	1
118	свое выражение в	1	1
119	своей жизни и	2	1
120	или от лица	1	1
121	в самой основе	1	1
122	то все же	1	1
123	чтобы убедиться в	1	1
124	само по себе	4	1
125	один из этих	1	1
126	приходила в голову	1	1
127	согласие или несогласие	1	1
128	точкой зрения на	1	1
129	вполне понятно что	1	1
130	мы имеем в	2	1
131	и никогда не	1	1
132	по себе не	1	1
133	лишь там где	2	1
134	в пределах одного	1	1
135	в нем борьбу	1	1
136	сознания при этом	1	1
137	свое внешнее выражение	1	1
138	вокруг одного центра	1	1
139	и по отношению	1	1
140	не только не	1	1
141	и того же	1	1
142	и не могут	1	1
143	находит свое внешнее	1	1
144	не только ее	1	1
145	несмотря на это	1	1
146	не менее и	1	1
147	в высшей степени	2	1
148	так как и	1	1
149	как раз и	2	1
150	тем что он	1	1
151	друг друга но	2	1
152	мы увидим дальше	1	1
153	другими словами к	1	1
154	что для них	1	1
155	та или иная	1	1
156	но уже не	1	1
157	в нем и	2	1
158	на минуту не	1	1
159	в нашем смысле	1	1
160	с другой стороны	3	1
161	перед нами не	1	1
162	жизни и в	1	1
163	слова были бы	1	1
164	в виду прежде	1	1
165	уже не только	1	1
166	это прежде всего	1	1
167	виду прежде всего	1	1
168	нет и не	1	1
169	с точкой зрения	2	1
170	так как в	1	1
171	из которых слагается	1	1
172	нужно отметить что	1	1
173	можно было бы	4	1
174	мы не можем	1	1
175	и не может	3	1
176	и в этом	8	1
