N	3gram	Losev_Dial	Narrotol
1	в том что	12	18
2	в данном случае	1	17
3	не только в	2	13
4	к тому же	2	9
5	о том что	6	9
6	не может быть	4	8
7	тем не менее	3	8
8	той или иной	4	8
9	то же время	8	8
10	по большей части	1	8
11	в то же	7	8
12	в этом отношении	2	8
13	мы имеем дело	1	6
14	можно сказать что	6	6
15	с одной стороны	3	6
16	для того чтобы	1	5
17	но и в	1	5
18	на самом деле	3	5
19	подобно тому как	1	5
20	к тому что	3	4
21	во всяком случае	3	4
22	в том как	1	3
23	в самом деле	3	3
24	и не может	1	3
25	а в том	1	3
26	до сих пор	4	3
27	в этом и	1	3
28	иметь в виду	4	3
29	речь идет о	1	3
30	в зависимости от	2	3
31	точно так же	3	3
32	не было и	1	3
33	в связи с	3	3
34	то же самое	3	3
35	при всей своей	1	3
36	на то что	4	3
37	обратим внимание на	1	3
38	с точки зрения	18	3
39	дело в том	1	3
40	как раз в	1	3
41	и то что	1	3
42	в той или	3	2
43	и не в	1	2
44	бы и не	2	2
45	и в то	3	2
46	и т п	3	2
47	стало быть и	1	2
48	в силу своей	2	2
49	не в том	2	2
50	далеко не всегда	1	2
51	более или менее	5	2
52	и то же	8	2
53	в таком случае	2	2
54	сами по себе	4	2
55	в себе самом	2	2
56	а между тем	1	2
57	а стало быть	1	2
58	это то что	1	2
59	хотя и не	1	2
60	в том смысле	4	2
61	но все же	2	2
62	времени и пространства	2	2
63	именно то что	1	2
64	добра и зла	1	2
65	все же не	1	2
66	с той или	2	2
67	одно и то	8	2
68	можно было бы	4	2
69	так же как	1	2
70	только потому что	4	2
71	ни о чем	2	2
72	не зависит от	1	2
73	на первый взгляд	2	2
74	что иное как	4	2
75	что это за	3	2
76	есть все же	1	1
77	же могла бы	1	1
78	так быстро что	1	1
79	как она есть	3	1
80	одной стороны и	3	1
81	и дело не	1	1
82	человек и как	1	1
83	стало быть в	1	1
84	и как бы	1	1
85	отнюдь не в	1	1
86	а не иначе	1	1
87	мы уже знаем	4	1
88	по себе а	2	1
89	том смысле что	3	1
90	отнюдь не является	1	1
91	до известной степени	1	1
92	то что он	1	1
93	никогда не будет	1	1
94	ни с какой	5	1
95	так и его	1	1
96	в этом смысле	4	1
97	по сравнению с	2	1
98	вопроса о том	1	1
99	то что не	1	1
100	и в другом	1	1
101	ничего не говорит	4	1
102	не говорит и	1	1
103	то или иное	4	1
104	ничего не доказывает	1	1
105	для данной сферы	1	1
106	и еще более	1	1
107	не говорит об	1	1
108	в себе момент	1	1
109	об этом не	1	1
110	сказать и о	1	1
111	ни с чем	1	1
112	бы не было	1	1
113	друг от друга	1	1
114	то что человек	1	1
115	я всегда могу	1	1
116	оно все равно	1	1
117	смысле что они	1	1
118	а не просто	1	1
119	так или иначе	3	1
120	этом отношении совершенно	1	1
121	сам по себе	8	1
122	в общий контекст	1	1
123	связи с этим	2	1
124	в ней не	1	1
125	никогда и не	1	1
126	друг с другом	2	1
127	так а не	1	1
128	в обоих случаях	1	1
129	никак не могу	2	1
130	с этой стороны	2	1
131	сомневаться в том	2	1
132	бросается в глаза	1	1
133	большей или меньшей	1	1
134	само по себе	7	1
135	в полной мере	1	1
136	в чем не	1	1
137	том что в	1	1
138	и всякий другой	1	1
139	не он сам	1	1
140	не существует ни	1	1
141	так как это	2	1
142	что в основе	1	1
143	и стало быть	5	1
144	не может не	1	1
145	и даже не	3	1
146	имеет место в	1	1
147	как раз и	1	1
148	по себе но	2	1
149	перед нами два	1	1
150	а не с	1	1
151	сказать что он	1	1
152	мере того как	1	1
153	только то что	6	1
154	с другой стороны	7	1
155	той или другой	7	1
156	из того что	1	1
157	да и не	1	1
158	как мы увидим	1	1
159	а не только	1	1
160	в них тоже	1	1
161	не то что	1	1
162	имея в виду	1	1
163	в чем же	1	1
164	но в зависимости	1	1
165	или хотя бы	2	1
166	может быть только	2	1
167	и т д	28	1
168	есть не что	3	1
169	в этих случаях	1	1
170	можно представить себе	2	1
171	и тем не	1	1
172	никогда не бывает	1	1
173	и очевидный пример	1	1
174	по крайней мере	11	1
175	в данный момент	1	1
176	как это было	1	1
177	мы увидим впоследствии	1	1
178	и быть может	1	1
179	том или ином	1	1
180	что же касается	1	1
181	что не только	1	1
182	которые могли бы	1	1
183	самом деле не	1	1
184	как один из	2	1
185	и в них	1	1
186	но и к	1	1
187	того и другого	2	1
188	в единую и	1	1
189	и не происходит	1	1
190	в то время	2	1
191	и не должен	1	1
192	же можно сказать	2	1
193	пространство и время	1	1
194	не бывает в	1	1
195	но в конце	1	1
196	несмотря на свою	1	1
197	он видел как	1	1
198	от тех кто	1	1
199	мог бы и	1	1
200	и не только	4	1
201	я не могу	2	1
202	не что иное	4	1
203	и та же	5	1
204	и с точки	1	1
205	как и все	1	1
206	чего не было	1	1
207	том что именно	2	1
208	содержит в себе	5	1
209	и все его	1	1
210	и как будто	1	1
211	это уже не	1	1
212	из жизни так	1	1
213	не верит в	1	1
214	равным образом и	1	1
215	то время как	2	1
216	с самого начала	2	1
217	том что он	1	1
218	и не то	1	1
219	же как и	1	1
220	одна и та	5	1
221	она может быть	1	1
222	было бы совершенно	1	1
223	том смысле как	1	1
224	то что я	2	1
225	то что мы	1	1
226	по мере того	1	1
227	что и в	1	1
228	в виду что	2	1
229	ни в чем	2	1
230	если бы не	1	1
231	может быть и	6	1
