N	3gram	Losev_Prob	Russkaja
1	то же время	1	10
2	в то же	2	10
3	с точки зрения	13	9
4	в том что	13	7
5	на самом деле	2	6
6	во всяком случае	6	6
7	для того чтобы	3	6
8	до сих пор	3	5
9	не может быть	2	4
10	на то что	2	4
11	более или менее	1	4
12	бы то ни	4	4
13	во что бы	1	3
14	что бы то	1	3
15	и если в	1	3
16	той или иной	4	3
17	в конце концов	7	3
18	вместе с тем	5	3
19	можно было бы	2	3
20	в данном случае	5	3
21	и то что	3	3
22	то ни стало	1	3
23	и в том	1	2
24	того или иного	2	2
25	тот факт что	1	2
26	в значительной мере	3	2
27	и во всяком	1	2
28	точно так же	4	2
29	в большинстве случаев	1	2
30	в самом себе	1	2
31	о том что	14	2
32	только в том	2	2
33	сама по себе	2	2
34	к тому что	1	2
35	таким же образом	1	2
36	в настоящее время	7	2
37	о том чтобы	1	2
38	и вместе с	3	2
39	своей жизни в	1	1
40	подлежит никакому сомнению	1	1
41	во всех областях	1	1
42	но для нас	1	1
43	само собой разумеется	2	1
44	ни у кого	1	1
45	ведь даже если	1	1
46	в самом деле	1	1
47	те или другие	1	1
48	и не признает	1	1
49	даже тогда когда	1	1
50	в силу этого	1	1
51	в борьбе с	1	1
52	с богом а	1	1
53	творчества таким образом	1	1
54	и должно было	1	1
55	говорить не о	1	1
56	не освободится от	2	1
57	еще на одну	1	1
58	указывает на то	1	1
59	и как бы	2	1
60	и в частности	4	1
61	за то что	2	1
62	и с точки	1	1
63	дело в том	4	1
64	в союзе с	1	1
65	человеческого разума и	1	1
66	о котором мы	1	1
67	не только для	2	1
68	но в то	2	1
69	в своей борьбе	1	1
70	они в своем	1	1
71	мы прежде всего	1	1
72	заключается не в	1	1
73	том числе и	1	1
74	последнее время в	1	1
75	потому все эти	1	1
76	если бы все	1	1
77	и только в	1	1
78	тех или иных	2	1
79	или в силу	1	1
80	и таким образом	1	1
81	по отношению к	2	1
82	и прежде всего	2	1
83	своей борьбе с	1	1
84	одной из этих	1	1
85	от того что	1	1
86	и во всем	1	1
87	в том чтобы	2	1
88	того чтобы освободиться	1	1
89	по крайней мере	8	1
90	прежде всего в	1	1
91	точки зрения в	1	1
92	заключается в том	1	1
93	уверен в том	1	1
94	несмотря на то	1	1
95	с самого начала	3	1
96	и то и	1	1
97	из которых каждая	1	1
98	нельзя понимать как	1	1
99	всяком случае не	1	1
100	то ни было	2	1
101	он верит в	1	1
102	также и то	2	1
103	на точке зрения	1	1
104	совершенно ясно что	1	1
105	духом любви и	2	1
106	на первый взгляд	1	1
107	в связи с	11	1
108	то же самое	2	1
109	случае не будет	1	1
110	и все же	1	1
111	в том же	1	1
112	и дать ему	1	1
113	ни к какому	1	1
114	в том числе	2	1
115	тем не менее	8	1
116	в результате этого	1	1
117	но все же	2	1
118	несмотря на все	1	1
119	на себе отпечаток	1	1
120	это то же	1	1
121	ведь вся эта	1	1
122	во всем мире	2	1
123	с ним в	2	1
124	в этом отношении	4	1
125	в мире является	1	1
126	вопрос о том	1	1
127	в свою очередь	2	1
128	жизни и в	2	1
129	не подлежит никакому	1	1
130	важно то что	1	1
131	это и есть	2	1
132	и за то	1	1
133	но даже и	4	1
134	только в виде	2	1
135	то и другое	5	1
136	зависит от того	1	1
137	но и для	1	1
138	состоит в том	1	1
139	к тому же	5	1
140	потому что они	2	1
141	и в этом	1	1
142	друг к другу	1	1
