N	3gram	Voloshinov	DiskursI
1	в том что	4	28
2	по отношению к	11	17
3	с одной стороны	2	14
4	не может быть	7	12
5	в данном случае	2	12
6	то же время	1	10
7	о том что	1	9
8	в то же	1	8
9	в этом отношении	1	8
10	как и в	1	7
11	в конечном счете	1	6
12	к тому же	1	6
13	по крайней мере	1	6
14	с точки зрения	2	6
15	в основе своей	1	6
16	одной стороны и	2	5
17	то же самое	2	5
18	с другой стороны	2	5
19	в значительной степени	1	5
20	в свою очередь	1	5
21	в русской литературе	1	5
22	дело в том	4	5
23	подобно тому как	1	5
24	до известной степени	2	4
25	тем не менее	3	4
26	можно сказать что	5	4
27	в частности в	1	4
28	и прежде всего	1	4
29	и не может	3	4
30	более или менее	1	3
31	и то же	2	3
32	по аналогии с	1	3
33	мы имеем дело	1	3
34	и в частности	1	3
35	одно и то	2	3
36	том что в	1	3
37	во всяком случае	1	3
38	на передний план	1	3
39	это прежде всего	1	3
40	бы то ни	3	2
41	не совпадает с	1	2
42	на этом основании	1	2
43	сами по себе	1	2
44	далеко не всегда	1	2
45	науке о литературе	1	2
46	по себе не	1	2
47	то ни было	3	2
48	в науке о	1	2
49	в том и	1	2
50	и тем же	1	2
51	но и в	1	2
52	только то что	1	2
53	можно определить как	1	2
54	все же не	1	2
55	одним и тем	1	2
56	включает в себя	1	2
57	но отнюдь не	2	2
58	с самого начала	1	2
59	трех говорящего автора	1	1
60	читателя и того	1	1
61	имеет в виду	3	1
62	в этом направлении	1	1
63	в литературе и	1	1
64	отнюдь не является	1	1
65	в чем не	1	1
66	в этом смысле	1	1
67	и соответствующей ему	1	1
68	в самом деле	1	1
69	не только его	1	1
70	с ним в	1	1
71	героя никогда не	1	1
72	говорит о том	1	1
73	но и вся	1	1
74	сам по себе	1	1
75	до сих пор	3	1
76	в такой же	2	1
77	продукт социального взаимодействия	1	1
78	здесь имеет место	1	1
79	в отношении к	2	1
80	но прежде всего	1	1
81	между тем как	1	1
82	но для этого	1	1
83	социального взаимодействия трех	1	1
84	никогда не бывает	1	1
85	о чем говорят	1	1
86	тех или иных	1	1
87	и таким образом	1	1
88	автора и героя	2	1
89	имеет дело с	1	1
90	и того о	1	1
91	но все же	1	1
92	не должно быть	1	1
93	и в этом	1	1
94	в своем значении	1	1
95	при этом слово	1	1
96	взаимодействия трех говорящего	1	1
97	того о ком	1	1
98	равно как и	1	1
99	может быть ни	1	1
100	чем говорят героя	1	1
101	позицию по отношению	1	1
102	и тому же	1	1
103	на второй план	1	1
104	случае мы имеем	1	1
105	что не только	1	1
106	ком или о	1	1
107	в процессе творческого	1	1
108	место в творчестве	1	1
109	как это бывает	1	1
110	не может стать	1	1
111	о ком или	1	1
112	только в организации	1	1
113	в противном случае	1	1
114	на самом деле	2	1
115	участников художественного события	1	1
116	или не хочет	1	1
117	не совпадают с	1	1
118	можно было бы	1	1
119	одному и тому	1	1
120	иной точки зрения	1	1
121	или о чем	1	1
122	ни в чем	1	1
123	в истории литературы	1	1
124	имеем дело с	1	1
125	героев и автора	1	1
