N	3gram	Potebnia_M	Hudozhes
1	по отношению к	13	10
2	в том что	18	8
3	в то же	3	7
4	в отличие от	1	7
5	то же время	3	7
6	с другой стороны	7	6
7	более или менее	6	6
8	для того чтобы	4	5
9	не может быть	11	4
10	с точки зрения	3	3
11	в этом смысле	4	3
12	тем не менее	10	3
13	одного и того	6	3
14	подобно тому как	7	3
15	и того же	6	3
16	в связи с	2	3
17	с одной стороны	6	3
18	в свою очередь	8	2
19	бы то ни	2	2
20	этой точки зрения	1	2
21	в том и	2	2
22	с этой точки	2	2
23	в таком случае	4	2
24	внутренней и внешней	1	2
25	в противном случае	3	2
26	том что он	1	2
27	то ни было	1	2
28	сама по себе	4	2
29	и не могло	1	2
30	к тому что	2	2
31	может быть названо	5	2
32	точно так же	1	1
33	быть не может	2	1
34	собственно говоря только	1	1
35	может и не	1	1
36	на вопрос что	1	1
37	мере в какой	1	1
38	между лицом и	1	1
39	в одном и	3	1
40	и как бы	4	1
41	все то что	2	1
42	то есть в	1	1
43	в более или	1	1
44	может быть назван	1	1
45	и потому что	2	1
46	и для него	1	1
47	и том же	3	1
48	себе еще не	1	1
49	слова так и	1	1
50	всей духовной жизни	1	1
51	того времени когда	1	1
52	по себе а	1	1
53	еще не есть	1	1
54	не могли быть	1	1
55	в той мере	1	1
56	но одно из	1	1
57	вбирает в себя	2	1
58	на задний план	1	1
59	форма в которой	1	1
60	заключает в себе	6	1
61	обратим внимание на	1	1
62	по крайней мере	6	1
63	заключается в том	1	1
64	входит в его	1	1
65	при этом что	1	1
66	о том что	1	1
67	мы говорим о	1	1
68	одной стороны и	2	1
69	в каждом человеке	1	1
70	внутреннее и внешнее	1	1
71	как и в	3	1
72	то есть как	1	1
73	не только к	1	1
74	состоит не в	1	1
75	не в состоянии	2	1
76	нами не как	1	1
77	в том в	1	1
78	и тем более	1	1
79	на нее как	1	1
80	тем и другим	1	1
81	друг от друга	3	1
82	как более или	1	1
83	не совпадает с	1	1
84	в то время	3	1
85	упустить из виду	1	1
86	при этом не	2	1
87	собственно говоря и	1	1
88	друг другу и	2	1
89	при этом и	1	1
90	но на деле	3	1
91	быть устранены из	1	1
92	сознания а в	1	1
93	в душе в	1	1
94	бы ни был	1	1
95	в чем состоит	1	1
96	каждая из этих	1	1
97	того что не	1	1
98	во втором случае	1	1
99	в себе никаких	1	1
100	могли быть устранены	1	1
101	в том случае	1	1
102	в себе самом	1	1
103	не что иное	2	1
104	потому что из	1	1
105	таким образом что	2	1
106	в сравнении с	4	1
107	по себе еще	1	1
108	в его сознании	1	1
109	так же как	1	1
110	в себе никакого	1	1
111	но в действительности	1	1
112	и тем самым	2	1
113	то есть его	1	1
114	бы они ни	2	1
115	а в том	4	1
116	той мере в	1	1
117	они ни были	2	1
118	она могла бы	1	1
119	не только на	1	1
120	и свою собственную	1	1
121	но не в	3	1
122	и в жизни	3	1
123	и в слове	2	1
124	в себе в	1	1
125	не в одном	1	1
126	не могут быть	5	1
127	заключать в себе	1	1
128	в произведении искусства	1	1
129	языка не может	1	1
130	при этом как	1	1
131	том случае если	1	1
132	а не с	1	1
133	все же оно	1	1
134	что иное как	2	1
135	легко может быть	1	1
136	тогда как в	1	1
137	еще и потому	1	1
138	только то что	1	1
139	объективности и субъективности	4	1
140	в одном случае	1	1
141	из того что	2	1
142	то что они	1	1
143	что входит в	1	1
144	одном и том	3	1
145	имея в виду	1	1
146	все без исключения	1	1
147	и в том	3	1
148	могли бы быть	1	1
149	что несмотря на	1	1
150	и в этой	1	1
151	это было бы	2	1
