N	2gram	Tiupa_Anal	VLabPisa
1	таким образом	5	32
2	в этом	31	29
3	не только	30	26
4	и в	30	26
5	и т	3	25
6	может быть	33	23
7	и не	33	20
8	хотя бы	4	20
9	художественного творчества	2	19
10	не может	26	17
11	в процессе	2	17
12	творческий процесс	1	17
13	в его	15	15
14	в том	36	15
15	этом отношении	5	14
16	в силу	4	14
17	все это	2	13
18	прежде всего	8	13
19	в качестве	38	12
20	л толстой	1	12
21	в частности	32	12
22	как это	5	12
23	что в	7	11
24	представляет собою	2	11
25	с другой	7	11
26	из них	2	11
27	то же	12	10
28	не могут	3	10
29	в художественном	4	10
30	о том	11	10
31	но и	29	10
32	по этому	1	10
33	и др	1	10
34	для него	5	9
35	об этом	1	9
36	т п	3	9
37	к этому	2	9
38	могут быть	12	8
39	творчества в	1	8
40	говорит и	2	8
41	другой стороны	2	8
42	только в	8	8
43	по словам	1	8
44	все эти	3	8
45	вместе с	6	8
46	том что	21	8
47	было бы	4	8
48	не следует	6	8
49	в своем	2	8
50	это не	7	7
51	говорит о	5	7
52	в году	1	7
53	в конечном	6	7
54	не было	1	7
55	по отношению	10	7
56	очевидно что	1	7
57	тому что	2	7
58	как и	23	7
59	их в	1	7
60	действительности и	1	7
61	во всех	5	7
62	а не	25	7
63	то что	11	7
64	произведения в	14	7
65	художественное произведение	5	7
66	отношению к	9	7
67	же в	1	7
68	в нем	3	7
69	из этих	2	7
70	один из	4	6
71	произведения как	8	6
72	художественное творчество	2	6
73	у него	5	6
74	более или	2	6
75	все же	4	6
76	приводит к	2	6
77	творческом процессе	1	6
78	бы и	1	6
79	он же	1	6
80	в искусстве	2	6
81	не в	17	6
82	между тем	7	6
83	художественном творчестве	1	6
84	так и	16	6
85	художественного произведения	6	6
86	в себе	17	6
87	или менее	2	6
88	в зависимости	1	6
89	том же	2	6
90	л толстого	1	6
91	и его	9	6
92	в то	10	6
93	утверждать что	1	5
94	даже в	5	5
95	в результате	3	5
96	в их	8	5
97	в них	1	5
98	связи с	2	5
99	следует понимать	2	5
100	одним из	3	5
101	конечном счете	5	5
102	как говорит	3	5
103	зависимости от	1	5
104	к тому	12	5
105	перед нами	1	5
106	не является	3	5
107	на основе	3	5
108	действующих лиц	1	5
109	и при	1	5
110	в одном	3	5
111	в пределах	11	5
112	же время	7	5
113	как бы	15	5
114	в целом	9	5
115	сказать что	2	5
116	и есть	3	5
117	никогда не	4	5
118	в самом	12	4
119	всего произведения	1	4
120	различного рода	3	4
121	ее в	2	4
122	только что	1	4
123	познания и	1	4
124	в ее	2	4
125	как раз	5	4
126	можно сказать	6	4
127	не обходится	1	4
128	что для	1	4
129	в этой	12	4
130	следующим образом	1	4
131	что все	2	4
132	что он	3	4
133	равно как	1	4
134	в виду	2	4
135	по существу	1	4
136	в романе	2	4
137	с тем	1	4
138	с ними	2	4
