N	2gram	Propp_Isto	Dialekti
1	не есть	1	181
2	т е	34	159
3	и не	12	120
4	и т	29	82
5	по себе	2	79
6	а не	9	78
7	и в	41	77
8	т д	25	75
9	точки зрения	4	72
10	может быть	19	71
11	не только	30	66
12	значит что	3	61
13	то что	12	59
14	и есть	2	55
15	это значит	3	54
16	ничего не	7	54
17	не может	19	53
18	миф не	1	49
19	и даже	3	47
20	в мифе	4	47
21	с точки	1	46
22	что это	6	46
23	так как	21	46
24	потому что	13	45
25	не просто	3	44
26	как бы	8	43
27	и что	15	42
28	ни в	4	42
29	не имеет	6	41
30	вовсе не	6	41
31	в том	14	40
32	в этом	19	39
33	то же	12	39
34	что такое	2	39
35	что она	6	38
36	это есть	1	38
37	в себе	3	38
38	что он	29	37
39	том что	18	37
40	прежде всего	6	37
41	так что	6	36
42	это не	14	36
43	что в	21	34
44	в нем	12	34
45	и все	6	33
46	того что	7	33
47	но и	20	32
48	ясно что	2	31
49	все это	9	31
50	сказать что	5	30
51	и как	3	30
52	было бы	4	29
53	так и	8	29
54	что миф	1	29
55	как и	8	28
56	никогда не	16	27
57	не в	12	26
58	сама по	1	26
59	есть и	6	26
60	учение о	1	25
61	и то	3	25
62	и пр	2	25
63	есть только	1	25
64	есть не	1	25
65	но это	5	24
66	если бы	3	24
67	таким образом	15	23
68	в то	6	23
69	что оно	1	23
70	и вот	2	23
71	но что	2	22
72	я не	1	22
73	что не	3	21
74	в чем	5	21
75	должна быть	3	21
76	она не	3	21
77	и с	4	20
78	о том	15	20
79	что и	13	20
80	что все	1	20
81	в таком	1	20
82	только в	10	20
83	только тогда	1	20
84	уже не	8	20
85	в самом	2	19
86	не менее	5	19
87	не существует	1	19
88	в своем	3	19
89	и это	9	19
90	как это	6	19
91	тогда когда	3	19
92	что мы	3	19
93	и его	11	19
94	хотя бы	1	18
95	с другой	20	18
96	что иное	2	18
97	что же	2	18
98	жизни и	3	18
99	в особенности	2	17
100	можно сказать	3	17
101	должно быть	1	17
102	в основе	2	17
103	он есть	1	17
104	но если	2	17
105	кроме того	6	16
106	то это	7	16
107	к нему	8	16
108	тем не	4	16
109	или не	1	16
110	в своей	4	16
111	конечно не	2	16
112	мы не	10	16
113	об этом	7	16
114	другими словами	3	16
115	же и	1	15
116	только что	1	15
117	все же	14	15
118	так же	6	15
119	то в	1	15
120	мы уже	10	15
121	как таковой	1	15
122	самом деле	1	15
123	хотя и	3	15
124	в виде	5	15
125	быть и	1	15
126	и о	2	15
127	на то	5	15
128	а именно	12	14
129	даже и	1	14
130	с ним	9	14
131	не было	3	14
132	д и	1	14
133	и ее	6	14
134	ни с	2	14
135	жизнь и	1	14
136	и потому	1	14
137	и только	4	14
138	и к	1	13
139	говорит о	2	13
140	другой стороны	17	13
141	отличается от	4	13
142	что именно	2	13
143	что они	5	13
144	время как	4	13
145	он не	8	13
146	и та	1	13
147	в силу	2	13
148	с ее	1	13
149	но в	7	13
150	мы находим	1	13
151	не могу	2	13
152	в ней	4	13
153	вы не	1	13
154	именно в	2	12
155	и нет	3	12
156	с этим	3	12
157	вопрос о	6	12
158	миф и	2	12
159	не говорит	1	12
160	но как	4	12
161	но тогда	1	12
162	но не	8	12
163	могут быть	3	12
164	никак не	2	12
165	не могут	3	12
166	перед нами	4	12
167	еще не	13	12
168	и если	4	12
169	и тогда	1	12
170	все эти	8	12
171	тем более	2	12
172	и может	1	12
173	а в	12	12
174	что если	2	11
175	в них	4	11
176	от всего	1	11
177	как только	5	11
178	в данном	8	11
179	только на	2	11
180	что я	2	11
181	не о	1	11
182	и тем	4	11
183	должны быть	4	11
184	из них	2	11
185	оно есть	2	11
186	не значит	1	11
187	есть ли	1	11
188	можно только	1	11
189	та же	5	11
190	себе не	2	11
191	думают что	1	11
192	от того	4	11
193	ничем не	2	11
194	мы имеем	27	11
195	или в	11	11
196	есть в	1	11
197	его не	4	11
198	мы должны	7	11
199	только то	1	11
200	в одну	3	11
201	во всем	2	10
202	с этой	7	10
203	в результате	1	10
204	в жизни	2	10
205	к тому	4	10
206	во всяком	3	10
207	только как	1	10
208	для того	2	10
209	можно ли	2	10
210	мы видим	14	10
211	это будет	1	10
212	в ее	3	10
213	от этого	2	10
214	себе и	3	10
215	а потом	4	10
216	только потому	1	10
217	если же	1	10
218	или иное	1	10
219	оно не	2	10
220	то и	6	10
221	если мы	1	10
222	только о	2	10
223	или другой	1	10
224	нет ни	2	10
225	в его	4	10
226	в их	4	10
227	е в	2	10
228	в частности	3	10
229	и можно	1	10
230	как мы	6	10
231	как будто	4	10
232	может и	1	10
233	и уже	1	10
234	или по	1	9
235	при этом	7	9
236	тому что	2	9
237	случае не	1	9
238	не как	1	9
239	в этих	16	9
240	и на	12	9
241	в котором	3	9
242	в противоположность	1	9
243	в одном	2	9
244	и когда	2	9
245	превращается в	10	9
246	и он	8	9
247	мы можем	11	9
248	не нуждается	1	9
249	же как	6	9
250	бы в	1	9
251	и по	7	9
252	утверждать что	3	9
253	с ними	2	9
254	то время	4	9
255	все на	1	9
256	как о	1	9
257	и более	2	9
258	всех этих	6	9
259	и от	5	9
260	а если	3	9
261	имеется в	4	9
262	выйти за	1	9
263	как он	11	9
264	от него	6	8
265	она всегда	1	8
266	даже в	2	8
267	в разных	1	8
268	вопрос об	1	8
269	но все	5	8
270	теперь мы	1	8
271	в дальнейшем	3	8
272	вот почему	1	8
273	миф о	2	8
274	чего не	1	8
275	все время	2	8
276	с одной	12	8
277	это мы	1	8
278	не будет	6	8
279	что эта	1	8
280	в этой	2	8
281	что есть	1	8
282	или иначе	2	8
283	в одной	3	8
284	один из	7	8
285	и из	2	8
286	но вот	2	8
287	как не	1	8
288	когда мы	2	8
289	у меня	1	8
290	при помощи	6	8
291	одна и	1	8
292	у нас	4	8
293	как нечто	1	8
294	и без	1	8
295	но она	2	8
296	все что	4	7
297	мы и	1	7
298	в религии	1	7
299	как она	1	7
300	тем что	11	7
301	зависимости от	4	7
302	но он	4	7
303	на другое	1	7
304	мира и	2	7
305	на первый	6	7
306	не всегда	6	7
307	точно так	2	7
308	как на	3	7
309	от себя	1	7
310	что уже	1	7
311	это конечно	2	7
312	связи с	3	7
