N	2gram	Tiupa_Anal	Psycholo
1	то что	5	193
2	и в	36	190
3	в том	16	163
4	что в	15	123
5	потому что	1	114
6	том что	19	113
7	и что	2	108
8	может быть	19	107
9	таким образом	4	102
10	в этом	19	100
11	то есть	15	97
12	в самом	7	82
13	как бы	14	80
14	для того	1	78
15	того чтобы	1	78
16	что он	5	76
17	не только	40	75
18	на то	1	73
19	и не	14	73
20	что она	3	71
21	самом деле	2	70
22	точки зрения	3	69
23	и т	1	69
24	не может	3	68
25	если мы	1	66
26	так же	1	63
27	было бы	6	56
28	если бы	2	55
29	то же	7	54
30	о том	9	54
31	при этом	19	52
32	как и	27	51
33	что и	10	50
34	а не	16	50
35	что это	1	49
36	сказать что	2	46
37	по себе	6	46
38	только в	9	46
39	в сущности	5	46
40	заключается в	1	46
41	говорит что	1	45
42	к тому	10	45
43	в искусстве	3	45
44	не в	9	45
45	искусства и	1	43
46	в этой	10	43
47	никогда не	7	42
48	и все	3	42
49	вместе с	3	41
50	как это	7	40
51	но и	26	40
52	как раз	8	39
53	того что	4	39
54	мы видим	1	37
55	и как	5	36
56	с тем	2	35
57	вовсе не	2	34
58	как на	1	34
59	и если	2	34
60	и его	18	34
61	все же	6	33
62	что все	1	33
63	когда он	2	33
64	в себе	7	32
65	все это	5	32
66	художественного произведения	1	32
67	он не	9	31
68	мы не	4	31
69	в его	12	31
70	для нас	1	31
71	в ней	2	31
72	как будто	1	30
73	никак не	1	30
74	как в	9	30
75	с одной	3	29
76	в нас	2	29
77	и для	4	29
78	одной стороны	3	29
79	с точки	2	29
80	в нем	3	29
81	что они	3	28
82	мы можем	2	28
83	и то	2	28
84	что мы	2	28
85	в своих	3	27
86	в основе	2	27
87	на деле	1	27
88	и на	5	27
89	а в	17	27
90	с другой	10	27
91	так что	2	26
92	совершенно не	3	26
93	произведение искусства	4	26
94	и здесь	4	25
95	жизни и	2	25
96	до сих	1	24
97	с таким	5	24
98	тем что	3	24
99	художественное произведение	1	24
100	сущности говоря	1	24
101	указывает на	3	24
102	в целом	8	24
103	в своем	7	23
104	сих пор	1	23
105	из этого	1	23
106	один из	6	23
107	что если	1	23
108	целый ряд	1	23
109	для этого	1	23
110	могут быть	4	23
111	казалось бы	4	22
112	с этим	4	22
113	из них	4	22
114	что у	3	22
115	между тем	8	22
116	и даже	12	22
117	когда мы	2	22
118	том чтобы	2	21
119	той же	7	21
120	в своей	12	21
121	в конце	6	21
122	но только	1	21
123	как мы	4	21
124	и вот	2	21
125	и только	1	21
126	другой стороны	7	20
127	в то	8	20
128	тот же	3	20
129	мы имеем	5	20
130	она не	3	20
131	дело с	3	20
132	несмотря на	2	20
133	на этом	2	20
134	там где	2	20
135	это не	4	20
136	все эти	2	20
137	в одном	4	19
138	что при	2	19
139	мы уже	2	19
140	мы должны	1	19
141	в ее	5	19
142	у него	2	19
143	с этой	1	18
144	в которой	1	18
145	можно было	2	18
146	но в	8	18
147	зависимости от	1	18
148	вслед за	1	18
149	что с	1	18
150	на самом	1	18
151	но не	13	18
152	и есть	1	18
153	перед нами	7	18
154	видим что	1	18
155	есть не	2	18
156	в виду	1	17
157	во всяком	6	17
158	иначе говоря	5	17
159	из этих	4	17
160	но это	3	17
161	одна из	6	17
162	только не	3	17
163	у нас	1	17
164	и о	1	17
165	и к	7	16
166	из которых	2	16
167	к этому	3	16
168	та же	1	16
169	сводится к	5	16
170	говорит о	3	16
171	в таком	2	16
172	же как	1	16
173	и тем	3	16
174	не имеет	1	16
175	формы и	1	16
176	так и	19	16
177	тому как	3	16
178	в результате	6	15
179	в них	4	15
180	только на	1	15
181	во всех	4	15
182	мы знаем	1	15
183	как говорит	4	15
184	о которых	2	15
185	могли бы	2	15
186	не могут	2	15
187	и так	1	15
188	о котором	2	15
189	на примере	2	15
190	искусства как	1	15
191	и потому	3	15
192	в зависимости	1	15
193	далеко не	8	15
194	еще не	7	15
195	для него	8	15
196	в частности	19	15
197	не можем	1	15
198	хотя бы	1	14
199	одной и	2	14
200	но он	1	14
201	очевидно что	2	14
202	и той	2	14
203	то время	1	14
204	в художественном	1	14
205	это и	4	14
206	того как	1	14
207	прежде всего	7	14
208	такой же	2	14
209	что на	3	14
210	те же	3	14
211	в жизни	2	14
212	при таком	1	14
213	этих двух	2	14
214	бы в	1	14
215	столь же	7	14
216	в стихе	2	14
217	всяком случае	6	14
218	этом отношении	3	14
219	с той	3	14
220	или в	4	14
221	по существу	1	14
222	с ним	2	14
223	факт что	1	14
224	само по	1	14
225	именно в	4	13
226	не могли	1	13
227	а с	2	13
228	могла бы	3	13
229	отнюдь не	7	13
230	этот вопрос	1	13
231	в той	3	13
232	речь идет	3	13
233	едва ли	6	13
234	и он	4	13
235	могло бы	1	13
236	должен был	2	13
237	со стороны	12	13
238	и другие	1	12
239	в этих	2	12
240	их в	1	12
