N	3gram	Vygotskiy_	Sovremen
1	мы не можем	2	6
2	с точки зрения	12	5
3	в зависимости от	2	4
4	не может быть	4	4
5	мы видели что	2	3
6	не может не	3	3
7	с самого начала	8	3
8	друг с другом	10	2
9	в свою очередь	4	2
10	то же самое	7	2
11	во всяком случае	2	2
12	тем не менее	1	2
13	не подлежит сомнению	1	2
14	в отличие от	3	2
15	мы можем назвать	1	2
16	в настоящее время	2	2
17	в данной области	1	1
18	подлежит никакому сомнению	1	1
19	есть не что	2	1
20	в течение нескольких	1	1
21	развития таким образом	1	1
22	не было бы	1	1
23	собственно и составляет	1	1
24	готовом виде и	1	1
25	ничто не может	1	1
26	то ни было	1	1
27	но мы знаем	1	1
28	таким образом все	1	1
29	тот же процесс	2	1
30	мы знаем что	2	1
31	в том что	33	1
32	между собой но	1	1
33	один и тот	5	1
34	и те же	1	1
35	на самом деле	3	1
36	не могут быть	3	1
37	в скрытом виде	2	1
38	как и во	1	1
39	до сих пор	3	1
40	одни и те	1	1
41	одной стороны и	2	1
42	мы говорим о	2	1
43	в которой он	1	1
44	все более и	3	1
45	может не быть	1	1
46	влечет за собой	1	1
47	в свое время	2	1
48	сами по себе	1	1
49	представление о том	1	1
50	и тот же	5	1
51	не что иное	2	1
52	одному и к	1	1
53	в связи с	6	1
54	и все же	1	1
55	может быть в	1	1
56	в обоих случаях	2	1
57	в самом деле	6	1
58	в такой же	3	1
59	такое объяснение не	1	1
60	как мы видим	1	1
61	той или иной	1	1
62	ни одного из	1	1
63	что иное как	2	1
64	знаем что это	1	1
65	в данном случае	3	1
66	как мы это	2	1
67	и во всей	1	1
68	но все же	2	1
69	равно как и	1	1
70	совершенно так же	1	1
71	в этом направлении	1	1
72	не подлежит никакому	1	1
73	с помощью которой	1	1
74	и той же	3	1
75	это значит что	4	1
76	но если мы	2	1
77	когда мы говорим	2	1
78	с одной стороны	10	1
79	одной и той	3	1
80	они не могут	1	1
81	к которому они	1	1
82	можем ли мы	1	1
83	в этой области	3	1
84	это означало бы	1	1
85	в известном смысле	7	1
86	более и более	3	1
87	такой же мере	3	1
88	так же как	9	1
89	и к другому	1	1
90	по аналогии с	2	1
91	точки зрения и	1	1
92	а не только	1	1
93	и что следовательно	2	1
94	этом смысле можно	1	1
95	по отношению к	19	1
96	и может быть	1	1
97	в то же	1	1
98	оно может быть	1	1
99	бы то ни	1	1
100	на этот раз	1	1
101	на этот вопрос	5	1
102	к одному и	3	1
103	те или иные	1	1
104	в этом случае	5	1
105	же самое что	2	1
106	шаг за шагом	1	1
107	и ничего не	1	1
108	все эти три	2	1
109	можно было бы	8	1
110	друг на друга	2	1
111	его развития но	1	1
112	в этом смысле	5	1
113	в процессе развития	3	1
114	только на его	1	1
115	где можно было	1	1
116	у нас на	1	1
117	и не может	3	1
118	из которых в	1	1
119	раз и навсегда	1	1
120	мы видим что	2	1
