N	2gram	Bakhtin_Fr	Marksizm
1	точки зрения	6	69
2	может быть	5	64
3	и в	73	63
4	и не	13	55
5	как бы	15	53
6	не может	4	47
7	с точки	4	46
8	и его	18	41
9	в этом	21	39
10	таким образом	34	38
11	в процессе	3	33
12	как мы	19	32
13	в пределах	1	31
14	лишь в	2	30
15	не только	11	29
16	речи в	2	29
17	то же	16	28
18	в нем	18	28
19	но и	15	27
20	в языке	1	26
21	связи с	5	25
22	самом деле	4	25
23	в самом	9	24
24	как и	19	24
25	прежде всего	18	24
26	только в	7	23
27	так и	13	23
28	и т.п	21	23
29	в том	13	22
30	то что	12	22
31	а не	2	22
32	при этом	5	20
33	так сказать	5	20
34	для него	7	20
35	если мы	2	20
36	не в	12	19
37	том что	8	19
38	в его	18	19
39	в ее	6	18
40	в слове	1	18
41	и для	8	18
42	но в	12	18
43	вовсе не	11	18
44	все же	2	17
45	в сущности	8	17
46	по отношению	3	16
47	ни было	2	16
48	слова и	2	16
49	и как	5	16
50	в то	14	16
51	с помощью	11	15
52	во всех	13	15
53	в связи	3	15
54	что он	8	15
55	же время	12	15
56	отношению к	3	15
57	в данном	3	14
58	в контексте	1	14
59	в своей	4	13
60	так же	11	13
61	что в	14	13
62	и здесь	5	13
63	не является	1	13
64	того чтобы	2	13
65	было бы	5	13
66	ничего не	4	13
67	мы не	2	13
68	слова в	1	13
69	того же	7	12
70	в результате	7	12
71	выражение в	3	12
72	между тем	2	12
73	он не	4	12
74	в основе	3	12
75	является не	1	12
76	а в	10	12
77	и того	1	11
78	к нему	7	11
79	мы уже	25	11
80	и что	5	11
81	и от	10	11
82	до сих	3	11
83	и на	12	11
84	и все	19	11
85	как в	9	11
86	еще не	3	11
87	так как	9	11
88	на самом	2	11
89	все эти	24	11
90	в ней	10	11
91	сих пор	3	11
92	именно в	4	10
93	во всяком	2	10
94	самого начала	1	10
95	с другой	3	10
96	сказать что	4	10
97	к этому	5	10
98	никогда не	6	10
99	в своем	13	10
100	его в	3	10
101	в таком	1	10
102	одна из	7	10
103	в каждом	1	10
104	в основном	2	10
105	в большинстве	9	10
106	конечно не	2	10
107	с его	5	10
108	здесь в	9	10
109	и потому	6	10
110	с самого	2	10
111	отличие от	1	10
112	более того	3	10
113	к тому	2	9
114	одного и	2	9
115	только на	2	9
116	в нашем	2	9
117	точка зрения	2	9
118	в себе	16	9
119	большинстве случаев	9	9
120	рядом с	9	9
121	и это	6	9
122	а как	1	9
123	мы видели	7	9
124	что это	9	9
125	ни в	7	9
126	не имеет	4	9
127	и более	1	9
128	как целое	1	9
129	это не	7	9
130	в истории	3	9
131	одной из	5	9
132	и эта	4	9
133	же самое	1	9
134	кроме того	6	8
135	мысли и	3	8
136	не как	2	8
137	другой стороны	2	8
138	и даже	4	8
139	и с	17	8
140	на этой	4	8
141	исторического становления	1	8
142	настоящее время	1	8
143	что и	6	8
144	у него	13	8
145	не было	4	8
