N	2gram	Trubetskoy	Problema
1	и в	26	182
2	то есть	4	165
3	и не	8	152
4	то что	7	144
5	не есть	1	113
6	не только	10	104
7	потому что	7	89
8	в этом	15	88
9	может быть	10	82
10	в том	11	81
11	том что	7	81
12	только в	4	73
13	сказать что	2	72
14	но и	9	70
15	в виде	4	69
16	у нас	1	68
17	и даже	3	66
18	по себе	1	64
19	не менее	3	58
20	о том	6	57
21	тем не	3	56
22	а не	5	56
23	так и	6	56
24	но в	7	55
25	так что	3	52
26	ни в	1	51
27	в себе	6	48
28	смысле слова	1	47
29	при помощи	1	47
30	было бы	1	46
31	прежде всего	2	45
32	в своей	1	45
33	что в	9	44
34	в его	5	44
35	не в	2	43
36	все эти	6	43
37	то же	4	42
38	а именно	1	42
39	как раз	1	42
40	таким образом	22	42
41	и что	4	40
42	что он	4	40
43	так как	9	40
44	что мы	2	40
45	во всяком	6	39
46	не может	4	39
47	в этой	4	39
48	как бы	12	39
49	той или	2	38
50	в данном	1	38
51	хотя бы	3	37
52	в нем	4	37
53	того что	3	37
54	точки зрения	13	36
55	еще не	2	36
56	и все	2	36
57	когда мы	1	35
58	в виду	2	34
59	уже не	3	34
60	и с	10	34
61	как и	1	34
62	указывает на	1	34
63	же самое	2	33
64	в таком	3	33
65	не является	1	33
66	или иной	2	33
67	здесь не	1	32
68	в то	4	32
69	но не	8	32
70	так же	5	31
71	в своем	3	31
72	связи с	9	31
73	что такое	1	31
74	в конце	6	31
75	но это	1	31
76	все это	6	31
77	ясно что	3	30
78	и для	5	30
79	с другой	8	30
80	настоящее время	1	30
81	в настоящее	1	30
82	в связи	3	29
83	все же	6	29
84	можно сказать	3	29
85	данном случае	1	28
86	мы не	1	28
87	а в	4	28
88	и о	3	28
89	и это	2	27
90	и как	3	27
91	ничего общего	2	27
92	ничего не	1	27
93	в результате	3	26
94	другой стороны	1	26
95	крайней мере	5	26
96	да и	1	26
97	вместе с	15	26
98	по крайней	5	26
99	еще и	1	26
100	это не	1	26
101	и его	1	26
102	мы можем	2	25
103	и на	2	25
104	с точки	6	25
105	всяком случае	6	25
106	с тем	18	24
107	тем более	1	24
108	в нашем	1	24
109	не имеет	5	24
110	таком случае	1	23
111	по своему	2	23
112	на то	2	23
113	при этом	3	23
114	в качестве	3	23
115	конце концов	3	23
116	есть не	1	23
117	и к	5	22
118	только на	1	22
119	никогда не	5	22
120	и является	2	22
121	всех этих	1	22
122	тоже не	1	22
123	нет ничего	1	22
124	его в	1	22
125	и от	4	22
126	и есть	1	22
127	и если	3	22
128	что и	6	22
129	другими словами	1	22
130	в самом	4	21
131	мы должны	6	21
132	и ее	1	21
133	для себя	1	21
134	а также	2	21
135	и только	4	21
136	именно в	2	20
137	для того	5	20
138	и потому	6	20
139	о чем	1	20
140	тем что	1	20
141	несмотря на	6	20
142	как о	3	20
143	кроме того	1	19
144	в них	2	19
145	с ним	1	19
146	самом деле	1	19
147	в каком	1	19
148	но если	2	19
149	уже в	2	19
150	то в	1	19
151	в отношении	6	19
152	он не	4	19
153	это есть	1	19
154	если не	2	19
155	если бы	3	19
156	как в	1	19
157	как нечто	1	19
158	жизни и	2	19
159	в этих	4	18
160	того же	6	18
161	не было	2	18
162	мы и	1	18
163	не существует	1	18
164	в ее	1	18
165	того чтобы	5	18
166	в ней	1	18
167	без всякого	1	17
168	что они	1	17
169	во всех	2	17
170	и здесь	2	17
171	мы уже	1	17
172	совсем не	1	17
173	что здесь	1	17
174	это и	1	17
175	совершенно не	1	17
176	точно так	3	16
177	что она	1	16
178	же в	1	16
179	для этого	2	16
180	но все	7	16
181	в одно	2	16
182	к тому	6	16
183	но даже	1	16
184	случае не	3	16
185	далеко не	4	16
186	казалось бы	1	15
187	с этим	1	15
188	в чем	1	15
189	в той	1	15
190	у него	1	15
191	общего с	2	15
192	и более	1	15
193	на нечто	1	15
194	людей и	2	14
195	что все	4	14
196	с другими	4	14
197	сих пор	5	14
198	не так	1	14
199	в котором	4	14
200	до сих	5	14
201	то ни	2	14
202	нет никакой	1	14
203	из них	7	13
204	из этого	2	13
205	сами по	1	13
206	ни на	1	13
207	бы и	1	13
208	мы имеем	2	13
209	в их	1	13
210	в области	9	13
211	уже давно	2	13
212	в других	3	13
213	иной раз	2	13
214	учение о	4	13
215	на земле	1	12
216	он сам	1	12
217	с одной	7	12
218	в которой	3	12
219	время как	1	12
220	в самой	2	12
221	так или	3	12
222	то время	1	12
223	в начале	2	12
224	или по	2	12
225	значения и	1	12
226	в смысле	4	12
227	что это	3	12
228	нашем смысле	1	12
229	но именно	1	12
230	или иначе	3	12
231	бы то	2	11
232	о которых	1	11
233	и следовательно	1	11
234	могли бы	1	11
235	свидетельствует о	2	11
236	тот же	2	11
237	одной стороны	7	11
238	оказывается что	3	11
239	том или	1	11
240	к нему	7	11
241	только не	2	11
242	что его	1	11
243	не могут	2	11
244	и у	8	11
245	заключается в	1	11
246	и во	1	11
247	и их	1	11
248	в нашей	1	11
249	и тогда	4	11
250	более или	5	10
251	есть то	1	10
252	один из	2	10
253	со всеми	2	10
254	то или	2	10
255	что оно	4	10
256	и всякий	1	10
257	однако это	1	10
258	нераздельное целое	1	10
259	очень много	2	10
260	в одном	3	10
261	представление о	6	10
262	отличается от	2	10
263	мы читаем	1	10
264	он в	2	10
265	однако в	1	10
266	из которых	4	10
267	состоит из	1	10
268	относится к	2	10
269	ни с	1	10
270	или менее	5	10
271	быть и	2	10
272	только то	1	10
273	и другие	3	9
274	с собой	1	9
275	в своих	1	9
276	их в	1	9
277	что даже	1	9
278	представить себе	1	9
279	тогда когда	2	9
280	в которых	4	9
281	о котором	2	9
282	только тогда	1	9
283	того как	1	9
284	однако не	1	9
285	но эта	1	9
286	которые в	2	9
287	находим в	1	9
288	в жизни	1	9
289	только для	2	9
290	не вполне	3	9
291	то с	3	9
292	это тоже	1	9
293	на себе	1	9
294	бы в	1	9
295	не был	1	9
296	с ней	3	9
297	и до	1	9
298	это было	1	9
299	идет речь	1	9
300	человеческой жизни	1	9
301	и наконец	2	9
302	только что	2	8
303	с этой	3	8
304	является для	1	8
305	и образ	1	8
306	одно нераздельное	1	8
307	и весь	1	8
308	конечно не	2	8
309	во всей	1	8
310	тем же	1	8
311	но для	1	8
312	от этого	1	8
313	между собой	1	8
314	иметь в	1	8
315	и по	4	8
316	с ее	1	8
317	и самый	1	8
318	к сожалению	3	8
319	и при	3	8
320	только еще	1	8
321	к его	2	8
322	никто не	1	8
323	из этих	10	8
324	и больше	2	8
325	только с	1	8
326	значение в	1	8
327	на его	1	8
328	вплоть до	2	8
329	для всех	2	8
330	как только	1	8
331	и нет	3	8
332	если в	3	8
333	входит в	1	8
334	ни было	2	8
335	чистом виде	1	8
336	которое мы	1	8
337	в силу	5	8
338	и особенно	2	8
339	и этот	1	8
340	это уже	1	8
341	том как	1	8
342	не символ	1	8
343	в сознании	1	8
344	для него	3	8
345	с самого	3	8
346	даже в	1	7
347	его от	2	7
348	из себя	2	7
349	себе в	1	7
350	в значительной	3	7
351	все в	1	7
352	а с	7	7
353	или иное	2	7
354	уже с	3	7
355	жизни а	1	7
356	быть даже	2	7
357	одной из	5	7
358	на этот	4	7
359	перейти к	1	7
360	в такой	1	7
361	мере в	1	7
362	не можем	1	7
363	на этой	1	7
364	значительной мере	2	7
365	самого начала	2	7
366	тому же	5	7
367	же как	3	7
368	до нас	1	7
369	для получения	1	7
370	сливаются в	1	7
371	за это	1	7
372	учения о	1	7
373	и так	1	7
374	все они	1	7
375	большей частью	3	7
376	или вообще	1	7
377	друг друга	1	7
378	не указывает	1	7
379	этой области	1	7
380	в эпоху	7	7
381	мира и	1	7
382	что касается	1	7
383	не как	2	6
384	тем или	1	6
385	только как	1	6
386	не всегда	2	6
387	имеем в	1	6
388	что именно	2	6
389	а ведь	1	6
390	но когда	2	6
391	по своей	2	6
392	само понятие	1	6
393	жизнь в	1	6
394	в общем	8	6
395	это совершенно	1	6
396	чтобы не	1	6
397	понятия и	1	6
398	и делает	1	6
399	под этим	1	6
400	отношения к	1	6
401	этот вопрос	1	6
402	и об	1	6
403	имеет никакого	1	6
404	природы и	1	6
405	и после	2	6
406	могут быть	1	6
407	необходимо чтобы	1	6
408	особенно в	2	6
409	людей в	1	6
410	она является	1	6
411	если он	1	6
412	одновременно и	2	6
413	перестает быть	2	6
414	и того	1	6
415	отчет в	1	6
416	как на	8	6
417	нельзя сказать	1	6
418	прежде чем	1	6
419	поскольку они	1	6
420	бы быть	1	6
421	во время	4	6
422	можно только	2	6
423	в слове	1	6
424	ни к	1	6
425	этого слова	1	6
426	с его	2	6
427	этом отношении	2	6
428	но с	3	6
429	по существу	2	6
430	дело не	1	6
431	когда он	3	6
432	факт что	1	6
433	не к	2	6
434	людей но	1	5
435	есть тот	1	5
436	или ином	1	5
437	в этот	1	5
438	указания на	1	5
439	на одну	1	5
440	к этому	3	5
441	первого взгляда	1	5
442	по одному	1	5
443	еще только	2	5
444	и тот	1	5
445	между тем	2	5
446	мы видели	2	5
447	первую очередь	1	5
448	утверждать что	2	5
449	но зато	1	5
450	нам в	1	5
451	ничем не	4	5
452	тех пор	2	5
453	к людям	1	5
454	видели выше	1	5
455	в ряд	1	5
456	он должен	1	5
457	что с	1	5
458	самой этой	2	5
459	том виде	2	5
460	которые как	1	5
461	этот раз	1	5
462	с первого	1	5
463	человека в	1	5
464	человека и	1	5
465	мира в	1	5
466	все что	2	5
467	из всех	3	5
468	себя не	1	5
469	в первую	1	5
470	больше чем	2	5
471	с этими	1	5
472	или из	1	5
473	а мы	1	5
474	себя в	1	5
475	должно быть	1	5
476	все прочие	1	5
477	от тех	1	5
478	во внимание	1	5
479	одним из	2	5
480	богов и	5	5
481	себе не	1	5
482	о его	1	5
483	там где	1	5
