N	2gram	Tiupa_Lite	Dialekti
1	не есть	2	181
2	и не	19	120
3	и т	2	82
4	а не	28	78
5	и в	26	77
6	точки зрения	8	72
7	может быть	24	71
8	не только	29	66
9	то что	14	59
10	и есть	3	55
11	ничего не	3	54
12	не может	10	53
13	и даже	9	47
14	с точки	4	46
15	что это	1	46
16	есть нечто	1	46
17	так как	2	46
18	потому что	5	45
19	не просто	2	44
20	как бы	8	43
21	и что	2	42
22	не имеет	2	41
23	вовсе не	3	41
24	в том	22	40
25	в этом	19	39
26	то же	13	39
27	что такое	2	39
28	в себе	8	38
29	что он	8	37
30	том что	19	37
31	прежде всего	14	37
32	так что	4	36
33	это не	4	36
34	что в	7	34
35	в нем	4	34
36	и все	1	33
37	того что	7	33
38	но и	25	32
39	сказать что	1	30
40	отнюдь не	4	30
41	и как	2	30
42	было бы	4	29
43	так и	7	29
44	как и	13	28
45	никогда не	5	27
46	в виду	4	26
47	крайней мере	2	26
48	не в	11	26
49	по крайней	2	26
50	есть и	1	26
51	говорить о	1	25
52	и то	3	25
53	есть не	2	25
54	но это	2	24
55	если бы	1	24
56	есть всегда	1	24
57	таким образом	4	23
58	в то	12	23
59	и вот	2	23
60	я не	8	22
61	что не	3	21
62	в чем	2	21
63	личности и	1	21
64	должна быть	3	21
65	она не	1	21
66	и с	4	20
67	о том	3	20
68	что и	3	20
69	в таком	1	20
70	только в	8	20
71	в каком	1	20
72	совершенно не	1	20
73	уже не	9	20
74	как раз	6	20
75	в самом	4	19
76	не менее	11	19
77	в своем	12	19
78	как это	9	19
79	тогда когда	1	19
80	и его	7	19
81	же время	12	18
82	хотя бы	3	18
83	с другой	11	18
84	ни на	1	18
85	что же	1	18
86	жизни и	6	18
87	в особенности	2	17
88	можно сказать	1	17
89	в сущности	5	17
90	той или	1	17
91	должно быть	1	17
92	в основе	5	17
93	то это	2	16
94	одно и	1	16
95	к нему	1	16
96	тем не	4	16
97	или не	1	16
98	в своей	5	16
99	да и	3	16
100	нет ничего	2	16
101	мы не	5	16
102	же и	3	15
103	только что	1	15
104	все же	6	15
105	так же	1	15
106	то в	3	15
107	и мы	2	15
108	несмотря на	3	15
109	но только	3	15
110	не мешает	1	15
111	самом деле	2	15
112	сознания и	1	15
113	в виде	1	15
114	личности в	4	15
115	также и	3	15
116	и о	1	15
117	на то	2	15
118	а именно	1	14
119	даже и	2	14
120	с ним	2	14
121	не было	5	14
122	пространства и	1	14
123	на свете	2	14
124	и потому	1	14
125	и только	4	14
126	же это	3	14
127	и к	1	13
128	говорит о	1	13
129	другой стороны	5	13
130	отличается от	1	13
131	что они	1	13
132	он не	4	13
133	в силу	4	13
134	с ее	3	13
135	но в	5	13
136	мы находим	1	13
137	в ней	4	13
138	субъекта и	3	13
139	собственно говоря	1	13
140	именно в	1	12
141	и нет	4	12
142	вопрос о	1	12
143	но как	3	12
144	но не	8	12
145	могут быть	4	12
146	иной раз	1	12
147	никак не	2	12
148	не могут	1	12
149	перед нами	1	12
150	еще не	4	12
151	и если	1	12
152	все равно	1	12
153	все эти	2	12
154	тем более	2	12
155	и жизни	4	12
156	а в	5	12
157	в них	1	11
158	от всего	1	11
159	в данном	7	11
160	только на	3	11
161	что я	4	11
162	быть в	1	11
163	не о	1	11
164	и тем	4	11
165	из них	5	11
166	тех или	2	11
167	есть ли	1	11
168	та же	2	11
169	внутреннего и	1	11
170	себе не	2	11
171	мы говорим	1	11
172	мы имеем	2	11
173	или в	1	11
174	есть в	1	11
175	только то	3	11
176	в одну	1	11
177	во всем	1	10
178	в душе	3	10
179	с этой	6	10
180	одно из	3	10
181	в результате	2	10
182	в жизни	7	10
183	к тому	3	10
184	во всяком	3	10
185	только как	1	10
186	для того	2	10
187	на себе	1	10
188	в ее	1	10
189	от этого	1	10
190	себе и	2	10
191	только потому	1	10
192	и для	1	10
193	что для	2	10
194	чтобы не	2	10
195	за пределы	3	10
196	то и	5	10
197	если мы	1	10
198	в его	9	10
199	в их	3	10
200	это было	1	10
201	идеи и	1	10
202	в частности	18	10
203	как мы	2	10
204	бытия и	1	10
205	как будто	2	10
206	может и	1	10
207	и уже	1	10
208	при этом	23	9
209	тому что	1	9
210	не как	4	9
211	быть может	2	9
212	в этих	2	9
213	и на	5	9
214	мир и	2	9
215	в котором	1	9
216	в противоположность	2	9
217	в одном	2	9
218	и когда	1	9
219	превращается в	2	9
220	и он	3	9
221	мы можем	1	9
222	не нуждается	1	9
223	же как	3	9
224	бы в	1	9
225	на этом	3	9
226	иметь в	1	9
227	общего с	3	9
228	и по	1	9
229	была бы	1	9
230	подобно тому	4	9
231	все на	1	9
232	как о	1	9
233	и более	1	9
234	той же	5	9
235	всех этих	1	9
236	и от	1	9
237	или иной	3	9
238	а если	2	9
239	между собою	1	9
240	имеется в	2	9
241	как он	2	9
242	в истории	1	9
243	тому как	4	9
244	от него	2	8
245	даже в	6	8
246	в отношении	2	8
247	но все	1	8
248	в дальнейшем	1	8
249	при условии	1	8
250	вот почему	1	8
251	уже о	2	8
