N	2gram	Bakhtin_Fr	StatiiOP
1	и в	105	103
2	в том	17	89
3	том что	9	77
4	в этом	22	76
5	что в	4	74
6	не только	24	60
7	о том	5	47
8	но и	20	46
9	то что	7	44
10	что он	5	42
11	в его	24	42
12	и не	34	41
13	может быть	11	38
14	было бы	4	32
15	в этой	11	31
16	вовсе не	25	31
17	тем что	5	29
18	все это	16	29
19	таким образом	5	28
20	в г	3	28
21	а в	4	27
22	а не	1	27
23	но в	16	26
24	так и	16	25
25	этом отношении	5	24
26	и его	24	24
27	все же	10	23
28	точки зрения	10	23
29	не в	4	23
30	так что	1	23
31	потому что	6	23
32	для того	2	22
33	в которой	1	22
34	как в	6	22
35	того что	3	22
36	прежде всего	26	22
37	у нас	1	22
38	в области	10	22
39	и пр	5	21
40	того чтобы	3	21
41	до сих	7	20
42	это не	4	20
43	в своей	8	19
44	г в	1	19
45	сих пор	7	19
46	в то	5	19
47	только в	16	19
48	в котором	1	18
49	с другой	3	18
50	он не	3	18
51	но также	1	18
52	об этом	2	18
53	не может	9	18
54	в самом	7	17
55	в году	13	17
56	как на	4	17
57	между прочим	2	17
58	самом деле	3	17
59	как бы	33	17
60	в этих	6	16
61	с этим	1	16
62	сказать что	12	16
63	можно было	4	16
64	если бы	1	16
65	в ней	7	16
66	другой стороны	1	15
67	с тем	1	15
68	как и	15	15
69	по поводу	2	15
70	из этих	7	15
71	у него	2	15
72	я не	1	15
73	и на	25	15
74	например в	3	15
75	в отношении	7	15
76	как раз	3	15
77	для него	12	15
78	также и	3	15
79	то же	6	14
80	но все	5	14
81	так например	3	14
82	к тому	3	14
83	с точки	6	14
84	между тем	5	14
85	в течение	3	14
86	в той	5	13
87	именно в	6	13
88	во всяком	2	13
89	в своем	11	13
90	из них	7	13
91	в качестве	1	13
92	в конце	3	13
93	в нем	16	13
94	в языке	1	13
95	вместе с	1	13
96	со стороны	1	13
97	всяком случае	2	13
98	но это	5	13
99	дело в	2	13
100	что касается	3	13
101	жизни и	14	13
102	в своих	8	12
103	не менее	2	12
104	хотя бы	2	12
105	ни в	1	12
106	как например	2	12
107	так как	11	12
108	что они	2	12
109	того времени	1	12
110	в них	13	11
111	в другом	2	11
112	никогда не	11	11
113	не было	3	11
114	ясно что	1	11
115	и с	8	11
116	и по	3	11
117	своего рода	2	11
118	у шекспира	3	11
119	того как	1	11
120	все эти	15	11
121	это было	2	11
122	на то	2	11
123	на эти	2	10
124	кроме того	2	10
125	не столько	1	10
126	в виду	5	10
127	связь с	8	10
128	речь идет	1	10
129	так же	2	10
130	отметить что	2	10
131	в целом	3	10
132	что такое	1	10
133	что и	2	10
134	xix века	6	10
135	но он	5	10
136	во всех	13	10
137	а как	1	10
138	в истории	5	10
139	же время	5	10
140	ничего не	3	10
141	на самом	6	10
142	по словам	1	10
143	но не	7	10
144	во второй	2	10
145	в частности	6	10
146	в начале	4	10
147	и к	7	9
148	с этой	1	9
149	говорит о	2	9
150	можно сказать	4	9
151	он был	3	9
152	в одном	8	9
153	говорит что	1	9
154	несмотря на	5	9
155	его жизни	1	9
156	письме к	1	9
157	и это	3	9
158	в чем	2	9
159	во время	14	9
160	вряд ли	1	9
161	не является	4	9
162	времени и	9	9
163	изд г	1	9
164	и для	3	9
165	для нас	5	9
166	что мы	2	9
167	там где	3	9
168	место в	4	9
169	в результате	1	8
170	и даже	10	8
171	связано с	2	8
172	по его	3	8
173	еще более	6	8
174	к которому	2	8
175	к этому	2	8
176	связи с	5	8
177	одним из	4	8
178	и др	32	8
179	могут быть	4	8
180	в общем	4	8
181	нужно сказать	7	8
182	должен был	2	8
183	в которых	1	8
184	совершенно не	5	8
185	и более	4	8
186	в издании	1	8
187	мы имеем	1	8
188	той же	1	8
189	на немецкий	1	8
190	до конца	4	8
191	подчеркнуть что	2	8
192	в их	6	8
193	в какой	2	8
194	отношение к	9	8
195	и о	4	8
196	такой же	1	8
197	это в	5	8
198	с которыми	1	7
199	и очень	2	7
200	о чем	3	7
201	по себе	1	7
202	года в	1	7
203	представление о	2	7
204	отличается от	1	7
205	в это	2	7
206	не мог	1	7
207	точка зрения	3	7
208	не просто	3	7
209	того же	1	7
210	в ее	5	7
211	что все	1	7
212	это очень	2	7
213	в эту	6	7
214	кажется что	1	7
215	как это	1	7
216	что для	3	7
217	раньше чем	1	7
218	еще не	8	7
219	еще и	6	7
220	что здесь	1	7
221	одной из	3	7
222	на этот	3	7
223	связан с	5	7
224	нас нет	1	7
225	уже в	5	7
226	мы находим	4	7
227	в виде	1	7
228	но с	2	7
229	материал для	1	7
230	что этот	1	7
231	говорит об	1	7
232	с самого	1	7
233	конце концов	1	7
234	лишь в	4	7
235	отношению к	2	7
236	вплоть до	2	7
237	что за	1	6
238	же и	1	6
239	на его	4	6
240	в подлиннике	1	6
241	в некоторых	2	6
242	одно из	7	6
243	и сам	2	6
244	в жизни	7	6
245	говорить о	1	6
246	по отношению	2	6
247	даже в	6	6
248	ни одного	1	6
249	к нему	5	6
250	только не	1	6
251	одном из	1	6
252	должно было	2	6
253	о которых	2	6
254	в устах	2	6
255	этот вопрос	2	6
256	его как	1	6
257	в себе	7	6
258	в особенности	7	6
259	и здесь	4	6
260	из которых	2	6
261	я считаю	1	6
262	и все	7	6
263	времени не	2	6
264	в известном	1	6
265	в стихах	1	6
266	языка и	1	6
267	в свет	3	6
268	тем же	1	6
269	и во	6	6
270	с его	9	6
271	литературного языка	1	6
272	что с	1	6
273	мы не	1	6
274	и за	2	6
275	ни на	3	6
276	независимо от	1	6
277	по существу	2	6
278	должен быть	1	6
279	в одной	1	6
280	и вообще	5	6
281	этих двух	2	6
282	еще до	1	6
283	что на	1	6
284	своей статье	2	5
285	до него	1	5
286	при этом	10	5
287	в духе	9	5
288	целый ряд	2	5
289	на эту	2	5
290	уже не	3	5
291	и такие	1	5
292	одной стороны	2	5
293	во многих	2	5
294	но они	4	5
295	конечно не	2	5
296	можно ли	1	5
297	до того	1	5
298	без всякого	3	5
299	том чтобы	1	5
300	в основу	2	5
301	на протяжении	9	5
302	что эти	1	5
303	с одной	2	5
304	хотя и	4	5
305	нужно отметить	3	5
306	его в	7	5
307	не была	2	5
308	не о	2	5
309	что не	3	5
310	не был	1	5
311	в уста	1	5
312	это были	2	5
313	если не	1	5
314	в тех	5	5
315	она была	6	5
316	занимает в	1	5
317	или иного	1	5
318	всех этих	10	5
319	один из	5	5
320	по форме	2	5
321	должна быть	1	5
322	для себя	1	5
323	о которой	1	5
324	поэтому в	3	5
325	не на	2	5
326	оно не	2	5
327	конечно и	4	5
328	был для	1	5
329	никто не	1	5
330	ни с	3	5
331	думать что	2	5
332	свое время	5	5
333	в очень	2	5
334	оба эти	1	5
335	и если	1	5
336	не могло	1	5
337	отношении к	1	5
338	которую он	1	5
339	не потому	1	5
340	мировой литературе	3	5
341	в творчестве	2	5
342	нет и	2	5
343	ее в	2	5
344	в мировой	1	5
345	точку зрения	2	5
346	в свое	6	5
347	это был	3	5
348	это и	3	5
349	раз в	4	5
350	в сущности	20	5
351	на тему	1	5
352	вообще не	1	5
353	является не	1	5
354	другом месте	2	5
355	во многом	3	5
356	и потому	14	5
357	того или	1	5
358	и только	1	5
359	разумеется совершенно	1	5
360	как он	1	5
361	можно найти	3	5
362	на это	2	5
363	в предисловии	2	5
364	к ней	2	5
365	одного из	1	5
366	что было	1	4
367	и другие	10	4
368	все что	2	4
369	в центре	1	4
370	никаких сомнений	1	4
371	которые не	1	4
372	в применении	3	4
373	и без	4	4
374	что по	2	4
375	культуры в	4	4
376	было не	1	4
377	не существует	1	4
378	не могли	1	4
379	применении к	3	4
380	не всегда	1	4
381	предисловии к	2	4
382	на сцене	1	4
383	на него	2	4
384	во времена	1	4
385	который в	1	4
386	всего в	1	4
387	мы видим	2	4
388	и он	3	4
389	статье о	2	4
390	на язык	2	4
391	и эти	2	4
392	тому же	1	4
393	будто бы	1	4
394	xviii века	2	4
395	в таком	2	4
396	в связи	2	4
397	и именно	2	4
398	одна из	5	4
