N	3gram	Propp_Isto	RusskieA
1	в том что	6	49
2	и т д	35	21
3	тем не менее	7	14
4	д к зеленин	2	13
5	в этом случае	3	12
6	вместе с тем	7	11
7	о том что	5	10
8	том что в	1	9
9	в том чтобы	1	9
10	для того чтобы	1	8
11	но это не	1	8
12	подобно тому как	3	8
13	т е в	1	7
14	как мы увидим	2	7
15	мы не можем	3	7
16	не может быть	8	6
17	во многих случаях	1	6
18	по этому поводу	2	6
19	в это время	2	6
20	так же как	6	6
21	после того как	2	6
22	в некоторых местах	1	5
23	это показывает что	1	5
24	в связи с	5	5
25	к тому что	1	5
26	мы видели что	3	5
27	все это показывает	1	5
28	не что иное	3	4
29	и многие другие	1	4
30	в отличие от	3	4
31	не только на	2	4
32	что в этом	1	4
33	только тогда когда	1	4
34	в этих случаях	10	4
35	что иное как	3	4
36	а иногда и	1	4
37	в то время	3	4
38	можно было бы	5	4
39	один из них	1	4
40	мы не будем	4	4
41	но вместе с	1	3
42	по отношению к	6	3
43	может рассматриваться как	1	3
44	во многих местах	1	3
45	в какой степени	1	3
46	более или менее	5	3
47	до сих пор	11	3
48	же как и	1	3
49	самом же деле	1	3
50	в своей книге	1	3
51	на самом же	1	3
52	на другой день	1	3
53	на то что	5	3
54	приводит нас к	1	3
55	здесь мы имеем	2	3
56	до тех пор	1	3
57	все же не	2	3
58	в свете изложенного	1	3
59	в эту ночь	1	3
60	в лесу или	2	3
61	мы уже видели	4	3
62	с тем что	3	3
63	это не значит	1	2
64	может быть назван	2	2
65	когда мы рассмотрим	2	2
66	мы уже знаем	3	2
67	в других случаях	2	2
68	о том как	2	2
69	такое же значение	1	2
70	выше мы видели	3	2
71	в большинстве случаев	4	2
72	и т п	1	2
73	приводят нас к	1	2
74	мы увидим ниже	5	2
75	в лес где	1	2
76	дают нам право	1	2
77	как уже указано	2	2
78	дело не в	2	2
79	ни одно из	1	2
80	об этом не	1	2
81	не значит что	1	2
82	для наших целей	2	2
83	материалы дают нам	1	2
84	может быть только	1	2
85	друг с другом	3	2
86	из них в	1	2
87	одно из них	1	2
88	потому что он	2	2
89	целью воздействовать на	1	2
90	мы должны будем	4	2
91	в советской науке	1	2
92	если предположить что	1	2
93	так как это	1	2
94	можно показать что	1	2
95	но все же	7	2
96	нам право на	1	2
97	не только у	1	2
98	с другой стороны	7	2
99	в этой связи	1	2
100	для этой цели	1	2
101	но так как	2	2
102	пока еще не	1	2
103	в тех случаях	1	2
104	подойти к материалу	1	2
105	в лесу в	1	2
106	не только по	1	2
107	т д и	2	2
108	имеется довольно много	1	2
109	равно как и	1	2
110	для нас не	2	2
111	мы увидим что	8	2
112	каждый из этих	1	2
113	а именно в	1	2
114	же значение как	1	2
115	вопрос о том	2	2
116	на самом деле	2	2
117	иметь в виду	2	2
118	это не совсем	1	2
119	не только в	5	2
120	во всех этих	1	2
121	и в этом	1	2
122	в виду что	1	2
123	но тем не	1	2
124	стоит в связи	2	2
125	лесу или в	1	2
126	так как в	2	2
127	тех случаях когда	1	2
128	еще не ясно	1	2
129	того как будут	1	2
130	по его мнению	2	2
131	не будем здесь	2	2
132	с одной стороны	7	2
133	в этом отношении	1	2
134	и связанные с	1	2
135	на путь изучения	1	1
136	он должен был	1	1
137	д к зеленина	1	1
138	мы имеем смешение	1	1
139	и другие исследователи	1	1
140	а может быть	2	1
141	что в сказке	3	1
142	мы должны были	2	1
143	а не на	2	1
144	не все еще	1	1
145	как будто бы	2	1
146	это приводит к	1	1
147	не только тексты	1	1
148	не лезет и	1	1
149	т д а	1	1
150	здесь дело не	1	1
151	но и по	1	1
152	с этим в	2	1
153	у других народов	1	1
154	это объяснит нам	1	1
155	никак не может	1	1
156	обычай убивать стариков	1	1
157	другой стороны его	1	1
158	но если это	2	1
159	дело не только	1	1
160	его нет в	1	1
161	нас несколько ниже	1	1
162	эти обряды в	1	1
163	не может удовлетворить	1	1
164	его жена и	1	1
165	своей книге о	1	1
166	человека а не	1	1
167	не говорится о	1	1
168	обрядов и обычаев	1	1
169	сих пор в	1	1
170	мы рассмотрели некоторые	1	1
171	наряду с этим	1	1
172	как бы совсем	1	1
173	до наших дней	2	1
174	это для нас	2	1
175	представляют собой не	1	1
176	смерти но и	2	1
177	видели в ней	1	1
178	то что обычно	1	1
179	мы начнем с	1	1
180	так например в	5	1
181	может так как	1	1
182	эту точку зрения	2	1
183	все еще ясно	1	1
184	из всех этих	1	1
185	займет нас несколько	1	1
186	явление представляют собой	1	1
187	бросает свет на	3	1
188	как будто ничего	1	1
189	так что они	1	1
