N	3gram	Losev_Prob	Psycholo
1	в том что	17	78
2	для того чтобы	4	70
3	на то что	2	55
4	в самом деле	1	51
5	заключается в том	5	36
6	о том что	8	34
7	совершенно ясно что	1	33
8	то же самое	17	31
9	с точки зрения	9	29
10	с одной стороны	2	28
11	не может быть	5	23
12	до сих пор	4	23
13	и т д	20	22
14	к тому что	1	20
15	с другой стороны	11	20
16	в том чтобы	1	20
17	на самом деле	5	17
18	не только не	5	16
19	в зависимости от	3	15
20	так же как	3	14
21	во всяком случае	8	14
22	само по себе	5	14
23	в то время	6	14
24	можно было бы	6	13
25	и в этом	6	13
26	то время как	6	13
27	указывает на то	1	12
28	сам по себе	10	12
29	что в этом	1	12
30	этой точки зрения	2	12
31	в конце концов	4	12
32	и той же	1	12
33	одной и той	1	12
34	тот факт что	1	11
35	по сравнению с	3	11
36	в художественном произведении	1	11
37	подобно тому как	2	11
38	с этой точки	1	10
39	вместе с тем	1	10
40	только в том	2	10
41	и то что	8	10
42	сами по себе	8	10
43	том что он	2	10
44	и если мы	3	10
45	никак не может	3	9
46	таким образом что	1	9
47	в отличие от	2	9
48	потому что он	6	9
49	точно так же	5	9
50	в данном случае	12	9
51	что он не	2	9
52	в том и	1	9
53	мы могли бы	3	9
54	и как бы	2	8
55	и то же	5	8
56	смысле этого слова	1	8
57	речь идет о	1	8
58	с тем что	1	8
59	то что она	1	8
60	что в нем	1	8
61	мы все время	1	7
62	на этот вопрос	1	7
63	в этом смысле	5	7
64	если бы мы	1	7
65	на то чтобы	1	7
66	только то что	4	7
67	в какой мере	1	7
68	можно сказать что	2	7
69	одно и то	4	7
70	что и в	3	7
71	как и в	2	7
72	потому что она	1	6
73	так как она	1	6
74	том и заключается	1	6
75	сама по себе	11	6
76	и может быть	2	6
77	было бы сказать	1	6
78	не что иное	6	6
79	мы не можем	2	6
80	и тот же	1	6
81	тем не менее	23	6
82	более или менее	2	6
83	именно потому что	3	6
84	по себе не	1	6
85	того или иного	5	6
86	то что мы	3	6
87	не только в	2	6
88	что иное как	6	6
89	при таком понимании	1	6
90	друг к другу	1	6
91	ни в каком	8	5
92	о том как	4	5
93	в собственном смысле	1	5
94	в таком случае	7	5
95	сказать что в	1	5
96	в евгении онегине	1	5
97	ни в какой	1	5
98	один и тот	1	5
99	не было бы	3	5
100	и в частности	4	5
101	в том виде	4	5
102	если мы припомним	1	5
103	мы все же	3	5
104	в том смысле	4	5
105	не имеет никакого	3	5
106	потому что все	1	5
107	же как и	4	5
108	нам кажется что	1	5
109	потому что они	2	5
110	имеет в виду	1	4
111	как будто бы	7	4
112	прямо сказать что	1	4
113	если же мы	1	4
114	уже это одно	1	4
115	при помощи которого	1	4
116	в настоящее время	4	4
117	и того же	1	4
118	а в том	1	4
119	к тому же	1	4
120	то что у	3	4
121	мы говорили выше	2	4
122	заключается не в	1	4
123	есть не просто	1	4
124	из того что	1	4
125	таким образом и	1	4
126	те или иные	6	4
127	и в этой	1	4
128	это то что	2	4
129	собственном смысле слова	1	4
130	за то что	1	4
131	и тем же	1	4
132	до такой степени	1	4
133	ясно что в	2	4
134	и когда мы	3	4
135	того и другого	1	4
136	таким образом в	1	4
137	и для нас	1	4
138	что оно есть	1	4
139	и заключается что	1	4
140	в басне и	1	4
141	вопрос о том	1	4
142	это было бы	2	4
143	благодаря тому что	1	4
144	в его основе	1	4
145	то или иное	3	4
146	вовсе не в	2	4
147	не значит что	2	4
148	одного и того	1	4
149	формы и содержания	1	4
150	это не просто	1	4
151	и никогда не	1	4
152	по себе и	2	4
153	это вовсе не	5	4
154	только тогда когда	1	4
155	и не может	1	4
156	то есть в	5	4
157	от того что	1	4
158	все более и	1	4
159	более и более	1	4
160	одним и тем	1	4
161	так как они	1	4
162	только потому что	3	4
163	принять во внимание	1	4
164	это и есть	3	4
165	в основе своей	1	4
166	начала до конца	1	3
167	по себе а	3	3
168	казалось бы если	1	3
169	в прямом смысле	1	3
170	и не будет	1	3
171	друг от друга	3	3
172	не потому что	1	3
173	нечто такое что	2	3
174	что до сих	1	3
175	но если бы	3	3
176	все дело в	1	3
177	и заставляет нас	1	3
178	имел в виду	1	3
179	он не только	1	3
180	столько же сколько	2	3
181	художественного произведения и	1	3
182	дело в том	4	3
183	с тем чтобы	1	3
184	том что всякое	1	3
185	нет никакой возможности	4	3
186	а вовсе не	3	3
187	может быть и	3	3
188	том смысле что	4	3
189	но это только	1	3
190	заключается только в	2	3
191	иметь в виду	2	3
192	бросается в глаза	1	3
193	в том или	2	3
194	то что при	1	3
195	бы то ни	5	3
196	потому что и	1	3
197	том виде как	4	3
198	но он не	1	3
199	она не имеет	1	3
200	том или ином	3	3
201	то есть как	1	3
202	к выводу что	1	3
203	ничего общего с	2	3
204	говорить о том	2	3
205	в то же	10	3
206	то и другое	1	3
207	может быть не	1	3
208	он может быть	1	3
209	и здесь мы	2	3
210	ответ на этот	1	3
211	во всех этих	1	3
212	в этом случае	8	3
213	и то и	1	3
214	то обстоятельство что	1	3
215	обратить внимание на	2	3
216	до конца и	1	3
217	вовсе не значит	1	3
218	одной стороны и	1	2
219	а может быть	2	2
220	не только то	1	2
221	а следовательно и	1	2
222	что при такой	1	2
223	и не было	2	2
224	д и т	5	2
225	дело не в	4	2
226	а то что	3	2
227	только о том	2	2
228	в своей основе	1	2
229	т д мы	1	2
230	когда мы говорим	5	2
231	который может быть	1	2
232	так или иначе	2	2
233	так и в	2	2
234	но при этом	1	2
235	в каком случае	5	2
236	в искусстве то	1	2
237	но может быть	1	2
238	исходя из этого	1	2
239	тому или иному	1	2
240	и тем самым	3	2
241	которые никак не	1	2
242	мы совершенно не	1	2
243	художественное произведение как	1	2
244	в первой главе	1	2
245	и вот эта	1	2
246	к вопросу о	1	2
247	все же не	1	2
248	к указанию на	1	2
249	это значит что	8	2
250	д все это	1	2
251	по самой своей	1	2
252	в тех случаях	1	2
253	мы имеем дело	2	2
254	в связи с	9	2
255	т д и	5	2
256	и тем не	6	2
257	т д все	1	2
258	той или иной	16	2
259	ясно что при	1	2
260	то что и	1	2
261	только в очень	2	2
262	и только в	3	2
263	но и в	2	2
264	каждого из нас	1	2
265	по крайней мере	9	2
266	в чем же	2	2
267	может быть в	1	2
268	искусства хотя бы	1	2
269	потому что мы	2	2
270	здесь мы имеем	1	2
271	мы вовсе не	1	2
272	несмотря на свою	2	2
273	и тем что	2	2
274	и все другие	1	2
275	и в своем	1	2
276	и все его	1	2
277	это и не	3	2
278	и это не	1	2
279	мы имеем в	1	2
280	не в самом	1	2
281	выходит за пределы	1	2
282	том что они	1	2
283	и все же	1	2
284	не могли бы	2	2
285	своими собственными глазами	1	2
286	должны были бы	1	2
287	указывает нам на	1	2
288	он как и	1	2
289	для этого необходимо	2	2
290	в той же	1	2
291	но все время	1	2
292	я не знаю	1	2
293	только сказать что	1	2
294	для того и	1	2
295	то есть не	5	2
296	не так как	1	2
297	и представить себе	2	2
298	только при помощи	4	2
299	нас не существует	1	2
300	что для него	1	2
301	то же что	1	2
302	в первом случае	1	2
303	самой своей природе	1	2
304	как и всякий	1	2
305	другой стороны и	1	2
306	тех или иных	7	2
307	потому что оно	1	2
308	хотя она и	1	2
309	есть не что	6	2
310	то ни было	4	2
311	если это так	1	2
312	имеет для нас	1	2
313	мы видим и	1	2
314	мы не станем	1	2
315	стрекоза и муравей	1	2
316	на первый план	3	2
317	для нас важно	1	2
318	так же и	3	2
319	когда мы читаем	1	2
320	о ней не	1	2
321	во-первых то что	1	2
322	в узком смысле	1	2
323	бы мы захотели	1	2
324	равно как и	2	2
325	как и другие	1	2
326	в значительной мере	2	2
327	мы находим в	2	2
328	в эстетике и	1	2
329	тем же самым	1	2
330	и ни о	1	2
331	поскольку речь идет	1	2
332	но никак не	4	2
333	в литературном произведении	1	2
334	мы приходим к	1	2
335	если принять во	1	2
336	хотя и не	2	2
337	какой мере не	1	2
338	и что даже	2	2
339	то есть нечто	1	2
340	чем то что	1	2
341	как мы видели	2	2
342	по себе как	2	2
343	имеем в виду	4	2
344	только для того	1	2
345	она как бы	1	2
346	но никто не	1	2
347	в те времена	1	2
348	указанием на то	1	2
349	потому что ни	1	2
350	что не только	2	2
351	если мы будем	1	2
352	на которую указывает	2	1
353	тем самым он	1	1
354	он является в	1	1
355	но то что	1	1
356	то это вовсе	1	1
357	потому что даже	1	1
358	он никак не	1	1
359	каком случае не	4	1
360	по себе но	2	1
361	это могло бы	1	1
362	мы не имели	1	1
363	произведения должна быть	1	1
364	в чем не	2	1
365	только он хочет	1	1
366	искусства всегда несет	1	1
367	каждый раз в	1	1
368	он в данном	1	1
369	нет ничего кроме	1	1
370	как мы говорили	2	1
371	без начала и	1	1
372	в результате этого	1	1
373	то что не	1	1
374	таком понимании является	1	1
375	но все они	1	1
376	каком случае нельзя	1	1
377	у нас в	2	1
378	не был бы	1	1
379	ни в каких	1	1
380	искусства и не	1	1
381	так что без	1	1
382	если мы скажем	2	1
383	чтобы при помощи	1	1
384	прав в том	2	1
385	мы еще не	1	1
386	это не есть	1	1
387	крайней мере в	1	1
388	случае когда мы	1	1
389	не говоря о	1	1
390	но все дело	1	1
391	свидетельствует о том	1	1
392	указывает только на	1	1
393	о чем не	1	1
394	басню в целом	1	1
395	таком случае не	1	1
396	дело вовсе не	2	1
397	в частности о	1	1
398	и потому его	1	1
399	к другу и	1	1
400	же самое относится	1	1
401	никогда и не	1	1
402	при помощи этого	1	1
403	как нам кажется	1	1
404	не имеет ли	1	1
405	таких словах как	1	1
406	тем в каком	1	1
407	только благодаря тому	1	1
408	и к его	1	1
409	таким образом если	1	1
410	вовсе не обязательно	1	1
411	на тему что	1	1
412	образы и представления	1	1
413	том числе и	1	1
414	и земли и	1	1
415	но только в	2	1
416	это же самое	3	1
417	если он действительно	1	1
418	это и значит	2	1
419	точки зрения в	1	1
420	и значит быть	1	1
421	каждой из них	1	1
422	заключается в самом	1	1
423	то ясно что	2	1
424	и от автора	1	1
425	же и в	1	1
426	чего мы не	1	1
427	хотя бы только	1	1
428	для нас и	1	1
429	но в его	1	1
430	на этот раз	3	1
431	что даже в	1	1
432	и говорить о	2	1
433	ни к какому	2	1
434	но все же	1	1
435	ясно что смысл	1	1
436	произведение в котором	1	1
437	то мы можем	1	1
438	тем самым мы	1	1
439	в буквальном смысле	2	1
440	в одном случае	4	1
441	были бы не	1	1
442	и все происходящие	1	1
