N	2gram	Losev_Prob	Analitik
1	не только	37	71
2	и в	64	66
3	в качестве	3	61
4	но и	23	57
5	в том	19	52
6	может быть	29	52
7	в этом	30	51
8	в частности	5	51
9	как и	7	50
10	и не	63	48
11	а не	21	42
12	при этом	8	40
13	том что	26	40
14	то есть	61	35
15	так и	17	35
16	представляет собой	2	30
17	отнюдь не	15	29
18	как бы	18	29
19	не может	18	29
20	а в	7	28
21	в его	12	27
22	и его	3	27
23	не в	6	26
24	но не	13	26
25	в себе	16	24
26	не случайно	1	24
27	что в	21	22
28	и даже	19	22
29	к тому	5	22
30	в этой	14	22
31	лишь в	4	21
32	о том	25	20
33	в самом	10	19
34	то же	10	19
35	в своей	8	19
36	с его	3	19
37	но в	19	19
38	в данном	16	18
39	в то	7	18
40	тем самым	11	17
41	с другой	8	17
42	только в	19	17
43	со стороны	2	17
44	такого рода	20	17
45	или иной	8	17
46	в целом	1	17
47	что и	2	16
48	могут быть	2	16
49	то что	72	16
50	в пределах	2	16
51	и на	11	15
52	не есть	49	15
53	между тем	3	15
54	уже не	9	15
55	прежде всего	17	15
56	в сущности	2	15
57	в их	7	15
58	в рамках	1	15
59	не менее	26	14
60	того же	3	14
61	себя в	1	14
62	я и	2	14
63	той или	10	14
64	мы имеем	3	14
65	данном случае	10	14
66	столь же	1	14
67	далеко не	9	14
68	по себе	20	13
69	точки зрения	5	13
70	тому же	1	13
71	в случае	5	13
72	он не	5	13
73	ничего не	20	13
74	как раз	20	13
75	для него	2	13
76	а также	6	13
77	в начале	1	13
78	и к	2	12
79	и сам	3	12
80	никогда не	8	12
81	как это	7	12
82	сводится к	3	12
83	как в	5	12
84	еще не	18	12
85	есть не	10	12
86	в той	2	11
87	даже в	2	11
88	имеем дело	1	11
89	по своей	1	11
90	той же	2	11
91	это не	7	11
92	можно сказать	9	11
93	и как	10	11
94	не с	1	11
95	не следует	1	11
96	именно в	5	10
97	все же	7	10
98	едва ли	10	10
99	с одной	4	10
100	в конце	13	10
101	было бы	16	10
102	однако в	2	10
103	подобно тому	2	10
104	текста и	5	10
105	отношения к	2	10
106	совпадает с	2	10
107	здесь не	9	10
108	особенно в	3	10
109	того или	8	10
110	и самого	5	10
111	один из	7	10
112	на себя	2	10
113	говорить о	14	9
114	говорит о	4	9
115	в результате	6	9
116	другой стороны	7	9
117	и того	5	9
118	одной стороны	4	9
119	том чтобы	1	9
120	в своем	7	9
121	по поводу	6	9
122	крайней мере	8	9
123	таким образом	9	9
124	во всех	9	9
125	за пределы	6	9
126	или иного	6	9
127	только не	4	9
128	имеет место	1	9
129	особого рода	3	9
130	вместе с	4	9
131	по крайней	8	9
132	вступает в	1	9
133	тому как	3	9
134	того что	18	9
