N	2gram	Propp_Isto	Komedia
1	и в	40	77
2	и не	19	47
3	в том	12	44
4	том что	11	42
5	о том	12	33
6	т е	30	33
7	едва ли	2	32
8	но и	21	32
9	может быть	37	30
10	из них	5	29
11	таким образом	13	29
12	в то	4	28
13	и его	5	28
14	в этом	13	27
15	потому что	12	27
16	что он	32	26
17	к тому	6	26
18	тому же	1	25
19	не только	28	25
20	вместе с	13	25
21	так как	20	24
22	в дом	2	23
23	как и	5	23
24	ни в	2	23
25	в доме	4	23
26	что в	19	23
27	что и	9	22
28	если бы	8	22
29	то же	21	21
30	ясно что	2	21
31	в конце	1	21
32	так и	13	21
33	а в	15	21
34	в его	10	20
35	к этому	2	19
36	во время	5	19
37	со стороны	3	19
38	молодой человек	1	18
39	в этой	9	18
40	тем что	7	17
41	в нем	8	17
42	и здесь	15	17
43	и т	39	17
44	еще не	14	17
45	при этом	6	16
46	все же	17	16
47	не менее	7	16
48	у него	5	16
49	сих пор	12	16
50	он не	10	16
51	до сих	11	16
52	тот же	3	16
53	не в	11	15
54	в своем	5	15
55	его в	15	15
56	в которой	2	15
57	на себя	2	15
58	между тем	2	15
59	один из	10	15
60	и на	6	15
61	было бы	11	15
62	прежде всего	15	15
63	и с	5	14
64	столь же	2	14
65	к нему	3	14
66	все это	6	14
67	ли не	1	14
68	об этом	11	14
69	самом деле	2	13
70	о чем	1	13
71	в них	2	13
72	в одном	8	13
73	что она	10	13
74	как раз	2	13
75	мы можем	7	13
76	в двух	1	13
77	так что	9	13
78	то что	17	13
79	того чтобы	3	13
80	но в	13	13
81	в котором	5	12
82	для того	1	12
83	так же	18	12
84	с другой	8	12
85	несмотря на	1	12
86	хотя и	1	12
87	в качестве	8	12
88	как это	6	12
89	т п	1	12
90	из которых	3	12
91	как в	7	12
92	уже в	2	12
93	в истории	2	12
94	не по	2	12
95	в начале	3	12
96	не может	19	12
97	но не	7	12
98	и даже	4	11
99	с тем	13	11
100	по отношению	6	11
101	наряду с	6	11
102	с ним	3	11
103	то время	3	11
104	должны были	9	11
105	речь идет	1	11
106	как мы	3	11
107	на этот	2	11
108	и для	5	11
109	в их	6	11
110	из дому	5	11
111	в частности	3	11
112	к ней	3	11
113	одного из	1	11
114	с этим	5	10
115	он был	3	10
116	на него	7	10
117	тут же	2	10
118	с одной	8	10
119	к себе	2	10
120	как бы	6	10
121	и что	14	10
122	в отношении	1	10
123	и все	1	10
124	на основании	1	10
125	одной из	6	10
126	ничего не	6	10
127	из дома	10	10
128	мы не	12	10
129	на его	2	10
130	еще в	2	10
131	в целом	3	10
132	но все	9	9
133	в своей	2	9
134	одной стороны	7	9
135	говорить о	1	9
136	и еще	1	9
137	тому что	1	9
138	время как	3	9
139	только в	16	9
140	друг друга	2	9
141	в тех	4	9
142	даже не	2	9
143	о его	1	9
144	и по	4	9
145	независимо от	1	9
146	из его	1	9
147	в образе	3	9
148	однако в	2	9
149	ответ на	3	9
150	того как	6	9
151	а также	2	9
152	ст и	1	9
153	вовсе не	3	9
154	отличие от	3	9
155	в ней	10	9
156	отношению к	6	9
157	а затем	4	8
158	другой стороны	7	8
159	что ни	1	8
160	то это	9	8
161	что у	3	8
162	такого рода	1	8
163	не было	3	8
164	не знает	7	8
165	бы в	2	8
166	во всех	3	8
167	то ни	2	8
168	можно было	8	8
169	что для	1	8
170	в которых	2	8
171	да и	3	8
172	в течение	1	8
173	тех пор	1	8
174	связи с	10	8
175	возможно что	3	8
176	по своему	1	8
177	и других	1	8
178	с самого	4	8
179	как он	5	8
180	при всем	1	8
181	и ее	3	8
182	и к	1	7
183	дело с	2	7
184	в результате	2	7
185	в этих	17	7
186	равно как	1	7
187	себе в	1	7
188	во всяком	1	7
189	вопрос о	8	7
190	хотя бы	5	7
191	в другом	6	7
192	ii в	1	7
193	самого начала	4	7
194	бы то	2	7
195	что они	13	7
196	ни было	2	7
197	в связи	7	7
198	и это	2	7
199	в других	3	7
200	так или	1	7
201	и тот	3	7
202	и хотя	1	7
203	перед лицом	1	7
204	в себе	6	7
205	до начала	1	7
206	и у	1	7
207	это время	3	7
208	из этих	2	7
209	мы знаем	10	7
210	целый ряд	1	7
211	и во	1	7
212	до конца	1	7
213	но если	4	7
214	и вот	2	7
215	для нас	17	7
216	должен был	6	7
217	или иначе	1	7
218	отнюдь не	2	7
219	тех же	1	7
220	и о	1	7
221	говоря уже	1	6
222	по всему	1	6
223	еще более	1	6
224	даже в	5	6
225	его от	1	6
226	в виду	2	6
227	с собой	2	6
228	там же	3	6
229	в дальнейшем	6	6
230	до того	1	6
231	представляет собой	7	6
232	уже о	1	6
233	во фракии	1	6
234	как правило	4	6
235	не мог	4	6
236	не зная	1	6
237	и он	4	6
238	после того	2	6
239	не хочет	1	6
240	за то	3	6
241	как видно	1	6
242	что не	2	6
243	на этом	3	6
244	не дает	2	6
245	и тем	2	6
246	с дочерью	1	6
247	могут быть	5	6
248	в силу	7	6
249	всего в	2	6
250	мы встречаем	1	6
251	в сущности	2	6
252	в другой	4	6
253	никто не	3	6
254	в древней	2	6
255	как из	1	6
256	в середине	3	6
257	а не	18	6
258	в отличие	3	6
259	в и	1	6
260	главным образом	2	6
261	в области	2	6
262	тем не	7	6
263	на вопрос	4	6
264	у тебя	2	6
265	так в	7	6
266	здесь в	4	6
267	из числа	1	6
268	молодых людей	2	6
269	или в	6	6
270	что к	1	6
271	в какой	4	6
272	и как	3	6
273	к концу	1	6
274	на то	6	6
275	это было	2	6
276	в уже	1	6
277	не говоря	1	6
278	человека в	1	6
279	до тех	1	6
280	когда он	9	6
281	а по	3	6
282	на это	3	6
283	как будто	7	6
284	надо было	1	6
285	для всех	2	5
286	из всех	2	5
287	в первом	1	5
288	за ним	1	5
289	именно в	5	5
290	его на	1	5
291	что по	1	5
292	роль в	3	5
293	в это	2	5
294	со своей	1	5
295	в действительности	2	5
296	восходит к	6	5
297	из своего	2	5
298	а на	1	5
299	к ним	4	5
300	сказать что	7	5
301	под названием	1	5
302	который в	2	5
303	тем же	1	5
304	себя в	2	5
305	никогда не	25	5
306	и мы	2	5
307	отец и	2	5
308	в ее	2	5
309	после этого	5	5
310	отрывок из	1	5
311	чем в	2	5
312	но он	5	5
313	одним из	2	5
314	можно судить	2	5
315	также в	2	5
316	одном из	1	5
317	между собой	4	5
318	что их	3	5
319	т д	35	5
320	не могла	2	5
321	ни одной	2	5
322	друг другу	1	5
323	даже если	1	5
324	и от	2	5
325	от нее	1	5
326	не так	2	5
327	представление о	3	5
328	известно что	1	5
329	что это	12	5
330	здесь нет	2	5
331	вывод что	2	5
332	приводит к	3	5
333	ему и	1	5
334	том как	3	5
335	конечно не	2	5
336	и если	4	5
337	у меня	4	5
338	совпадают с	1	5
339	у других	1	5
340	вслед за	7	5
341	же самое	3	5
342	той же	1	5
343	этом отношении	1	5
344	и после	1	5
345	это не	8	5
346	мы имеем	25	5
347	он и	3	5
348	же не	3	5
349	по существу	7	5
350	к своему	3	5
351	и я	1	5
352	ему не	1	5
353	см ниже	2	5
354	отказаться от	2	5
355	что из	1	5
356	чаще всего	1	5
357	для этого	3	5
358	что на	1	5
359	в той	1	4
360	каждой из	1	4
361	к числу	1	4
362	тем как	1	4
363	в пользу	2	4
364	нас в	2	4
365	требует от	1	4
366	не столько	1	4
367	например в	7	4
368	видно из	2	4
369	правда в	1	4
370	их в	7	4
371	всякого рода	3	4
372	из других	1	4
373	ст в	1	4
374	и дают	1	4
375	не всегда	9	4
376	должна была	1	4
377	в глаза	2	4
378	на море	1	4
379	а сам	3	4
380	его не	3	4
381	одна из	4	4
382	к этим	1	4
383	кто из	1	4
384	том чтобы	2	4
385	к их	1	4
386	к человеку	1	4
387	в состоянии	2	4
388	этой же	1	4
389	к которому	5	4
390	и этим	3	4
391	одно из	2	4
392	там и	3	4
393	как его	1	4
394	не остается	1	4
395	я не	5	4
396	между ними	2	4
397	же как	7	4
398	в себя	2	4
399	именно потому	2	4
400	здесь мы	9	4
401	можно сделать	1	4
402	что эта	3	4
403	один раз	1	4
404	важно что	1	4
405	по своей	2	4
406	и почему	3	4
407	образом в	2	4
408	из этого	3	4
409	человека который	1	4
410	к сожалению	3	4
411	которые он	1	4
412	был бы	4	4
413	что после	1	4
414	не на	2	4
415	стороны и	1	4
416	бы не	1	4
417	нет ничего	2	4
418	что мы	9	4
419	то и	2	4
420	по сравнению	1	4
421	большей частью	2	4
422	каждый из	1	4
423	что же	4	4
424	в более	2	4
425	ничем не	2	4
426	хотя в	3	4
427	многие из	1	4
428	и другие	7	4
429	у нас	1	4
430	в сопровождении	1	4
431	а то	2	4
432	времени и	1	4
433	по его	3	4
434	или менее	5	4
435	такой же	2	4
436	в поле	2	4
437	мог бы	3	4
438	обстоит дело	4	4
439	е в	1	4
440	и их	4	4
441	в пределах	4	4
442	далеко не	1	4
443	чтобы не	3	4
444	у нее	4	4
445	которые в	3	4
446	бы он	1	4
447	все более	1	4
448	нуждается в	1	4
449	в основе	4	4
450	во всем	3	3
451	от него	1	3
452	исходя из	1	3
453	к этой	5	3
454	или по	1	3
455	а у	1	3
456	ссылаясь на	1	3
457	за собой	3	3
458	в году	1	3
459	по себе	4	3
460	более или	5	3
461	знаем их	3	3
462	уверен в	1	3
463	или на	7	3
464	если он	1	3
465	детей и	5	3
466	в соответствии	1	3
467	только для	3	3
468	за ней	1	3
469	при всей	1	3
470	видно что	9	3
471	человека не	1	3
472	представления о	8	3
473	брата и	1	3
474	этой связи	1	3
475	только на	2	3
476	не приходит	1	3
477	на пути	2	3
478	и когда	4	3
479	приходит к	2	3
480	всего этого	1	3
481	другой раз	1	3
482	путь к	2	3
483	ней и	2	3
484	соответствии с	2	3
485	в нашем	1	3
486	находится в	6	3
487	что именно	1	3
488	друг с	4	3
489	этом же	1	3
490	восходят к	6	3
491	не найдем	1	3
492	о ней	1	3
493	из вас	1	3
494	с другом	3	3
495	искать в	1	3
496	и за	1	3
497	в герое	1	3
498	для них	1	3
499	и притом	1	3
500	отношения к	2	3
501	из уст	1	3
502	в таком	1	3
503	по ее	1	3
504	от этого	2	3
505	должно было	4	3
506	в греческом	1	3
507	в эту	3	3
508	на себе	1	3
509	же слов	1	3
510	остается в	1	3
511	а с	4	3
512	бы к	1	3
513	в руки	4	3
514	было только	1	3
515	для этой	1	3
516	ни одно	1	3
517	одну из	1	3
518	не раз	1	3
519	могла бы	3	3
520	он в	5	3
521	что ты	1	3
522	их к	1	3
523	над ней	1	3
524	этим же	3	3
525	и есть	5	3
526	его за	1	3
527	если они	1	3
528	в один	1	3
529	еще одно	1	3
530	мы видели	4	3
531	не делает	2	3
532	все известные	1	3
533	также что	2	3
534	почти не	4	3
535	его с	1	3
536	пока же	3	3
537	представляют собой	9	3
538	и из	2	3
539	о которой	1	3
540	мы в	4	3
541	первых же	1	3
542	не могут	3	3
543	не мешает	1	3
544	не более	2	3
545	и одновременно	1	3
546	на улицу	2	3
547	если это	3	3
548	быть даже	1	3
549	как о	2	3
550	с ними	2	3
551	меньшей мере	2	3
552	связанные с	3	3
553	своего отца	3	3
554	друг от	1	3
555	его и	6	3
556	совершенно не	1	3
557	и более	3	3
558	мешает ему	1	3
559	относится к	2	3
560	и уже	1	3
561	переходит к	1	3
562	на землю	2	3
563	действия и	3	3
564	было и	1	3
565	состоит в	1	3
566	не совсем	5	3
567	если мы	4	3
568	только при	1	3
569	в самой	1	3
570	они были	1	3
571	которым он	1	3
572	ему в	3	3
573	ее на	2	3
574	предположение что	2	3
575	бы на	1	3
576	такое же	1	3
577	в виде	2	3
578	однако не	2	3
579	от друга	1	3
580	и эта	1	3
581	указывает на	2	3
582	власть в	1	3
583	с той	2	3
584	этой цели	1	3
585	является не	2	3
586	высшей степени	1	3
587	один и	2	3
588	нисколько не	3	3
589	возвращается с	3	3
590	должен быть	3	3
591	в одной	3	3
592	на такое	1	3
593	на них	2	3
594	и потому	3	3
595	а как	2	3
596	он говорит	1	3
597	соответственно в	1	3
598	она не	6	3
599	так называемой	1	3
600	но столь	1	3
601	только как	1	3
602	на брак	1	3
603	не с	3	3
604	таким же	1	3
605	можно найти	2	3
606	из своей	1	3
607	на всю	1	3
608	в большинстве	4	3
609	идет речь	2	3
610	в рамках	2	3
611	иначе в	1	3
612	они не	8	3
613	будто бы	4	3
614	в высшей	1	3
615	же можно	3	3
616	по этому	2	3
617	все еще	3	3
618	право на	5	3
619	только после	3	3
620	в эти	1	3
621	в эпоху	2	3
622	если она	1	3
623	он с	1	3
624	вплоть до	2	3
625	нет необходимости	4	2
626	с которыми	1	2
627	в центре	1	2
628	в настоящем	1	2
629	и очень	1	2
630	же и	3	2
631	высказывает ему	1	2
632	же объясняется	1	2
633	дочери и	1	2
634	нечто подобное	1	2
635	другой пример	2	2
636	и был	1	2
637	говорит о	2	2
638	те же	1	2
639	не как	3	2
640	нам известны	1	2
641	точно так	8	2
642	остановиться на	1	2
643	ты не	5	2
644	в действие	1	2
645	обстановка в	1	2
646	ей в	2	2
647	по части	1	2
648	связь с	8	2
649	или для	1	2
650	ко всем	1	2
651	встречается в	3	2
652	явно не	1	2
653	на которых	1	2
654	жизнь в	1	2
655	на земле	1	2
656	к каким	1	2
657	к которой	2	2
658	из всего	1	2
659	превращается в	4	2
660	меня в	1	2
661	приходит в	1	2
662	отце и	1	2
663	друга и	1	2
664	перед собой	1	2
665	связанного с	1	2
666	как только	1	2
667	ход действия	3	2
668	на первый	2	2
669	начнем с	1	2
670	себя от	1	2
671	полагают что	1	2
672	героя или	1	2
673	такие случаи	2	2
674	не могли	1	2
675	источником для	2	2
676	следовало бы	3	2
677	которой он	1	2
678	указания на	1	2
679	в противоположность	1	2
680	не должен	8	2
681	и следовательно	1	2
682	вопрос не	1	2
683	аргументом в	1	2
684	в этот	1	2
685	которых не	1	2
686	поэтому мы	1	2
687	наталкивается на	2	2
688	об отношении	1	2
689	но они	6	2
690	что девушка	3	2
691	они с	1	2
692	что речь	1	2
693	для которого	1	2
694	не вполне	3	2
695	так мы	1	2
696	второй половины	1	2
697	друг на	1	2
698	среди них	1	2
699	чтобы они	2	2
700	него не	1	2
701	тех случаях	1	2
702	они должны	3	2
703	в основу	2	2
