N	3gram	Medvedev_V	Komedia
1	в том что	5	29
2	к тому же	1	21
3	в то же	5	16
4	то же время	5	16
5	до сих пор	2	16
6	в самом деле	1	13
7	о том что	3	13
8	и т п	9	11
9	для того чтобы	3	11
10	в то время	1	11
11	в свою очередь	1	10
12	по отношению к	7	9
13	вместе с тем	4	9
14	с одной стороны	2	9
15	то время как	1	9
16	с другой стороны	8	8
17	так или иначе	1	7
18	в конце концов	2	7
19	дошедших до нас	1	7
20	во всяком случае	2	7
21	говоря уже о	1	6
22	в том числе	2	6
23	в связи с	4	6
24	не говоря уже	1	6
25	после того как	2	6
26	что он не	1	5
27	о том как	3	5
28	то же самое	1	5
29	и т д	16	5
30	в этом отношении	14	5
31	из действующих лиц	1	4
32	в одном из	4	4
33	чуть ли не	2	4
34	в силу этого	4	4
35	в этой области	3	4
36	т е в	2	4
37	к тому что	4	4
38	но все же	1	4
39	по сравнению с	1	4
40	можно было бы	2	4
41	в том же	1	3
42	более или менее	6	3
43	в соответствии с	1	3
44	хотя и не	1	3
45	сих пор не	1	3
46	равно как и	4	3
47	в какой мере	1	3
48	на то что	1	3
49	но и в	1	3
50	в этом же	1	3
51	в чем же	2	3
52	может быть даже	1	3
53	таким образом в	2	3
54	по меньшей мере	1	3
55	в новое время	1	3
56	и речи о	1	3
57	если бы он	1	3
58	том числе и	2	3
59	да и сам	1	2
60	одной стороны и	2	2
61	как будто бы	1	2
62	в конечном счете	5	2
63	в этом смысле	1	2
64	т е из	1	2
65	его т е	1	2
66	и не слишком	1	2
67	с этой точки	1	2
68	не один раз	1	2
69	он и не	1	2
70	как видно из	1	2
71	в частности в	2	2
72	у него в	1	2
73	каждый из них	1	2
74	что он в	1	2
75	в зависимости от	5	2
76	и есть для	1	2
77	и в то	3	2
78	из них не	2	2
79	как мы знаем	1	2
80	как это было	1	2
81	этой точки зрения	2	2
82	только в том	2	2
83	и тем более	1	2
84	таким образом и	1	2
85	подобно тому как	3	2
86	так же как	1	2
87	имеем в виду	1	2
88	не только в	2	2
89	в этом случае	1	2
90	по его мнению	1	2
91	одна из них	1	2
92	к этому же	1	2
93	первая из них	1	1
94	и опирается на	1	1
95	следует понимать как	2	1
96	имеет ничего общего	1	1
97	с этим и	1	1
98	право говорить о	1	1
99	не было в	2	1
100	как это видно	2	1
101	но вместе с	1	1
102	во сне не	2	1
103	следует забывать что	1	1
104	в применении к	1	1
105	не может быть	8	1
106	говорит ли это	1	1
107	этой области не	1	1
108	одной из этих	1	1
109	т е чисто	1	1
110	этом отношении представляет	1	1
111	один из них	1	1
112	можно сказать что	4	1
113	во всех его	2	1
114	имеем дело с	1	1
115	хотя может быть	1	1
116	таким образом для	1	1
117	и во всех	1	1
118	именно к этому	1	1
119	далеко не всегда	1	1
120	если он не	1	1
121	того или иного	1	1
122	но и он	2	1
123	но ни в	1	1
124	совершенно очевидно что	1	1
125	как раз с	1	1
126	в том случае	1	1
127	признать что и	1	1
128	из многочисленных свидетельств	1	1
129	ничего общего с	1	1
130	а между тем	1	1
131	могут быть отнесены	1	1
132	бросается в глаза	1	1
133	большей или меньшей	3	1
134	за это время	1	1
135	по аналогии с	1	1
136	в данном случае	1	1
137	и никогда не	2	1
138	мало чем отличается	1	1
139	не следует забывать	1	1
140	ли не все	1	1
141	не имеет ничего	1	1
142	только один из	1	1
143	об этом свидетельствует	1	1
144	нашли отражение в	1	1
145	по этому поводу	7	1
146	это вовсе не	1	1
147	лицом к лицу	1	1
148	в системе образов	1	1
149	во всех других	1	1
150	в этом однако	1	1
151	сказать что ни	1	1
152	речи о каком-либо	1	1
153	это явствует из	1	1
154	и не может	2	1
155	мы имеем дело	1	1
156	на эти вопросы	2	1
157	в каком направлении	1	1
158	той или иной	1	1
159	того обстоятельства что	1	1
160	по существу своему	1	1
161	приходится признать что	1	1
162	у первого из	1	1
163	а вместе с	1	1
164	и популярных в	1	1
165	в том чтобы	2	1
166	по крайней мере	2	1
167	три с половиной	1	1
168	освобождает его от	1	1
169	не заметить что	1	1
170	другой стороны он	1	1
171	и без того	1	1
172	бы он был	1	1
173	следует отметить что	1	1
174	как составная часть	1	1
175	то что в	1	1
176	может быть в	1	1
177	спустя три года	1	1
178	как один из	1	1
179	его роль в	1	1
180	нет никаких оснований	2	1
181	как это явствует	1	1
182	как об этом	2	1
183	на этот вопрос	1	1
184	ни один из	2	1
185	со всех сторон	1	1
186	не было бы	4	1
187	в противном случае	2	1
188	чем отличается от	1	1
189	первого из них	1	1
190	не пишет для	1	1
191	другой стороны в	1	1
192	и в их	1	1
193	в каждой из	1	1
194	что мы имеем	1	1
195	это видно из	2	1
196	составная часть в	1	1
197	состоял в том	1	1
198	из этих элементов	1	1
199	автор не пишет	1	1
200	все его герои	1	1
201	нельзя не признать	1	1
202	что его можно	1	1
203	хотя бы в	3	1
204	же как и	1	1
205	главным образом в	1	1
206	на себе все	1	1
207	содержания и формы	1	1
208	том случае если	1	1
209	по этому вопросу	2	1
210	не обходится без	1	1
211	нет ни одного	1	1
212	вопрос о том	1	1
213	оказывается перед необходимостью	1	1
214	в виду что	1	1
215	и мира в	1	1
216	на предыдущих страницах	1	1
217	сама по себе	1	1
