N	3gram	Voloshinov	Komedia
1	в том что	2	29
2	в то же	1	16
3	то же время	1	16
4	в самом деле	2	13
5	для того чтобы	1	11
6	по отношению к	3	9
7	с одной стороны	2	9
8	с другой стороны	2	8
9	с самого начала	2	7
10	в отличие от	1	6
11	в связи с	1	6
12	с точки зрения	5	6
13	до тех пор	4	6
14	то же самое	1	5
15	в этом отношении	1	5
16	тем не менее	1	5
17	и тот же	1	4
18	чуть ли не	1	4
19	к тому что	1	4
20	само собой разумеется	1	4
21	можно было бы	1	4
22	более или менее	1	3
23	равно как и	1	3
24	на то что	1	3
25	в чем же	1	3
26	один и тот	1	3
27	и к тому	1	3
28	состоит в том	1	3
29	собой разумеется что	1	3
30	в конечном счете	1	2
31	того же автора	1	2
32	с этой точки	1	2
33	он и не	1	2
34	как и в	1	2
35	в зависимости от	2	2
36	том что в	1	2
37	в тех случаях	1	2
38	в течение всей	1	2
39	если говорить о	1	2
40	этой точки зрения	1	2
41	но столь же	1	2
42	и тем что	1	2
43	подобно тому как	1	2
44	так же как	1	2
45	только потому что	1	2
46	тех случаях когда	1	2
47	тех пор пока	3	1
48	так и для	1	1
49	греции и в	1	1
50	не может быть	4	1
51	в г в	2	1
52	в борьбе с	1	1
53	в задачу данной	1	1
54	в собственном смысле	1	1
55	должно было бы	1	1
56	в течение всего	1	1
57	еще тем что	1	1
58	своего времени в	1	1
59	далеко не всегда	1	1
60	того или иного	2	1
61	ничего общего с	2	1
62	само по себе	1	1
63	в данном случае	2	1
64	вместе с ними	1	1
65	еще и тем	1	1
66	и никогда не	1	1
67	можно говорить о	1	1
68	так же точно	1	1
69	и все социальное	1	1
70	в этот момент	1	1
71	в своих руках	1	1
72	и это особенно	1	1
73	и в его	1	1
74	только в связи	1	1
75	в одном случае	1	1
76	с этим же	1	1
77	не мог бы	1	1
78	но не менее	1	1
79	и не может	1	1
80	собственном смысле слова	1	1
81	в пределах того	1	1
82	человека и его	1	1
83	здесь мы не	1	1
84	с г в	1	1
85	и призыв к	1	1
86	втором году жизни	1	1
87	то что в	1	1
88	при таком подходе	1	1
89	его роль в	1	1
90	так как все	1	1
91	едва ли кто-нибудь	1	1
92	и один из	1	1
93	и особенно его	1	1
94	не было бы	1	1
95	и в их	1	1
96	не что иное	2	1
97	предположение о возможности	1	1
98	в нашу задачу	1	1
99	для понимания всего	1	1
100	тому что он	1	1
101	хотя бы в	1	1
102	в нем только	1	1
103	что иное как	2	1
104	в предисловии к	1	1
105	в виду что	1	1
106	мы не можем	1	1
107	и подобно тому	1	1
108	потому что они	1	1
