N	2gram	Vinokur_Ku	FransuaR
1	и в	44	367
2	в этом	31	112
3	и не	23	101
4	таким образом	17	100
5	и его	8	99
6	в его	16	98
7	прежде всего	14	92
8	не только	29	87
9	мы уже	1	85
10	но и	13	84
11	как бы	11	82
12	все эти	17	79
13	вовсе не	18	77
14	как и	3	76
15	в нем	7	75
16	но в	11	75
17	в эпоху	1	75
18	и на	8	72
19	и др	1	72
20	в том	47	71
21	как мы	2	71
22	то же	12	66
23	и все	4	66
24	в них	10	65
25	в этой	8	65
26	так и	10	65
27	и с	11	64
28	в сущности	11	64
29	в то	4	63
30	во всех	1	62
31	все это	10	62
32	же время	4	55
33	что в	25	52
34	в своем	4	51
35	только в	15	48
36	так как	16	46
37	том что	30	45
38	в году	3	44
39	то что	14	41
40	здесь в	1	41
41	у него	3	40
42	жизни и	1	40
43	в самом	20	38
44	точки зрения	25	37
45	в ней	6	37
46	с его	4	36
47	о том	10	35
48	он был	1	35
49	может быть	25	35
50	сказать что	5	34
51	и даже	5	34
52	в себе	4	34
53	рядом с	7	32
54	мы видели	3	32
55	в конце	5	32
56	он не	4	32
57	для него	2	32
58	до конца	3	31
59	в литературе	1	31
60	в своей	4	31
61	нового времени	1	31
62	так же	8	30
63	но он	2	30
64	один из	8	30
65	потому что	40	30
66	той же	5	30
67	и потому	6	30
68	никогда не	2	30
69	в духе	3	29
70	в одном	4	29
71	еще не	10	29
72	связи с	8	29
73	в этих	5	29
74	что он	7	29
75	не может	13	29
76	в особенности	6	29
77	при этом	6	29
78	его в	1	29
79	не в	18	29
80	и к	1	28
81	из них	4	28
82	всех этих	4	28
83	также и	7	28
84	в той	6	28
85	и другие	1	27
86	сих пор	5	27
87	до сих	5	27
88	все же	17	27
89	по своему	1	27
90	роль в	6	27
91	и их	2	27
92	кроме того	2	26
93	в условиях	1	26
94	все они	1	26
95	на самом	3	25
96	в области	15	25
97	с помощью	12	25
98	но это	4	25
99	он и	1	24
100	но не	11	24
101	например в	5	24
102	в ее	2	24
103	и у	3	24
104	и от	2	24
105	как в	6	24
106	того чтобы	25	24
107	в частности	6	24
108	в большинстве	3	24
109	отношение к	2	24
110	большинстве случаев	3	23
111	так сказать	5	23
112	своего рода	4	23
113	и здесь	8	23
114	с ним	5	23
115	и для	3	23
116	в их	3	23
117	есть и	1	23
118	к нему	1	23
119	это не	13	23
120	еще и	7	23
121	даже в	4	22
122	не было	6	22
123	а в	7	22
124	тем что	9	22
125	что и	5	22
126	и других	1	22
127	там где	7	22
128	поэтому и	1	22
129	вместе с	8	22
130	и во	1	22
131	связь с	1	22
132	и о	3	22
133	в своих	2	21
134	именно в	7	21
135	в отношении	2	21
136	уже в	5	21
137	и как	3	21
138	есть в	6	21
139	в качестве	12	21
140	одним из	2	21
141	в себя	2	21
142	что это	11	21
143	ни в	3	21
144	в виду	7	20
145	в связи	4	20
146	и это	3	20
147	одной из	1	20
148	этом отношении	8	20
149	с точки	16	20
150	как раз	10	20
151	а также	3	20
152	самом деле	17	20
153	во всем	1	19
154	их в	1	19
155	к этому	4	19
156	того же	6	19
157	было бы	28	19
158	в дальнейшем	1	19
159	с другой	14	19
160	на протяжении	1	19
161	хотя и	7	19
162	в форме	3	19
163	далеко не	2	19
164	мы находим	2	18
165	конечно и	3	18
166	это и	6	18
167	здесь не	5	18
168	одна из	1	18
169	но они	1	18
170	превращается в	4	18
171	на этом	4	18
172	связанные с	3	18
173	перед нами	4	18
174	связан с	2	18
175	это в	1	18
176	в большей	2	17
177	большей или	2	17
178	для того	23	17
179	конечно не	3	17
180	в результате	8	17
181	можно было	14	17
182	своего времени	2	17
183	связанных с	2	17
184	на его	3	17
185	такой же	1	17
186	еще более	1	17
187	но все	5	17
188	меньшей степени	2	17
189	связана с	1	17
190	и вот	4	17
191	того что	11	17
192	а не	17	17
193	в другом	2	16
194	влияние на	1	16
195	с одной	3	16
196	между ними	2	16
197	между тем	11	16
198	и одновременно	1	16
199	тот же	7	16
200	в начале	1	16
201	в свете	1	16
202	или меньшей	2	16
203	вернемся к	1	16
204	ничего не	6	16
205	они не	4	16
206	дело в	2	16
207	не подлежит	1	16
208	мысли и	1	15
209	в которой	7	15
210	из этих	5	15
211	с их	3	15
212	и вообще	1	15
213	одно из	3	15
214	как на	4	15
215	в нашем	8	15
216	не мог	2	15
217	xix века	5	15
218	пор еще	1	15
219	в истории	3	15
220	в самой	6	15
221	в котором	4	14
222	характер и	2	14
223	в чем	2	14
224	образом в	3	14
225	и по	4	14
226	мы не	1	14
227	на них	1	14
228	здесь только	2	14
229	все что	1	14
230	в данном	8	14
231	и он	4	14
232	несмотря на	6	14
233	слов и	2	14
234	в более	2	14
235	по существу	9	14
236	и сам	1	13
237	с этим	6	13
238	во все	2	13
239	и еще	4	13
240	что все	6	13
241	его к	5	13
242	в основном	1	13
243	на все	3	13
244	в одной	1	13
245	о чем	2	13
246	в жизни	1	13
247	на этой	4	13
248	одной стороны	2	13
249	здесь нет	1	13
250	не знает	4	13
251	отличие от	3	13
252	в других	1	13
253	бы в	8	13
254	и есть	3	13
255	они и	1	13
256	только на	1	13
257	не на	4	13
258	этот процесс	1	13
259	или в	5	13
260	так в	2	13
261	это было	2	13
262	как он	1	13
263	в книге	1	13
264	в известной	1	13
265	более того	2	13
266	другой стороны	12	12
267	не был	2	12
268	те же	1	12
269	вещей и	1	12
270	главным образом	3	12
271	та же	1	12
272	мы встречаем	1	12
273	жизни в	1	12
274	известной мере	1	12
275	о нем	2	12
276	у нас	19	12
277	менее всего	1	12
278	место в	1	12
279	с полной	1	12
280	из всех	1	12
281	только для	3	12
282	можно сказать	6	12
283	здесь с	1	12
284	в атмосфере	2	12
285	не могут	5	12
286	все то	1	12
287	но здесь	2	12
288	лишь в	6	12
289	но именно	1	12
290	об этом	4	12
291	в пределах	8	12
292	из самых	1	11
293	на эту	2	11
294	так например	3	11
295	уже не	13	11
296	отметить что	1	11
297	что они	5	11
298	той или	1	11
299	и что	11	11
300	она была	1	11
301	в общем	4	11
302	i гл	1	11
303	того как	6	11
304	в отличие	3	11
305	в свое	4	11
306	в ряде	2	11
307	на фоне	3	11
308	культуры в	1	11
309	все время	1	11
310	момент в	1	11
311	время в	2	11
312	очень часто	2	11
313	в системе	3	11
314	это уже	1	11
315	и так	1	11
316	с ними	6	11
317	и более	3	11
318	слова и	8	11
319	между собою	3	11
320	он говорит	1	11
321	в узком	3	11
322	целый ряд	8	10
323	по отношению	9	10
324	все его	1	10
325	и обновление	1	10
326	что для	3	10
327	его как	1	10
328	до наших	1	10
329	поэтому в	1	10
330	да и	5	10
331	но оно	2	10
332	в таких	7	10
333	данном случае	2	10
334	наших дней	1	10
335	или иной	3	10
336	конце концов	3	10
337	нас в	1	10
338	к тому	8	10
339	даже и	5	10
340	на этот	4	10
341	не просто	7	10
342	по преимуществу	3	10
343	к которому	3	10
344	здесь как	3	10
345	выражение в	4	10
346	ту же	6	10
347	были связаны	1	10
348	в процессе	1	10
349	выходит за	2	10
350	во второй	1	10
351	в целом	5	10
352	еще раз	2	9
353	в разных	2	9
354	связано с	3	9
355	для этой	2	9
356	как это	6	9
357	в тех	4	9
358	значение и	2	9
359	был в	2	9
360	весь этот	1	9
361	но на	1	9
362	в которых	8	9
363	о котором	4	9
364	именно на	1	9
365	и вся	1	9
366	как к	2	9
367	ведь это	1	9
368	и со	1	9
369	это как	2	9
370	же в	5	9
371	что на	2	9
372	говорит о	1	9
373	вся эта	2	9
374	отношения к	2	9
375	к жизни	2	9
376	но как	2	9
377	мы можем	2	9
378	книги романа	1	9
379	но дело	2	9
380	не имеет	6	9
381	свое время	4	9
382	относится к	3	9
383	их с	1	9
384	том же	3	9
385	и то	7	9
386	для нас	6	9
387	но конечно	1	9
388	конечно в	1	9
389	отношению к	9	9
390	что не	10	9
391	со всем	1	8
392	с этой	4	8
393	более или	3	8
394	не менее	12	8
395	следовательно и	2	8
396	на первый	1	8
397	понятно что	1	8
398	но эти	1	8
399	и те	1	8
400	или менее	3	8
401	всего в	2	8
402	xviii века	1	8
403	от этого	4	8
404	под влиянием	3	8
405	речи и	8	8
406	в него	1	8
407	и при	3	8
408	с тем	5	8
409	языка и	16	8
410	в совершенно	2	8
411	значение в	1	8
412	сам он	1	8
413	и вовсе	7	8
414	для этого	6	8
415	мы сказали	1	8
416	как они	2	8
417	всякого рода	2	8
418	перестает быть	1	8
419	нельзя было	2	8
420	мы увидим	3	8
421	всего этого	1	8
422	по поводу	2	8
423	после того	3	8
424	тому же	2	8
425	так что	5	8
426	здесь мы	2	8
427	все те	3	8
428	в это	3	8
429	превращаются в	1	8
430	как о	2	8
431	если бы	21	8
432	народа и	1	8
433	но с	2	8
434	и без	2	8
435	этой традиции	1	8
436	дело не	4	8
437	ведь и	2	8
438	были и	1	8
439	нуждается в	5	8
440	в эти	1	8
441	же и	4	7
442	не как	2	7
443	во всяком	8	7
444	книге о	1	7
445	времени в	1	7
446	себе и	3	7
447	к ним	2	7
448	и там	2	7
449	от них	1	7
450	что у	3	7
451	на том	4	7
452	он стал	1	7
453	в развитии	1	7
454	мы будем	1	7
455	взглянуть на	2	7
456	большую роль	2	7
457	по адресу	1	7
458	интерес к	1	7
459	нет ничего	1	7
460	литературы в	1	7
461	нет и	1	7
462	только с	1	7
463	в последней	1	7
464	где он	1	7
465	в виде	1	7
466	своей книге	1	7
467	в некоторых	1	7
468	что значит	2	7
469	в различных	1	7
470	представление о	3	7
471	правда в	1	7
472	настоящее время	2	7
473	только во	1	7
474	себя в	1	7
475	своего развития	1	7
476	несколько слов	3	7
477	в состоянии	2	7
478	узком смысле	2	7
479	это конечно	2	7
480	как его	1	7
481	в целях	2	7
482	сомнению что	1	7
483	в таком	3	7
484	которые были	1	7
485	а как	1	7
486	был бы	4	7
487	никак не	5	7
488	из которых	3	7
489	связанная с	2	7
490	том как	3	7
491	отчасти и	1	7
492	из области	4	7
493	наконец и	1	7
494	и если	4	7
495	к себе	4	7
496	в настоящее	2	7
497	точку зрения	2	7
498	а на	3	7
499	жизни это	1	7
500	есть только	1	7
501	первой части	1	7
502	должен быть	8	7
503	его не	1	7
504	в свою	4	7
505	думать что	1	7
506	и часто	1	7
507	одного из	1	7
508	мы наблюдаем	2	6
509	не столько	2	6
510	жизнь в	2	6
511	эта книга	1	6
512	казалось бы	5	6
513	было в	2	6
514	хотя бы	19	6
515	имеем в	1	6
516	уже и	3	6
517	себе в	3	6
518	свою очередь	4	6
519	видно что	2	6
520	поэтому все	1	6
521	находится в	2	6
522	что она	5	6
523	для своего	1	6
524	он знал	1	6
525	и следовательно	2	6
526	значение это	1	6
527	его так	2	6
528	возможно что	1	6
529	смысле слова	3	6
530	в корне	1	6
531	для них	2	6
532	языков и	1	6
533	к его	1	6
534	на их	1	6
535	его и	1	6
536	то он	1	6
537	еще один	3	6
538	тем же	2	6
539	у них	1	6
540	как у	2	6
541	и пр	23	6
542	для всего	1	6
543	вовсе нет	1	6
544	за этим	2	6
545	или даже	2	6
546	и эти	3	6
547	xx века	1	6
548	во многом	2	6
549	но вернемся	1	6
550	которые в	2	6
551	как будто	2	6
552	в устной	1	6
553	за счет	2	6
554	тех кто	2	6
555	момента в	1	6
556	а именно	4	6
557	и слово	1	6
558	и такие	1	6
559	и мысли	2	6
560	вот его	1	6
561	говорить о	5	6
562	до того	2	6
563	как я	2	6
564	такого рода	1	6
565	и под	3	6
566	литературе и	2	6
567	между прочим	4	6
568	мысль и	2	6
569	не дает	1	6
570	что эта	1	6
571	с таким	1	6
572	году в	1	6
573	могут быть	5	6
574	можно только	1	6
575	переходит в	2	6
576	в языке	16	6
577	вряд ли	5	6
578	собственные имена	1	6
579	это время	1	6
580	важное значение	1	6
581	совершенно не	4	6
582	язык и	1	6
583	тех же	2	6
584	мы знаем	3	6
585	что здесь	1	6
586	он может	1	6
587	этого слова	8	6
588	дает нам	1	6
589	все элементы	1	6
590	свидетельствует о	3	6
591	находим и	1	6
592	ее в	2	6
593	в обычном	3	6
594	очень много	3	6
595	как она	1	6
596	в новом	1	6
597	за то	1	6
598	в искусстве	2	6
599	от того	5	6
600	свое значение	1	6
601	таким же	1	6
602	в лице	1	6
603	в применении	1	5
604	в числе	2	5
605	применении к	1	5
606	раз и	1	5
607	отсюда и	1	5
608	всем этим	1	5
609	в строгом	1	5
610	и когда	2	5
611	он так	1	5
612	но там	1	5
613	и выражения	1	5
614	быть только	3	5
615	чем в	3	5
616	с одним	1	5
617	необходимости и	1	5
618	из одного	3	5
619	смысл и	5	5
620	из него	1	5
621	один раз	1	5
622	не могла	1	5
623	почти всегда	3	5
624	в историческом	1	5
625	на место	1	5
626	который был	1	5
627	одного и	2	5
628	и самое	1	5
629	тогда когда	7	5
630	этого процесса	2	5
631	вместо того	1	5
632	значения и	1	5
633	бы не	1	5
634	сравнению с	1	5
635	во введении	2	5
636	на основе	2	5
637	по сравнению	3	5
638	из его	1	5
639	со всей	1	5
640	подобного рода	4	5
641	каждый из	1	5
642	как например	3	5
643	что слово	6	5
644	но прежде	1	5
645	мы имеем	11	5
646	у всех	1	5
647	слово в	2	5
648	тем более	2	5
649	в г	3	5
