N	2gram	Bakhtin_Fr	formyVre
1	и в	67	148
2	в этом	27	73
3	то есть	49	70
4	в романе	15	58
5	в нем	20	51
6	прежде всего	19	46
7	и не	23	37
8	в его	17	36
9	и его	19	36
10	вовсе не	19	35
11	но и	23	33
12	то же	18	32
13	не только	23	32
14	в литературе	4	32
15	но в	20	31
16	жизни и	11	31
17	так и	14	29
18	времени в	2	27
19	может быть	4	27
20	не в	8	26
21	как мы	16	26
22	как и	19	25
23	у рабле	20	25
24	как бы	18	25
25	человеческой жизни	1	24
26	точки зрения	7	24
27	мы уже	13	24
28	только в	6	23
29	в то	17	23
30	еды и	9	23
31	времени и	4	23
32	человека в	1	23
33	в том	16	22
34	то что	9	22
35	связи с	7	21
36	во всех	20	21
37	жизни в	3	21
38	же время	14	21
39	все эти	12	21
40	и питья	9	20
41	в своем	13	19
42	и др	11	19
43	и на	12	19
44	и для	4	19
45	таким образом	20	18
46	у него	4	18
47	и все	18	18
48	еще не	5	18
49	по существу	4	18
50	при этом	5	17
51	те же	1	17
52	с этим	6	17
53	в особенности	7	17
54	так как	16	17
55	в пределах	2	17
56	человека и	1	17
57	все же	7	16
58	в условиях	3	16
59	новой жизни	1	16
60	в связи	5	16
61	того же	6	16
62	в основе	6	16
63	и во	4	16
64	кн i	7	16
65	и их	6	16
66	не может	9	16
67	в разных	2	15
68	в одном	7	15
69	в них	12	15
70	в дальнейшем	2	15
71	никогда не	6	15
72	с точки	5	15
73	так сказать	2	15
74	с его	11	15
75	кн ii	1	15
76	в пространстве	1	15
77	i гл	6	15
78	вместе с	5	15
79	лишь в	3	15
80	кн iv	1	14
81	и как	7	14
82	и с	18	14
83	так же	13	14
84	в конце	12	14
85	всех этих	9	14
86	а не	6	14
87	как раз	5	14
88	все это	15	14
89	в самом	7	13
90	в котором	3	13
91	для того	8	13
92	друг с	2	13
93	рабле в	9	13
94	во время	15	13
95	человеческого тела	1	13
96	с ним	6	13
97	как в	4	13
98	роль в	5	13
99	здесь в	9	13
100	в их	4	13
101	с другом	2	13
102	iv гл	1	13
103	в частности	4	13
104	того чтобы	9	13
105	а в	4	13
106	и до	3	12
107	конечно не	5	12
108	время в	1	12
109	не было	3	12
110	и питье	4	12
111	он не	9	12
112	ii гл	1	12
113	значение и	3	12
114	что в	14	12
115	это время	2	12
116	потому что	8	12
117	в истории	2	12
118	ничего не	5	12
119	но не	6	12
120	и наконец	5	12
121	из них	5	11
122	хотя и	6	11
123	его в	10	11
124	между ними	4	11
125	и у	7	11
126	романа в	2	11
127	ни в	5	11
128	в образе	9	11
129	смерть и	2	11
130	уже в	1	11
131	мира и	10	11
132	в ней	10	11
133	и времени	2	11
134	и другие	5	10
135	кроме того	11	10
136	уже не	1	10
137	и того	1	10
138	в ее	2	10
139	сих пор	3	10
140	также и	11	10
141	до сих	3	10
142	уже говорили	7	10
143	со смертью	1	10
144	здесь не	7	10
145	тот же	4	10
146	в большинстве	6	10
147	и даже	6	9
148	но все	2	9
149	их в	2	9
150	на этой	3	9
151	с другой	3	9
152	на протяжении	2	9
153	здесь нет	4	9
154	еда и	3	9
155	и это	5	9
156	в других	2	9
157	могут быть	1	9
158	та же	2	9
159	отношения к	1	9
160	том что	13	9
161	в самой	8	9
162	для него	4	9
163	шута и	2	9
164	есть в	5	9
165	жизнь и	5	9
166	и других	2	9
167	еда питье	3	9
168	одного и	1	9
169	мира в	1	9
170	и к	7	8
171	в результате	5	8
172	в виду	2	8
173	и смерть	1	8
174	к тому	4	8
175	но эти	1	8
176	в этот	3	8
177	и т.п	31	8
178	все его	1	8
179	с одной	2	8
180	в произведении	1	8
181	что и	8	8
182	романе и	1	8
183	характер и	2	8
184	рядом с	6	8
185	в мире	1	8
186	в индивидуальном	2	8
187	здесь на	1	8
188	и по	3	8
189	один из	6	8
190	в жизни	4	8
191	со всеми	6	8
192	если бы	2	8
193	связанные с	7	8
194	большинстве случаев	6	8
195	этого времени	1	8
196	до конца	2	8
197	здесь и	12	8
198	мы еще	2	8
199	жизни но	1	8
200	и то	2	8
201	значение в	1	8
202	том числе	6	8
203	во всяком	1	8
204	это не	5	8
205	и прежде	4	8
206	а также	4	8
207	на фоне	4	8
208	и потому	1	8
209	отношение к	1	8
210	отношению к	1	8
211	или иной	1	8
212	здесь они	1	8
213	в целом	2	8
214	в той	2	7
215	для всех	4	7
216	еще более	1	7
217	не как	3	7
218	время это	1	7
219	связанных с	6	7
220	этого мира	1	7
221	к ним	2	7
222	к этому	4	7
223	из этих	4	7
224	в последующие	2	7
225	в себе	3	7
226	но он	5	7
227	не знает	1	7
228	в которой	1	7
229	романа рабле	5	7
230	в себя	6	7
231	в форме	2	7
232	с ее	7	7
233	в процессе	1	7
234	например в	6	7
235	поэтому и	8	7
236	и он	4	7
237	романе рабле	9	7
238	то время	4	7
239	себя и	2	7
240	здесь еще	1	7
241	нет ничего	1	7
242	в главе	1	7
243	было бы	5	7
244	не могло	3	7
245	в эпизоде	11	7
246	в отличие	3	7
247	том же	3	7
248	у них	2	7
249	того что	4	7
250	мир в	4	7
251	этот процесс	3	7
252	этом отношении	7	7
253	ее в	1	7
254	для других	1	7
255	отличие от	3	7
256	во времени	2	7
257	место в	3	7
258	за счет	2	7
259	все что	3	6
260	именно в	5	6
261	с тем	3	6
262	только для	4	6
263	индивидуальной жизни	1	6
264	на первый	4	6
265	о том	8	6
266	с помощью	6	6
267	между двумя	1	6
268	в различных	3	6
269	поэтому все	1	6
270	сказать что	12	6
271	в основу	2	6
272	во всей	1	6
273	панурга о	2	6
274	характерно что	4	6
275	время и	2	6
276	в качестве	5	6
277	в таком	2	6
278	здесь как	4	6
279	мы можем	5	6
280	до нас	4	6
281	ту же	3	6
282	и речи	2	6
283	за пределы	4	6
284	еды питья	3	6
285	одной стороны	2	6
286	а как	3	6
287	и ее	2	6
288	и самое	1	6
289	человеческое тело	1	6
290	в античном	1	6
291	дан в	2	6
292	в сущности	13	6
293	в отношении	2	6
294	мы видим	6	6
295	не могут	3	6
296	рабле и	4	6
297	в которых	3	6
298	друг от	1	6
299	своей жизни	2	6
300	тех же	1	6
301	человеческого рода	2	6
302	смерти и	2	6
303	слова и	2	6
304	половой акт	1	6
305	литературы в	1	6
306	нет и	4	6
307	еще вернемся	1	6
308	значение имеет	1	6
309	одной из	6	6
310	все они	7	6
311	во рту	1	6
312	мы не	6	6
313	мы находим	5	6
314	от друга	1	6
315	в присутствии	1	6
316	но эта	3	6
317	здесь все	4	6
318	в эпоху	17	6
319	только и	1	6
320	и дурака	2	6
321	особенно в	4	6
322	уже сказали	3	6
323	самой жизни	2	6
324	есть и	8	6
325	в начале	2	6
326	могло быть	1	6
327	есть не	1	6
328	более того	3	6
329	новое и	1	5
330	вообще не	3	5
331	с этой	1	5
332	о чем	5	5
333	одно из	2	5
334	тем что	3	5
335	в своей	6	5
336	почти все	6	5
337	в это	1	5
338	понятно что	1	5
339	было и	1	5
340	во все	2	5
341	отсюда и	1	5
342	хотя бы	2	5
343	всем этим	1	5
344	только на	1	5
345	но они	6	5
346	рабле не	3	5
347	всего этого	3	5
348	искусстве и	2	5
349	в средние	2	5
350	тела в	11	5
351	что все	4	5
352	на свет	3	5
353	по преимуществу	2	5
354	вполне понятно	1	5
355	и через	1	5
356	xix века	1	5
357	с другими	3	5
358	эти образы	13	5
359	как его	2	5
360	в сублимированном	1	5
361	они как	1	5
362	следовательно и	2	5
363	от этого	2	5
364	в смысле	1	5
365	той или	1	5
366	как человек	1	5
367	так что	1	5
368	одно и	1	5
369	не были	1	5
370	и является	1	5
371	третьей книги	4	5
372	в этой	13	5
373	и от	6	5
374	мы будем	2	5
375	чаще всего	1	5
376	там где	10	5
377	здесь же	4	5
378	в него	1	5
379	в какой-то	2	5
380	мире и	1	5
381	был бы	1	5
382	что они	3	5
383	не на	1	5
384	конечно и	4	5
385	тела и	14	5
386	и они	2	5
387	с ними	1	5
388	над смертью	1	5
389	далеко не	6	5
390	они не	5	5
391	не имеет	4	5
392	да и	2	5
393	вернемся к	6	5
394	не имеют	1	5
395	но здесь	3	5
396	здесь дается	3	5
397	пространстве и	1	5
398	чем не	3	5
399	той же	6	5
400	и пьянства	2	5
401	он может	2	5
402	эпохи возрождения	2	5
403	почти вовсе	2	5
404	в едином	1	5
405	он должен	2	5
406	ничем не	1	5
407	характер носит	3	5
408	сочетается с	2	5
409	романа но	2	5
410	но на	3	5
411	или в	3	5
412	общества и	1	5
413	об этом	5	5
414	чувствует себя	2	5
415	и вообще	3	5
416	первый план	3	5
417	например у	1	5
418	и почти	2	5
419	и ни	3	5
420	нового времени	6	5
421	стороны и	1	5
422	числе и	3	5
423	бы он	2	5
424	этих форм	3	5
425	и только	2	5
426	во всем	1	4
427	от него	2	4
428	же и	2	4
429	по всему	2	4
430	даже в	5	4
431	а затем	7	4
432	другой стороны	2	4
433	в своих	1	4
434	из самых	3	4
435	или на	2	4
436	и момент	1	4
437	в корне	2	4
438	его на	1	4
439	кн iii	4	4
440	в одно	2	4
441	мир и	5	4
442	телесной жизни	8	4
443	жизни на	2	4
444	и смерти	2	4
445	и образ	3	4
446	и со	1	4
447	на вертеле	1	4
448	при всей	1	4
449	в данном	4	4
450	раз и	1	4
451	он был	8	4
452	в другом	4	4
453	существенное значение	1	4
454	людей и	1	4
455	по отношению	1	4
456	и те	1	4
457	на ней	1	4
458	чтобы они	1	4
459	в нашем	3	4
460	сублимированном виде	1	4
461	момент в	2	4
462	а следовательно	1	4
463	не был	1	4
464	и становится	1	4
465	жизни с	1	4
466	труда и	3	4
467	несмотря на	3	4
468	проявляется в	1	4
469	жизни она	2	4
470	к жизни	1	4
471	весь мир	10	4
472	чем в	1	4
473	эпизоде с	5	4
474	что не	4	4
475	между этими	3	4
476	с жизнью	4	4
477	о которых	1	4
478	в чем	6	4
479	на площади	3	4
480	становится здесь	1	4
481	дана в	1	4
482	средние века	2	4
483	рту пантагрюэля	1	4
484	для рабле	5	4
485	гаргантюа и	4	4
486	за ними	1	4
487	образ смерти	2	4
488	друг другу	1	4
489	в один	2	4
490	любви и	1	4
491	и вот	4	4
492	борьба с	3	4
493	по всем	1	4
494	оно было	2	4
495	и при	2	4
496	большую роль	2	4
497	связей с	1	4
498	мы здесь	1	4
499	из того	1	4
500	для них	2	4
501	с мотивом	1	4
502	iii гл	4	4
503	что он	7	4
504	дело идет	3	4
505	отчасти и	2	4
506	быть конечно	1	4
507	перед нами	6	4
