N	2gram	Tiupa_Anal	Freidism
1	таким образом	5	34
2	и не	33	34
3	точки зрения	10	31
4	не может	26	30
5	в этом	31	28
6	может быть	33	28
7	и в	30	28
8	прежде всего	8	26
9	в его	15	25
10	и его	9	22
11	как бы	15	19
12	как мы	3	18
13	то что	11	17
14	к отцу	1	16
15	вовсе не	4	16
16	с точки	6	15
17	жизни человека	1	15
18	все эти	3	15
19	так как	3	15
20	с ним	6	14
21	в своей	7	14
22	так и	16	14
23	самом деле	3	14
24	в душе	1	13
25	и все	5	13
26	как и	23	13
27	по отношению	10	13
28	но в	11	13
29	во всех	5	13
30	в самом	12	12
31	то же	12	12
32	ни в	5	12
33	что он	3	12
34	том что	21	12
35	во внешнем	4	12
36	точку зрения	1	12
37	для него	5	12
38	все это	2	12
39	и потому	2	12
40	и наконец	2	12
41	только в	8	11
42	сказать что	2	11
43	отношению к	9	11
44	его в	2	11
45	все что	3	10
46	один из	4	10
47	не только	30	10
48	и с	2	10
49	но и	29	10
50	что же	3	10
51	тот же	2	10
52	никогда не	4	10
53	в том	36	10
54	мы уже	2	10
55	он не	4	10
56	все те	1	10
57	за пределы	6	10
58	не в	17	10
59	и на	10	9
60	те же	3	9
61	уже не	6	9
62	во всяком	1	9
63	совершенно не	2	9
64	мы не	1	9
65	с его	3	9
66	к этому	2	9
67	к нему	4	9
68	в чем	2	9
69	а не	25	9
70	мы должны	2	9
71	и др	1	9
72	могут быть	12	9
73	при этом	20	8
74	все же	4	8
75	еще не	5	8
76	было бы	4	8
77	а в	11	8
78	с другими	4	8
79	на этом	4	8
80	в ней	1	8
81	оно и	1	8
82	душевной жизни	3	8
83	всяком случае	1	8
84	что в	7	7
85	и к	5	7
86	не могут	3	7
87	связь с	1	7
88	в жизни	1	7
89	роль в	3	7
90	так сказать	1	7
91	его жизни	1	7
92	хотя бы	4	7
93	в каком	1	7
94	что все	2	7
95	и для	3	7
96	из них	2	7
97	на протяжении	2	7
98	сознания с	1	7
99	того что	5	7
100	не является	3	7
101	но не	13	7
102	я и	8	7
103	об этом	1	7
104	в нем	3	7
105	быть и	1	7
106	в этой	12	7
107	отношение к	2	7
108	в себе	17	7
109	жизни и	1	7
110	в то	10	7
111	и ее	1	7
112	более того	4	7
113	учение о	1	6
