N	4gram	Tiupa_Hudo	Psycholo
1	заключается в том что	1	23
2	и в самом деле	2	19
3	с этой точки зрения	2	10
4	одно и то же	3	7
5	в том случае если	1	7
6	в том что она	1	7
7	так же точно и	1	7
8	в том что он	2	7
9	не что иное как	1	6
10	а с другой стороны	1	4
11	одним и тем же	1	4
12	одного и того же	3	4
13	состоит в том что	4	4
14	точно так же как	1	4
15	в то же время	7	3
16	том что он не	1	3
17	в том или ином	1	3
18	что в основе его	1	2
19	с одной стороны и	1	2
20	есть в конечном счете	1	2
21	бы то ни было	2	2
22	приводит к тому что	2	2
23	в том и состоит	2	2
24	а чем-то другим и	1	2
25	есть не что иное	1	2
26	той мере в какой	1	1
27	же сцепление составлено не	1	1
28	посредственно словами описывая образы	1	1
29	описывая образы действия положения	1	1
30	в той мере в	1	1
31	подход к изучению искусства	1	1
32	мыслью я думаю а	1	1
33	в коем случае не	2	1
34	брожу ли я вдоль	1	1
35	то же разница в	1	1
36	не мыслью я думаю	1	1
37	между субъективной и объективной	1	1
38	ни в коем случае	2	1
39	в связи с этим	1	1
40	я вдоль улиц шумных	1	1
41	том и состоит что	1	1
42	находятся между собой в	1	1
43	более или менее определенным	1	1
44	нельзя а можно только	1	1
45	и выразить основу этого	1	1
46	может быть определена как	1	1
47	как бы вбирает в	1	1
48	в обычной речи и	1	1
49	а можно только посредственно	1	1
50	сцепление составлено не мыслью	1	1
51	только посредственно словами описывая	1	1
52	думаю а чем-то другим	1	1
53	я думаю а чем-то	1	1
54	другим и выразить основу	1	1
55	в таком случае это	1	1
56	одного сознания к другому	1	1
57	ни к чему не	1	1
58	этого сцепления непосредственно словами	1	1
59	от одного сознания к	1	1
60	чем-то другим и выразить	1	1
61	в том числе и	2	1
62	одном и том же	1	1
63	за минуту до этого	1	1
64	том и состоит чтобы	1	1
65	словами описывая образы действия	1	1
66	но в таком случае	1	1
67	понимается при этом как	1	1
68	включает в себя и	1	1
69	составлено не мыслью я	1	1
70	можно только посредственно словами	1	1
71	по себе а в	1	1
72	какой бы то ни	1	1
73	ли я вдоль улиц	1	1
74	выразить основу этого сцепления	1	1
75	основу этого сцепления непосредственно	1	1
76	мы имеем дело с	1	1
77	искусства и в частности	1	1
78	бы вбирает в себя	1	1
