N	2gram	Propp_Isto	EvropaiC
1	таким образом	15	34
2	в том	14	31
3	и в	41	24
4	том что	18	20
5	все эти	8	19
6	то что	12	18
7	не может	19	18
8	может быть	19	17
9	до сих	4	15
10	народа в	1	15
11	все же	14	15
12	сих пор	5	15
13	точки зрения	4	14
14	в этом	19	13
15	все это	9	13
16	самом деле	1	12
17	с этим	3	12
18	в своем	3	12
19	по отношению	3	11
20	но и	20	11
21	отношению к	3	11
22	все что	4	10
23	мы знаем	4	10
24	не только	30	10
25	так и	8	10
26	как и	8	10
27	во всех	8	10
28	из себя	1	10
29	как бы	8	10
30	что в	21	9
31	при этом	7	9
32	в результате	1	9
33	не в	12	9
34	и все	6	9
35	и не	12	9
36	с другом	1	9
37	потому что	13	9
38	и что	15	9
39	на то	5	9
40	друг с	1	9
41	того же	3	9
42	в самом	2	8
43	у народа	2	8
44	с точки	1	8
45	более или	3	8
46	ясно что	2	8
47	или менее	3	8
48	к тому	4	8
49	для того	2	8
50	если бы	3	8
51	того чтобы	1	8
52	так же	6	8
53	знаем что	5	8
54	из этих	6	8
55	так как	21	7
56	что при	3	7
57	того что	7	7
58	приобщение к	1	7
59	что и	13	7
60	что он	29	7
61	не менее	5	7
62	о которых	1	7
63	о котором	1	7
64	из этого	2	7
65	о том	15	7
66	вместе с	17	7
67	по своей	1	7
68	в этой	2	7
69	в сознании	1	7
70	в силу	2	7
71	по существу	5	7
72	для этого	1	7
73	мы можем	11	6
74	и на	12	6
75	с ним	9	6
76	только в	10	6
77	тому же	1	6
78	отличается от	4	6
79	еще не	13	6
80	все они	1	6
81	и если	4	6
82	должна быть	3	6
83	так что	6	6
84	и при	2	6
85	тогда как	4	6
86	что касается	1	6
87	как на	3	6
88	с другой	20	6
89	в то	6	6
90	у них	3	6
91	этих народов	1	5
92	и к	1	5
93	ничем не	2	5
94	должно быть	1	5
95	в состоянии	4	5
96	в его	4	5
97	что это	6	5
98	другой стороны	17	5
99	у него	16	5
100	его в	7	5
101	так или	2	5
102	в которой	2	5
103	но все	5	5
104	и с	4	5
105	или иначе	2	5
106	именно в	2	5
107	и без	1	5
108	основано на	1	5
109	по своему	1	5
110	ступени развития	1	5
111	на все	1	5
112	других народов	1	5
113	быть и	1	5
114	не будет	6	5
115	между двумя	2	5
116	и их	1	5
117	оказывается что	3	5
118	лишь только	1	5
119	далеко не	3	5
120	в себе	3	5
121	и от	5	5
122	что все	1	5
123	как будто	4	5
124	к этому	5	5
125	в пользу	1	5
126	в целом	2	5
127	из них	2	5
128	но в	7	5
129	не так	4	4
130	и то	3	4
131	ее и	2	4
132	та же	5	4
133	на вопрос	5	4
134	самого себя	2	4
135	этом случае	4	4
136	хотя и	3	4
137	тем не	4	4
138	народ и	1	4
139	из которых	3	4
140	это есть	1	4
141	в их	4	4
142	в виде	5	4
143	связи с	3	4
144	что его	2	4
145	одним из	1	4
146	в конце	4	4
147	в таком	1	4
148	с тем	8	4
149	не есть	1	4
150	в народе	3	4
151	не могут	3	4
152	между собой	1	4
153	выше мы	4	4
154	и у	3	4
155	а с	3	4
156	выше и	3	4
157	что мы	3	4
158	мы уже	10	4
159	ни один	1	4
160	хотя бы	1	4
161	то ни	1	4
162	в дальнейшем	3	4
163	мы должны	7	4
164	что эта	1	4
165	отношение к	6	4
166	что как	1	4
167	представление об	6	4
168	в области	3	4
169	он не	8	4
170	если мы	1	4
171	всех этих	6	4
172	в одну	3	4
173	то же	12	4
174	народа но	1	4
175	совершенно так	1	4
176	никогда не	16	4
177	во всем	2	3
178	бы то	1	3
179	на почве	1	3
180	от него	6	3
181	что оно	1	3
182	только те	1	3
183	данном случае	7	3
184	только что	1	3
185	и по	7	3
186	которые не	2	3
187	в начале	2	3
188	с одной	12	3
189	тогда когда	3	3
190	еще больше	1	3
191	даже в	2	3
192	ни было	1	3
193	в разных	1	3
194	как у	2	3
195	для нас	8	3
196	прежде всего	6	3
197	у нас	4	3
198	же не	2	3
199	в этих	16	3
200	что по	2	3
201	в нем	12	3
202	представление о	9	3
203	очевидно что	1	3
204	очень много	2	3
205	в жизни	2	3
206	можно назвать	1	3
207	в связи	3	3
208	случаях когда	7	3
209	же как	6	3
210	но по	2	3
211	на земле	6	3
212	на вершине	1	3
213	есть начало	1	3
214	и это	9	3
215	что их	1	3
216	тем более	2	3
217	жизнь и	1	3
218	и потому	1	3
219	на этой	1	3
220	в данном	8	3
221	и других	2	3
222	отличие от	1	3
223	вопрос о	6	3
224	но даже	1	3
225	но тогда	1	3
226	в ней	4	3
227	и может	1	3
228	что если	2	3
229	если же	1	3
230	должны быть	4	3
231	с этой	7	3
232	может служить	1	3
233	это не	14	3
234	в тех	8	3
235	тем самым	3	3
236	и до	2	3
237	конечно не	2	3
238	не вполне	5	3
239	в совершенно	1	3
240	от того	4	3
241	при помощи	6	3
242	к которой	2	3
243	а в	12	3
244	как известно	1	3
245	было бы	4	3
246	как мы	6	3
247	они должны	3	3
248	чтобы все	2	3
249	нечего и	1	3
250	но не	8	3
251	таким же	2	3
252	бы в	1	3
253	тот же	2	3
254	и наконец	6	3
255	это представление	12	3
256	все в	2	2
257	что за	3	2
258	от нее	2	2
259	и весь	1	2
260	что они	5	2
261	заметим что	2	2
262	образом и	3	2
263	но на	1	2
264	все его	3	2
265	к другу	1	2
266	что у	6	2
267	мы и	1	2
268	что эти	4	2
269	многих других	1	2
270	общую картину	1	2
271	них в	1	2
272	то есть	1	2
273	этот процесс	1	2
274	то в	1	2
275	мы все	1	2
276	на том	10	2
277	стоят в	2	2
278	народа от	2	2
279	для себя	1	2
280	начале этой	1	2
281	от которого	2	2
282	а это	1	2
283	тем как	1	2
284	это обстоятельство	2	2
285	те же	2	2
286	а затем	1	2
287	то и	6	2
288	него в	1	2
289	но как	4	2
290	и из	2	2
291	случай с	2	2
292	борьбы с	1	2
293	не от	3	2
294	сводится к	3	2
295	этими двумя	1	2
296	совершенно ясно	8	2
297	но с	2	2
298	не было	3	2
299	не потому	1	2
300	не знает	2	2
301	и некоторые	2	2
302	и сам	3	2
303	помнить что	1	2
304	все дело	2	2
305	и где	1	2
306	на нее	1	2
307	и там	6	2
308	теперь мы	1	2
309	то с	1	2
310	как при	1	2
311	вовсе не	6	2
312	такой же	3	2
313	но для	3	2
314	в один	2	2
315	на месте	1	2
316	жизни и	3	2
317	то время	4	2
318	что представление	1	2
319	чтобы быть	1	2
320	если он	5	2
321	между этими	1	2
322	тому что	2	2
323	эти черты	1	2
324	понятным что	1	2
325	я не	1	2
326	между ними	1	2
327	как не	1	2
328	с ними	2	2
329	их в	3	2
330	при более	1	2
331	есть в	1	2
332	между прочим	3	2
333	и так	2	2
334	в одно	2	2
335	то ему	1	2
336	в которых	2	2
337	никто не	2	2
338	есть только	1	2
339	однако это	1	2
340	следовательно и	1	2
341	можно ли	2	2
342	они не	4	2
343	на одном	1	2
344	себя и	1	2
345	не имеет	6	2
346	со своей	2	2
347	приобщения к	1	2
348	ему и	1	2
349	зависимости от	4	2
350	борьба за	1	2
351	не стоит	2	2
352	нет в	2	2
353	должен быть	2	2
354	в эту	3	2
355	по его	2	2
356	к той	1	2
357	в них	4	2
358	этих двух	1	2
359	во всяком	3	2
360	этого явления	1	2
361	ответить на	2	2
362	в основе	2	2
363	и более	2	2
364	в котором	3	2
365	и только	4	2
366	на поверхность	1	2
367	по тем	1	2
368	эти примеры	1	2
369	доказать что	1	2
370	она не	3	2
371	другими словами	3	2
372	всяком случае	3	2
373	не играет	1	2
374	к нему	8	2
375	в свою	1	2
376	одной стороны	12	2
377	на друга	2	2
378	ту же	3	2
379	только мы	1	2
380	в другом	2	2
381	и поэтому	1	2
382	и уже	1	2
383	только тогда	1	2
384	с уже	1	2
385	всех других	2	2
386	в противоречие	1	2
387	тех же	2	2
388	же что	2	2
389	из двух	1	2
390	из него	3	2
391	только то	1	2
392	и те	2	2
393	этот вопрос	3	2
394	от своей	1	2
395	но вместе	2	2
396	существование в	1	2
397	из одного	3	2
398	это может	1	2
399	очень мало	1	2
400	друг на	2	2
401	может лежать	1	2
402	я в	1	2
403	что же	2	2
404	к ним	3	2
405	что под	2	2
406	со своими	1	2
407	это конечно	2	2
408	тех пор	1	2
409	он все	1	2
410	части в	1	2
411	том чтобы	3	2
412	таких условиях	1	2
413	на него	3	2
414	на первый	6	2
415	только при	1	2
416	по этому	3	2
417	на более	1	2
418	во всей	1	2
419	показывают что	7	2
420	что она	6	2
421	в частности	3	2
422	одна из	7	2
423	этого слова	1	2
424	но если	2	2
425	и его	11	2
426	всех народов	1	2
427	от них	2	2
428	мы видели	17	2
429	от себя	1	2
430	в ту	1	2
431	не будут	2	2
432	независимо от	3	2
433	для этой	2	2
434	с ее	1	2
435	тем же	1	2
436	что такие	1	2
437	но так	4	2
438	в самой	1	2
439	если это	2	2
440	и ее	6	2
441	что на	1	2
442	друг друга	2	2
443	это трудно	1	1
444	на время	1	1
445	как все	1	1
446	показывающих что	1	1
447	всего в	1	1
448	были бы	1	1
449	начиная с	2	1
450	они являются	1	1
451	не происходит	3	1
452	место новому	1	1
453	и другие	10	1
454	которую они	1	1
455	в другой	3	1
456	обе стороны	2	1
457	видели что	4	1
458	стоит на	3	1
459	не отличается	1	1
460	в состав	1	1
461	мы видим	14	1
462	более высокой	1	1
463	в более	3	1
464	он есть	1	1
465	один из	7	1
466	вступить в	1	1
467	собой и	1	1
468	оно может	3	1
469	это делает	1	1
470	даже когда	1	1
471	за ним	3	1
472	к их	1	1
473	она и	3	1
474	только кто-нибудь	1	1
475	они и	1	1
476	на эти	2	1
477	и должны	1	1
478	же и	1	1
479	существенную часть	1	1
480	надо считать	1	1
481	уже говорили	1	1
482	пришли к	3	1
483	составные части	1	1
484	что надо	1	1
485	которых его	1	1
486	похожи на	1	1
487	на тех	1	1
488	и свою	1	1
489	но из	1	1
490	пришла к	1	1
491	если в	3	1
492	ее на	5	1
493	сам он	3	1
494	рассказ о	2	1
495	те которые	1	1
496	вообще говоря	1	1
497	того как	5	1
498	от этой	1	1
499	нас не	2	1
500	народов у	1	1
501	зависит от	1	1
502	и пр	2	1
503	за исключением	1	1
504	на гибель	1	1
505	уже в	4	1
506	мы не	10	1
507	но еще	1	1
508	ним и	1	1
509	в угоду	1	1
510	с такой	1	1
511	что я	2	1
512	силы эта	1	1
513	вывод что	1	1
514	эта враждебность	1	1
515	именно как	1	1
516	по всему	3	1
517	еще более	1	1
518	этого доказать	1	1
519	продолжали существовать	1	1
520	объявляют что	1	1
521	народы не	1	1
522	силы на	1	1
523	или с	2	1
524	указание на	1	1
525	бы на	1	1
526	в своей	4	1
527	интересен и	1	1
528	эти вопросы	1	1
529	именно она	1	1
530	с тех	2	1
531	он и	3	1
532	кроме того	6	1
533	их было	1	1
534	в ее	3	1
535	своем пути	2	1
536	никак не	2	1
537	не приходится	1	1
538	для борьбы	1	1
539	по адресу	1	1
540	строя однако	1	1
541	состоящее в	1	1
542	от начала	1	1
543	сам автор	1	1
544	что такое	2	1
545	ее в	3	1
546	зависит не	1	1
547	в качестве	5	1
548	все свое	1	1
549	со своим	4	1
550	на которой	1	1
551	иначе обстоит	1	1
552	то не	5	1
553	нами в	2	1
554	только если	2	1
555	рамки и	1	1
556	а все	1	1
557	этом направлении	1	1
558	смысле этого	1	1
559	как нечто	1	1
560	и продолжает	1	1
561	чтобы я	1	1
562	противоречие с	1	1
563	из многочисленных	1	1
564	что обитатели	1	1
565	его хотят	1	1
566	основана на	1	1
567	с другим	1	1
568	в ином	18	1
569	однако не	1	1
570	а на	2	1
571	без внимания	1	1
572	поэтому и	1	1
573	же всегда	1	1
574	в зависимости	3	1
575	в борьбе	1	1
576	этой точки	3	1
577	здесь мы	11	1
578	отличаются от	1	1
579	живет и	1	1
580	в народных	1	1
581	у всех	1	1
582	исходит от	1	1
583	этого не	2	1
584	элементы в	1	1
585	ее от	1	1
586	из приведенных	1	1
587	попасть в	4	1
588	некоторые другие	2	1
589	их отцы	1	1
590	ее с	2	1
591	с ней	4	1
592	вид и	1	1
593	его никто	1	1
594	в моем	1	1
595	самые разнообразные	1	1
596	но совершенно	1	1
597	во многих	2	1
598	дело в	1	1
599	мысль о	1	1
600	вопрос этот	1	1
601	других случаев	1	1
602	эти две	1	1
603	на себя	3	1
604	и эта	5	1
605	из моих	1	1
606	тем что	11	1
607	есть признак	1	1
608	и другое	4	1
609	чтобы узнать	2	1
610	а то	1	1
611	из всего	3	1
612	стоящего в	1	1
613	довольно пеструю	1	1
614	и всю	1	1
615	или через	1	1
616	принадлежат к	1	1
617	же еще	1	1
618	например в	6	1
619	отношения к	2	1
620	кто в	2	1
621	и другим	1	1
622	случае не	1	1
623	на другую	2	1
624	с ума	1	1
625	признаки и	1	1
626	долгое время	1	1
627	и как	3	1
628	как о	1	1
629	чтобы ответить	1	1
630	но он	4	1
631	время как	4	1
632	этой цели	1	1
633	его тем	1	1
634	а именно	12	1
635	но позднее	1	1
636	его мнению	1	1
637	и перед	1	1
638	выход из	1	1
639	долго и	2	1
640	рядом с	1	1
641	не дают	2	1
642	становится понятным	1	1
643	на эту	1	1
644	много но	2	1
645	как в	17	1
646	так в	10	1
647	что ни	2	1
648	другом месте	2	1
649	к концу	3	1
650	к своему	4	1
651	что между	4	1
652	или выражаясь	1	1
653	от этого	2	1
654	направление в	1	1
655	приводит к	1	1
656	если я	2	1
657	и этого	1	1
658	мы находим	1	1
659	бы поставить	1	1
660	ли эти	2	1
661	нельзя и	1	1
662	несколько ниже	1	1
663	со стороны	3	1
664	или их	1	1
665	на его	6	1
666	себе и	3	1
667	знает что	2	1
668	друга что	1	1
669	на своем	4	1
670	но мы	3	1
671	смысл этого	1	1
672	что тот	2	1
673	сделать из	1	1
674	объясняет нам	1	1
675	в других	6	1
676	уже не	8	1
677	а так	1	1
678	не имели	1	1
679	вопрос что	1	1
680	как должен	1	1
681	не отметить	1	1
682	перед нами	4	1
683	и другого	1	1
684	связаны с	4	1
685	так если	1	1
686	высокой ступени	1	1
687	а потом	4	1
688	на место	2	1
689	первый взгляд	5	1
690	происхождение этого	2	1
691	такое положение	2	1
692	всех своих	1	1
693	его к	2	1
694	стоит и	1	1
695	и свои	2	1
696	в каждом	1	1
697	долго ли	5	1
698	но тут	2	1
699	всем их	1	1
700	взгляд кажется	1	1
701	искать в	1	1
702	всем этом	1	1
703	нами выше	3	1
704	и эти	5	1
705	расстояния от	1	1
706	чем эта	1	1
707	больше чем	2	1
708	две стороны	1	1
709	и третий	2	1
710	еще далеко	1	1
711	вытекает из	2	1
712	примеры показывают	1	1
713	образом мы	4	1
714	после этого	8	1
715	а если	3	1
716	то это	7	1
717	людей и	1	1
718	ее он	2	1
719	можно считать	1	1
720	бы с	2	1
721	и история	1	1
722	что этот	4	1
723	все три	1	1
724	что ей	1	1
725	на задний	1	1
726	идет по	1	1
727	а его	3	1
728	в целях	2	1
729	видим что	4	1
730	она должна	1	1
731	которую мы	2	1
732	своей собственной	1	1
733	играет роль	1	1
734	ли это	1	1
735	ли в	1	1
736	однако такое	1	1
737	и даже	3	1
738	нас но	1	1
739	силы и	1	1
740	случаев в	3	1
741	чистом виде	1	1
742	у австралийцев	2	1
743	даже и	1	1
744	многих из	1	1
745	стоит в	3	1
746	на той	2	1
747	такие люди	1	1
748	не могу	2	1
749	но при	2	1
750	эти слова	1	1
751	и вот	2	1
752	месте в	1	1
753	входит в	1	1
754	видит и	1	1
755	на котором	3	1
756	которые имеют	1	1
757	земле в	1	1
758	только такие	1	1
759	имеются и	1	1
760	выше в	4	1
761	ее до	1	1
762	а от	1	1
763	этим он	4	1
764	совсем не	1	1
765	или не	1	1
766	лежать на	1	1
767	поэтому если	1	1
768	мы всегда	1	1
769	нельзя не	1	1
770	не находят	1	1
771	характер не	1	1
772	однако ни	1	1
773	подошел к	1	1
774	или может	1	1
775	утверждают что	1	1
776	а после	2	1
777	из его	2	1
778	с большим	1	1
779	язык и	1	1
780	в этот	1	1
781	и весьма	1	1
782	характер в	2	1
783	обстоит дело	1	1
784	у того	2	1
785	кажется что	7	1
786	народа они	1	1
787	от всех	2	1
788	в государство	1	1
789	которой он	3	1
790	к такой	1	1
791	когда она	2	1
792	на нем	1	1
793	увидим что	2	1
794	и станет	2	1
795	только на	2	1
796	ясно показывают	1	1
797	концу этого	1	1
798	борьбе с	2	1
799	вступает в	4	1
800	и та	1	1
801	забудем что	1	1
802	в науке	1	1
803	точно так	2	1
804	в различных	3	1
805	не могла	1	1
806	связь между	1	1
807	это была	1	1
808	приходит к	4	1
809	и наиболее	1	1
810	на основании	1	1
811	и была	1	1
812	тем и	1	1
813	за спиной	1	1
814	за себя	1	1
815	находясь на	1	1
816	и хотя	3	1
817	согласно с	1	1
818	этой стороны	4	1
819	кроме этих	1	1
820	а только	1	1
821	можно найти	3	1
822	можно было	3	1
823	еще один	3	1
824	народа по	1	1
825	так называемых	1	1
826	и часто	2	1
827	благоприятную почву	1	1
828	уже очень	1	1
829	у народов	6	1
830	не случайно	3	1
831	в чистом	1	1
832	все та	1	1
833	потом и	1	1
834	же самое	1	1
835	всего что	1	1
836	но этот	1	1
837	которых они	1	1
838	состоит в	1	1
839	того кто	3	1
