N	3gram	Losev_Vesc	Analitik
1	в том что	9	25
2	не может быть	22	19
3	в то же	5	16
4	о том что	4	15
5	в данном случае	2	14
6	то же время	4	14
7	мы имеем дело	2	11
8	с другой стороны	3	9
9	в свою очередь	5	9
10	в том чтобы	2	9
11	по крайней мере	10	9
12	подобно тому как	5	9
13	с одной стороны	3	9
14	с точки зрения	6	8
15	не только в	5	8
16	в этом отношении	2	8
17	в свое время	2	7
18	во всяком случае	2	7
19	что иное как	12	7
20	тем не менее	11	6
21	по природе своей	2	6
22	одного и того	1	6
23	так или иначе	5	6
24	в полной мере	1	6
25	и того же	1	6
26	не что иное	12	6
27	в той или	2	5
28	не только не	4	5
29	есть не что	8	5
30	но и в	1	5
31	в этом случае	1	5
32	в самом начале	1	4
33	в том или	2	4
34	здесь не только	1	4
35	в самом деле	7	4
36	для того чтобы	2	4
37	не в том	1	4
38	тех или иных	2	4
39	и не может	1	4
40	и в этом	2	4
41	и не в	3	4
42	в этом смысле	2	4
43	из того что	3	4
44	том что он	2	4
45	сама по себе	7	4
46	в основе своей	2	4
47	быть не может	1	3
48	и тот же	1	3
49	и как бы	1	3
50	и то что	5	3
51	хотя бы и	2	3
52	дело не в	1	3
53	крайней мере в	2	3
54	сам по себе	4	3
55	сами по себе	3	3
56	бы то ни	12	3
57	в первом случае	2	3
58	речь идет о	1	3
59	в зависимости от	1	3
60	а в том	1	3
61	то ни было	12	3
62	а не в	2	3
63	в связи с	1	3
64	то же самое	1	3
65	в этой связи	1	3
66	как раз и	2	3
67	дело не с	2	3
68	и в самом	1	3
69	можно сказать что	3	3
70	имеем дело не	2	3
71	и все же	1	3
72	дело в том	4	3
73	содержит в себе	11	3
74	уже было сказано	1	3
75	тот или иной	1	3
76	что он не	1	2
77	же самое время	1	2
78	не только к	2	2
79	в применении к	2	2
80	в коем случае	1	2
81	внутреннего и внешнего	2	2
82	ничего не говорит	1	2
83	с этой точки	3	2
84	в себя момент	1	2
85	более или менее	4	2
86	можно было бы	3	2
87	во втором случае	1	2
88	друг с другом	2	2
89	до сих пор	1	2
90	того что в	1	2
91	отнюдь не предполагает	1	2
92	смысле этого слова	1	2
93	ни в коем	1	2
94	и прежде всего	1	2
95	и то же	5	2
96	что не есть	4	2
97	к тому что	2	2
98	зачем же нам	1	2
99	а не только	2	2
100	ничего не мог	1	2
101	коем случае не	1	2
102	т е к	1	2
103	на то что	7	2
104	в данный момент	1	2
105	заключается в том	3	2
106	один и тот	1	2
107	здесь как и	1	2
108	этой точки зрения	3	2
109	какой бы то	1	2
110	с самим собою	2	2
111	есть в сущности	1	2
112	не в состоянии	1	2
113	не знаю что	1	2
114	личности а не	1	2
115	вопрос об онтологическом	1	2
116	одно и то	5	2
117	но в то	1	2
118	в отрыве от	3	2
119	по своей природе	1	2
120	в себе не	1	2
121	не есть ни	12	2
122	не есть вещь	4	2
123	внутренней и внешней	1	2
124	что несмотря на	1	2
125	потому что я	2	1
126	но то что	3	1
127	ответ на вопрос	1	1
128	как и во	1	1
129	вообще но и	2	1
130	как будто бы	1	1
131	что она не	1	1
132	имени в его	1	1
133	суть то что	1	1
134	в себе в	4	1
135	и даже не	3	1
136	но еще и	3	1
137	ни то ни	1	1
138	вещи но и	2	1
139	в действительности и	1	1
140	по себе а	1	1
141	нести на себе	1	1
142	а не к	2	1
143	о том как	4	1
144	никак не может	1	1
145	в той же	1	1
146	неотделимо от сущности	1	1
147	мы видим что	2	1
148	ни с какой	2	1
149	имя как раз	1	1
150	себя и что	1	1
151	по одному этому	1	1
152	то что на	1	1
153	мы подошли к	1	1
154	не говорит о	2	1
155	лишь одна из	1	1
156	то что не	2	1
157	имеется в виду	1	1
158	самом деле в	1	1
159	то или иное	1	1
160	я уже не	1	1
161	однако и здесь	1	1
162	есть как бы	3	1
163	есть не только	2	1
164	та и другая	1	1
165	вещей но в	1	1
166	в настоящий момент	1	1
167	внутреннее и внешнее	1	1
168	ни у кого	1	1
169	должен быть и	1	1
