N	2gram	Bakhtin_Fr	OGranits
1	и в	67	13
2	и его	19	12
3	прежде всего	19	9
4	может быть	4	8
5	и не	23	8
6	не может	9	8
7	и пр	1	7
8	в его	17	7
9	и т.п	31	7
10	и их	6	7
11	точки зрения	7	7
12	таким образом	20	6
13	не только	23	6
14	только в	6	6
15	то что	9	6
16	как бы	18	6
17	в поэзии	3	5
18	хотя бы	2	5
19	с точки	5	5
20	и т.д	2	5
21	в процессе	1	5
22	все же	7	5
23	и эта	2	5
24	и наконец	5	5
25	в каждом	3	4
26	мы можем	5	4
27	только и	1	4
28	вполне понятно	1	4
29	мы не	6	4
30	то же	18	4
31	еще и	6	4
32	было бы	5	4
33	все это	15	4
34	слов и	1	4
35	лишь в	3	4
36	в своей	6	4
37	на фоне	4	4
38	в выборе	1	4
39	в двух	1	4
40	но мы	3	4
41	но в	20	4
42	г в	2	3
43	с этим	6	3
44	что в	14	3
45	понятно что	1	3
46	и то	2	3
47	со всей	2	3
48	т.п и	1	3
49	связана с	5	3
50	в искусстве	3	3
51	так и	14	3
52	не как	3	3
53	говорить о	5	3
54	одно и	1	3
55	в одном	7	3
56	не столько	5	3
57	за пределы	4	3
58	отношению к	1	3
59	по отношению	1	3
60	превращается в	5	3
61	слово в	1	3
62	в пределах	2	3
63	в их	4	3
64	в ее	2	3
65	самом деле	6	3
66	не в	8	3
67	в которой	1	3
68	и все	18	3
69	общего с	1	3
70	тела и	14	3
71	в себе	3	3
72	так как	16	3
73	вряд ли	1	3
74	да и	2	3
75	но и	23	3
76	и для	4	3
77	как и	19	3
78	ничего общего	1	3
79	точку зрения	3	3
80	никогда не	6	3
81	в области	2	2
82	своего рода	7	2
83	истории литературы	1	2
84	в самом	7	2
85	во всем	1	2
86	нет ничего	1	2
87	которые только	1	2
88	и к	7	2
89	что они	3	2
90	телом и	5	2
91	функцию в	1	2
92	материалом для	1	2
93	форм и	5	2
94	и отчасти	3	2
95	из тела	2	2
96	мы видим	6	2
97	иное как	1	2
98	в данном	4	2
