N	2gram	Propp_Isto	DiskursI
1	в качестве	13	72
2	а не	5	60
3	может быть	31	56
4	не только	17	49
5	и в	44	49
6	как и	12	47
7	тогда как	1	47
8	при этом	4	46
9	и не	19	44
10	в том	13	44
11	представляет собой	8	41
12	том что	12	40
13	в этом	20	38
14	в себе	1	37
15	состоит в	1	37
16	в частности	9	36
17	но и	16	35
18	своего рода	1	32
19	но не	8	31
20	отличие от	1	28
21	со стороны	6	28
22	но в	7	28
23	так и	9	28
24	в отличие	1	27
25	не может	10	27
26	по своей	1	26
27	как в	11	25
28	такого рода	2	24
29	отнюдь не	1	23
30	еще не	16	23
31	а также	5	20
32	в своей	3	19
33	все же	17	19
34	в нем	10	19
35	прежде всего	7	19
36	далеко не	1	18
37	в основе	3	18
38	то же	9	17
39	в данном	3	17
40	с другой	11	17
41	в мире	1	17
42	по отношению	2	17
43	отношению к	2	17
44	точки зрения	3	16
45	только в	8	16
46	о том	11	15
47	то что	16	15
48	роль в	3	15
49	в его	16	15
50	не менее	6	14
51	можно сказать	2	14
52	одной стороны	7	14
53	с одной	7	14
54	не в	11	14
55	ни к	1	14
56	не является	1	14
57	это не	8	14
58	или иной	1	14
59	как бы	4	13
60	для него	2	13
61	в целом	4	13
62	в своих	4	12
63	в своем	3	12
64	того же	3	12
65	и на	11	12
66	и все	4	12
67	данном случае	2	12
68	как правило	2	11
69	не было	2	11
70	что в	18	11
71	с его	3	11
72	и как	5	11
73	в тексте	1	11
74	а с	2	10
75	а в	9	10
76	же время	1	10
77	также и	2	10
78	в них	3	9
79	уже не	14	9
80	пока еще	1	9
81	себя в	6	9
82	внимание на	1	9
83	между тем	1	9
84	в силу	7	9
85	в то	5	9
86	героя в	11	9
87	сводится к	1	9
88	еще в	2	9
89	тем самым	2	9
90	в этих	7	8
91	и даже	4	8
92	в соответствии	1	8
93	к тому	1	8
94	в котором	2	8
95	в противоположность	1	8
96	в одном	2	8
97	из них	4	8
98	хотя и	1	8
99	в себя	3	8
100	он не	5	8
101	если в	4	8
102	не на	1	8
103	потому что	18	8
104	соответствии с	1	8
105	человека в	5	8
106	как уже	1	8
107	и о	2	8
108	о чем	6	7
109	другой стороны	10	7
110	таким образом	21	7
111	иначе говоря	1	7
112	в русской	8	7
113	одной из	3	7
114	что и	11	7
115	его в	17	7
116	к этому	5	7
117	в этой	5	7
118	а позднее	1	7
119	могут быть	9	7
120	например в	11	7
