N	2gram	Bakhtin_Fr	Sovremen
1	не может	9	17
2	может быть	4	12
3	точки зрения	7	12
4	таким образом	20	11
5	мы не	6	9
6	в каждом	3	8
7	в этом	27	7
8	и в	67	7
9	не можем	1	7
10	мы можем	5	6
11	в результате	5	6
12	как и	19	6
13	ничего не	5	6
14	и не	23	6
15	с точки	5	5
16	прежде всего	19	5
17	все эти	12	5
18	в условиях	3	5
19	и наконец	5	5
20	в дальнейшем	2	4
21	а в	4	4
22	так как	16	4
23	это не	5	4
24	не только	23	4
25	в развитии	1	4
26	с помощью	6	4
27	как бы	18	4
28	нет и	4	4
29	если мы	3	4
30	системы в	1	4
31	в зависимости	1	4
32	их в	2	4
33	жизни и	11	4
34	вместе с	5	4
35	в целом	2	4
36	же это	1	4
37	в том	16	4
38	зависимости от	1	4
39	из них	5	4
40	точку зрения	3	4
41	мы видели	11	4
42	и к	7	3
43	и потому	1	3
44	видели что	2	3
45	на этой	3	3
46	и мы	1	3
47	с самого	3	3
48	уже в	1	3
49	то же	18	3
50	при этом	5	3
51	не в	8	3
52	а не	6	3
53	в системе	2	3
54	все это	15	3
55	как он	3	3
56	в одном	7	3
57	у нас	3	3
58	самого начала	3	3
59	в конце	12	3
60	ведь это	3	3
61	в наших	1	3
62	и т.д	2	3
63	было бы	5	3
64	в первом	3	3
65	у всех	2	3
66	в этой	13	3
67	он в	4	3
68	и все	18	3
69	в себе	3	3
70	ясно что	1	3
71	не подлежит	2	3
72	что она	4	3
73	он может	2	3
74	одна из	1	3
75	его представители	1	3
76	состоит из	2	3
77	все же	7	3
78	в области	2	3
79	в нем	20	3
80	но мы	3	3
81	но в	20	3
82	еще не	5	3
83	с этим	6	2
84	что в	14	2
85	этих двух	1	2
86	тем не	1	2
87	в самом	7	2
88	дает нам	2	2
89	мы видим	6	2
90	значение в	1	2
91	и что	3	2
92	отличие от	3	2
93	такие же	1	2
94	друг с	2	2
95	которой он	1	2
96	ее на	1	2
97	и пр	1	2
98	с одной	2	2
99	в отличие	3	2
100	в свою	1	2
101	из этих	4	2
102	в его	17	2
103	во всяком	1	2
104	не будем	3	2
105	мы знаем	1	2
106	не дает	2	2
107	еще более	1	2
108	помощью которых	2	2
109	можно назвать	1	2
110	всего только	1	2
111	что это	4	2
112	или же	1	2
113	что при	1	2
114	быть и	1	2
115	только один	1	2
116	если же	2	2
117	говорить о	5	2
118	на его	2	2
119	все те	2	2
120	конечно в	4	2
121	рот и	3	2
122	в живом	1	2
123	в третьем	3	2
124	на их	1	2
125	у него	4	2
126	для его	1	2
127	не могут	3	2
128	в виде	1	2
129	со всеми	6	2
130	свою очередь	1	2
131	и даже	6	2
132	как известно	2	2
133	самом деле	6	2
134	в которой	1	2
135	но все	2	2
136	некоторое время	1	2
137	своим особым	1	2
138	необходимо отметить	1	2
139	же самое	3	2
140	как мы	16	2
141	тем же	1	2
142	и во	4	2
143	той же	6	2
144	о жизни	1	2
145	могут быть	1	2
146	и будет	1	2
147	в таком	2	2
148	в нашем	3	2
149	уже не	1	2
150	и есть	5	2
151	и они	2	2
152	что все	4	2
153	или иной	1	2
154	и именно	1	2
155	на этот	4	2
156	такой же	5	2
157	говорить об	1	2
158	на этом	7	2
159	роль в	5	2
160	не менее	4	2
161	так сказать	2	2
162	приводит к	1	2
163	и по	3	2
164	времени и	4	2
165	на котором	2	2
166	между всеми	1	2
167	с другом	2	2
168	в один	2	2
169	знаем что	1	2
170	тот же	4	2
171	подлежит сомнению	1	2
172	он должен	2	2
173	помощью которой	1	1
174	прошлого века	1	1
175	жизни но	1	1
176	во всех	20	1
177	все они	7	1
178	к началу	3	1
179	которые в	1	1
180	они все	1	1
181	и отчетливого	1	1
