N	3gram	Nazirov_Tv	VrazhdaK
1	и все же	3	5
2	отцов и детей	1	4
3	то же время	18	4
4	в то же	19	4
5	в русской литературе	2	3
6	в связи с	2	3
7	имел в виду	1	3
8	в том что	8	2
9	в этот момент	1	2
10	не может быть	2	2
11	в мае года	1	2
12	человека в котором	1	2
13	в письме к	1	2
14	но в то	5	2
15	в году и	1	2
16	в эти годы	1	2
17	в в виноградов	1	2
18	и что в	1	2
19	в году достоевский	2	2
20	в году в	3	2
21	и сам достоевский	1	1
22	что он сам	1	1
23	достоевский не мог	2	1
24	о забитой лошади	1	1
25	указывает н м	1	1
26	о летних впечатлениях	2	1
27	не стоит преувеличивать	1	1
28	войне и мире	2	1
29	и их прототипы	1	1
30	но при этом	1	1
31	мертвого дома и	1	1
32	в этот период	1	1
33	к творчеству достоевского	1	1
34	вышла в году	1	1
35	страшной мести он	1	1
36	в свою очередь	2	1
37	в глубине души	1	1
38	юмор достоевского не	1	1
39	в ту эпоху	2	1
40	писателя за год	1	1
41	однако в мире	1	1
42	в войне и	1	1
43	мая года достоевский	1	1
44	и апреля года	1	1
45	творчества достоевского в	1	1
46	записки из подполья	8	1
47	всяком случае о	1	1
48	в конце концов	1	1
49	отношение автора к	1	1
50	преступлении и наказании	9	1
51	зимних заметках о	1	1
52	равно как и	1	1
53	он сам в	1	1
54	в твери в	1	1
55	в канонический текст	1	1
56	у тургенева достоевский	1	1
57	это не просто	1	1
58	в конце жизни	1	1
59	в зимних заметках	1	1
60	о том как	1	1
61	точно так же	3	1
62	так же как	1	1
63	но это не	2	1
64	по мнению достоевского	1	1
65	по нашему мнению	9	1
66	и в то	3	1
67	записках из подполья	5	1
68	в соответствии с	7	1
69	тургенев в году	1	1
70	следует рассматривать в	1	1
71	герои романа идиот	1	1
72	по крайней мере	4	1
73	что я только	1	1
74	вот в чем	1	1
75	же время с	1	1
76	в конце х	1	1
77	преступления и наказания	5	1
78	заключается в том	1	1
79	а с другой	1	1
80	рассматривать в связи	1	1
81	освобождения крестьян и	1	1
82	а одна из	1	1
83	заметках о летних	1	1
84	текущей истории нравов	1	1
85	от апреля года	2	1
86	о том что	6	1
87	явился одним из	1	1
88	достоевского не стоит	1	1
89	в париже в	1	1
90	в мировой литературе	1	1
91	а н майкову	1	1
92	при этом он	2	1
93	достоевскому он был	1	1
94	до сих пор	1	1
95	идиот и их	1	1
96	преступление и наказание	5	1
97	апреля года достоевский	1	1
98	в романе достоевского	5	1
99	из мертвого дома	1	1
100	в призраках и	1	1
101	в окончательный текст	2	1
102	в году когда	1	1
103	сам достоевский в	1	1
104	в том же	3	1
105	и далее я	1	1
106	достоевского далеко не	1	1
107	во всяком случае	2	1
108	гоголя и достоевского	1	1
109	подпольного человека с	2	1
110	о прототипе ставрогина	1	1
111	тем не менее	2	1
112	еще не знал	1	1
113	к вопросу о	1	1
114	жития великого грешника	1	1
115	и в самом	1	1
116	этот период достоевский	1	1
117	в письмах достоевского	1	1
118	не дают оснований	1	1
119	едва ли не	2	1
120	в момент создания	1	1
121	романа идиот и	1	1
122	с другой стороны	2	1
123	белых ночей с	1	1
124	фурье во многом	1	1
125	ф м достоевский	1	1
126	в известном смысле	2	1
127	достоевского в году	1	1
128	литературоведение давно уже	1	1
129	конце х годов	1	1
130	у него в	1	1
131	в третий раз	1	1
132	м м бахтин	9	1
133	что у него	2	1
134	у себя на	1	1
135	это и есть	1	1
136	самим собой в	2	1
137	но в целом	1	1
138	позволительно предположить что	1	1
139	в этой сцене	1	1
140	на первый взгляд	1	1
141	да и в	1	1
142	все же не	1	1
143	в преступлении и	10	1
144	по сей день	2	1
145	и не может	2	1
146	и в этом	1	1
147	в инженерном училище	1	1
