N	3gram	Tiupa_Narr	Myshleni
1	в том что	11	133
2	с точки зрения	2	89
3	для того чтобы	4	78
4	по сравнению с	1	45
5	по отношению к	5	42
6	так же как	1	39
7	с одной стороны	5	39
8	друг с другом	1	35
9	то же самое	3	31
10	в этом отношении	5	30
11	можно было бы	1	28
12	с другой стороны	1	26
13	на то что	2	25
14	о том что	3	25
15	не может быть	6	23
16	в то время	1	22
17	к тому что	4	22
18	в зависимости от	3	22
19	не только не	2	21
20	можно сказать что	5	21
21	то время как	1	20
22	в самом деле	3	19
23	и тем самым	6	19
24	из того что	1	19
25	в отличие от	6	18
26	состоит в том	5	18
27	во всяком случае	2	18
28	в этом смысле	1	18
29	до сих пор	3	17
30	и того же	2	17
31	этой точки зрения	1	17
32	как мы видели	1	17
33	в связи с	3	17
34	одного и того	2	17
35	же как и	1	17
36	с этой точки	1	16
37	и то что	1	15
38	в данном случае	12	15
39	в известном смысле	4	15
40	речи и мышления	1	15
41	друг от друга	1	14
42	на этот вопрос	1	14
43	в свою очередь	2	14
44	подобно тому как	4	14
45	в сущности говоря	1	14
46	точно так же	2	13
47	а с другой	2	13
48	и то же	2	12
49	таким образом что	1	12
50	один и тот	1	12
51	и тот же	1	12
52	тем не менее	6	12
53	одно и то	2	12
54	мы не можем	1	11
55	одной стороны и	1	10
56	том числе и	1	10
57	по своей природе	1	10
58	в самом начале	1	10
59	в том числе	1	10
60	друг на друга	2	10
61	вместо того чтобы	1	10
62	связаны между собой	1	10
63	внутренней речи как	1	10
64	как и в	1	9
65	более или менее	2	9
66	в конечном счете	4	9
67	на самом деле	1	9
68	именно в этом	1	9
69	само по себе	1	9
70	сам по себе	1	8
71	речь идет о	3	8
72	той или иной	6	8
73	содержит в себе	1	7
74	как раз в	3	7
75	в том виде	1	7
76	в первом случае	3	7
77	в этом и	3	6
78	в обоих случаях	1	6
79	и тем же	1	6
80	то что мы	1	6
81	заключает в себе	2	6
82	потому что в	1	6
83	только то что	1	6
84	и не может	3	6
85	в том смысле	1	6
86	оба эти момента	1	6
87	одним и тем	1	6
88	что иное как	1	6
89	мере в какой	1	5
90	и как бы	1	5
91	как если бы	2	5
92	той мере в	1	5
93	так как это	1	5
94	но все же	1	5
95	того и другого	1	5
96	связанных между собой	1	5
97	тому что он	2	5
98	и что в	1	5
99	как мы увидим	1	5
100	в той мере	1	5
101	в той же	1	5
102	во втором случае	1	5
103	сами по себе	2	5
104	что все эти	1	5
105	не может не	1	5
106	в то же	7	5
107	ответ на этот	1	5
108	только потому что	1	5
109	не только в	12	5
110	едва ли не	2	5
111	виде в каком	1	4
112	так и в	1	4
113	по аналогии с	1	4
114	на этот раз	1	4
115	не то что	1	4
116	мы имеем дело	4	4
117	что с точки	1	4
118	но и в	4	4
119	как и все	1	4
120	так и по	1	4
121	смысле можно сказать	2	4
122	в значительной степени	1	4
123	то же слово	1	4
124	именно то что	1	4
125	и в известном	1	4
126	той же мере	1	4
127	тому или иному	1	4
128	в сознании ребенка	1	4
129	никак не может	1	3
130	на том что	1	3
131	то ни было	1	3
132	и в другом	1	3
133	но при этом	3	3
134	мы узнаем что	1	3
135	представляет собой единое	1	3
136	к тому же	8	3
137	что именно в	1	3
138	чем иным как	2	3
139	свою очередь не	1	3
140	то же время	7	3
141	что у нее	3	3
142	но и не	2	3
143	связи с этим	1	3
144	одна и та	1	3
145	дело в том	2	3
146	того или иного	3	3
147	к которым приводит	1	3
148	и является в	1	3
149	окружающими его людьми	1	3
150	и столь же	1	3
151	в приведенном выше	1	3
152	и со стороны	1	3
153	том виде в	1	3
154	и потому что	1	3
155	но для того	1	3
156	один из этих	1	3
157	в соответствии с	7	3
158	как раз и	1	3
159	бы то ни	1	3
160	друг друга как	1	3
161	не мог бы	1	3
162	внимание на то	2	3
163	в слове но	1	3
164	к тому или	1	3
165	в живой речи	1	3
166	в интересующей нас	1	3
167	известном смысле можно	2	3
168	в которой он	1	3
169	и в самом	1	3
170	я не могу	1	3
171	и та же	1	3
172	имеем дело с	4	3
173	есть все же	1	2
174	в той или	1	2
175	в этом направлении	1	2
176	вопроса о том	1	2
177	то что обычно	1	2
178	в этом процессе	1	2
179	у него еще	1	2
180	в частности в	2	2
181	не может существовать	1	2
182	необходимо должно быть	1	2
183	у нее есть	1	2
184	фаза в развитии	1	2
185	но в этом	1	2
186	не входит в	1	2
187	нет никаких оснований	1	2
188	в этой связи	1	2
189	между ними не	1	2
190	в ответ на	3	2
191	в слове и	1	2
192	не в его	1	2
193	столь же мало	1	2
194	к чему мы	1	2
195	что не только	1	2
196	не только к	1	2
197	в силу своей	1	2
198	здесь мы имеем	1	2
199	как и на	1	2
200	тем же самым	1	2
201	и не то	1	2
202	тем или иным	2	2
203	ничего не объясняет	1	2
204	и все же	4	2
205	картину в целом	1	2
206	по сути дела	2	2
207	как бы в	2	2
208	в этом последнем	2	2
209	на протяжении всего	1	2
210	не могли бы	1	2
211	до известной степени	1	2
212	однако и здесь	1	2
213	он не может	1	2
214	из этих двух	2	2
215	не отличается от	1	2
216	мы встречаемся в	1	2
217	что у него	2	2
218	что только в	1	2
219	в том случае	1	2
220	может быть не	2	2
221	сомневаться в том	1	2
222	не говорит нам	1	2
223	и к другому	1	2
224	между детьми и	2	2
225	это позволяет нам	1	2
226	выражается в слове	1	2
227	точки зрения на	1	2
228	в большинстве случаев	1	2
229	или хотя бы	1	2
230	в этих случаях	1	2
231	том случае если	1	2
232	в противоречие с	1	2
233	мы не знаем	1	2
234	об этом в	1	2
235	самом деле не	1	2
236	что к этому	1	2
237	и не только	1	2
238	говорит нам о	1	2
239	тем более от	1	2
240	в результате чего	1	2
241	точки зрения развития	1	2
242	то что я	1	2
243	в следующей главе	1	2
244	но то же	1	1
245	мы уже знаем	1	1
246	по себе но	1	1
247	по себе а	1	1
248	проявляет себя в	1	1
249	менее едва ли	1	1
250	в том или	1	1
251	мы судим по	1	1
252	ничего не говорит	1	1
253	об этом прямо	1	1
254	который ничего не	1	1
255	они и не	2	1
256	с другими людьми	1	1
257	не говорит об	1	1
258	своей точки зрения	1	1
259	еще не отделилась	1	1
260	в предыдущей главе	1	1
261	в художественной литературе	1	1
262	наличии у него	1	1
263	которая состоит в	3	1
264	тем более не	1	1
265	в сущности в	1	1
266	чего он сам	1	1
267	не знает и	1	1
268	далеко не всегда	1	1
269	но на этот	1	1
270	не могло быть	2	1
271	которая не может	2	1
272	так или иначе	1	1
273	в самом общем	1	1
274	начало и конец	3	1
275	лишь в самом	1	1
276	вступает в противоречие	1	1
277	только к нему	1	1
278	в себе два	1	1
279	означает что в	1	1
280	отнюдь не означает	1	1
281	том что на	1	1
282	здесь не в	1	1
283	не сводится к	7	1
284	мыслит его как	1	1
285	в полной мере	1	1
286	а во второй	1	1
287	в чем не	1	1
288	как она была	1	1
289	тем самым как	1	1
290	не сами по	1	1
291	не существует ни	1	1
292	того о чем	1	1
293	не только на	2	1
294	принимает на себя	1	1
295	с этого момента	1	1
296	и т.п и	2	1
297	и на другой	1	1
298	для его решения	1	1
299	один из наиболее	1	1
300	имея в виду	1	1
301	того чтобы возник	1	1
302	обращая внимания на	1	1
303	и т.п то	1	1
304	но и внутренне	1	1
305	а также и	1	1
306	это то что	1	1
307	не менее едва	1	1
308	подлежит сомнению и	1	1
309	и у нас	1	1
310	раз в том	2	1
311	этом и состоит	3	1
312	связи с этой	1	1
313	они могут быть	1	1
314	является не только	1	1
315	только в двух	1	1
316	их как и	1	1
317	подчиняет их себе	1	1
318	ни о каких	1	1
319	качестве одного из	1	1
320	смысле как мы	1	1
321	состоит как раз	1	1
322	по крайней мере	1	1
323	ни у кого	1	1
324	в данный момент	1	1
325	из которых он	1	1
326	в другом отношении	1	1
327	эта фраза не	1	1
328	случае мы имеем	1	1
329	дело здесь не	1	1
330	все та же	1	1
331	не только внешне	1	1
332	как один из	1	1
333	только в качестве	1	1
334	между тем это	1	1
335	но в контексте	1	1
336	если бы она	1	1
337	единство слова и	1	1
338	и не по	1	1
339	этом отношении только	1	1
340	в нем своего	1	1
341	в нашем сознании	2	1
342	по способу своего	1	1
343	том что одно	2	1
344	легко свести к	1	1
345	прежде всего следует	1	1
346	ни одна из	1	1
347	с той или	2	1
348	свидетельствует об этом	1	1
349	и все его	1	1
350	значения и смысла	1	1
351	отношению к себе	1	1
352	которое может быть	1	1
353	не в сторону	1	1
354	и для другого	1	1
355	как и у	1	1
356	не может соответствовать	1	1
357	и т.д при	1	1
358	него еще нет	1	1
359	происходит и с	1	1
360	гораздо более сложным	1	1
361	в первый раз	1	1
362	том смысле как	1	1
363	прежде всего тем	1	1
364	самым как бы	1	1
365	слова и мысли	1	1
366	оставляя за собой	1	1
367	зависит не только	1	1
368	ни в чем	1	1
369	что еще не	1	1
370	и т д	1	1
371	потому что я	1	1
372	именно это и	1	1
373	то и в	1	1
374	в частности речь	1	1
375	не рассматривается как	1	1
376	в целом как	1	1
377	на протяжении этого	2	1
378	и даже не	1	1
379	по его мнению	1	1
380	отношение к миру	1	1
381	на него с	1	1
382	отношению к ним	1	1
383	может быть общим	1	1
384	точки зрения но	1	1
385	того что происходит	1	1
386	собой один из	1	1
387	здесь не только	2	1
388	но и на	2	1
389	со своей точки	1	1
390	всего тем что	1	1
391	в случае с	2	1
392	совершается переход от	1	1
393	не в том	1	1
394	и вследствие этого	1	1
395	как правило протекает	1	1
396	в строгом смысле	1	1
397	не является полным	1	1
398	главным образом благодаря	1	1
399	что один из	1	1
400	еще не гарантирует	1	1
401	в центре внимания	2	1
402	вопрос не имеет	1	1
403	а также в	1	1
404	с ним происходит	1	1
405	иметь в виду	1	1
406	в своем собственном	1	1
407	представляет собой по	1	1
408	двух или трех	1	1
409	мы не видим	1	1
410	как и всякий	1	1
411	но и с	1	1
412	что с ним	1	1
413	а тем более	1	1
414	и в то	2	1
415	о наличии у	1	1
416	в качестве одного	1	1
417	и всякий другой	1	1
418	и в других	1	1
419	из них не	1	1
420	но и от	2	1
421	нас нет никаких	1	1
422	сказать что он	1	1
423	а не в	1	1
424	но для него	1	1
425	и т.п в	1	1
426	вследствие того что	2	1
427	но и к	1	1
428	той или другой	1	1
429	да и не	1	1
430	так же в	1	1
431	теми же словами	1	1
432	и они не	1	1
433	большей или меньшей	1	1
434	является в данном	1	1
435	к нему в	1	1
436	не может иметь	1	1
437	мере того как	1	1
438	как со стороны	1	1
439	не только от	2	1
440	три группы в	1	1
441	в поле зрения	1	1
442	том или ином	1	1
443	и ему не	1	1
444	по мере того	1	1
445	как это делает	1	1
446	в разговоре с	1	1
447	в себя ту	1	1
448	это действительно так	1	1
449	включая в него	1	1
450	это все равно	1	1
451	хотя и не	2	1
452	одна из этих	1	1
453	не может изменить	1	1
454	объяснения в любви	1	1
455	и в конечном	1	1
456	и здесь мы	1	1
457	так и со	1	1
458	в отрыве от	1	1
459	не обращая внимания	1	1
460	не подлежит сомнению	1	1
461	и не могли	1	1
462	в результате его	1	1
463	другому человеку и	1	1
464	расчленяет его на	1	1
465	оно не является	1	1
466	речи хотя и	1	1
467	в самом первом	2	1
468	только внешняя сторона	1	1
469	как это сделал	1	1
470	том что с	1	1
471	же самое происходит	1	1
472	на эту тему	1	1
473	более глубокий и	1	1
474	и не могло	1	1
475	представляет собой один	1	1
476	у детей в	1	1
477	интереса к структуре	1	1
478	точки зрения как	1	1
479	у нас нет	2	1
480	к себе и	2	1
481	быть самим собой	1	1
482	как в случае	1	1
483	но с другой	1	1
484	к жизни и	1	1
