N	2gram	Propp_Isto	Sovremen
1	не может	19	17
2	может быть	37	12
3	таким образом	13	11
4	мы не	12	9
5	в этом	13	7
6	и в	40	7
7	не можем	4	7
8	мы можем	7	6
9	в результате	2	6
10	только одна	2	6
11	как и	5	6
12	ничего не	6	6
13	и не	19	6
14	прежде всего	15	5
15	что же	4	5
16	все эти	6	5
17	и наконец	5	5
18	отдельном случае	1	5
19	в дальнейшем	6	4
20	а в	15	4
21	так как	20	4
22	вопрос о	8	4
23	это не	8	4
24	не только	28	4
25	мы должны	17	4
26	как бы	6	4
27	если мы	4	4
28	каждого элемента	1	4
29	в зависимости	3	4
30	их в	7	4
31	вместе с	13	4
32	в целом	3	4
33	в том	12	4
34	зависимости от	3	4
35	из них	5	4
36	точку зрения	3	4
37	мы видели	4	4
38	и к	1	3
39	и потому	3	3
40	видели что	5	3
41	на этой	2	3
42	этим мы	1	3
43	и мы	2	3
44	с самого	4	3
45	когда мы	4	3
46	уже в	2	3
47	то же	21	3
48	при этом	6	3
49	мы получаем	1	3
50	поэтому мы	1	3
51	не в	11	3
52	а не	18	3
53	в системе	2	3
54	для нас	17	3
55	все это	6	3
56	мы получим	2	3
57	как он	5	3
58	в одном	8	3
59	у нас	1	3
60	а все	1	3
61	основной вопрос	2	3
62	самого начала	4	3
63	в конце	1	3
64	в наших	1	3
65	было бы	11	3
66	в первом	1	3
67	у всех	1	3
68	в этой	9	3
69	он в	5	3
70	и все	1	3
71	в себе	6	3
72	следующим образом	1	3
73	ясно что	2	3
74	не подлежит	1	3
75	что она	10	3
76	он может	2	3
77	одна из	4	3
78	состоит из	1	3
79	все же	17	3
80	при таком	2	3
81	в области	2	3
82	может не	1	3
83	между собой	4	3
84	отнюдь не	2	3
85	в нем	8	3
86	но мы	2	3
87	но в	13	3
88	еще не	14	3
89	с этим	5	2
90	что в	19	2
91	тем не	7	2
92	дает нам	3	2
93	совершенно не	1	2
94	мы видим	16	2
95	и что	14	2
96	отличие от	3	2
97	такие же	1	2
98	друг с	4	2
99	которой он	1	2
100	ее на	2	2
101	и пр	11	2
102	то и	2	2
103	с одной	8	2
104	в отличие	3	2
105	это за	5	2
106	такого рода	1	2
107	из этих	2	2
108	в его	10	2
109	во всяком	1	2
