N	2gram	Voloshinov	Marksizm
1	точки зрения	31	69
2	может быть	28	64
3	и в	28	63
4	и не	34	55
5	как бы	19	53
6	не может	30	47
7	с точки	15	46
8	и пр	29	42
9	и его	22	41
10	в этом	28	39
11	таким образом	34	38
12	в процессе	5	33
13	как мы	18	32
14	в пределах	6	31
15	не только	10	29
16	то же	12	28
17	в нем	7	28
18	но и	10	27
19	связи с	1	25
20	речи и	2	25
21	самом деле	14	25
22	в самом	12	24
23	как и	13	24
24	прежде всего	26	24
25	только в	11	23
26	так и	14	23
27	и т.п	4	23
28	в том	10	22
29	то что	17	22
30	а не	9	22
31	– в	17	21
32	при этом	8	20
33	так сказать	7	20
34	для него	12	20
35	если мы	7	20
36	об идеологиях	1	19
37	на почве	3	19
38	не в	10	19
39	если бы	4	19
40	том что	12	19
41	в его	25	19
42	в ее	5	18
43	внутренней речи	5	18
44	в слове	1	18
45	и для	7	18
46	но в	13	18
47	вовсе не	16	18
48	все же	8	17
49	это –	22	17
50	по отношению	13	16
51	ни было	2	16
52	слова и	4	16
53	социального общения	3	16
54	и как	3	16
55	в то	7	16
56	с помощью	20	15
57	во всех	13	15
58	отнюдь не	5	15
59	что он	12	15
60	же время	6	15
61	– не	12	15
62	отношению к	11	15
63	в данном	4	14
64	хотя бы	7	14
65	в контексте	1	14
66	в смысле	1	14
67	– это	29	14
68	в своей	14	13
69	– и	7	13
70	так же	4	13
71	речи мы	4	13
72	то ни	4	13
73	в направлении	1	13
74	что в	7	13
75	и здесь	1	13
76	не является	7	13
77	того чтобы	5	13
78	было бы	8	13
79	ничего не	5	13
80	мы не	9	13
81	слова в	1	13
82	идеологического творчества	1	12
83	для того	6	12
84	того же	3	12
85	бы то	3	12
86	в результате	3	12
87	выражение в	4	12
88	между тем	3	12
89	он не	10	12
90	в основе	6	12
91	высшей степени	6	12
92	а в	8	12
93	в высшей	6	12
94	и того	1	11
95	к нему	9	11
96	мы уже	10	11
97	и что	6	11
98	и от	3	11
99	как система	2	11
100	до сих	3	11
101	и на	9	11
102	и все	13	11
103	как в	4	11
104	еще не	8	11
105	друг друга	2	11
106	так как	15	11
107	на самом	6	11
108	все эти	15	11
109	в ней	8	11
110	сих пор	3	11
111	без исключения	2	10
112	именно в	4	10
113	во всяком	9	10
114	самого начала	5	10
115	с другой	2	10
116	сказать что	11	10
117	к этому	9	10
118	никогда не	10	10
119	в своем	4	10
120	его в	11	10
121	в таком	6	10
122	одна из	4	10
123	– как	6	10
124	функциональной психологии	1	10
125	в каждом	1	10
126	в основном	4	10
127	здесь мы	1	10
128	в большинстве	5	10
129	совершенно не	9	10
130	конечно не	10	10
131	психикой и	1	10
132	в отличие	2	10
133	с его	9	10
134	здесь в	6	10
135	и потому	12	10
136	с самого	7	10
137	отличие от	2	10
138	более того	7	10
139	быть и	7	9
140	к тому	6	9
141	только на	4	9
142	в нашем	3	9
143	точка зрения	15	9
144	в себе	7	9
145	большинстве случаев	6	9
146	рядом с	2	9
147	и следовательно	3	9
148	и это	1	9
149	а как	3	9
150	мы видели	12	9
151	что это	5	9
152	ни в	12	9
153	слово –	2	9
154	не имеет	2	9
155	отношении к	1	9
156	это не	5	9
157	в истории	4	9
158	одной из	1	9
159	и эта	1	9
160	внутренняя речь	4	9
161	же самое	2	9
162	мысли и	4	8
163	не как	2	8
164	но что	1	8
165	и даже	3	8
166	и с	10	8
167	психики и	3	8
168	на этой	3	8
169	направлении к	1	8
170	настоящее время	1	8
171	мы знаем	11	8
172	что и	5	8
173	у него	4	8
174	не было	5	8
175	тому что	5	8
176	ясно что	2	8
177	мы можем	20	8
178	или же	2	8
179	не будет	1	8
180	в форме	1	8
181	за пределы	10	8
182	в отношении	2	8
183	сводится к	4	8
184	слове и	1	8
185	в каком	7	8
186	перед нами	1	8
187	чем же	6	8
188	в свою	6	8
189	высказывания –	2	8
190	этого слова	1	8
191	– говорит	5	8
192	в настоящее	1	8
193	с этим	8	8
194	у нас	3	8
195	смысле этого	1	8
196	в их	2	8
197	в прямой	1	8
198	и их	2	8
199	в науке	2	8
200	и т.д	1	8
201	и ее	7	8
202	речь и	2	8
203	или иной	2	8
204	на то	1	8
205	в этих	5	7
206	социальной группы	3	7
207	не существует	4	7
208	в котором	4	7
209	и значение	2	7
210	и те	5	7
211	свою очередь	4	7
212	и формы	1	7
213	он сам	5	7
214	те же	9	7
215	нашей работы	1	7
216	как раз	6	7
217	в качестве	2	7
218	бы в	2	7
219	как системы	1	7
220	субъективного сознания	1	7
221	в этой	7	7
222	могут быть	9	7
223	оно может	3	7
224	там где	2	7
225	же является	1	7
226	психологии и	3	7
227	с ними	5	7
228	может стать	4	7
229	данной социальной	1	7
230	его –	1	7
231	вполне понятно	2	7
232	на основе	3	7
233	по себе	4	7
234	той же	5	7
235	до конца	7	7
236	о том	3	7
237	того что	7	7
238	общения в	1	7
239	в формах	1	7
240	конечно в	3	7
241	в начале	1	7
242	далеко не	5	7
243	бы он	3	7
244	науки о	1	6
245	теперь мы	4	6
246	в корне	6	6
247	уже не	9	6
248	материале слова	1	6
249	входит в	2	6
250	одной стороны	2	6
251	в другом	4	6
252	в различных	2	6
253	как оно	1	6
254	для понимания	2	6
255	с одной	2	6
256	данного высказывания	1	6
257	в разрезе	1	6
258	с другими	8	6
259	из важнейших	2	6
260	между ними	5	6
261	не есть	2	6
262	– с	7	6
263	из одного	1	6
264	всяком случае	8	6
265	должны быть	4	6
266	в идеологическом	1	6
267	этот вопрос	4	6
268	с ее	4	6
269	всех без	1	6
270	то есть	1	6
271	должна быть	2	6
272	смысле слова	4	6
273	переживания и	1	6
274	его формы	2	6
275	зависимости от	4	6
276	ничего общего	4	6
277	в организме	1	6
278	не имеют	1	6
279	и между	2	6
280	что же	10	6
281	тем же	3	6
282	для всего	2	6
283	тот же	10	6
284	этот процесс	4	6
285	он и	2	6
286	все это	12	6
287	сознания и	6	6
288	слово в	1	6
289	в какой	3	6
290	вопрос о	2	6
291	как ее	2	6
292	мы должны	9	6
293	из этих	6	6
294	же в	1	6
295	пр и	2	6
296	не к	2	6
297	еще более	2	5
298	самом же	2	5
299	в одном	3	5
300	в виду	4	5
301	в первом	2	5
302	она является	1	5
303	является выражением	1	5
304	не менее	6	5
305	социальной ситуации	1	5
306	связано с	3	5
307	понятно что	1	5
308	этой почве	1	5
309	на границе	1	5
310	социальной ориентации	1	5
311	мы ни	1	5
312	как на	3	5
313	содержание психики	2	5
314	от того	5	5
315	себя в	3	5
316	по преимуществу	2	5
317	на язык	4	5
318	должно быть	2	5
319	что такое	6	5
320	как же	1	5
321	все время	4	5
322	объективной точки	2	5
323	от этого	2	5
324	в двух	1	5
325	лишь для	1	5
326	жизни в	3	5
327	и у	7	5
328	той или	1	5
329	но как	2	5
330	и тем	2	5
331	и является	3	5
332	же он	2	5
333	в конце	2	5
334	этой проблемы	1	5
335	то в	2	5
336	для себя	2	5
337	и внешнего	1	5
338	идеологических явлений	2	5
339	вместе с	5	5
340	да и	2	5
341	так называемая	1	5
342	сознание –	3	5
343	различие между	1	5
344	и вот	8	5
345	ее в	5	5
346	связана с	2	5
347	громадное значение	1	5
348	хотя и	1	5
349	из него	3	5
350	точку зрения	12	5
351	формы и	3	5
352	в душе	13	5
353	этом случае	1	5
354	в более	5	5
355	значение в	3	5
356	отражает и	1	5
357	связи между	1	5
358	этом отношении	4	5
359	– его	4	5
360	то мы	2	5
361	таком случае	4	5
362	или в	1	5
363	для других	1	5
364	и всякое	1	5
365	но не	7	5
366	менее всего	1	5
367	по смыслу	1	5
368	в условиях	3	5
369	тем более	1	5
370	же деле	2	5
371	она не	6	5
372	индивидуального организма	5	5
373	одни и	1	5
374	со всею	3	5
375	ведь если	2	5
376	конечно совершенно	3	5
377	в особенности	1	5
378	и к	7	4
379	психической жизни	12	4
380	оно становится	1	4
381	именно эти	1	4
382	в рамки	1	4
383	в них	3	4
384	связь с	7	4
385	слове в	1	4
386	но все	2	4
387	тем что	1	4
388	из всего	2	4
389	обратное влияние	2	4
390	речью и	1	4
391	он был	3	4
392	точке зрения	1	4
393	следующим образом	1	4
394	в зависимости	4	4
395	во всей	3	4
396	к ее	1	4
397	из них	7	4
398	едва ли	4	4
399	психологии в	3	4
400	переходим к	3	4
401	что они	1	4
402	влияние на	4	4
403	и он	1	4
404	объективная психология	6	4
405	именно для	1	4
406	узком смысле	3	4
407	что все	7	4
408	не знает	5	4
409	в которой	5	4
410	из сознания	1	4
411	одним из	3	4
412	что она	5	4
413	но для	3	4
414	во внутренней	3	4
415	но ведь	4	4
416	при чтении	1	4
417	сознания как	2	4
418	следовательно и	2	4
419	находит свое	1	4
420	для его	1	4
421	разрыв между	2	4
422	не дает	4	4
423	в работе	2	4
424	и речи	4	4
425	но при	1	4
426	между двумя	3	4
427	к этим	2	4
428	если же	2	4
429	всех других	2	4
430	все те	10	4
431	в тех	1	4
432	и тот	3	4
433	он –	5	4
434	внешнее выражение	1	4
435	нашей точки	1	4
436	из этого	2	4
437	его к	4	4
438	независимо от	3	4
439	и особенно	1	4
440	к целому	1	4
441	индивидуальной психики	6	4
442	уже знаем	4	4
443	мы замечаем	1	4
444	не могут	7	4
445	со всеми	5	4
446	себя с	3	4
447	можно назвать	1	4
448	критическому анализу	1	4
449	к его	3	4
450	быть понято	1	4
451	подхода к	4	4
452	нет ничего	1	4
453	бы и	2	4
454	идеологическое творчество	1	4
455	перейдем к	1	4
456	именно на	1	4
457	слов и	1	4
458	целый ряд	1	4
459	и до	5	4
460	переход от	1	4
461	нет и	4	4
462	мог бы	2	4
463	но именно	2	4
464	только при	2	4
465	и то	3	4
466	только с	4	4
467	для второго	1	4
468	нас не	1	4
469	уже в	3	4
470	не будем	3	4
471	это и	4	4
472	всецело определяется	1	4
473	– но	4	4
474	можно сказать	6	4
475	слова –	1	4
476	социальной среды	3	4
477	к своему	2	4
478	войти в	4	4
479	в одной	2	4
480	выражение и	3	4
481	он ни	1	4
482	каких бы	1	4
483	свое выражение	2	4
484	другими словами	5	4
485	так называемой	1	4
486	как он	1	4
487	относится к	2	4
488	стороны и	1	4
489	в каких	1	4
490	одного из	1	4
491	и самого	1	4
492	выражения в	1	4
493	в узком	4	4
494	к пониманию	1	4
495	жизни и	7	4
496	и прежде	7	4
497	социальной среде	1	4
498	в области	4	4
499	нуждается в	3	4
500	– лишь	3	4
501	внешнего выражения	1	4
502	что было	1	3
503	они являются	1	3
504	направления –	1	3
505	– является	2	3
506	переживание –	2	3
507	в применении	2	3
508	однако и	2	3
509	даже в	1	3
510	глава первая	1	3
511	– являются	1	3
512	не сможет	3	3
513	в своих	5	3
514	ко всем	1	3
515	оно –	5	3
516	свое наиболее	1	3
517	быть непосредственно	1	3
518	форму и	1	3
519	деле ведь	1	3
520	психология должна	1	3
521	с тем	1	3
522	роль в	7	3
523	мы только	2	3
524	является для	2	3
525	накопляются те	1	3
526	на первый	5	3
527	определяется не	1	3
528	в дальнейшем	2	3
529	в индивидуальной	1	3
530	первым и	2	3
531	не наоборот	1	3
532	– а	2	3
533	применении к	2	3
534	мы увидим	4	3
535	даже и	1	3
536	всем этим	3	3
537	переживание в	1	3
538	глава третья	1	3
539	в этот	4	3
