N	2gram	Propp_Isto	StatiiOP
1	в и	1	145
2	и в	40	103
3	в том	12	89
4	том что	11	77
5	в этом	13	76
6	что в	19	74
7	не только	28	60
8	и т	39	51
9	о том	12	47
10	но и	21	46
11	то что	17	44
12	что он	32	42
13	в его	10	42
14	и не	19	41
15	может быть	37	38
16	т е	30	33
17	было бы	11	32
18	т д	35	32
19	в этой	9	31
20	вовсе не	3	31
21	тем что	7	29
22	все это	6	29
23	таким образом	13	28
24	а в	15	27
25	а не	18	27
26	но в	13	26
27	что это	12	25
28	так и	13	25
29	этом отношении	1	24
30	и его	5	24
31	все же	17	23
32	не в	11	23
33	так что	9	23
34	потому что	12	23
35	для того	1	22
36	в которой	2	22
37	как в	7	22
38	того что	6	22
39	прежде всего	15	22
40	у нас	1	22
41	в области	2	22
42	и пр	11	21
43	того чтобы	3	21
44	до сих	11	20
45	это не	8	20
46	в своей	2	19
47	сих пор	12	19
48	т п	1	19
49	в то	4	19
50	только в	16	19
51	в котором	5	18
52	с другой	8	18
53	он не	10	18
54	об этом	11	18
55	не может	19	18
56	в году	1	17
57	между прочим	3	17
58	в русской	7	17
59	самом деле	2	17
60	как бы	6	17
61	в этих	17	16
62	с этим	5	16
63	сказать что	7	16
64	можно было	8	16
65	если бы	8	16
66	в ней	10	16
67	другой стороны	7	15
68	с тем	13	15
69	как и	5	15
70	из этих	2	15
71	у него	5	15
72	я не	5	15
73	и на	6	15
74	например в	7	15
75	в отношении	1	15
76	как раз	2	15
77	для него	2	15
78	также и	3	15
79	то же	21	14
80	но все	9	14
81	так например	7	14
82	к тому	6	14
83	между тем	2	14
84	и что	14	14
85	была бы	2	14
86	в течение	1	14
87	в той	1	13
88	именно в	5	13
89	во всяком	1	13
90	в своем	5	13
91	из них	5	13
92	в качестве	8	13
93	а с	4	13
94	в конце	1	13
95	в нем	8	13
96	в языке	1	13
97	вместе с	13	13
98	со стороны	3	13
99	но это	8	13
100	дело в	3	13
101	тому что	1	13
102	не менее	7	12
103	хотя бы	5	12
104	что у	3	12
105	ни в	2	12
106	так как	20	12
107	что они	13	12
108	в тексте	1	12
109	в них	2	11
110	в другом	6	11
111	должна была	1	11
112	никогда не	25	11
113	не было	3	11
114	ясно что	2	11
115	и с	5	11
116	и по	4	11
117	своего рода	2	11
118	из его	1	11
119	того как	6	11
120	вопрос о	8	11
121	все эти	6	11
122	это было	2	11
123	на то	6	11
124	кроме того	3	10
125	не столько	1	10
126	в виду	2	10
127	связь с	8	10
128	речь идет	1	10
129	так же	18	10
130	отметить что	1	10
131	в целом	3	10
132	что такое	3	10
133	что и	9	10
134	xix века	2	10
135	но он	5	10
136	во всех	3	10
137	а как	2	10
138	в каком	2	10
139	в истории	2	10
140	ничего не	6	10
141	ответ на	3	10
142	на вопрос	4	10
143	на самом	3	10
144	но не	7	10
145	в частности	3	10
146	в начале	3	10
147	и к	1	9
148	говорит о	2	9
149	интересно что	1	9
150	он был	3	9
151	в одном	8	9
152	говорит что	1	9
153	внимание на	1	9
154	несмотря на	1	9
155	и это	2	9
156	и тем	2	9
157	что эта	3	9
158	во время	5	9
159	такого рода	1	9
160	времени и	1	9
161	что же	4	9
162	и для	5	9
163	для нас	17	9
164	что мы	9	9
165	там где	5	9
166	по этому	2	9
167	но ведь	1	8
168	и об	1	8
169	в результате	2	8
170	и даже	4	8
171	связано с	2	8
172	по его	3	8
173	еще более	1	8
174	к которому	5	8
175	что она	10	8
176	к этому	2	8
177	связи с	10	8
178	одним из	2	8
179	и др	11	8
180	могут быть	5	8
181	к сожалению	3	8
182	должен был	6	8
183	в которых	2	8
184	тем не	7	8
185	совершенно не	1	8
186	и более	3	8
187	в издании	1	8
188	мы имеем	25	8
189	при помощи	2	8
190	той же	1	8
191	до конца	1	8
192	подчеркнуть что	2	8
193	в их	6	8
194	а также	2	8
195	в какой	4	8
196	дело не	8	8
197	и о	1	8
198	такой же	2	8
199	с которыми	1	7
200	и очень	1	7
201	о чем	1	7
202	по себе	4	7
203	представление о	3	7
204	в это	2	7
205	а а	1	7
206	и сейчас	1	7
207	уже о	1	7
208	не мог	4	7
209	точка зрения	2	7
210	не просто	5	7
211	гораздо более	1	7
212	в ее	2	7
213	это очень	1	7
214	в эту	3	7
215	кажется что	1	7
216	как это	6	7
217	что для	1	7
218	из этого	3	7
219	раньше чем	6	7
220	то в	1	7
221	и то	3	7
222	нет никакого	1	7
223	то время	3	7
224	можно назвать	3	7
225	том как	3	7
226	еще не	14	7
227	очень мало	2	7
228	еще и	2	7
229	что здесь	9	7
230	одной из	6	7
231	на этот	2	7
232	связан с	4	7
233	нас нет	1	7
234	уже в	2	7
235	в виде	2	7
236	но с	3	7
237	что этот	5	7
238	говорит об	1	7
239	не все	5	7
240	с самого	4	7
241	этому поводу	2	7
242	отношению к	6	7
243	вплоть до	2	7
244	же и	3	6
